category_id,month,papers
C0576,2022-09,5
C0108,2023-08,1
C0448,2021-08,30
C0431,2023-09,61
C0015,2023-09,59
C0232,2023-09,37
C0138,2023-05,62
C0315,2023-09,72
C0696,2023-09,3
C0464,2023-09,42
C0742,2023-09,8
C0308,2023-12,7
C0468,2023-12,79
C0340,2023-12,61
C0195,2023-10,55
C0001,2023-12,3
C0678,2023-12,7
C0661,2023-12,2
C0520,2023-12,8
C0257,2023-11,70
C0552,2023-05,20
C0211,2023-10,72
C0455,2023-10,71
C0400,2023-11,25
C0129,2023-10,65
C0616,2022-03,22
C0586,2022-03,3
C0358,2022-03,81
C0604,2022-03,7
C0445,2021-01,69
C0352,2022-03,30
C0584,2022-03,20
C0532,2022-03,11
C0322,2022-03,2
C0638,2022-03,1
C0468,2022-02,46
C0411,2022-03,1
C0626,2022-03,5
C0048,2020-12,36
C0346,2021-08,34
C0007,2020-12,37
C0096,2021-06,1
C0307,2021-05,36
C0223,2020-03,48
C0077,2020-01,9
C0055,2022-09,41
C0552,2022-09,29
C0065,2020-09,18
C0727,2022-09,37
C0169,2022-09,61
C0011,2022-09,41
C0182,2022-09,8
C0150,2020-07,23
C0645,2022-09,4
C0255,2022-08,63
C0478,2022-08,69
C0539,2022-09,8
C0329,2021-01,11
C0485,2022-08,64
C0098,2022-08,32
C0338,2020-12,42
C0368,2020-09,24
C0287,2023-11,25
C0337,2020-05,16
C0050,2021-08,50
C0312,2021-08,16
C0020,2020-12,62
C0420,2020-02,23
C0091,2021-07,25
C0286,2023-02,90
C0711,2023-01,5
C0280,2021-06,38
C0293,2020-05,37
C0341,2023-11,86
C0244,2023-02,1
C0693,2023-02,4
C0631,2023-02,4
C0622,2023-02,17
C0548,2023-02,5
C0351,2023-02,3
C0724,2023-02,2
C0248,2022-01,4
C0333,2021-04,18
C0308,2023-03,5
C0451,2023-06,47
C0120,2023-06,20
C0136,2023-06,56
C0169,2023-05,68
C0727,2023-05,36
C0743,2023-06,7
C0026,2023-06,14
C0143,2023-05,64
C0311,2023-05,40
C0529,2023-06,1
C0295,2021-11,29
C0273,2023-07,2
C0055,2023-05,39
C0214,2020-02,28
C0126,2023-11,84
C0651,2023-11,14
C0013,2023-11,17
C0571,2023-11,4
C0744,2023-11,44
C0162,2023-11,15
C0715,2023-11,11
C0648,2023-11,1
C0486,2023-10,105
C0444,2023-11,11
C0157,2023-11,1
C0248,2023-11,3
C0418,2023-12,10
C0504,2023-12,2
C0195,2024-01,245
C0707,2023-01,2
C0388,2020-11,2
C0158,2024-02,90
C0472,2024-01,158
C0642,2024-02,18
C0003,2024-02,13
C0129,2024-01,197
C0430,2020-10,22
C0308,2022-02,4
C0001,2022-02,1
C0245,2021-08,74
C0278,2021-06,74
C0504,2022-02,4
C0446,2020-04,28
C0369,2020-12,89
C0519,2021-07,2
C0178,2020-02,26
C0317,2020-08,39
C0038,2020-08,26
C0138,2021-02,53
C0302,2020-12,39
C0311,2021-02,39
C0047,2021-07,64
C0483,2020-07,54
C0182,2021-02,15
C0169,2021-02,30
C0011,2021-02,34
C0380,2020-11,18
C0152,2020-02,50
C0007,2020-04,35
C0094,2020-07,54
C0387,2021-09,45
C0034,2020-11,51
C0203,2021-01,73
C0474,2021-06,43
C0425,2020-11,6
C0209,2021-04,30
C0375,2020-10,28
C0392,2020-02,5
C0431,2021-03,66
C0103,2021-05,47
C0066,2020-09,21
C0238,2021-06,20
C0460,2021-09,29
C0015,2021-03,61
C0256,2020-01,133
C0137,2020-03,37
C0493,2021-01,207
C0712,2022-08,10
C0273,2022-07,1
C0195,2021-10,42
C0446,2020-12,43
C0354,2021-06,81
C0686,2022-04,7
C0566,2022-12,9
C0624,2022-12,2
C0544,2022-12,4
C0674,2022-12,5
C0456,2022-12,2
C0261,2023-04,2
C0576,2023-05,13
C0250,2020-05,34
C0542,2023-09,4
C0183,2021-04,65
C0472,2023-10,51
C0177,2024-01,107
C0211,2024-01,174
C0212,2024-08,53
C0455,2024-01,129
C0342,2024-04,53
C0057,2024-04,53
C0201,2024-04,51
C0434,2020-01,4
C0212,2020-03,34
C0395,2020-03,47
C0142,2020-01,3
C0487,2020-05,13
C0048,2020-04,34
C0124,2020-04,4
C0020,2020-04,56
C0121,2020-05,55
C0302,2020-04,33
C0338,2020-04,35
C0700,2020-05,18
C0037,2020-02,50
C0433,2020-05,3
C0264,2020-02,34
C0647,2020-05,2
C0632,2020-08,6
C0200,2020-08,46
C0687,2020-08,5
C0133,2020-07,50
C0577,2020-08,4
C0310,2020-07,26
C0353,2020-08,3
C0681,2020-09,2
C0543,2020-09,2
C0290,2021-01,127
C0370,2021-01,9
C0740,2021-01,1
C0449,2021-01,5
C0143,2021-02,57
C0154,2020-11,40
C0536,2021-01,1
C0439,2020-10,19
C0124,2020-12,3
C0609,2021-01,8
C0727,2021-02,25
C0055,2021-02,33
C0552,2021-02,9
C0075,2020-11,45
C0576,2021-02,2
C0645,2021-02,2
C0017,2021-04,32
C0484,2021-05,37
C0299,2021-06,6
C0051,2021-06,3
C0272,2021-06,27
C0292,2021-05,12
C0741,2021-01,10
C0602,2020-02,17
C0464,2021-03,32
C0729,2021-06,1
C0652,2021-07,2
C0123,2021-08,38
C0029,2021-05,55
C0319,2021-11,59
C0472,2021-10,42
C0177,2021-10,34
C0360,2021-11,62
C0188,2020-11,48
C0219,2021-11,29
C0006,2021-10,1
C0187,2021-06,1
C0315,2021-03,56
C0598,2021-11,5
C0615,2021-11,2
C0745,2021-09,5
C0182,2023-05,12
C0486,2024-01,263
C0667,2021-07,10
C0645,2023-05,1
C0720,2023-09,4
C0549,2023-09,2
C0404,2020-01,4
C0630,2021-05,17
C0565,2022-03,1
C0614,2022-03,1
C0541,2022-03,1
C0190,2022-03,2
C0653,2022-04,4
C0266,2020-02,34
C0326,2020-02,21
C0068,2020-02,35
C0432,2020-02,1
C0623,2020-06,4
C0130,2020-07,31
C0202,2020-07,85
C0107,2020-06,2
C0526,2020-07,5
C0750,2020-11,2
C0726,2020-11,2
C0052,2020-11,3
C0696,2021-03,6
C0232,2021-03,30
C0742,2021-03,6
C0542,2021-03,9
C0534,2021-04,5
C0241,2021-05,50
C0578,2021-05,1
C0570,2021-08,6
C0170,2025-05,113
C0556,2021-08,35
C0334,2021-08,46
C0550,2021-08,8
C0518,2021-08,4
C0227,2021-08,17
C0644,2021-08,9
C0581,2021-08,7
C0509,2021-08,9
C0099,2021-09,1
C0488,2021-08,1
C0035,2021-06,3
C0502,2021-09,1
C0716,2021-08,3
C0438,2021-12,3
C0081,2021-11,2
C0513,2020-02,1
C0569,2020-03,19
C0718,2020-03,4
C0601,2020-06,1
C0553,2020-10,3
C0682,2020-10,1
C0666,2020-10,1
C0585,2021-01,2
C0539,2021-02,3
C0492,2021-02,1
C0720,2021-03,5
C0223,2024-08,67
C0618,2021-11,1
C0661,2022-02,2
C0499,2020-04,2
C0591,2020-04,3
C0373,2020-07,1
C0036,2020-07,1
C0499,2020-12,3
C0558,2021-04,1
C0491,2021-09,1
C0384,2021-10,1
C0223,2026-01,175
C0360,2026-05,103
C0598,2026-05,43
C0176,2026-05,104
C0191,2026-05,150
C0219,2026-05,159
C0308,2026-04,21
C0342,2026-08,94
C0212,2026-01,137
C0114,2026-05,82
C0295,2026-05,37
C0350,2025-02,42
C0395,2026-01,138
C0154,2026-07,59
C0075,2026-07,48
C0034,2026-07,67
C0070,2026-07,65
C0237,2026-07,230
C0216,2026-06,80
C0380,2026-07,35
C0137,2026-01,270
C0388,2026-07,11
C0726,2026-07,12
C0282,2025-11,72
C0188,2026-07,66
C0569,2026-01,45
C0468,2024-11,117
C0089,2026-03,63
C0425,2026-07,19
C0750,2026-07,27
C0052,2026-07,4
C0418,2025-06,23
C0028,2026-03,123
C0457,2026-06,42
C0300,2026-06,46
C0175,2026-02,68
C0045,2026-08,41
C0357,2025-12,106
C0486,2025-08,114
C0718,2026-01,28
C0364,2024-12,38
C0330,2026-08,127
C0189,2025-01,338
C0129,2025-08,87
C0016,2025-07,51
C0539,2023-05,7
C0410,2025-02,38
C0211,2024-06,75
C0468,2026-04,269
C0294,2024-04,13
C0106,2025-01,350
C0290,2025-11,48
C0675,2025-11,32
C0449,2025-11,2
C0493,2025-11,92
C0564,2025-11,27
C0164,2025-11,29
C0240,2026-02,26
C0712,2025-03,28
C0536,2025-11,2
C0445,2025-11,42
C0097,2025-01,23
C0203,2025-11,25
C0370,2025-11,9
C0468,2025-06,149
C0301,2025-01,51
C0460,2025-10,57
C0122,2025-01,437
C0486,2024-06,150
C0174,2026-01,56
C0323,2024-10,42
C0062,2025-12,79
C0627,2025-01,11
C0212,2025-04,39
C0101,2025-01,100
C0657,2025-01,14
C0297,2025-10,108
C0609,2025-11,5
C0271,2025-01,175
C0472,2025-08,53
C0547,2025-01,4
C0329,2025-11,4
C0197,2025-12,35
C0355,2025-12,45
C0313,2025-12,63
C0728,2025-12,68
C0218,2024-09,75
C0267,2026-02,124
C0606,2026-01,60
C0330,2024-04,93
C0174,2025-04,22
C0045,2024-07,64
C0140,2026-03,89
C0192,2026-03,71
C0502,2025-10,5
C0006,2024-01,5
C0306,2024-10,28
C0173,2025-12,4
C0296,2026-02,52
C0231,2021-01,2
C0393,2026-03,90
C0093,2026-03,48
C0146,2026-02,102
C0024,2026-02,59
C0665,2026-03,13
C0421,2026-02,48
C0168,2026-03,26
C0172,2024-05,44
C0220,2025-02,19
C0177,2025-08,44
C0390,2026-03,2
C0379,2025-05,30
C0006,2023-10,5
C0463,2024-12,59
C0340,2026-04,50
C0618,2026-05,3
C0224,2025-05,53
C0319,2026-05,34
C0615,2026-05,6
C0389,2024-10,47
C0593,2026-06,79
C0177,2024-06,37
C0418,2026-04,45
C0636,2026-06,21
C0308,2025-06,12
C0386,2025-05,52
C0662,2026-08,6
C0603,2026-08,32
C0002,2026-08,150
C0057,2026-08,34
C0347,2026-08,20
C0201,2026-08,42
C0294,2026-08,13
C0371,2026-08,43
C0656,2026-08,7
C0102,2025-02,72
C0199,2024-02,2
C0635,2026-08,3
C0195,2024-06,82
C0276,2024-03,108
C0240,2024-03,15
C0175,2024-03,46
C0342,2024-07,46
C0661,2024-11,1
C0201,2024-07,41
C0267,2024-03,69
C0371,2024-07,35
C0371,2024-04,39
C0045,2024-04,58
C0002,2024-04,65
C0504,2024-11,8
C0662,2024-04,4
C0603,2024-04,17
C0347,2024-04,19
C0129,2024-06,62
C0270,2024-10,75
C0137,2024-08,79
C0330,2024-07,89
C0053,2024-02,2
C0635,2024-04,4
C0656,2024-04,7
C0455,2024-06,71
C0559,2024-05,3
C0345,2024-03,19
C0623,2024-05,9
C0601,2024-05,1
C0296,2024-03,19
C0226,2024-10,112
C0472,2024-06,53
C0424,2024-09,30
C0569,2024-08,21
C0057,2024-07,71
C0002,2024-07,77
C0153,2024-03,26
C0347,2024-07,18
C0635,2024-07,4
C0603,2024-07,28
C0662,2024-07,5
C0324,2024-10,44
C0251,2024-10,87
C0521,2024-10,18
C0670,2024-10,7
C0485,2025-03,50
C0165,2024-10,16
C0719,2024-10,6
C0496,2024-10,1
C0653,2024-10,5
C0555,2024-12,16
C0340,2025-06,57
C0321,2024-10,11
C0554,2024-10,3
C0746,2024-09,8
C0686,2024-10,5
C0478,2025-03,111
C0678,2024-11,9
C0340,2024-11,41
C0674,2024-12,7
C0405,2024-12,68
C0421,2024-03,19
C0223,2025-04,69
C0725,2024-12,10
C0215,2025-01,1
C0285,2025-02,42
C0303,2025-02,15
C0515,2025-02,11
C0694,2025-02,11
C0255,2025-03,68
C0269,2025-02,39
C0418,2024-11,23
C0611,2025-02,3
C0137,2025-04,94
C0146,2024-03,80
C0159,2025-05,47
C0149,2025-05,29
C0498,2025-05,23
C0582,2025-05,13
C0460,2025-09,30
C0265,2025-05,13
C0739,2025-05,12
C0741,2025-11,2
C0695,2026-06,11
C0345,2026-02,23
C0504,2025-06,10
C0606,2025-04,10
C0455,2025-08,65
C0211,2025-08,68
C0144,2024-09,22
C0643,2025-12,1
C0087,2025-12,3
C0153,2026-02,25
C0069,2026-02,45
C0276,2026-02,113
C0654,2026-02,2
C0678,2026-04,10
C0001,2026-04,2
C0504,2026-04,7
C0520,2026-04,6
C0520,2025-06,8
C0661,2025-06,5
C0678,2025-06,8
C0098,2025-03,38
C0745,2025-09,5
C0748,2025-07,3
C0297,2025-09,84
C0387,2025-09,45
C0387,2025-10,43
C0099,2025-10,2
C0395,2025-04,51
C0195,2025-08,55
C0624,2024-12,10
C0069,2024-03,23
C0594,2026-05,2
C0024,2024-03,24
C0395,2024-08,46
C0500,2024-09,9
C0745,2025-10,5
C0081,2026-05,6
C0569,2025-04,16
C0718,2025-04,9
C0717,2025-07,1
C0273,2025-07,4
C0588,2025-07,1
C0442,2025-05,1
C0099,2025-09,1
C0740,2025-11,1
C0585,2025-11,1
C0661,2026-04,2
C0629,2025-12,2
C0359,2023-01,1
C0384,2024-01,2
C0535,2026-02,1
C0274,2020-10,2
C0637,2024-02,1
C0597,2024-02,3
C0520,2024-11,8
C0606,2024-08,7
C0174,2024-08,22
C0294,2024-07,5
C0718,2024-08,11
C0566,2024-12,5
C0704,2025-05,2
C0006,2025-08,1
C0384,2025-08,1
C0107,2024-05,4
C0006,2024-06,1
C0308,2024-11,5
C0001,2024-11,3
C0745,2022-10,4
C0109,2021-12,53
C0196,2021-12,72
C0067,2021-11,159
C0250,2021-11,37
C0208,2021-12,36
C0238,2021-01,48
C0293,2021-11,51
C0088,2021-12,39
C0630,2021-10,20
C0672,2021-12,10
C0130,2021-09,48
C0179,2022-02,19
C0256,2022-09,62
C0028,2022-01,74
C0063,2021-01,148
C0140,2022-01,55
C0093,2022-01,101
C0393,2022-01,215
C0089,2022-01,136
C0354,2021-01,172
C0051,2021-01,11
C0408,2021-01,116
C0280,2021-01,103
C0066,2021-07,36
C0403,2021-10,19
C0168,2022-01,26
C0187,2021-01,7
C0192,2022-01,131
C0096,2021-01,6
C0011,2020-01,127
C0047,2020-09,51
C0161,2021-12,23
C0665,2022-01,11
C0474,2021-01,86
C0176,2020-05,74
C0375,2022-04,36
C0304,2022-03,118
C0183,2022-03,60
C0439,2022-04,17
C0017,2022-03,32
C0430,2022-04,14
C0423,2022-02,52
C0540,2021-12,10
C0114,2022-05,44
C0176,2022-05,78
C0295,2022-05,44
C0360,2022-05,57
C0598,2022-05,5
C0219,2022-05,28
C0454,2022-02,20
C0333,2022-03,28
C0191,2022-05,41
C0209,2022-03,34
C0205,2022-03,36
C0615,2022-05,10
C0416,2020-04,29
C0251,2020-10,51
C0086,2020-12,84
C0697,2020-08,4
C0223,2020-06,61
C0155,2021-07,111
C0671,2020-02,19
C0267,2021-03,54
C0387,2020-07,30
C0278,2021-01,298
C0443,2020-08,45
C0290,2021-06,60
C0272,2021-01,60
C0024,2021-03,23
C0055,2020-01,92
C0138,2020-01,156
C0113,2020-11,156
C0143,2020-01,174
C0311,2020-01,127
C0421,2021-03,36
C0307,2021-10,42
C0254,2021-10,102
C0362,2020-04,99
C0389,2020-10,31
C0129,2021-05,67
C0237,2022-06,98
C0425,2022-06,15
C0154,2022-06,53
C0034,2022-06,47
C0075,2022-06,48
C0188,2022-06,51
C0070,2022-06,37
C0319,2022-05,12
C0380,2022-06,28
C0750,2022-06,7
C0388,2022-06,3
C0330,2022-07,71
C0045,2022-07,51
C0201,2022-07,46
C0002,2022-07,55
C0342,2022-07,56
C0057,2022-07,43
C0371,2022-07,26
C0603,2022-07,6
C0052,2022-06,2
C0347,2022-07,11
C0294,2022-07,8
C0376,2022-01,1
C0635,2022-07,4
C0337,2021-11,8
C0484,2021-10,43
C0133,2021-09,66
C0094,2022-10,37
C0172,2022-11,55
C0133,2022-10,53
C0483,2022-10,68
C0202,2022-10,74
C0150,2022-10,19
C0310,2022-10,20
C0130,2022-10,33
C0318,2022-10,20
C0107,2022-11,4
C0601,2022-11,3
C0623,2022-11,5
C0559,2022-11,1
C0029,2024-01,79
C0102,2022-08,57
C0060,2022-12,211
C0252,2022-12,51
C0309,2020-12,9
C0083,2022-12,33
C0160,2022-12,11
C0415,2022-12,19
C0600,2022-12,4
C0288,2023-03,14
C0179,2023-03,17
C0027,2023-03,28
C0340,2023-01,186
C0159,2023-02,37
C0468,2023-01,164
C0423,2023-03,59
C0386,2023-02,54
C0454,2023-03,25
C0501,2023-03,11
C0583,2023-03,6
C0149,2023-04,38
C0379,2023-02,32
C0418,2023-01,38
C0170,2023-02,66
C0194,2020-11,38
C0159,2023-04,34
C0386,2023-04,41
C0582,2023-04,15
C0265,2023-04,12
C0170,2023-04,69
C0224,2023-04,28
C0498,2023-04,9
C0661,2023-01,3
C0379,2023-04,20
C0285,2022-08,34
C0403,2024-06,15
C0359,2023-03,1
C0739,2023-04,7
C0330,2023-07,76
C0350,2022-08,51
C0603,2023-07,20
C0662,2023-07,5
C0002,2023-07,58
C0347,2023-07,21
C0635,2023-07,8
C0045,2023-07,50
C0371,2023-07,38
C0342,2023-07,52
C0057,2023-07,45
C0201,2023-07,44
C0171,2023-06,52
C0047,2023-08,61
C0186,2023-08,46
C0667,2023-08,18
C0091,2023-08,26
C0103,2021-10,64
C0520,2023-01,9
C0437,2023-06,49
C0402,2023-06,67
C0519,2023-08,3
C0652,2023-08,1
C0024,2023-09,18
C0146,2023-09,89
C0276,2023-09,108
C0153,2023-09,31
C0069,2023-09,22
C0267,2023-09,27
C0175,2023-09,50
C0421,2023-09,33
C0345,2023-09,17
C0501,2023-12,11
C0307,2023-10,70
C0423,2023-12,90
C0027,2023-12,29
C0288,2023-12,13
C0179,2023-12,22
C0308,2023-01,20
C0454,2023-12,31
C0103,2023-10,48
C0429,2024-02,52
C0192,2023-11,64
C0583,2023-12,4
C0089,2023-11,42
C0376,2023-11,1
C0583,2022-02,7
C0534,2022-03,7
C0027,2022-02,26
C0358,2021-04,85
C0455,2021-05,51
C0165,2020-10,19
C0319,2020-05,26
C0594,2022-05,1
C0553,2022-04,14
C0618,2022-05,1
C0726,2022-06,1
C0414,2022-09,51
C0030,2022-09,4
C0611,2022-08,3
C0316,2020-02,37
C0269,2022-08,44
C0077,2022-09,1
C0410,2022-08,60
C0212,2024-05,61
C0404,2022-09,2
C0220,2022-08,23
C0382,2020-11,100
C0694,2022-08,5
C0210,2020-12,39
C0091,2020-09,27
C0174,2020-06,18
C0079,2022-12,2
C0582,2023-02,10
C0498,2023-02,13
C0169,2020-01,85
C0303,2022-08,14
C0678,2023-01,22
C0224,2023-02,27
C0149,2023-02,37
C0260,2023-02,2
C0265,2023-02,13
C0739,2023-02,6
C0005,2020-11,30
C0305,2022-08,1
C0001,2023-01,4
C0362,2020-12,76
C0655,2020-06,1
C0707,2023-03,2
C0164,2021-06,28
C0320,2023-06,67
C0115,2023-06,50
C0206,2023-06,79
C0258,2023-06,108
C0040,2023-06,118
C0367,2023-06,58
C0516,2023-06,16
C0406,2023-06,17
C0249,2023-06,35
C0294,2023-07,9
C0656,2023-07,2
C0297,2020-07,35
C0234,2020-02,41
C0140,2023-11,44
C0168,2023-11,15
C0393,2023-11,78
C0093,2023-11,23
C0028,2023-11,48
C0665,2023-11,6
C0292,2023-10,16
C0390,2023-11,2
C0484,2023-10,48
C0504,2023-01,12
C0296,2023-09,20
C0275,2023-10,55
C0711,2023-12,1
C0707,2023-12,1
C0399,2024-02,76
C0307,2024-01,136
C0254,2024-01,395
C0676,2024-02,18
C0179,2024-11,17
C0452,2024-02,52
C0747,2024-02,11
C0426,2024-02,75
C0127,2024-02,62
C0230,2024-02,37
C0557,2024-02,43
C0130,2025-09,69
C0241,2021-10,61
C0094,2021-09,26
C0390,2022-01,2
C0121,2021-11,66
C0727,2020-01,83
C0647,2021-11,5
C0615,2020-05,6
C0348,2020-02,39
C0061,2020-04,48
C0324,2020-10,42
C0182,2020-01,78
C0318,2021-09,25
C0552,2020-01,49
C0146,2021-03,68
C0592,2020-08,15
C0295,2020-05,39
C0035,2021-01,12
C0270,2020-10,50
C0086,2020-04,50
C0310,2021-09,39
C0114,2020-05,41
C0242,2021-01,12
C0395,2020-06,43
C0645,2020-01,7
C0539,2020-01,12
C0203,2021-06,31
C0175,2021-03,38
C0339,2020-11,22
C0515,2022-08,12
C0508,2022-08,2
C0282,2021-06,35
C0646,2022-12,1
C0090,2022-12,2
C0525,2022-12,2
C0677,2021-08,5
C0662,2022-07,4
C0306,2020-10,40
C0260,2023-04,1
C0711,2023-03,3
C0479,2023-04,1
C0030,2023-05,6
C0256,2023-05,55
C0414,2023-05,35
C0240,2023-09,14
C0067,2026-05,213
C0403,2023-10,14
C0029,2023-10,30
C0254,2023-10,117
C0630,2023-10,14
C0241,2023-10,55
C0578,2023-10,6
C0630,2024-01,31
C0484,2024-01,159
C0275,2024-01,180
C0241,2024-01,145
C0103,2024-01,118
C0578,2024-01,16
C0403,2024-01,43
C0292,2024-01,58
C0742,2024-03,8
C0394,2020-04,36
C0210,2020-04,39
C0366,2020-04,35
C0360,2020-05,45
C0219,2020-05,29
C0191,2020-05,36
C0172,2020-03,52
C0263,2020-02,72
C0309,2020-04,3
C0618,2020-05,2
C0460,2020-07,43
C0222,2020-08,69
C0667,2020-09,10
C0186,2020-09,46
C0032,2020-08,4
C0445,2021-06,34
C0546,2020-08,1
C0554,2020-10,3
C0226,2020-10,73
C0519,2020-09,4
C0341,2026-03,100
C0137,2020-06,36
C0394,2020-12,60
C0107,2020-03,6
C0061,2020-12,65
C0345,2021-03,26
C0414,2021-02,55
C0299,2021-01,10
C0486,2021-05,71
C0349,2020-11,59
C0069,2021-03,50
C0729,2021-01,2
C0564,2021-06,14
C0536,2021-06,3
C0585,2021-06,1
C0493,2021-06,57
C0195,2021-05,28
C0675,2021-06,6
C0370,2021-06,5
C0329,2021-06,3
C0609,2021-06,5
C0483,2021-09,57
C0150,2021-09,17
C0653,2020-10,3
C0211,2021-05,65
C0323,2020-10,28
C0740,2021-06,1
C0177,2021-05,37
C0541,2021-04,6
C0741,2021-06,4
C0368,2021-07,22
C0065,2021-07,17
C0352,2021-04,14
C0578,2021-10,5
C0681,2021-07,2
C0543,2021-07,3
C0275,2021-10,41
C0029,2021-10,23
C0366,2020-12,37
C0292,2021-10,6
C0487,2021-11,25
C0700,2021-11,26
C0462,2021-11,21
C0433,2021-11,3
C0288,2022-02,3
C0558,2022-03,3
C0707,2022-02,4
C0404,2023-05,2
C0077,2023-05,1
C0535,2023-09,2
C0256,2021-02,47
C0576,2020-01,14
C0598,2020-05,2
C0153,2021-03,29
C0117,2020-11,39
C0274,2022-04,1
C0361,2022-04,1
C0572,2020-02,8
C0476,2020-02,40
C0059,2020-02,27
C0471,2020-02,3
C0212,2020-06,40
C0718,2020-06,6
C0569,2020-06,18
C0745,2020-07,4
C0502,2020-07,4
C0321,2020-10,10
C0670,2020-10,6
C0336,2020-11,4
C0512,2020-11,1
C0514,2020-11,7
C0416,2020-12,41
C0296,2021-03,24
C0276,2021-03,114
C0240,2021-03,22
C0434,2021-02,1
C0565,2021-04,1
C0584,2021-04,16
C0604,2021-04,4
C0736,2021-04,4
C0616,2021-04,19
C0614,2021-04,2
C0472,2021-05,30
C0532,2021-04,9
C0586,2021-04,6
C0638,2021-04,1
C0626,2021-04,3
C0384,2021-05,1
C0207,2021-08,1
C0663,2021-08,4
C0587,2021-08,15
C0688,2021-08,8
C0202,2021-09,75
C0561,2021-08,4
C0441,2021-12,4
C0064,2021-12,1
C0710,2021-12,1
C0590,2020-02,2
C0601,2020-03,1
C0623,2020-03,1
C0594,2020-05,1
C0606,2020-06,3
C0562,2020-06,1
C0686,2020-10,6
C0467,2020-06,1
C0719,2020-10,3
C0521,2020-10,2
C0042,2020-11,2
C0374,2021-01,1
C0404,2021-02,1
C0030,2021-02,3
C0373,2021-09,1
C0501,2022-02,7
C0220,2025-03,22
C0489,2020-12,2
C0077,2021-02,1
C0322,2021-04,1
C0347,2025-07,28
C0006,2021-05,1
C0190,2021-04,1
C0041,2021-01,1
C0415,2024-12,22
C0733,2021-10,1
C0526,2021-09,2
C0293,2026-05,148
C0337,2026-05,40
C0433,2026-05,16
C0121,2026-05,192
C0218,2026-06,67
C0462,2026-05,14
C0423,2026-04,109
C0487,2026-05,71
C0126,2026-03,136
C0647,2026-05,6
C0250,2026-05,90
C0172,2026-01,167
C0382,2026-07,96
C0194,2026-07,108
C0113,2026-07,130
C0349,2026-07,63
C0144,2026-06,68
C0005,2026-07,74
C0601,2026-01,6
C0623,2026-01,48
C0339,2026-07,104
C0117,2026-07,90
C0254,2025-08,172
C0424,2026-06,57
C0336,2026-07,18
