category_id,period,papers
C0743,2025Q4,41
C0602,2025Q4,39
C0746,2025Q4,26
C0621,2025Q4,4
C0629,2025Q4,14
C0694,2025Q4,47
C0608,2025Q4,10
C0737,2025Q4,15
C0498,2026Q2,87
C0741,2024Q1,18
C0642,2025Q4,45
C0650,2025Q1,18
C0517,2025Q4,19
C0530,2024Q4,242
C0695,2025Q4,36
C0611,2025Q4,7
C0531,2025Q4,7
C0619,2025Q1,14
C0257,2026Q2,121
C0748,2025Q4,6
C0745,2026Q2,30
C0510,2026Q2,145
C0656,2025Q4,23
C0502,2026Q2,7
C0631,2026Q2,31
C0707,2025Q4,8
C0654,2025Q1,3
C0664,2025Q4,2
C0724,2025Q1,24
C0739,2026Q1,43
C0556,2024Q4,230
C0487,2026Q1,373
C0257,2026Q1,174
C0647,2026Q1,60
C0191,2026Q1,139
C0715,2026Q1,49
C0387,2026Q1,76
C0617,2026Q1,4
C0615,2026Q1,47
C0700,2026Q1,160
C0542,2026Q1,112
C0665,2026Q1,79
C0606,2026Q1,102
C0129,2020Q3,31
C0576,2024Q1,90
C0725,2024Q1,35
C0680,2026Q1,112
C0582,2026Q1,76
C0684,2026Q1,170
C0625,2026Q1,34
C0510,2026Q1,188
C0619,2026Q1,58
C0562,2026Q1,3
C0693,2026Q1,41
C0569,2026Q1,85
C0386,2026Q1,76
C0498,2026Q1,83
C0571,2026Q1,15
C0745,2026Q1,50
C0594,2026Q1,30
C0009,2024Q1,317
C0741,2020Q3,6
C0473,2026Q1,39
C0718,2026Q1,47
C0651,2026Q1,82
C0569,2026Q2,74
C0687,2024Q4,24
C0700,2026Q2,84
C0742,2026Q1,28
C0657,2026Q1,27
C0561,2021Q3,8
C0696,2026Q1,29
C0650,2026Q1,41
C0527,2021Q2,31
C0506,2026Q3,35
C0526,2026Q1,24
C0548,2026Q1,39
C0472,2024Q1,69
C0556,2026Q3,249
C0683,2026Q1,3
C0606,2026Q2,72
C0604,2026Q3,22
C0631,2026Q1,50
C0547,2026Q1,9
C0549,2026Q1,15
C0684,2026Q2,110
C0502,2026Q1,16
C0575,2026Q1,51
C0633,2026Q3,49
C0618,2026Q1,4
C0122,2026Q1,19
C0598,2026Q2,124
C0623,2026Q2,32
C0680,2026Q2,77
C0677,2024Q4,20
C0535,2026Q1,4
C0491,2026Q1,5
C0259,2021Q3,157
C0009,2022Q1,170
C0555,2024Q3,62
C0537,2021Q4,458
C0634,2023Q1,59
C0155,2022Q1,201
C0254,2020Q3,94
C0680,2022Q2,66
C0675,2022Q1,55
C0632,2021Q3,16
C0584,2021Q4,48
C0358,2024Q4,37
C0651,2020Q1,58
C0510,2020Q1,72
C0009,2020Q3,136
C0530,2021Q1,192
C0622,2026Q2,73
C0615,2026Q2,27
C0542,2026Q2,83
C0723,2026Q3,52
C0191,2026Q2,112
C0387,2026Q2,52
C0594,2026Q2,14
C0650,2026Q2,17
C0619,2026Q2,47
C0647,2026Q2,17
C0548,2026Q2,25
C0122,2026Q2,14
C0526,2026Q2,26
C0720,2020Q4,11
C0522,2026Q2,1
C0739,2026Q2,25
C0724,2026Q2,13
C0009,2024Q3,255
C0696,2026Q2,13
C0686,2024Q4,21
C0651,2026Q2,59
C0601,2026Q2,12
C0550,2026Q3,28
C0549,2026Q2,5
C0715,2026Q2,40
C0154,2026Q3,55
C0736,2026Q3,14
C0571,2026Q2,9
C0547,2026Q2,10
C0657,2026Q2,17
C0693,2026Q2,22
C0654,2026Q2,4
C0625,2026Q2,16
C0575,2026Q2,30
C0535,2026Q2,5
C0386,2026Q2,43
C0750,2024Q4,39
C0648,2026Q2,6
C0648,2026Q1,4
C0720,2026Q2,15
C0493,2024Q1,466
C0718,2026Q2,41
C0534,2021Q1,19
C0605,2021Q1,8
C0690,2026Q1,5
C0742,2026Q2,8
C0512,2024Q4,21
C0553,2026Q3,95
C0559,2026Q2,4
C0714,2026Q3,102
C0559,2026Q1,7
C0233,2022Q3,51
C0502,2022Q3,2
C0473,2024Q2,14
C0739,2022Q2,29
C0257,2020Q1,180
C0355,2023Q3,53
C0129,2024Q3,37
C0562,2026Q2,2
C0386,2020Q1,78
C0632,2021Q4,8
C0684,2020Q1,22
C0696,2020Q1,10
C0548,2020Q1,18
C0742,2020Q1,33
C0622,2020Q1,85
C0615,2020Q1,30
C0715,2020Q1,18
C0571,2020Q1,7
C0191,2020Q1,13
C0713,2020Q2,5
C0498,2020Q1,28
C0569,2020Q1,54
C0744,2020Q1,113
C0700,2020Q1,91
C0387,2020Q1,133
C0606,2020Q1,17
C0625,2020Q1,5
C0582,2020Q1,48
C0619,2020Q1,16
C0617,2020Q1,2
C0718,2020Q1,35
C0233,2020Q1,68
C0720,2020Q1,17
C0665,2020Q1,16
C0739,2020Q1,12
C0542,2020Q1,23
C0487,2020Q1,43
C0693,2020Q1,19
C0598,2020Q1,21
C0680,2020Q1,75
C0627,2020Q1,3
C0575,2020Q1,22
C0631,2020Q1,13
C0526,2020Q1,7
C0502,2020Q1,9
C0122,2020Q1,16
C0538,2021Q3,9
C0745,2020Q1,14
C0473,2020Q1,12
C0601,2020Q1,7
C0647,2020Q1,31
C0657,2020Q1,12
C0650,2020Q1,5
C0549,2020Q1,11
C0623,2020Q1,7
C0724,2020Q1,5
C0572,2020Q2,23
C0501,2020Q2,16
C0355,2020Q2,80
C0678,2020Q2,52
C0634,2020Q2,43
C0694,2020Q2,10
C0504,2020Q2,6
C0671,2020Q2,56
C0515,2020Q2,25
C0583,2020Q2,18
C0557,2020Q2,146
C0593,2020Q2,28
C0636,2020Q2,11
C0746,2020Q2,22
C0712,2020Q2,28
C0528,2020Q2,4
C0420,2020Q2,29
C0516,2020Q2,37
C0747,2020Q2,11
C0728,2020Q2,53
C0500,2020Q2,6
C0575,2020Q4,18
C0602,2020Q2,39
C0629,2020Q2,11
C0711,2020Q2,6
C0596,2020Q2,1
C0630,2020Q3,56
C0676,2020Q2,39
C0539,2020Q3,15
C0608,2020Q2,11
C0330,2020Q2,20
C0603,2020Q2,43
C0298,2020Q2,15
C0695,2020Q2,13
C0529,2020Q2,5
C0656,2020Q2,5
C0545,2020Q2,15
C0590,2020Q2,16
C0662,2020Q2,8
C0520,2020Q2,13
C0737,2020Q2,11
C0707,2020Q2,1
C0738,2020Q2,3
C0508,2020Q2,3
C0266,2020Q2,4
C0611,2020Q2,7
C0642,2020Q2,8
C0517,2020Q2,9
C0597,2020Q2,2
C0635,2020Q2,3
C0472,2020Q3,56
C0552,2020Q3,41
C0060,2020Q3,467
C0246,2020Q3,16
C0155,2020Q3,96
C0727,2020Q3,104
C0675,2020Q3,23
C0493,2020Q3,197
C0525,2020Q3,9
C0441,2020Q3,4
C0564,2020Q3,61
C0683,2020Q4,3
C0387,2020Q4,73
C0537,2021Q1,538
C0257,2020Q4,102
C0555,2020Q3,30
C0744,2020Q4,80
C0680,2020Q4,56
C0622,2020Q4,57
C0154,2021Q1,125
C0519,2020Q3,7
C0487,2020Q4,60
C0598,2020Q4,16
C0551,2020Q3,23
C0576,2020Q3,9
C0063,2020Q3,79
C0578,2020Q3,12
C0542,2020Q4,17
C0646,2020Q3,5
C0651,2020Q4,36
C0386,2020Q4,34
C0693,2020Q4,18
C0569,2020Q4,50
C0408,2020Q3,18
C0718,2020Q4,19
C0713,2023Q1,11
C0606,2020Q4,16
C0510,2020Q4,84
C0647,2020Q4,16
C0665,2020Q4,18
C0533,2021Q1,62
C0742,2020Q4,21
C0725,2020Q3,8
C0627,2020Q4,4
C0539,2021Q2,12
C0672,2020Q3,18
C0615,2020Q4,19
C0700,2020Q4,62
C0548,2020Q4,20
C0704,2020Q4,3
C0473,2020Q4,2
C0715,2020Q4,15
C0619,2020Q4,7
C0739,2020Q4,15
C0233,2020Q4,45
C0686,2021Q3,18
C0498,2020Q4,27
C0684,2020Q4,13
C0122,2020Q4,4
C0672,2024Q3,68
C0543,2020Q3,6
C0502,2020Q4,5
C0526,2020Q4,13
C0696,2020Q4,4
C0191,2020Q4,15
C0582,2020Q4,33
C0645,2021Q2,11
C0625,2020Q4,10
C0729,2020Q3,8
C0559,2020Q4,1
C0549,2020Q4,3
C0601,2020Q4,14
C0724,2020Q4,5
C0591,2020Q3,3
C0657,2020Q4,9
C0618,2020Q1,3
C0408,2021Q2,13
C0650,2020Q4,7
C0750,2021Q1,17
C0259,2021Q1,199
C0745,2020Q4,12
C0648,2020Q4,4
C0481,2021Q3,67
C0536,2020Q3,4
C0710,2020Q3,4
C0592,2021Q1,79
C0491,2020Q4,4
C0618,2020Q4,5
C0698,2020Q3,3
C0594,2020Q4,3
C0336,2021Q1,22
C0723,2021Q1,68
C0558,2021Q1,10
C0226,2021Q1,74
C0521,2021Q1,46
C0616,2021Q1,73
C0686,2021Q1,23
C0714,2021Q1,95
C0381,2021Q1,20
C0726,2021Q1,13
C0538,2021Q1,16
C0556,2021Q1,117
C0719,2021Q1,15
C0532,2021Q1,39
C0584,2021Q1,73
C0633,2021Q1,67
C0586,2021Q1,33
C0518,2021Q1,31
C0358,2021Q1,58
C0509,2021Q1,44
C0604,2021Q1,21
C0524,2021Q1,7
C0666,2021Q1,6
C0644,2021Q1,21
C0565,2021Q1,2
C0716,2021Q1,10
C0577,2021Q1,14
C0560,2021Q1,41
C0697,2021Q1,31
C0677,2021Q1,24
C0685,2021Q1,8
C0570,2021Q1,26
C0151,2021Q1,8
C0481,2021Q1,75
C0412,2021Q1,23
C0667,2021Q2,32
C0554,2021Q1,12
C0506,2021Q1,32
C0632,2021Q1,17
C0550,2021Q1,28
C0705,2021Q1,1
C0435,2021Q1,8
C0689,2021Q1,53
C0490,2021Q1,33
C0417,2021Q1,9
C0687,2021Q1,29
C0553,2021Q1,39
C0587,2021Q1,71
C0688,2021Q1,25
C0653,2021Q1,18
C0154,2021Q4,87
C0668,2021Q1,1
C0514,2021Q1,17
C0561,2021Q1,10
C0614,2021Q1,13
C0563,2021Q1,10
C0156,2021Q1,12
C0626,2021Q1,12
C0736,2021Q1,13
C0407,2021Q1,10
C0581,2021Q1,36
C0574,2021Q1,8
C0726,2021Q3,8
C0589,2021Q1,8
C0664,2020Q2,5
C0613,2021Q1,6
C0060,2021Q2,473
C0488,2021Q1,3
C0530,2021Q3,144
C0672,2021Q2,37
C0512,2021Q1,12
C0594,2020Q1,6
C0607,2021Q1,8
C0670,2021Q1,25
C0575,2022Q2,29
C0631,2020Q4,9
C0667,2020Q3,31
C0682,2021Q1,4
C0524,2021Q4,15
C0506,2021Q3,37
C0537,2021Q3,445
C0155,2021Q2,120
C0254,2021Q2,105
C0565,2021Q3,8
C0417,2021Q3,8
C0592,2021Q3,54
C0714,2021Q3,77
C0533,2021Q3,33
C0672,2022Q1,40
C0556,2021Q3,94
C0633,2021Q3,47
C0336,2021Q3,22
C0534,2021Q3,16
C0226,2021Q3,105
C0570,2021Q3,22
C0574,2021Q3,3
C0670,2021Q3,16
C0488,2021Q3,4
C0616,2021Q3,61
C0687,2021Q3,25
C0587,2021Q3,43
C0358,2021Q3,46
C0490,2021Q3,32
C0154,2021Q3,84
C0527,2020Q3,28
C0584,2021Q3,66
C0604,2021Q3,22
C0586,2021Q3,11
C0697,2021Q3,12
C0723,2021Q3,42
C0553,2021Q3,27
C0750,2021Q3,20
C0607,2021Q3,8
C0554,2021Q3,7
C0626,2021Q3,6
C0605,2021Q3,8
C0550,2021Q3,20
C0581,2021Q3,15
C0685,2021Q3,11
C0689,2021Q3,21
C0493,2021Q2,179
C0156,2021Q3,2
C0518,2021Q3,13
C0532,2021Q3,19
C0509,2021Q3,28
C0386,2022Q3,36
C0560,2021Q3,32
C0519,2021Q2,8
C0063,2021Q2,75
C0577,2021Q3,10
C0677,2021Q3,17
C0521,2021Q3,27
C0688,2021Q3,20
C0552,2021Q2,49
C0644,2021Q3,23
C0727,2021Q2,90
C0514,2021Q3,7
C0663,2021Q3,7
C0151,2021Q3,16
C0679,2021Q3,6
C0682,2021Q3,3
C0557,2023Q1,148
C0512,2021Q3,5
C0540,2021Q2,11
C0524,2021Q3,11
C0648,2020Q1,4
C0412,2021Q3,17
C0705,2021Q3,3
C0381,2021Q3,14
C0666,2021Q3,6
C0407,2021Q3,10
C0493,2022Q1,349
C0558,2021Q3,4
C0408,2022Q1,24
C0699,2021Q3,5
C0614,2021Q3,4
C0716,2021Q3,8
C0009,2021Q2,170
C0435,2021Q3,8
C0589,2021Q3,5
C0719,2021Q3,7
C0563,2021Q3,1
C0472,2021Q2,57
C0630,2021Q2,42
C0226,2021Q4,121
C0723,2021Q4,54
C0509,2021Q4,27
C0412,2021Q4,18
C0714,2021Q4,87
C0560,2021Q4,27
C0592,2021Q4,63
C0530,2021Q4,150
C0481,2021Q4,64
C0259,2021Q4,188
C0521,2021Q4,39
C0556,2021Q4,102
C0532,2021Q4,33
C0581,2021Q4,15
C0587,2021Q4,41
C0506,2021Q4,25
C0553,2021Q4,27
C0514,2021Q4,12
C0616,2021Q4,79
C0336,2021Q4,21
C0518,2021Q4,18
C0554,2021Q4,9
C0604,2021Q4,15
C0538,2021Q4,5
C0663,2021Q4,3
C0644,2021Q4,18
C0358,2021Q4,37
C0435,2021Q4,8
C0687,2021Q4,19
C0750,2021Q4,17
C0550,2021Q4,24
C0586,2021Q4,18
C0697,2021Q4,17
C0381,2021Q4,20
C0490,2021Q4,16
C0689,2021Q4,27
C0633,2021Q4,67
C0682,2021Q4,4
C0577,2021Q4,20
C0541,2021Q4,9
C0666,2021Q4,3
C0512,2021Q4,8
C0736,2021Q3,14
C0736,2021Q4,11
C0613,2021Q4,5
C0533,2021Q4,28
C0607,2021Q4,12
C0614,2021Q4,14
C0151,2021Q4,12
C0563,2021Q4,2
C0638,2021Q4,2
C0407,2021Q4,18
C0670,2021Q4,22
C0570,2021Q4,15
C0686,2021Q4,23
C0561,2021Q4,6
C0552,2022Q1,77
C0558,2021Q4,10
C0653,2021Q3,11
C0540,2022Q1,19
C0685,2021Q4,5
C0546,2021Q1,3
C0688,2021Q4,12
C0565,2021Q4,6
C0497,2021Q4,4
C0646,2022Q1,10
C0653,2021Q4,10
C0677,2021Q4,16
C0626,2021Q4,12
C0726,2021Q4,9
C0589,2021Q4,9
C0541,2021Q1,8
C0534,2021Q4,20
C0716,2021Q4,7
C0624,2021Q2,9
C0727,2022Q1,107
C0551,2022Q1,18
C0566,2022Q1,15
C0254,2022Q1,151
C0564,2022Q1,64
C0060,2022Q1,639
C0536,2022Q1,6
C0630,2022Q1,59
C0576,2022Q1,29
C0555,2022Q1,49
C0063,2022Q1,74
C0543,2022Q1,9
C0725,2022Q1,20
C0539,2022Q1,25
C0591,2022Q1,8
C0609,2022Q1,13
C0527,2022Q1,45
C0578,2022Q1,25
C0278,2022Q1,57
C0246,2022Q1,21
C0519,2022Q1,12
C0600,2022Q1,12
C0675,2021Q2,19
C0472,2022Q1,57
C0681,2022Q1,8
C0129,2022Q1,36
C0441,2022Q1,11
C0585,2022Q1,5
C0612,2022Q1,7
C0679,2021Q4,5
C0741,2022Q1,15
C0740,2022Q1,3
C0667,2022Q1,49
C0489,2022Q1,5
C0722,2022Q1,3
C0547,2020Q1,1
C0669,2020Q2,1
C0637,2020Q2,4
C0661,2020Q2,2
C0674,2020Q3,11
C0741,2021Q2,10
C0531,2020Q2,4
C0690,2020Q1,1
C0645,2024Q1,13
C0743,2020Q2,1
C0683,2020Q1,1
C0645,2020Q3,9
C0278,2020Q3,28
C0540,2020Q3,10
C0585,2020Q3,5
C0495,2020Q3,1
C0566,2020Q3,16
C0499,2020Q3,8
C0609,2020Q3,5
C0681,2020Q3,8
C0740,2020Q3,5
C0722,2020Q3,2
C0612,2020Q3,2
C0547,2020Q4,2
C0738,2023Q4,4
C0654,2020Q4,1
C0704,2020Q1,1
C0591,2021Q2,3
C0278,2021Q2,33
C0543,2021Q2,6
C0663,2021Q1,1
C0564,2021Q2,45
C0646,2021Q2,10
C0638,2021Q1,5
C0129,2021Q2,30
C0551,2021Q2,20
C0578,2021Q2,9
C0725,2021Q2,17
C0555,2021Q2,29
C0609,2021Q2,11
C0612,2021Q2,6
C0674,2021Q2,14
C0673,2021Q1,2
C0576,2021Q2,12
C0566,2021Q2,6
C0710,2021Q2,4
C0681,2021Q2,7
C0623,2020Q4,7
C0441,2021Q2,4
C0544,2021Q2,3
C0246,2021Q2,15
C0489,2021Q2,6
C0525,2021Q2,9
C0698,2021Q2,2
C0600,2021Q2,5
C0679,2021Q1,4
C0721,2021Q2,3
C0507,2021Q2,1
C0536,2021Q2,3
C0613,2021Q3,3
C0638,2021Q3,4
C0564,2022Q4,51
C0734,2021Q3,1
C0387,2022Q2,85
C0541,2021Q3,7
C0605,2021Q4,8
C0673,2021Q4,1
C0673,2021Q3,3
C0246,2022Q4,23
C0546,2021Q4,1
C0574,2021Q4,4
C0417,2021Q4,8
C0729,2022Q1,5
C0674,2022Q1,13
C0507,2022Q1,1
C0721,2022Q1,1
C0525,2022Q1,9
C0705,2021Q4,3
C0624,2022Q1,3
C0496,2021Q4,1
C0544,2022Q1,7
C0501,2023Q1,40
C0499,2022Q1,6
C0699,2026Q3,8
C0481,2026Q3,59
C0417,2026Q3,8
C0259,2026Q3,100
C0533,2026Q3,73
C0226,2026Q3,74
C0532,2026Q3,71
C0509,2026Q3,26
C0601,2026Q1,8
C0381,2026Q3,64
C0592,2026Q3,91
C0607,2026Q3,7
C0726,2026Q3,23
C0685,2026Q3,13
C0560,2026Q3,46
C0490,2026Q3,23
C0716,2026Q3,7
C0407,2026Q3,18
C0530,2026Q3,155
C0653,2026Q3,27
C0587,2026Q3,44
C0558,2026Q3,16
C0686,2026Q3,35
C0518,2026Q3,29
C0521,2026Q3,38
C0538,2026Q3,10
C0336,2026Q3,28
C0750,2026Q3,45
C0577,2026Q3,82
C0358,2026Q3,20
C0586,2026Q3,9
C0632,2026Q3,10
C0565,2026Q3,12
C0571,2022Q2,5
C0688,2026Q3,9
C0644,2026Q3,16
C0705,2026Q3,4
C0687,2026Q3,14
C0590,2023Q3,12
C0420,2023Q3,33
C0497,2026Q3,6
C0510,2022Q2,114
C0647,2024Q2,14
C0541,2026Q3,7
C0670,2026Q3,18
C0584,2026Q3,13
C0709,2026Q3,2
C0156,2026Q3,5
C0412,2026Q3,10
C0613,2026Q3,2
C0570,2026Q3,18
C0514,2026Q3,22
C0151,2026Q3,18
C0665,2024Q2,38
C0524,2026Q3,27
C0561,2026Q3,9
C0614,2026Q3,4
C0581,2026Q3,13
C0673,2026Q3,5
C0435,2026Q3,14
C0554,2026Q3,8
C0677,2026Q3,13
C0574,2026Q3,6
C0496,2026Q3,2
C0626,2026Q3,21
C0605,2026Q3,13
C0512,2026Q3,5
C0582,2024Q2,36
C0672,2024Q1,98
C0679,2026Q3,6
C0539,2023Q2,13
C0719,2026Q3,7
C0747,2023Q1,44
C0593,2023Q3,86
C0548,2024Q2,22
C0564,2024Q3,68
C0063,2024Q1,125
C0557,2023Q4,116
C0654,2022Q2,3
C0711,2025Q4,6
C0623,2022Q2,6
C0609,2024Q3,7
C0526,2025Q1,20
C0669,2025Q4,1
C0635,2025Q4,8
C0435,2024Q4,4
C0738,2023Q1,5
C0472,2024Q3,41
C0654,2026Q1,8
C0609,2024Q1,16
C0527,2024Q1,105
C0643,2023Q1,2
C0637,2023Q1,7
C0386,2024Q2,42
C0129,2024Q1,65
C0594,2025Q1,12
C0564,2024Q1,96
C0513,2023Q1,5
C0684,2022Q2,30
C0685,2024Q4,16
C0515,2023Q1,29
C0551,2024Q1,31
C0624,2024Q1,37
C0618,2026Q2,4
C0711,2023Q1,9
C0555,2024Q1,90
C0695,2023Q1,22
C0683,2026Q2,5
C0615,2022Q2,23
C0636,2023Q1,27
C0540,2024Q1,29
C0666,2026Q3,3
C0689,2026Q3,16
C0669,2023Q4,2
C0593,2023Q4,105
C0653,2024Q4,21
C0514,2024Q4,13
C0697,2026Q3,6
C0589,2026Q3,3
C0563,2026Q3,2
C0638,2026Q3,1
C0704,2026Q1,6
C0680,2024Q2,60
C0671,2023Q4,96
C0501,2023Q4,38
C0572,2023Q4,39
C0516,2023Q4,45
C0420,2023Q4,53
C0355,2023Q4,72
C0608,2023Q4,8
C0728,2023Q4,104
C0513,2023Q4,8
C0678,2023Q4,30
C0746,2023Q4,23
C0266,2023Q4,3
C0642,2023Q4,38
C0712,2023Q4,46
C0603,2023Q4,64
C0694,2023Q4,25
C0515,2023Q4,30
C0298,2023Q4,10
C0583,2023Q4,18
C0629,2023Q4,14
C0504,2023Q4,13
C0602,2023Q4,68
C0634,2023Q4,57
C0737,2023Q4,10
C0676,2023Q4,56
C0545,2023Q4,17
C0678,2023Q3,43
C0420,2023Q1,45
C0636,2023Q4,27
C0611,2023Q4,5
C0676,2023Q3,47
C0060,2024Q1,1036
C0355,2023Q1,93
C0747,2023Q4,12
C0510,2024Q2,167
C0675,2024Q1,121
C0155,2024Q1,262
C0254,2024Q1,213
C0642,2023Q1,46
C0727,2024Q1,177
C0408,2024Q1,25
C0630,2024Q1,49
C0603,2023Q3,68
C0278,2024Q1,76
C0545,2023Q1,23
C0695,2023Q4,15
C0667,2024Q1,56
C0566,2024Q1,20
C0539,2024Q1,29
C0578,2024Q1,24
C0591,2024Q1,13
C0590,2023Q4,18
C0543,2024Q1,26
C0662,2023Q4,12
C0519,2024Q1,15
C0600,2024Q1,28
C0441,2024Q1,17
C0733,2024Q1,1
C0233,2024Q2,58
C0681,2024Q1,9
C0499,2024Q1,12
C0646,2024Q1,13
C0487,2024Q2,157
C0525,2024Q1,15
C0711,2023Q3,7
C0676,2023Q1,54
C0493,2024Q3,317
C0387,2024Q2,59
C0155,2024Q3,170
C0542,2024Q2,35
C0622,2024Q2,56
C0651,2024Q2,42
C0598,2024Q2,68
C0246,2024Q3,41
C0606,2024Q2,19
C0526,2024Q2,8
C0569,2024Q2,54
C0684,2024Q2,69
C0547,2024Q2,3
C0739,2024Q2,21
C0615,2024Q2,24
C0631,2024Q2,16
C0700,2024Q2,68
C0696,2024Q2,10
C0498,2024Q2,48
C0060,2024Q3,600
C0481,2024Q4,67
C0718,2024Q2,28
C0527,2024Q3,49
C0493,2023Q2,262
C0060,2023Q2,512
C0257,2024Q2,115
C0191,2024Q2,38
C0619,2024Q2,13
C0715,2024Q2,22
C0745,2024Q2,15
C0122,2024Q2,10
C0693,2024Q2,22
C0657,2024Q2,7
C0575,2024Q2,40
C0648,2024Q2,5
C0627,2024Q2,7
C0720,2024Q2,22
C0650,2024Q2,4
C0728,2023Q3,76
C0742,2024Q2,26
C0549,2024Q2,5
C0623,2024Q2,23
C0674,2024Q1,17
C0254,2024Q3,120
C0559,2024Q2,5
C0063,2024Q3,60
C0594,2024Q2,4
C0502,2024Q2,6
C0724,2024Q2,10
C0703,2024Q1,2
C0552,2024Q3,82
C0625,2024Q2,10
