category_id,period,papers
C0130,2022Q1,180
C0744,2022Q1,126
C0378,2022Q1,150
C0257,2022Q1,189
C0185,2022Q1,188
C0191,2022Q1,179
C0622,2022Q1,65
C0175,2022Q1,138
C0184,2022Q1,920
C0176,2022Q1,266
C0214,2021Q3,60
C0140,2022Q1,129
C0295,2022Q1,149
C0233,2022Q1,248
C0386,2021Q2,116
C0172,2022Q1,168
C0297,2022Q1,122
C0678,2021Q3,42
C0318,2022Q1,77
C0510,2022Q1,129
C0393,2022Q1,330
C0122,2021Q2,319
C0202,2022Q1,272
C0101,2022Q1,113
C0010,2022Q1,97
C0304,2020Q2,323
C0473,2022Q1,145
C0276,2022Q1,371
C0094,2022Q1,158
C0460,2022Q1,159
C0269,2021Q1,207
C0230,2021Q1,124
C0243,2022Q1,216
C0189,2022Q1,299
C0545,2021Q1,17
C0680,2022Q1,56
C0720,2022Q1,14
C0387,2022Q1,243
C0257,2020Q3,176
C0606,2022Q1,26
C0235,2022Q1,196
C0745,2022Q1,19
C0409,2022Q1,179
C0487,2022Q1,101
C0608,2021Q4,9
C0700,2022Q1,99
C0694,2021Q1,18
C0542,2022Q1,28
C0590,2021Q1,35
C0144,2021Q3,78
C0345,2022Q1,104
C0386,2022Q1,200
C0340,2021Q1,280
C0575,2022Q1,40
C0582,2022Q1,47
C0402,2021Q1,262
C0223,2022Q1,204
C0015,2022Q1,196
C0176,2020Q3,197
C0459,2022Q1,192
C0598,2022Q1,32
C0444,2022Q1,52
C0684,2022Q1,26
C0240,2022Q1,98
C0476,2021Q1,197
C0387,2021Q2,154
C0156,2020Q2,119
C0393,2021Q2,195
C0130,2021Q2,121
C0569,2022Q1,54
C0168,2022Q1,59
C0742,2022Q1,37
C0693,2021Q2,24
C0254,2020Q4,250
C0693,2022Q1,35
C0057,2021Q3,154
C0218,2021Q1,398
C0176,2021Q2,265
C0203,2020Q1,135
C0214,2021Q1,135
C0601,2022Q1,12
C0739,2022Q1,30
C0248,2021Q2,4
C0026,2021Q1,77
C0040,2021Q1,238
C0557,2021Q1,158
C0296,2022Q1,66
C0498,2022Q1,43
C0355,2021Q3,138
C0152,2021Q1,164
C0408,2020Q1,187
C0185,2021Q2,136
C0623,2022Q1,6
C0696,2022Q1,10
C0647,2022Q1,22
C0695,2021Q1,19
C0275,2020Q1,307
C0642,2021Q4,18
C0611,2021Q1,5
C0440,2020Q2,83
C0406,2021Q1,87
C0715,2022Q1,15
C0700,2021Q2,64
C0410,2021Q3,143
C0718,2022Q1,33
C0071,2020Q1,226
C0429,2021Q1,253
C0462,2021Q2,62
C0746,2021Q4,24
C0569,2021Q2,45
C0665,2022Q1,31
C0179,2021Q3,50
C0213,2020Q2,44
C0058,2021Q1,284
C0218,2021Q3,184
C0651,2022Q1,41
C0184,2021Q2,573
C0211,2020Q1,348
C0462,2022Q1,76
C0367,2021Q1,183
C0267,2021Q2,126
C0517,2021Q1,18
C0291,2021Q3,1
C0101,2020Q3,99
C0177,2022Q2,107
C0132,2022Q2,155
C0061,2022Q2,145
C0129,2022Q2,201
C0211,2022Q2,171
C0155,2022Q2,332
C0278,2022Q2,218
C0210,2022Q2,88
C0246,2022Q2,27
C0405,2022Q2,138
C0549,2022Q1,6
C0591,2022Q2,5
C0408,2022Q2,98
C0414,2022Q2,116
C0105,2022Q2,105
C0362,2022Q2,296
C0578,2022Q2,11
C0060,2022Q2,490
C0436,2022Q2,157
C0143,2022Q2,151
C0145,2022Q2,114
C0564,2022Q2,48
C0290,2022Q2,158
C0555,2022Q2,43
C0254,2022Q2,318
C0009,2022Q2,311
C0493,2022Q2,211
C0186,2022Q2,110
C0241,2022Q2,144
C0063,2022Q2,207
C0527,2022Q2,27
C0103,2022Q2,147
C0196,2022Q2,181
C0364,2022Q2,78
C0489,2022Q2,6
C0280,2022Q2,86
C0275,2022Q2,167
C0672,2022Q2,35
C0071,2022Q2,138
C0168,2024Q1,93
C0674,2022Q2,13
C0675,2022Q2,29
C0282,2022Q2,96
C0366,2022Q2,115
C0727,2022Q2,82
C0548,2022Q1,16
C0650,2022Q1,12
C0552,2022Q2,41
C0540,2022Q2,19
C0722,2022Q2,2
C0472,2022Q2,166
C0737,2021Q3,14
C0536,2022Q2,2
C0657,2022Q1,11
C0015,2022Q4,181
C0539,2022Q2,13
C0080,2022Q2,252
C0615,2022Q1,30
C0543,2022Q2,9
C0203,2022Q2,82
C0029,2022Q2,85
C0631,2022Q1,18
C0182,2022Q2,42
C0163,2022Q1,38
C0667,2022Q2,33
C0609,2022Q2,8
C0091,2022Q3,77
C0130,2022Q4,112
C0338,2022Q2,151
C0091,2022Q2,90
C0681,2022Q2,4
C0416,2022Q2,97
C0238,2022Q2,44
C0160,2022Q2,34
C0576,2022Q2,24
C0571,2022Q1,8
C0551,2022Q2,14
C0519,2022Q2,12
C0499,2022Q2,10
C0630,2022Q2,41
C0600,2022Q2,8
C0441,2022Q2,10
C0415,2022Q2,49
C0124,2022Q2,2
C0182,2022Q3,25
C0105,2020Q1,211
C0436,2020Q4,103
C0609,2020Q1,15
C0189,2020Q3,237
C0415,2020Q1,100
C0270,2020Q2,160
C0616,2020Q2,48
C0015,2020Q3,166
C0318,2020Q3,53
C0275,2020Q4,158
C0405,2020Q1,245
C0050,2020Q2,93
C0129,2020Q4,191
C0057,2021Q1,267
C0160,2020Q1,92
C0191,2021Q2,140
C0177,2020Q4,91
C0301,2021Q2,62
C0141,2020Q2,153
C0623,2020Q3,13
C0386,2020Q3,121
C0493,2020Q4,181
C0009,2020Q1,359
C0196,2020Q4,186
C0241,2020Q4,137
C0202,2021Q2,169
C0330,2021Q3,176
C0378,2021Q2,110
C0241,2020Q1,233
C0026,2021Q3,65
C0472,2020Q1,348
C0678,2021Q1,46
C0395,2021Q2,102
C0009,2020Q4,231
C0184,2020Q3,569
C0460,2020Q3,104
C0269,2021Q3,132
C0540,2020Q1,19
C0122,2020Q3,311
C0539,2020Q4,8
C0439,2020Q2,52
C0460,2021Q2,103
C0556,2020Q2,50
C0444,2020Q3,52
C0280,2020Q1,207
C0289,2021Q1,169
C0130,2020Q3,118
C0414,2020Q4,122
C0286,2021Q2,162
C0256,2020Q4,146
C0527,2020Q1,50
C0436,2020Q1,163
C0405,2020Q4,127
C0530,2020Q2,116
C0366,2020Q1,136
C0015,2021Q2,174
C0362,2020Q1,406
C0406,2021Q3,38
C0338,2020Q1,174
C0459,2021Q2,158
C0029,2020Q1,129
C0240,2020Q3,55
C0393,2020Q3,162
C0609,2020Q4,10
C0387,2020Q3,113
C0529,2021Q1,12
C0045,2021Q3,193
C0623,2021Q2,8
C0063,2020Q1,265
C0129,2020Q1,222
C0370,2020Q1,12
C0196,2020Q1,302
C0235,2021Q2,148
C0493,2020Q1,298
C0742,2020Q3,22
C0409,2020Q3,128
C0154,2020Q2,168
C0103,2020Q1,227
C0171,2021Q1,154
C0700,2020Q3,64
C0306,2020Q2,123
C0044,2020Q2,60
C0531,2021Q1,10
C0123,2020Q2,70
C0520,2021Q3,19
C0414,2020Q1,166
C0143,2020Q1,222
C0080,2020Q4,186
C0298,2021Q1,11
C0593,2021Q3,51
C0707,2021Q1,6
C0061,2020Q4,173
C0045,2021Q1,266
C0593,2021Q1,57
C0172,2020Q3,157
C0155,2020Q4,273
C0144,2021Q1,128
C0238,2020Q1,65
C0230,2021Q3,80
C0667,2020Q1,43
C0191,2020Q3,131
C0091,2020Q1,112
C0235,2020Q3,163
C0075,2020Q2,116
C0060,2020Q1,652
C0210,2020Q4,97
C0324,2020Q2,124
C0163,2020Q3,24
C0612,2020Q4,6
C0710,2022Q2,5
C0624,2022Q2,8
C0585,2022Q2,5
C0725,2022Q2,22
C0566,2022Q2,6
C0370,2022Q2,10
C0612,2022Q2,2
C0645,2022Q2,7
C0393,2022Q4,234
C0079,2022Q2,3
C0525,2022Q2,7
C0267,2022Q4,99
C0434,2022Q2,2
C0733,2022Q2,1
C0090,2022Q2,3
C0646,2022Q2,5
C0698,2022Q2,1
C0729,2022Q2,1
C0544,2022Q2,4
C0567,2022Q2,1
C0741,2022Q2,5
C0341,2022Q4,246
C0495,2022Q2,1
C0061,2022Q3,182
C0725,2022Q3,19
C0063,2022Q3,224
C0280,2022Q3,77
C0196,2022Q3,191
C0211,2022Q3,189
C0366,2022Q3,111
C0241,2022Q3,159
C0071,2022Q3,125
C0278,2022Q3,216
C0029,2022Q3,78
C0555,2022Q3,45
C0415,2022Q3,44
C0436,2022Q3,159
C0405,2022Q3,154
C0254,2022Q3,345
C0416,2022Q3,130
C0519,2022Q3,8
C0080,2022Q3,221
C0145,2022Q3,106
C0177,2022Q3,123
C0362,2022Q3,328
C0282,2022Q3,115
C0290,2022Q3,159
C0493,2022Q3,254
C0103,2022Q3,142
C0009,2022Q3,275
C0132,2022Q3,139
C0727,2022Q3,110
C0564,2022Q3,52
C0090,2022Q3,3
C0155,2022Q3,335
C0275,2022Q3,178
C0143,2022Q3,154
C0672,2022Q3,51
C0414,2022Q3,136
C0186,2022Q3,158
C0609,2022Q3,9
C0630,2022Q3,43
C0238,2022Q3,52
C0472,2022Q3,181
C0060,2022Q3,496
C0675,2022Q3,60
C0667,2022Q3,32
C0129,2022Q3,181
C0473,2024Q1,340
C0543,2022Q3,12
C0544,2022Q3,3
C0203,2022Q3,92
C0210,2022Q3,89
C0408,2022Q3,125
C0105,2022Q3,134
C0552,2022Q3,75
C0646,2022Q3,10
C0370,2022Q3,9
C0576,2022Q3,18
C0566,2022Q3,10
C0681,2022Q3,12
C0364,2022Q3,68
C0246,2022Q3,31
C0525,2022Q3,11
C0527,2022Q3,27
C0710,2022Q3,5
C0079,2022Q3,2
C0482,2023Q1,376
C0729,2022Q3,3
C0489,2022Q3,6
C0703,2022Q3,2
C0674,2022Q3,16
C0441,2022Q3,6
C0624,2022Q3,9
C0600,2022Q3,8
C0160,2022Q3,22
C0612,2022Q3,4
C0246,2020Q1,36
C0160,2020Q4,41
C0143,2020Q4,143
C0733,2022Q3,3
C0351,2022Q1,19
C0648,2022Q1,4
C0619,2022Q1,13
C0722,2022Q3,3
C0471,2021Q4,4
C0642,2021Q3,12
C0402,2021Q3,194
C0578,2022Q3,13
C0539,2022Q3,15
C0540,2022Q3,14
C0184,2022Q4,656
C0286,2022Q4,224
C0212,2022Q4,110
C0094,2022Q4,129
C0223,2022Q4,172
C0276,2022Q4,350
C0243,2022Q4,196
C0175,2022Q4,133
C0176,2022Q4,224
C0172,2022Q4,165
C0744,2022Q4,140
C0185,2022Q4,146
C0189,2022Q4,255
C0191,2022Q4,164
C0296,2022Q4,56
C0378,2022Q4,121
C0460,2022Q4,127
C0387,2022Q4,142
C0140,2022Q4,121
C0473,2022Q4,113
C0101,2022Q4,68
C0235,2022Q4,162
C0409,2022Q4,121
C0202,2022Q4,221
C0168,2022Q4,40
C0459,2022Q4,204
C0542,2022Q4,28
C0295,2022Q4,94
C0257,2022Q4,181
C0122,2022Q4,371
C0739,2022Q4,28
C0240,2022Q4,50
C0487,2022Q4,110
C0345,2022Q4,69
C0598,2022Q4,38
C0233,2022Q4,167
C0301,2022Q4,70
C0151,2023Q1,213
C0091,2025Q1,140
C0715,2022Q4,26
C0395,2022Q4,127
C0724,2022Q4,17
C0615,2022Q4,20
C0693,2022Q4,19
C0575,2022Q4,33
C0386,2022Q4,125
C0510,2022Q4,129
C0654,2022Q4,4
C0622,2022Q4,54
C0351,2022Q4,15
C0647,2022Q4,22
C0650,2022Q4,11
C0297,2022Q4,115
C0462,2022Q4,39
C0680,2022Q4,58
C0010,2022Q4,76
C0444,2022Q4,31
C0619,2022Q4,11
C0569,2022Q4,53
C0498,2022Q4,34
C0651,2022Q4,41
C0684,2022Q4,37
C0526,2022Q4,12
C0718,2022Q4,16
C0163,2022Q4,30
C0720,2022Q4,21
C0502,2022Q4,3
C0700,2022Q4,85
C0548,2022Q4,16
C0657,2022Q4,6
C0627,2022Q4,5
C0582,2022Q4,36
C0606,2022Q4,28
C0601,2022Q4,13
C0631,2022Q4,13
C0745,2022Q4,13
C0623,2022Q4,12
C0571,2022Q4,5
C0742,2022Q4,29
C0594,2022Q4,3
C0696,2022Q4,11
C0099,2022Q4,2
C0625,2022Q4,9
C0559,2022Q4,1
C0665,2022Q4,18
C0081,2022Q4,4
C0616,2023Q1,94
C0442,2022Q4,2
C0718,2021Q2,23
C0171,2021Q3,111
C0618,2022Q4,6
C0680,2020Q3,74
C0156,2023Q4,141
C0184,2024Q1,1219
C0416,2020Q4,131
C0050,2023Q4,148
C0549,2022Q4,4
C0491,2022Q4,2
C0134,2023Q1,181
C0382,2023Q1,361
C0537,2023Q1,709
C0430,2023Q1,96
C0154,2023Q1,239
C0209,2023Q1,178
C0626,2023Q1,9
C0475,2023Q1,212
C0560,2023Q1,35
C0226,2023Q1,388
C0530,2023Q1,267
C0245,2023Q1,73
C0075,2023Q1,213
C0259,2023Q1,278
C0251,2023Q1,191
C0440,2023Q1,101
C0270,2023Q1,196
C0481,2023Q1,175
C0358,2023Q1,309
C0439,2023Q1,101
C0521,2023Q1,60
C0304,2023Q1,429
C0227,2023Q1,83
C0589,2023Q1,8
C0200,2023Q1,202
C0412,2023Q1,73
C0685,2023Q1,23
C0317,2023Q1,193
C0389,2023Q1,133
C0141,2023Q1,255
C0044,2023Q1,121
C0723,2023Q1,84
C0324,2023Q1,184
C0584,2023Q1,68
C0336,2023Q1,38
C0213,2023Q1,70
C0633,2023Q1,60
C0563,2023Q1,6
C0306,2023Q1,186
C0686,2023Q1,22
C0156,2023Q1,207
C0532,2023Q1,61
C0533,2023Q1,50
C0614,2023Q1,12
C0714,2023Q1,136
C0005,2023Q1,141
C0509,2023Q1,37
C0417,2023Q1,156
C0349,2023Q1,279
C0050,2023Q1,238
C0381,2023Q1,39
C0553,2023Q1,39
C0524,2023Q1,15
C0217,2023Q1,136
C0407,2023Q1,248
C0167,2023Q1,108
C0586,2023Q1,26
C0225,2023Q1,213
C0419,2023Q1,202
C0123,2023Q1,119
C0592,2023Q1,97
C0556,2023Q1,230
C0565,2023Q1,14
C0670,2023Q1,20
C0512,2023Q1,19
C0282,2026Q2,316
C0490,2023Q1,16
C0538,2023Q1,13
C0570,2023Q1,15
C0697,2023Q1,19
C0605,2023Q1,13
C0541,2023Q1,11
C0139,2023Q1,67
C0534,2023Q1,37
C0604,2023Q1,33
C0554,2023Q1,12
C0613,2023Q1,8
C0719,2023Q1,21
C0677,2023Q1,23
C0726,2023Q1,17
C0587,2023Q1,50
C0750,2023Q1,22
C0550,2023Q1,46
C0339,2023Q1,136
C0716,2023Q1,10
C0514,2023Q1,17
C0388,2023Q1,17
C0689,2023Q1,28
C0577,2023Q1,32
C0435,2023Q1,12
C0607,2023Q1,16
C0688,2023Q1,22
C0653,2023Q1,24
C0506,2023Q1,38
C0644,2023Q1,12
C0518,2023Q1,25
C0558,2023Q1,15
C0705,2023Q1,2
C0635,2021Q1,11
C0353,2023Q1,12
C0682,2023Q1,4
C0123,2023Q3,87
C0551,2022Q3,14
C0488,2023Q1,8
C0687,2023Q1,18
C0709,2023Q1,2
C0581,2023Q1,25
C0574,2023Q1,5
C0217,2020Q2,96
C0145,2020Q1,194
C0496,2023Q1,1
C0223,2023Q2,172
C0459,2023Q2,182
C0015,2023Q2,175
C0473,2023Q2,153
C0185,2023Q2,117
C0744,2023Q2,112
C0257,2023Q2,169
C0233,2023Q2,167
C0184,2023Q2,631
C0191,2023Q2,172
C0189,2023Q2,263
C0276,2023Q2,302
C0395,2023Q2,101
C0122,2023Q2,365
C0510,2023Q2,117
C0387,2023Q2,131
C0176,2023Q2,208
C0202,2023Q2,187
C0243,2023Q2,203
C0460,2023Q2,114
C0267,2023Q2,119
C0462,2023Q2,44
C0235,2023Q2,190
C0622,2023Q2,70
C0718,2023Q2,24
C0341,2023Q2,222
C0393,2023Q2,213
C0693,2023Q2,18
C0409,2023Q2,124
C0295,2023Q2,117
C0286,2023Q2,185
C0094,2023Q2,121
C0378,2023Q2,135
C0212,2023Q2,90
C0301,2023Q2,60
C0297,2023Q2,114
C0101,2023Q2,68
C0386,2023Q2,116
C0163,2023Q2,23
C0575,2023Q2,30
C0582,2023Q2,36
C0140,2023Q2,111
C0240,2023Q2,47
C0598,2023Q2,27
C0487,2023Q2,110
C0130,2023Q2,117
C0745,2023Q2,10
C0175,2023Q2,106
C0010,2023Q2,95
C0700,2023Q2,55
C0498,2023Q2,30
C0296,2023Q2,53
C0548,2023Q2,21
C0246,2020Q4,24
C0625,2023Q2,13
C0647,2023Q2,21
C0168,2023Q2,60
C0444,2023Q2,25
C0548,2021Q2,20
C0569,2023Q2,44
C0542,2023Q2,20
C0211,2020Q4,175
C0615,2023Q2,21
C0601,2023Q2,15
C0351,2023Q2,11
C0345,2023Q2,69
C0657,2023Q2,9
C0172,2023Q2,122
C0526,2023Q2,11
C0651,2023Q2,32
C0032,2023Q1,19
C0680,2023Q2,66
C0318,2023Q2,59
C0623,2023Q2,17
C0684,2023Q2,39
C0696,2023Q2,6
C0724,2023Q2,7
C0606,2023Q2,18
C0631,2023Q2,18
C0736,2023Q1,17
C0720,2023Q2,18
C0715,2023Q2,19
C0650,2023Q2,8
C0666,2023Q1,8
C0742,2023Q2,19
C0739,2023Q2,22
C0619,2023Q2,11
C0081,2023Q2,5
C0535,2023Q2,2
C0267,2020Q3,100
C0358,2023Q4,190
C0714,2023Q3,72
C0482,2023Q3,254
C0304,2023Q3,270
C0537,2023Q3,590
C0226,2023Q3,385
C0306,2023Q3,109
C0481,2023Q3,147
C0633,2023Q3,46
C0705,2023Q3,4
C0349,2023Q3,183
C0506,2023Q3,21
C0225,2023Q3,151
C0419,2023Q3,167
C0317,2023Q3,144
C0217,2023Q3,91
C0475,2023Q3,164
C0336,2023Q3,16
C0245,2023Q3,39
C0412,2023Q3,63
C0358,2023Q3,177
C0521,2023Q3,42
C0407,2023Q3,191
C0075,2023Q3,128
C0556,2023Q3,160
C0134,2023Q3,101
C0382,2023Q3,273
C0584,2023Q3,36
C0324,2023Q3,121
C0151,2023Q3,147
C0587,2023Q3,53
C0616,2023Q3,62
C0723,2023Q3,78
C0530,2023Q3,153
C0560,2023Q3,38
C0687,2023Q3,22
C0156,2023Q3,135
C0005,2023Q3,79
C0670,2023Q3,17
C0417,2023Q3,122
C0554,2023Q3,12
C0251,2023Q3,116
C0270,2023Q3,142
C0259,2023Q3,199
C0592,2023Q3,101
C0532,2023Q3,34
C0663,2023Q3,3
C0509,2023Q3,35
C0200,2023Q3,109
C0141,2023Q3,154
C0227,2023Q3,87
C0440,2023Q3,72
C0644,2023Q3,9
C0688,2023Q3,16
C0553,2023Q3,34
C0213,2023Q3,45
C0389,2023Q3,118
C0209,2023Q3,129
C0050,2023Q3,142
C0154,2023Q3,156
C0736,2023Q3,6
C0686,2023Q3,16
C0533,2023Q3,26
C0605,2023Q3,2
C0581,2023Q3,22
C0439,2023Q3,40
C0577,2023Q3,38
C0167,2023Q3,75
C0697,2023Q3,13
C0558,2023Q3,7
C0139,2023Q3,57
C0689,2023Q3,17
C0514,2023Q3,12
C0430,2023Q3,58
C0726,2023Q3,7
C0534,2023Q3,27
C0339,2023Q3,88
C0653,2023Q3,9
C0044,2023Q3,74
C0677,2023Q3,12
C0750,2023Q3,16
C0604,2023Q3,24
C0541,2023Q3,4
C0632,2023Q3,9
C0032,2023Q3,7
C0550,2023Q3,18
C0518,2023Q3,19
C0586,2023Q3,14
C0435,2023Q3,8
C0613,2023Q3,3
C0381,2023Q3,28
C0502,2023Q2,5
C0632,2023Q1,11
C0538,2023Q3,6
C0719,2023Q3,7
C0607,2023Q3,5
C0490,2023Q3,21
C0565,2023Q3,6
C0388,2023Q3,7
C0638,2023Q3,5
C0561,2023Q3,2
C0512,2023Q3,15
C0626,2023Q3,14
C0589,2023Q3,6
C0614,2023Q3,12
C0524,2023Q3,12
C0668,2023Q3,1
C0716,2023Q3,11
C0673,2023Q3,6
C0282,2020Q1,180
C0477,2023Q3,3
C0546,2023Q3,2
C0488,2023Q3,3
C0413,2023Q3,3
C0709,2023Q3,2
C0546,2023Q1,5
C0685,2023Q3,5
C0353,2023Q3,13
C0304,2023Q4,331
C0044,2023Q4,79
C0306,2023Q4,118
C0723,2023Q4,69
C0382,2023Q4,293
C0633,2023Q4,54
C0324,2023Q4,129
C0259,2023Q4,208
C0430,2023Q4,61
C0209,2023Q4,138
C0560,2023Q4,40
C0537,2023Q4,631
C0123,2023Q4,81
C0005,2023Q4,108
C0553,2023Q4,48
C0714,2023Q4,87
C0604,2023Q4,25
C0251,2023Q4,140
C0349,2023Q4,181
C0556,2023Q4,212
C0217,2023Q4,95
C0475,2023Q4,190
C0226,2023Q4,357
C0134,2023Q4,137
C0407,2023Q4,216
C0592,2023Q4,85
C0141,2023Q4,172
C0417,2023Q4,127
C0075,2023Q4,154
C0439,2023Q4,53
C0412,2023Q4,72
C0336,2023Q4,27
C0151,2023Q4,184
C0419,2023Q4,194
C0482,2023Q4,301
C0154,2023Q4,132
C0227,2023Q4,106
C0317,2023Q4,156
C0381,2023Q4,38
C0225,2023Q4,140
C0632,2023Q4,15
C0339,2023Q4,121
C0668,2023Q4,6
C0270,2023Q4,154
C0685,2023Q4,8
C0550,2023Q4,25
C0200,2023Q4,107
C0389,2023Q4,100
C0570,2023Q4,20
C0687,2023Q4,28
C0512,2023Q4,19
C0616,2023Q4,88
C0440,2023Q4,84
C0587,2023Q4,49
C0584,2023Q4,33
C0167,2023Q4,59
C0139,2023Q4,57
C0533,2023Q4,40
C0689,2023Q4,27
C0534,2023Q4,29
C0586,2023Q4,14
C0530,2023Q4,165
C0532,2023Q4,55
C0481,2023Q4,135
C0490,2023Q4,29
C0509,2023Q4,26
C0213,2023Q4,47
C0653,2023Q4,12
C0673,2023Q4,7
C0577,2023Q4,32
C0565,2023Q4,6
C0607,2023Q4,7
C0670,2023Q4,21
C0245,2023Q4,33
C0280,2025Q1,313
C0686,2023Q4,16
C0750,2023Q4,21
C0719,2023Q4,10
C0267,2025Q3,166
C0196,2025Q1,440
C0697,2023Q4,18
C0644,2023Q4,14
C0677,2023Q4,22
C0506,2023Q4,32
C0524,2023Q4,11
C0488,2023Q4,7
C0666,2023Q4,1
C0521,2023Q4,35
C0688,2023Q4,11
C0493,2026Q2,315
C0032,2023Q4,13
C0388,2023Q4,12
C0709,2023Q4,3
C0626,2023Q4,15
C0256,2020Q1,224
C0094,2020Q3,114
C0210,2020Q1,168
C0564,2020Q1,62
C0132,2020Q1,211
C0254,2020Q1,412
C0278,2020Q1,289
C0080,2020Q1,205
C0186,2020Q1,163
C0061,2020Q1,293
C0177,2020Q1,214
C0290,2020Q1,261
C0416,2020Q1,225
C0727,2020Q1,136
C0155,2020Q1,438
C0182,2020Q1,123
C0555,2020Q1,56
C0499,2020Q1,10
C0672,2020Q1,40
C0576,2020Q1,19
C0645,2020Q1,17
C0630,2020Q1,51
C0364,2020Q1,128
C0675,2020Q1,46
C0539,2020Q1,21
C0552,2020Q1,76
C0489,2020Q1,7
C0551,2020Q1,28
C0740,2020Q1,9
C0612,2020Q1,11
C0441,2020Q1,15
C0578,2020Q1,13
C0725,2020Q1,24
C0341,2020Q3,227
C0185,2020Q3,97
C0703,2020Q1,2
C0723,2020Q2,49
C0646,2020Q1,10
C0544,2020Q1,3
C0212,2020Q3,104
C0741,2020Q1,15
C0434,2020Q1,6
C0382,2020Q2,282
C0607,2020Q2,13
C0525,2020Q1,17
C0475,2020Q2,156
C0079,2020Q1,4
C0519,2020Q1,10
C0513,2021Q1,6
C0605,2020Q2,8
C0417,2020Q2,59
C0633,2020Q2,54
C0566,2020Q1,14
C0090,2020Q1,9
C0729,2020Q1,12
C0404,2020Q1,7
C0591,2020Q1,6
C0681,2020Q1,9
C0564,2020Q4,62
C0167,2020Q2,80
C0134,2020Q2,107
C0200,2020Q2,117
C0243,2020Q3,182
C0226,2020Q2,227
C0592,2020Q2,39
C0482,2020Q2,158
C0358,2020Q2,145
C0644,2020Q2,23
C0584,2020Q2,71
C0509,2020Q2,28
C0349,2020Q2,169
C0317,2020Q2,141
C0412,2020Q2,48
C0353,2020Q2,12
C0537,2020Q2,405
C0532,2020Q2,14
C0435,2020Q2,8
C0697,2020Q2,14
C0407,2020Q2,54
C0587,2020Q2,41
C0481,2020Q2,111
C0251,2020Q2,96
C0151,2020Q2,128
C0719,2020Q2,11
C0225,2020Q2,136
C0227,2020Q2,70
C0577,2020Q2,9
C0512,2020Q2,9
C0032,2020Q2,13
C0259,2020Q2,187
C0209,2020Q2,105
C0538,2020Q2,8
C0521,2020Q2,32
C0430,2020Q2,50
C0689,2020Q2,29
C0419,2020Q2,135
C0336,2020Q2,13
C0139,2020Q2,42
C0560,2020Q2,20
C0677,2020Q2,19
C0389,2020Q2,83
C0339,2020Q2,78
C0518,2020Q2,11
C0736,2020Q2,17
C0245,2020Q2,36
C0506,2020Q2,29
C0653,2020Q2,6
C0472,2020Q4,198
C0716,2020Q2,8
C0524,2020Q2,10
C0005,2020Q2,65
C0581,2020Q2,12
C0710,2020Q1,4
C0613,2020Q2,1
C0714,2020Q2,37
C0685,2020Q2,7
C0570,2020Q2,8
C0626,2020Q2,2
C0514,2020Q2,8
C0533,2020Q2,25
C0534,2020Q2,7
C0670,2020Q2,27
C0604,2020Q2,12
C0600,2020Q1,5
C0490,2020Q2,20
C0638,2020Q2,2
C0647,2021Q2,24
C0029,2020Q4,75
C0686,2020Q2,6
C0553,2020Q2,15
C0718,2020Q3,21
C0381,2020Q2,15
C0614,2020Q2,10
C0558,2020Q2,6
C0688,2020Q2,28
C0682,2020Q2,4
C0586,2020Q2,14
C0388,2020Q2,11
C0687,2020Q2,17
C0282,2020Q4,92
C0679,2020Q2,1
C0674,2020Q1,17
