category_id,month,papers
C0543,2021-07,3
C0358,2021-04,82
C0352,2021-04,13
C0681,2021-07,2
C0370,2021-06,5
C0366,2020-12,37
C0587,2021-08,15
C0486,2021-05,69
C0688,2021-08,8
C0203,2021-06,30
C0616,2021-04,19
C0677,2021-08,5
C0561,2021-08,2
C0663,2021-08,4
C0700,2021-11,26
C0647,2021-11,5
C0121,2021-11,66
C0462,2021-11,20
C0487,2021-11,25
C0202,2021-09,75
C0029,2021-10,23
C0586,2021-04,6
C0241,2021-10,59
C0433,2021-11,3
C0373,2021-09,1
C0150,2021-09,16
C0275,2021-10,41
C0403,2021-10,17
C0583,2022-02,7
C0027,2022-02,26
C0501,2022-02,6
C0675,2021-06,6
C0288,2022-02,3
C0707,2022-02,4
C0094,2021-09,24
C0390,2022-01,2
C0318,2021-09,25
C0035,2021-01,12
C0102,2022-08,56
C0410,2022-08,60
C0269,2022-08,43
C0220,2022-08,23
C0515,2022-08,12
C0303,2022-08,14
C0508,2022-08,2
C0611,2022-08,3
C0414,2022-09,51
C0030,2022-09,4
C0646,2022-12,1
C0090,2022-12,2
C0525,2022-12,2
C0662,2022-07,4
C0504,2023-01,12
C0678,2023-01,21
C0265,2023-02,13
C0224,2023-02,26
C0260,2023-04,1
C0711,2023-03,3
C0030,2023-05,6
C0256,2023-05,54
C0414,2023-05,35
C0149,2023-02,37
C0296,2023-09,20
C0240,2023-09,13
C0258,2023-06,107
C0040,2023-06,118
C0067,2026-05,194
C0403,2023-10,12
C0292,2023-10,15
C0029,2023-10,30
C0254,2023-10,115
C0630,2023-10,14
C0241,2023-10,53
C0578,2023-10,6
C0484,2023-10,48
C0307,2024-01,133
C0630,2024-01,29
C0484,2024-01,156
C0254,2024-01,385
C0275,2024-01,176
C0241,2024-01,140
C0103,2024-01,118
C0578,2024-01,16
C0403,2024-01,42
C0292,2024-01,57
C0212,2024-05,61
C0742,2024-03,8
C0309,2020-04,3
C0618,2020-05,2
C0222,2020-08,69
C0697,2020-08,3
C0032,2020-08,4
C0546,2020-08,1
C0061,2020-12,64
C0564,2021-06,14
C0536,2021-06,3
C0585,2021-06,1
C0195,2021-05,28
C0694,2022-08,5
C0079,2022-12,2
C0479,2023-04,1
C0707,2023-03,2
C0404,2023-05,2
C0077,2023-05,1
C0535,2023-09,2
C0367,2023-06,56
C0460,2020-07,42
C0297,2020-07,35
C0341,2026-03,81
C0329,2021-06,3
C0609,2021-06,5
C0211,2021-05,65
C0740,2021-06,1
C0541,2021-04,6
C0741,2021-06,4
C0578,2021-10,5
C0254,2021-10,96
C0292,2021-10,6
C0558,2022-03,3
C0274,2022-04,1
C0534,2022-03,7
C0553,2022-04,14
C0361,2022-04,1
C0093,2023-11,23
C0439,2024-10,19
C0733,2024-01,1
C0399,2024-02,76
C0016,2024-04,49
C0464,2024-03,49
C0254,2024-06,133
C0015,2024-03,67
C0720,2024-03,9
C0315,2024-03,73
C0431,2024-03,67
C0717,2024-04,3
C0393,2023-11,73
C0748,2024-04,3
C0738,2023-06,1
C0232,2024-03,39
C0273,2024-04,3
C0473,2025-01,308
C0457,2024-09,22
C0542,2024-03,10
C0718,2024-05,12
C0395,2024-05,53
C0137,2024-05,59
C0223,2024-05,63
C0452,2024-02,51
C0569,2024-05,17
C0630,2024-06,10
C0606,2024-05,5
C0174,2024-05,18
C0118,2024-05,1
C0307,2024-06,65
C0292,2024-06,28
C0103,2024-06,39
C0275,2024-06,47
C0241,2024-06,63
C0010,2025-01,117
C0029,2024-06,39
C0060,2024-12,242
C0484,2024-06,61
C0119,2024-02,1
C0016,2024-07,52
C0102,2025-03,78
C0273,2024-07,4
C0375,2024-10,47
C0300,2024-09,43
C0682,2024-10,1
C0553,2024-10,34
C0430,2024-10,21
C0269,2025-03,50
C0255,2025-02,73
C0216,2024-09,27
C0485,2025-02,54
C0274,2024-10,3
C0666,2024-10,1
C0239,2025-01,103
C0198,2024-10,1
C0027,2024-11,21
C0636,2024-09,10
C0583,2024-11,7
C0454,2024-11,18
C0423,2024-11,93
C0288,2024-11,8
C0179,2024-11,17
C0501,2024-11,13
C0378,2025-01,164
C0684,2025-01,69
C0459,2025-01,160
C0415,2024-12,22
C0650,2025-01,12
C0172,2025-04,49
C0194,2026-07,93
C0083,2024-12,68
C0160,2024-12,17
C0252,2024-12,51
C0478,2025-02,92
C0098,2025-02,29
C0712,2025-02,27
C0172,2024-08,36
C0330,2025-07,126
C0286,2025-05,98
C0002,2025-07,100
C0622,2025-05,20
C0548,2025-05,7
C0235,2025-05,49
C0487,2026-05,63
C0631,2025-05,6
C0254,2025-08,152
C0280,2025-11,80
C0693,2025-05,6
C0351,2025-05,11
C0350,2025-03,92
C0594,2022-05,1
C0618,2022-05,1
C0726,2022-06,1
C0077,2022-09,1
C0404,2022-09,2
C0582,2023-02,10
C0498,2023-02,13
C0260,2023-02,2
C0739,2023-02,6
C0305,2022-08,1
C0001,2023-01,4
C0320,2023-06,67
C0115,2023-06,50
C0206,2023-06,76
C0516,2023-06,16
C0406,2023-06,16
C0249,2023-06,35
C0294,2023-07,9
C0656,2023-07,2
C0140,2023-11,44
C0168,2023-11,14
C0028,2023-11,47
C0665,2023-11,6
C0390,2023-11,2
C0711,2023-12,1
C0707,2023-12,1
C0676,2024-02,18
C0747,2024-02,11
C0426,2024-02,75
C0127,2024-02,62
C0230,2024-02,37
C0557,2024-02,43
C0130,2025-09,67
C0220,2025-03,22
C0502,2020-07,4
C0745,2020-07,4
C0489,2020-12,2
C0626,2021-04,3
C0584,2021-04,16
C0604,2021-04,4
C0614,2021-04,2
C0532,2021-04,8
C0077,2021-02,1
C0322,2021-04,1
C0736,2021-04,4
C0472,2021-05,30
C0347,2025-07,28
C0006,2021-05,1
C0041,2021-01,1
C0733,2021-10,1
C0526,2021-09,2
C0441,2021-12,4
C0293,2026-05,132
C0337,2026-05,30
C0433,2026-05,13
C0121,2026-05,181
C0218,2026-06,57
C0462,2026-05,12
C0423,2026-04,87
C0126,2026-03,132
C0647,2026-05,6
C0250,2026-05,83
C0172,2026-01,157
C0382,2026-07,90
C0113,2026-07,121
C0349,2026-07,59
C0005,2026-07,66
C0601,2026-01,6
C0623,2026-01,43
C0339,2026-07,89
C0117,2026-07,81
C0424,2026-06,49
C0336,2026-07,18
C0705,2026-07,3
C0144,2026-06,55
C0514,2026-07,9
C0272,2025-11,45
C0013,2026-03,27
C0434,2022-09,2
C0466,2026-07,5
C0605,2026-07,4
C0232,2026-02,52
C0696,2026-02,4
C0696,2024-03,7
C0373,2025-09,2
C0416,2020-12,41
C0190,2021-04,1
C0238,2025-11,27
C0593,2024-09,32
C0695,2024-09,9
C0133,2025-09,97
C0601,2025-04,2
C0410,2025-03,51
C0515,2025-03,12
C0107,2025-04,6
C0045,2025-07,50
C0423,2025-06,108
C0603,2025-07,22
C0179,2025-06,27
C0278,2025-11,114
C0354,2025-11,67
C0474,2025-11,55
C0408,2025-11,54
C0299,2025-11,12
C0588,2024-07,1
C0275,2025-08,54
C0090,2024-12,4
C0600,2024-12,11
C0079,2024-12,5
C0285,2025-03,57
C0133,2025-10,99
C0130,2025-10,74
C0343,2025-12,98
C0454,2025-06,27
C0303,2025-03,12
C0305,2025-03,1
C0342,2025-07,45
C0623,2025-04,9
C0501,2025-06,20
C0201,2025-07,51
C0294,2025-07,8
C0371,2025-07,26
C0483,2025-09,64
C0057,2025-07,64
C0656,2025-07,6
C0027,2025-06,32
C0454,2026-04,31
C0635,2025-07,1
C0257,2026-03,52
C0583,2025-06,6
C0103,2025-08,44
C0464,2026-02,69
C0662,2025-07,2
C0029,2025-08,28
C0241,2025-08,74
C0484,2025-08,46
C0744,2026-03,42
C0307,2025-08,54
C0403,2025-08,11
C0578,2025-08,6
C0094,2025-10,46
C0483,2025-10,74
C0202,2025-10,88
C0310,2025-10,36
C0318,2025-10,25
C0150,2025-10,35
C0373,2025-10,1
C0526,2025-10,4
C0318,2025-09,28
C0063,2025-11,142
C0150,2025-09,24
C0327,2025-12,68
C0289,2025-12,43
C0242,2025-11,6
C0431,2026-02,81
C0703,2025-11,1
C0179,2026-04,47
C0471,2020-02,3
C0336,2020-11,4
C0512,2020-11,1
C0434,2021-02,1
C0565,2021-04,1
C0638,2021-04,1
C0384,2021-05,1
C0207,2021-08,1
C0064,2021-12,1
C0710,2021-12,1
C0039,2025-12,10
C0073,2025-12,87
C0428,2025-12,80
C0298,2025-12,58
C0012,2025-12,51
C0737,2025-12,5
C0288,2025-06,6
C0634,2025-12,37
C0660,2025-12,4
C0427,2025-12,27
C0630,2025-08,10
C0202,2025-09,67
C0135,2025-12,2
C0531,2025-12,3
C0542,2026-02,20
C0315,2026-02,63
C0015,2026-02,88
C0720,2026-02,3
C0292,2025-08,19
C0325,2026-02,3
C0549,2026-02,2
C0654,2023-09,1
C0287,2026-03,39
C0444,2026-03,46
C0162,2026-03,18
C0651,2026-03,19
C0400,2026-03,58
C0715,2026-03,7
C0501,2026-04,27
C0027,2026-04,28
C0107,2026-01,21
C0288,2026-04,8
C0583,2026-04,8
C0016,2026-08,71
C0746,2026-06,7
C0512,2026-07,2
C0588,2026-08,3
C0273,2026-08,3
C0559,2026-01,4
C0711,2025-06,6
C0707,2025-06,2
C0094,2025-09,47
C0310,2025-09,17
C0729,2025-11,5
C0035,2025-11,3
C0096,2025-11,3
C0571,2026-03,6
C0700,2026-05,27
C0111,2026-03,1
C0051,2025-11,4
C0157,2026-03,4
C0748,2026-08,2
C0717,2026-08,2
C0244,2025-05,1
C0724,2025-05,7
C0526,2025-09,6
C0664,2025-12,1
C0742,2026-02,3
C0707,2026-04,1
C0500,2026-06,3
C0359,2026-04,1
C0713,2024-02,7
C0608,2024-02,4
C0526,2022-10,3
C0107,2024-08,9
C0623,2024-08,11
C0559,2024-08,1
C0601,2024-08,1
C0525,2024-12,3
C0646,2024-12,2
C0261,2025-05,2
C0578,2024-06,4
C0748,2024-07,1
C0359,2024-11,1
C0707,2024-11,1
C0711,2024-11,1
C0666,2022-04,1
C0611,2025-03,1
C0694,2025-03,1
C0517,2023-06,3
C0545,2023-06,4
C0613,2020-08,1
C0221,2021-12,81
C0085,2021-12,27
C0486,2021-10,50
C0242,2021-06,10
C0455,2021-10,51
C0176,2021-11,77
C0072,2024-02,76
C0341,2022-01,164
C0744,2022-01,63
C0257,2022-01,101
C0400,2022-01,69
C0126,2022-01,227
C0282,2021-01,94
C0287,2022-01,48
C0164,2021-01,65
C0564,2021-01,31
C0013,2022-01,28
C0205,2021-04,39
C0444,2022-01,27
C0275,2021-05,43
C0675,2021-01,25
C0715,2022-01,8
C0651,2022-01,20
C0162,2022-01,25
C0554,2022-04,2
C0251,2022-04,40
C0194,2022-06,79
C0165,2022-04,13
C0226,2022-04,115
C0389,2022-04,27
C0521,2022-04,10
C0270,2022-04,59
C0306,2022-04,36
C0323,2022-04,37
C0520,2022-02,2
C0321,2022-04,8
C0670,2022-04,8
C0254,2021-05,97
C0719,2022-04,6
C0736,2022-03,4
C0418,2022-02,12
C0063,2021-06,84
C0324,2022-04,45
C0340,2022-02,54
C0678,2022-02,15
C0067,2022-05,147
C0250,2022-05,36
C0487,2022-05,28
C0121,2022-05,62
C0571,2022-01,3
C0700,2022-05,27
C0293,2022-05,55
C0647,2022-05,8
C0337,2022-05,11
C0067,2020-05,146
C0318,2020-07,16
C0328,2021-08,60
C0174,2020-03,15
C0414,2020-01,87
C0403,2021-05,26
C0462,2020-05,18
C0030,2020-01,11
C0304,2021-04,96
C0382,2022-06,114
C0339,2022-06,38
C0113,2022-06,131
C0117,2022-06,60
C0349,2022-06,64
C0336,2022-06,12
C0005,2022-06,32
C0157,2022-01,6
C0042,2022-06,3
C0605,2022-06,2
C0514,2022-06,3
C0016,2022-07,37
C0114,2021-11,47
C0186,2021-07,49
C0512,2022-06,3
C0462,2022-05,19
C0648,2022-01,1
C0433,2022-05,5
C0129,2021-10,89
C0191,2021-11,53
C0211,2021-10,80
C0297,2021-09,39
C0212,2022-11,45
C0223,2022-11,69
C0297,2022-10,51
C0460,2022-10,39
C0387,2022-10,35
C0395,2022-11,54
C0137,2022-11,52
C0569,2022-11,14
C0174,2022-11,14
C0718,2022-11,5
C0606,2022-11,8
C0311,2022-09,60
C0138,2022-09,60
C0143,2022-09,60
C0237,2020-11,110
C0555,2022-12,17
C0463,2022-12,37
C0405,2022-12,52
C0364,2022-12,39
C0099,2022-10,1
C0725,2022-12,7
C0340,2023-03,73
C0468,2023-03,76
C0520,2023-03,4
C0027,2023-01,84
C0678,2023-03,8
C0001,2023-03,3
C0504,2023-03,3
C0423,2023-01,127
C0179,2023-01,53
C0235,2023-02,58
C0418,2023-03,12
C0288,2023-01,29
C0501,2023-01,24
C0454,2023-01,54
C0172,2020-06,54
C0235,2023-04,62
C0622,2023-04,29
C0693,2023-04,7
C0286,2023-04,80
C0548,2023-04,6
C0351,2023-04,4
C0724,2023-04,4
C0631,2023-04,3
C0016,2023-07,49
C0155,2023-08,157
C0066,2023-08,31
C0065,2023-08,12
C0543,2023-08,4
C0368,2023-08,23
C0681,2023-08,5
C0058,2023-06,76
C0177,2023-10,36
C0011,2023-05,59
C0576,2022-09,5
C0108,2023-08,1
C0448,2021-08,30
C0431,2023-09,61
C0015,2023-09,59
C0232,2023-09,36
C0138,2023-05,61
C0315,2023-09,72
C0696,2023-09,3
C0464,2023-09,42
C0742,2023-09,8
C0308,2023-12,7
C0468,2023-12,76
C0340,2023-12,61
C0195,2023-10,53
C0001,2023-12,3
C0678,2023-12,7
C0661,2023-12,2
C0520,2023-12,8
C0257,2023-11,70
C0552,2023-05,20
C0211,2023-10,72
C0455,2023-10,65
C0400,2023-11,25
C0129,2023-10,64
C0094,2020-07,54
C0212,2020-03,34
C0266,2020-02,34
C0037,2020-02,49
C0152,2020-02,49
C0068,2020-02,34
C0326,2020-02,21
C0178,2020-02,24
C0395,2020-03,47
C0363,2020-02,23
C0264,2020-02,34
C0420,2020-02,23
C0214,2020-02,28
C0602,2020-02,17
C0256,2020-01,130
C0392,2020-02,5
C0513,2020-02,1
C0569,2020-03,19
C0137,2020-03,37
C0223,2020-03,45
C0293,2020-05,37
C0404,2020-01,4
C0718,2020-03,4
C0700,2020-05,17
C0250,2020-05,32
C0121,2020-05,54
C0337,2020-05,15
C0487,2020-05,13
C0369,2020-04,96
C0446,2020-12,43
C0446,2020-04,28
C0333,2021-04,18
C0133,2020-07,50
C0354,2021-06,77
C0048,2020-04,34
C0623,2020-06,4
C0338,2020-12,41
C0601,2020-06,1
C0155,2020-09,107
C0368,2020-09,24
C0066,2020-09,21
C0065,2020-09,18
C0183,2021-04,63
C0553,2020-10,3
C0143,2021-02,56
C0150,2020-07,23
C0375,2020-10,27
C0430,2020-10,22
C0439,2020-10,19
C0317,2020-08,39
C0200,2020-08,44
C0682,2020-10,1
C0202,2020-07,84
C0666,2020-10,1
C0486,2023-10,105
C0353,2020-08,3
C0408,2021-06,53
C0156,2020-08,31
C0188,2020-11,48
C0034,2020-11,51
C0154,2020-11,40
C0075,2020-11,44
C0070,2020-11,28
C0130,2020-07,30
C0310,2020-07,26
C0380,2020-11,17
C0369,2020-12,88
C0077,2020-01,8
C0311,2021-02,38
C0169,2021-02,29
C0011,2021-02,33
C0727,2021-02,25
C0645,2021-02,2
C0460,2021-09,28
C0138,2021-02,50
C0055,2021-02,31
C0741,2021-01,10
C0493,2021-01,205
C0472,2023-10,51
C0552,2021-02,9
C0585,2021-01,2
C0052,2020-11,3
C0091,2021-07,24
C0203,2021-01,73
C0696,2021-03,6
C0370,2021-01,9
C0182,2021-02,15
C0209,2021-04,30
C0319,2021-11,59
C0290,2021-01,127
C0539,2021-02,3
C0576,2021-02,2
C0449,2021-01,5
C0048,2020-12,36
C0038,2020-08,25
C0029,2021-05,55
C0124,2020-12,3
C0445,2021-01,67
C0492,2021-02,1
C0431,2021-03,65
C0015,2021-03,61
C0464,2021-03,32
C0232,2021-03,29
C0720,2021-03,5
C0315,2021-03,54
C0468,2022-02,46
C0542,2021-03,9
C0329,2021-01,11
C0292,2021-05,12
C0609,2021-01,8
C0278,2021-06,73
C0223,2024-08,67
C0047,2021-07,64
C0280,2021-06,37
C0241,2021-05,46
C0346,2021-08,34
C0667,2021-07,10
C0017,2021-04,32
C0519,2021-07,1
C0474,2021-06,43
C0509,2021-08,9
C0050,2021-08,47
C0227,2021-08,17
C0123,2021-08,38
C0245,2021-08,72
C0334,2021-08,45
C0570,2021-08,6
C0556,2021-08,35
C0550,2021-08,8
C0518,2021-08,4
C0051,2021-06,3
C0302,2020-12,38
C0272,2021-06,27
C0484,2021-05,36
C0716,2021-08,3
C0312,2021-08,15
C0644,2021-08,8
C0581,2021-08,7
C0630,2021-05,17
C0295,2021-11,29
C0360,2021-11,62
C0219,2021-11,29
C0195,2021-10,41
C0081,2021-11,2
C0598,2021-11,5
C0618,2021-11,1
C0169,2022-09,61
C0615,2021-11,2
C0504,2022-02,4
C0661,2022-02,2
C0308,2022-02,4
C0358,2022-03,78
C0626,2022-03,5
C0001,2022-02,1
C0483,2020-07,53
C0387,2021-09,44
C0425,2020-11,6
C0103,2021-05,47
C0238,2021-06,20
C0255,2022-08,62
C0485,2022-08,64
C0478,2022-08,69
C0098,2022-08,31
C0712,2022-08,10
C0273,2022-07,1
C0532,2022-03,10
C0686,2022-04,7
C0055,2022-09,38
C0727,2022-09,37
C0287,2023-11,24
C0182,2022-09,8
C0539,2022-09,8
C0011,2022-09,39
C0552,2022-09,29
C0566,2022-12,9
C0624,2022-12,2
C0544,2022-12,4
C0674,2022-12,5
C0248,2022-01,4
C0645,2022-09,4
C0456,2022-12,2
C0261,2023-04,2
C0169,2023-05,66
C0143,2023-05,64
C0576,2023-05,13
C0055,2023-05,37
C0311,2023-05,39
C0727,2023-05,34
C0451,2023-06,47
C0120,2023-06,20
C0026,2023-06,14
C0542,2023-09,4
C0273,2023-07,2
C0195,2024-01,238
C0129,2024-01,189
C0177,2024-01,105
C0211,2024-01,169
C0472,2024-01,157
C0212,2024-08,50
C0455,2024-01,129
C0342,2024-04,53
C0057,2024-04,53
C0201,2024-04,51
C0434,2020-01,3
C0007,2020-04,33
C0124,2020-04,4
C0020,2020-04,55
C0302,2020-04,33
C0338,2020-04,35
C0433,2020-05,3
C0632,2020-08,6
C0687,2020-08,5
C0577,2020-08,4
C0740,2021-01,1
C0007,2020-12,37
C0299,2021-06,6
C0307,2021-05,36
C0182,2023-05,12
C0308,2023-03,5
C0486,2024-01,257
C0645,2023-05,1
C0720,2023-09,4
C0549,2023-09,2
C0136,2023-06,55
C0142,2020-01,3
C0647,2020-05,2
C0681,2020-09,2
C0543,2020-09,2
C0536,2021-01,1
C0020,2020-12,62
C0729,2021-06,1
C0652,2021-07,2
C0472,2021-10,42
C0177,2021-10,34
C0352,2022-03,30
C0584,2022-03,20
C0586,2022-03,3
C0541,2022-03,1
C0190,2022-03,2
C0006,2021-10,1
C0187,2021-06,1
C0745,2021-09,5
C0604,2022-03,7
C0322,2022-03,2
C0616,2022-03,21
C0565,2022-03,1
C0614,2022-03,1
C0653,2022-04,4
C0126,2023-11,84
C0418,2023-12,10
C0744,2023-11,43
C0504,2023-12,2
C0276,2024-03,108
C0240,2024-03,13
C0195,2024-06,81
C0175,2024-03,46
C0342,2024-07,46
C0661,2024-11,1
C0201,2024-07,41
C0294,2024-04,12
C0341,2023-11,84
C0330,2024-04,90
C0267,2024-03,68
C0371,2024-07,35
C0371,2024-04,38
C0045,2024-04,54
C0002,2024-04,64
C0504,2024-11,8
C0662,2024-04,4
C0603,2024-04,17
C0347,2024-04,19
C0129,2024-06,60
C0270,2024-10,74
C0137,2024-08,77
C0330,2024-07,85
C0486,2025-08,113
C0053,2024-02,2
C0635,2024-04,4
C0656,2024-04,6
C0045,2024-07,63
C0486,2024-06,147
C0455,2024-06,70
C0172,2024-05,44
C0559,2024-05,3
C0189,2025-01,321
C0345,2024-03,19
C0623,2024-05,9
C0601,2024-05,1
C0712,2025-03,28
C0296,2024-03,19
C0226,2024-10,112
C0211,2024-06,73
C0472,2024-06,51
C0177,2024-06,36
C0424,2024-09,30
C0122,2025-01,426
C0468,2024-11,114
C0569,2024-08,21
C0057,2024-07,71
C0002,2024-07,77
C0153,2024-03,26
C0347,2024-07,17
C0635,2024-07,4
C0603,2024-07,27
C0662,2024-07,5
C0097,2025-01,23
C0218,2024-09,73
C0324,2024-10,43
C0251,2024-10,85
C0521,2024-10,17
C0389,2024-10,47
C0323,2024-10,39
C0670,2024-10,7
C0306,2024-10,27
C0468,2025-06,145
C0485,2025-03,50
C0165,2024-10,15
C0719,2024-10,4
C0496,2024-10,1
C0653,2024-10,5
C0301,2025-01,50
C0555,2024-12,16
C0340,2025-06,54
C0321,2024-10,11
C0554,2024-10,3
C0746,2024-09,8
C0686,2024-10,5
C0267,2026-02,67
C0170,2025-05,111
C0478,2025-03,111
C0174,2025-04,22
C0678,2024-11,8
C0340,2024-11,40
C0106,2025-01,337
C0271,2025-01,172
C0101,2025-01,99
C0674,2024-12,7
C0405,2024-12,68
C0627,2025-01,11
C0421,2024-03,18
C0212,2025-04,37
C0003,2024-02,13
C0463,2024-12,58
C0223,2025-04,69
C0725,2024-12,10
C0547,2025-01,4
C0102,2025-02,71
