category_id,period,papers
C0129,2020Q4,102
C0311,2020Q4,157
C0056,2020Q4,99
C0280,2020Q4,60
C0064,2020Q4,3
C0208,2020Q4,84
C0740,2020Q4,5
C0458,2020Q4,66
C0108,2020Q4,3
C0414,2020Q4,99
C0672,2020Q4,19
C0055,2020Q4,72
C0160,2020Q4,30
C0576,2020Q4,9
C0203,2020Q4,72
C0060,2020Q4,114
C0290,2020Q4,44
C0124,2020Q4,8
C0415,2020Q4,38
C0253,2020Q4,42
C0408,2020Q4,85
C0047,2020Q4,59
C0366,2020Q4,43
C0524,2020Q2,6
C0029,2020Q4,65
C0468,2021Q1,74
C0126,2020Q3,10
C0212,2021Q2,148
C0341,2021Q2,199
C0066,2020Q4,38
C0469,2020Q4,56
C0102,2021Q1,90
C0292,2020Q4,48
C0177,2020Q4,81
C0630,2020Q4,16
C0389,2023Q4,99
C0555,2020Q4,15
C0159,2025Q3,142
C0356,2020Q4,10
C0085,2020Q4,20
C0164,2020Q4,66
C0015,2020Q3,8
C0746,2021Q1,24
C0120,2024Q4,95
C0328,2023Q4,265
C0051,2020Q4,8
C0326,2021Q1,45
C0451,2021Q1,96
C0525,2020Q4,6
C0238,2020Q4,35
C0473,2021Q2,65
C0079,2020Q4,5
C0379,2021Q2,59
C0367,2021Q1,71
C0249,2021Q1,30
C0420,2021Q1,86
C0527,2020Q4,20
C0214,2021Q1,32
C0725,2020Q4,3
C0008,2020Q4,6
C0674,2020Q4,13
C0246,2020Q4,23
C0096,2020Q1,7
C0030,2020Q4,12
C0209,2023Q3,123
C0298,2021Q1,92
C0544,2020Q4,2
C0455,2022Q2,180
C0624,2020Q4,3
C0187,2020Q4,5
C0587,2023Q4,40
C0065,2020Q4,21
C0247,2021Q2,134
C0094,2021Q2,105
C0551,2020Q4,12
C0206,2021Q4,207
C0600,2020Q4,3
C0499,2020Q4,9
C0212,2025Q3,154
C0171,2021Q1,77
C0634,2021Q1,21
C0309,2020Q4,13
C0183,2023Q1,202
C0130,2021Q2,99
C0158,2021Q1,142
C0448,2023Q4,82
C0489,2020Q4,3
C0645,2020Q4,6
C0667,2020Q4,28
C0409,2021Q2,115
C0424,2021Q3,101
C0264,2021Q4,80
C0220,2021Q3,45
C0459,2021Q2,79
C0156,2023Q3,128
C0424,2021Q1,78
C0409,2022Q4,110
C0519,2020Q4,9
C0090,2020Q4,4
C0164,2022Q3,77
C0451,2021Q3,120
C0178,2021Q4,145
C0006,2020Q4,2
C0402,2021Q1,117
C0698,2020Q4,2
C0012,2021Q1,74
C0134,2023Q1,129
C0319,2021Q2,40
C0402,2021Q3,148
C0444,2020Q3,10
C0478,2021Q1,80
C0456,2020Q4,3
C0423,2021Q1,153
C0441,2020Q4,3
C0363,2021Q1,40
C0534,2020Q2,4
C0543,2020Q4,2
C0603,2021Q1,12
C0156,2023Q1,143
C0609,2020Q4,9
C0328,2023Q3,227
C0166,2021Q2,85
C0452,2021Q1,99
C0299,2020Q4,10
C0061,2022Q2,110
C0747,2021Q1,6
C0289,2021Q1,50
C0234,2021Q1,100
C0058,2021Q1,67
C0593,2021Q1,22
C0002,2021Q1,43
C0037,2021Q1,233
C0636,2021Q3,8
C0347,2021Q1,63
C0218,2021Q1,120
C0316,2021Q1,60
C0120,2021Q1,57
C0178,2021Q1,114
C0429,2021Q1,116
C0340,2021Q1,135
C0059,2021Q1,25
C0428,2021Q1,53
C0314,2020Q2,10
C0016,2021Q1,85
C0045,2021Q1,78
C0485,2021Q1,27
C0437,2021Q1,70
C0018,2023Q1,59
C0350,2021Q1,111
C0027,2021Q1,70
C0115,2021Q1,71
C0053,2021Q1,3
C0399,2021Q1,44
C0127,2021Q1,88
C0335,2021Q1,3
C0348,2021Q1,70
C0343,2021Q1,41
C0501,2021Q1,16
C0197,2021Q1,40
C0040,2021Q1,73
C0144,2021Q1,41
C0712,2021Q1,15
C0266,2021Q1,15
C0264,2021Q1,75
C0355,2021Q1,67
C0300,2021Q1,132
C0258,2021Q1,88
C0072,2021Q1,80
C0557,2021Q1,43
C0115,2021Q3,84
C0171,2021Q3,103
C0073,2021Q1,31
C0357,2021Q1,30
C0303,2021Q1,21
C0176,2021Q2,242
C0159,2021Q2,84
C0320,2021Q1,53
C0504,2021Q1,4
C0476,2021Q1,33
C0671,2021Q1,25
C0152,2021Q1,64
C0516,2021Q1,13
C0040,2021Q3,110
C0026,2021Q1,47
C0454,2021Q1,38
C0694,2021Q1,4
C0129,2022Q2,118
C0057,2021Q3,138
C0728,2021Q1,31
C0082,2021Q2,81
C0003,2021Q1,31
C0327,2021Q1,45
C0216,2021Q1,58
C0294,2021Q1,10
C0426,2021Q1,7
C0098,2021Q1,46
C0037,2021Q3,227
C0230,2021Q1,44
C0458,2022Q3,66
C0642,2021Q1,8
C0517,2021Q1,7
C0597,2021Q1,2
C0308,2021Q1,17
C0656,2021Q1,2
C0515,2021Q1,9
C0273,2021Q1,9
C0471,2021Q1,4
C0602,2021Q1,21
C0483,2021Q2,36
C0423,2021Q4,162
C0180,2020Q2,3
C0068,2021Q1,12
C0664,2021Q1,4
C0062,2021Q1,16
C0386,2021Q2,128
C0330,2021Q3,100
C0423,2021Q3,152
C0590,2021Q1,9
C0520,2021Q1,5
C0255,2021Q1,20
C0371,2021Q3,74
C0406,2021Q1,16
C0342,2021Q1,5
C0636,2021Q1,3
C0713,2021Q1,6
C0397,2020Q3,2
C0327,2021Q3,60
C0678,2021Q1,16
C0460,2021Q2,93
C0427,2021Q1,29
C0340,2021Q3,128
C0100,2022Q2,87
C0263,2021Q1,2
C0286,2021Q2,191
C0737,2021Q1,9
C0171,2021Q4,110
C0588,2021Q1,1
C0427,2021Q3,37
C0500,2021Q1,10
C0150,2021Q2,24
C0184,2021Q2,428
C0019,2021Q2,51
C0101,2021Q2,54
C0170,2021Q2,154
C0288,2021Q1,12
C0196,2022Q3,135
C0457,2021Q1,9
C0067,2021Q2,266
C0224,2021Q2,106
C0243,2021Q2,82
C0149,2021Q2,57
C0378,2021Q2,51
C0487,2021Q2,20
C0431,2021Q2,148
C0122,2021Q2,209
C0146,2021Q2,140
C0021,2021Q2,94
C0393,2021Q2,175
C0223,2021Q2,117
C0106,2021Q2,100
C0418,2021Q1,18
C0596,2021Q1,1
C0010,2021Q2,54
C0125,2021Q2,80
C0700,2021Q2,60
C0250,2021Q2,95
C0647,2021Q2,19
C0387,2021Q2,84
C0542,2021Q2,10
C0371,2021Q4,72
C0185,2021Q2,110
C0192,2021Q2,135
C0202,2021Q2,82
C0529,2021Q1,6
C0744,2021Q2,33
C0271,2021Q2,94
C0069,2021Q2,10
C0235,2021Q2,135
C0615,2021Q2,17
C0175,2021Q2,55
C0572,2021Q1,14
C0298,2021Q3,74
C0191,2021Q2,61
C0310,2021Q2,90
C0548,2021Q2,11
C0168,2021Q2,3
C0285,2021Q1,10
C0240,2021Q2,37
C0232,2021Q2,92
C0318,2021Q2,43
C0635,2021Q1,3
C0170,2022Q1,139
C0462,2021Q2,57
C0392,2021Q1,5
C0219,2022Q1,75
C0464,2021Q2,28
C0432,2021Q1,4
C0315,2021Q2,58
C0024,2021Q2,33
C0360,2021Q2,32
C0629,2021Q1,7
C0402,2024Q4,177
C0345,2021Q2,50
C0257,2021Q2,56
C0121,2021Q2,105
C0451,2021Q4,129
C0107,2021Q2,18
C0684,2021Q2,6
C0172,2021Q2,63
C0293,2021Q2,127
C0742,2021Q2,18
C0194,2025Q2,251
C0296,2021Q2,29
C0301,2021Q2,62
C0680,2021Q2,28
C0327,2021Q4,72
C0316,2021Q3,68
C0049,2021Q2,15
C0622,2021Q2,54
C0174,2021Q2,30
C0696,2021Q2,1
C0114,2021Q2,24
C0297,2021Q2,52
C0651,2021Q2,16
C0137,2021Q2,68
C0637,2021Q1,3
C0028,2021Q2,84
C0158,2021Q3,166
C0502,2021Q2,6
C0510,2021Q2,42
C0337,2021Q2,48
C0153,2021Q2,19
C0233,2021Q2,54
C0162,2021Q2,29
C0608,2021Q1,7
C0033,2023Q3,105
C0601,2021Q2,8
C0582,2021Q2,26
C0693,2021Q2,17
C0295,2021Q2,13
C0695,2021Q1,5
C0627,2021Q2,5
C0219,2021Q2,102
C0575,2021Q2,12
C0140,2021Q2,74
C0178,2021Q3,136
C0422,2021Q1,8
C0012,2021Q3,87
C0498,2021Q2,9
C0535,2021Q2,2
C0400,2021Q2,51
C0433,2021Q2,11
C0363,2021Q3,32
C0421,2021Q2,37
C0571,2021Q2,3
C0097,2021Q2,27
C0219,2022Q4,111
C0181,2021Q2,32
C0517,2021Q3,4
C0163,2021Q2,40
C0287,2021Q2,42
C0276,2021Q2,7
C0447,2021Q2,8
C0248,2021Q2,4
C0294,2021Q4,26
C0468,2021Q4,97
C0348,2021Q4,72
C0438,2020Q4,10
C0569,2021Q2,13
C0348,2021Q3,79
C0745,2021Q2,8
C0429,2021Q3,118
C0606,2021Q2,13
C0373,2021Q2,4
C0239,2021Q2,28
C0249,2021Q3,34
C0036,2021Q2,1
C0265,2021Q2,13
C0179,2021Q3,35
C0631,2021Q2,4
C0013,2021Q2,30
C0093,2021Q2,6
C0611,2021Q1,3
C0650,2021Q2,1
C0545,2021Q3,5
C0260,2021Q2,4
C0357,2021Q3,34
C0671,2021Q3,32
C0739,2021Q2,12
C0479,2021Q2,2
C0152,2021Q3,81
C0662,2021Q1,4
C0665,2021Q2,8
C0657,2021Q2,3
C0102,2021Q3,126
C0598,2021Q2,4
C0072,2021Q3,75
C0293,2023Q2,132
C0493,2022Q3,105
C0269,2021Q3,103
C0214,2021Q3,33
C0437,2021Q3,73
C0718,2021Q2,15
C0015,2021Q2,7
C0218,2021Q4,168
C0267,2022Q1,90
C0355,2021Q3,65
C0126,2021Q2,13
C0230,2021Q3,51
C0133,2022Q1,102
C0676,2021Q4,22
C0267,2023Q2,98
C0746,2021Q3,21
C0504,2021Q3,5
C0557,2021Q3,47
C0098,2021Q3,58
C0602,2021Q3,26
C0629,2021Q3,9
C0218,2021Q3,136
C0027,2021Q3,72
C0457,2021Q3,12
C0343,2021Q3,45
C0294,2021Q3,19
C0212,2022Q1,129
C0161,2022Q2,67
C0016,2021Q3,100
C0367,2021Q3,102
C0303,2021Q3,23
C0216,2021Q3,76
C0420,2021Q3,85
C0399,2021Q3,53
C0678,2021Q3,22
C0471,2021Q3,5
C0289,2021Q3,78
C0127,2021Q3,98
C0285,2021Q3,14
C0045,2021Q3,72
C0485,2021Q3,24
C0234,2021Q3,107
C0428,2021Q3,68
C0002,2021Q3,61
C0197,2021Q3,41
C0347,2021Q3,58
C0676,2021Q3,15
C0403,2020Q4,28
C0500,2021Q3,8
C0288,2021Q3,9
C0264,2021Q3,82
C0516,2021Q3,12
C0593,2021Q3,37
C0059,2021Q3,21
C0058,2021Q3,92
C0350,2021Q3,107
C0258,2021Q3,96
C0406,2021Q3,19
C0120,2021Q3,62
C0603,2021Q3,22
C0062,2021Q3,23
C0144,2021Q3,44
C0341,2022Q1,196
C0320,2021Q3,50
C0712,2021Q3,29
C0452,2021Q3,124
C0184,2022Q1,437
C0588,2021Q3,2
C0634,2021Q3,21
C0572,2021Q3,10
C0501,2021Q3,18
C0026,2021Q3,63
C0454,2021Q3,51
C0173,2021Q3,9
C0313,2021Q3,2
C0728,2021Q3,25
C0308,2021Q3,20
C0713,2021Q3,5
C0003,2021Q3,48
C0426,2021Q3,9
C0263,2021Q3,7
C0656,2021Q3,3
C0350,2021Q4,115
C0185,2022Q1,116
C0053,2021Q3,4
C0695,2021Q3,7
C0300,2021Q3,108
C0473,2022Q1,73
C0531,2021Q3,6
C0478,2021Q3,83
C0039,2021Q3,5
C0747,2021Q3,9
C0235,2022Q1,113
C0326,2021Q3,45
C0273,2021Q3,4
C0597,2021Q3,2
C0266,2021Q3,14
C0073,2021Q3,41
C0602,2021Q4,23
C0330,2021Q4,94
C0365,2021Q2,6
C0040,2026Q3,202
C0432,2021Q3,6
C0635,2021Q3,4
C0057,2021Q4,148
C0001,2021Q3,5
C0392,2021Q3,15
C0148,2021Q3,4
C0662,2021Q3,6
C0120,2021Q4,86
C0201,2021Q3,10
C0711,2021Q3,5
C0159,2022Q4,113
C0529,2021Q3,7
C0308,2021Q4,20
C0410,2021Q3,15
C0718,2022Q1,12
C0255,2021Q3,23
C0144,2021Q4,48
C0515,2021Q3,12
C0737,2021Q3,10
C0564,2022Q2,26
C0068,2021Q3,2
C0037,2021Q4,285
C0135,2021Q3,4
C0513,2021Q3,7
C0318,2024Q3,77
C0520,2021Q3,8
C0694,2021Q3,9
C0183,2023Q3,186
C0664,2021Q3,3
C0010,2022Q1,47
C0342,2021Q3,10
C0106,2022Q1,97
C0040,2021Q4,111
C0237,2023Q3,259
C0575,2022Q1,16
C0364,2022Q2,67
C0583,2021Q3,8
C0189,2022Q4,158
C0055,2022Q2,63
C0234,2021Q4,119
C0642,2021Q3,6
C0027,2021Q4,79
C0073,2021Q4,37
C0340,2021Q4,143
C0152,2021Q4,80
C0402,2021Q4,141
C0173,2021Q4,4
C0478,2021Q4,102
C0266,2021Q4,20
C0298,2021Q4,90
C0158,2021Q4,206
C0357,2021Q4,32
C0016,2021Q4,104
C0216,2021Q4,77
C0002,2021Q4,57
C0289,2021Q4,86
C0437,2021Q4,67
C0300,2021Q4,110
C0127,2021Q4,114
C0420,2021Q4,87
C0424,2021Q4,103
C0003,2021Q4,33
C0201,2021Q4,8
C0485,2021Q4,43
C0429,2021Q4,116
C0285,2021Q4,23
C0098,2021Q4,67
C0102,2021Q4,138
C0347,2021Q4,77
C0255,2021Q4,23
C0258,2021Q4,102
C0678,2021Q4,24
C0197,2021Q4,56
C0476,2021Q4,62
C0045,2021Q4,88
C0363,2021Q4,49
C0410,2021Q4,15
C0501,2021Q4,15
C0557,2021Q4,62
C0072,2021Q4,131
C0012,2021Q4,80
C0058,2021Q4,87
C0269,2021Q4,131
C0068,2021Q4,9
C0320,2021Q4,68
C0747,2021Q4,12
C0303,2021Q4,28
C0457,2021Q4,19
C0432,2021Q4,5
C0026,2021Q4,62
C0053,2021Q4,9
C0179,2021Q4,41
C0062,2021Q4,36
C0452,2021Q4,100
C0671,2021Q4,34
C0316,2021Q4,93
C0230,2021Q4,69
C0728,2021Q4,41
C0326,2021Q4,47
C0454,2021Q4,51
C0515,2021Q4,10
C0427,2021Q4,51
C0634,2021Q4,23
C0220,2021Q4,66
C0367,2021Q4,81
C0603,2021Q4,22
C0707,2021Q4,2
C0399,2021Q4,58
C0214,2021Q4,36
C0500,2021Q4,9
C0355,2021Q4,74
C0545,2021Q4,14
C0529,2021Q4,5
C0520,2021Q4,12
C0392,2021Q4,18
C0418,2021Q4,24
C0115,2021Q4,77
C0516,2021Q4,12
C0643,2021Q4,2
C0422,2021Q4,5
C0263,2021Q4,16
C0249,2021Q4,28
C0513,2021Q4,6
C0712,2021Q4,35
C0059,2021Q4,31
C0635,2021Q4,7
C0428,2021Q4,60
C0590,2021Q4,12
C0342,2021Q4,13
C0642,2021Q4,13
C0528,2021Q4,2
C0572,2021Q4,13
C0656,2021Q4,1
C0504,2021Q4,8
C0273,2021Q4,6
C0636,2021Q4,8
C0711,2021Q4,8
C0748,2021Q4,3
C0406,2021Q4,27
C0531,2021Q4,5
C0737,2021Q4,8
C0694,2021Q4,9
C0593,2021Q4,32
C0621,2021Q4,4
C0608,2021Q4,8
C0583,2021Q4,7
C0135,2021Q4,2
C0039,2021Q4,7
C0426,2021Q4,6
C0713,2021Q4,8
C0288,2021Q4,9
C0422,2021Q3,3
C0661,2021Q4,2
C0738,2021Q4,2
C0662,2021Q4,10
C0006,2020Q1,2
