category_id,month,papers
C0206,2025-02,86
C0243,2025-09,49
C0473,2025-05,91
C0661,2024-09,2
C0695,2024-11,8
C0357,2024-11,46
C0636,2024-11,16
C0634,2024-11,26
C0500,2024-11,6
C0105,2023-08,38
C0424,2024-11,37
C0144,2024-11,33
C0728,2024-11,45
C0330,2025-02,99
C0286,2025-01,194
C0235,2025-01,178
C0502,2025-01,13
C0202,2025-01,195
C0582,2025-01,48
C0622,2025-01,69
C0386,2025-01,114
C0351,2025-01,35
C0366,2020-01,78
C0739,2025-01,21
C0498,2025-01,39
C0631,2025-01,43
C0591,2024-12,3
C0122,2025-05,148
C0189,2025-05,92
C0548,2025-01,23
C0460,2025-01,119
C0094,2025-01,82
C0338,2022-09,66
C0338,2024-12,87
C0330,2025-03,86
C0061,2024-12,70
C0476,2025-07,85
C0526,2025-01,9
C0101,2025-10,33
C0189,2025-10,110
C0745,2025-01,18
C0416,2024-12,29
C0196,2024-12,91
C0575,2025-05,8
C0598,2025-04,44
C0680,2025-10,38
C0693,2025-01,19
C0002,2025-02,75
C0402,2025-02,44
C0516,2025-03,25
C0171,2025-02,40
C0010,2025-10,52
C0057,2025-02,48
C0327,2025-06,41
C0517,2025-02,10
C0026,2025-02,19
C0294,2025-02,4
C0045,2025-02,47
C0437,2025-02,36
C0748,2025-02,2
C0367,2025-02,40
C0704,2025-01,5
C0191,2025-04,96
C0603,2025-02,18
C0499,2024-12,3
C0212,2026-05,75
C0002,2025-03,67
C0545,2025-02,6
C0743,2025-02,15
C0656,2025-02,6
C0406,2025-02,9
C0556,2020-11,17
C0145,2021-06,32
C0529,2025-02,3
C0091,2025-08,29
C0289,2025-06,53
C0189,2025-09,92
C0662,2025-02,1
C0473,2025-10,108
C0684,2025-10,31
C0680,2025-05,26
C0635,2025-02,1
C0409,2025-05,59
C0185,2025-05,56
C0459,2025-05,75
C0010,2025-05,32
C0233,2025-05,61
C0684,2025-05,29
C0243,2025-05,59
C0378,2025-05,59
C0564,2025-08,21
C0510,2025-05,54
C0301,2025-05,27
C0275,2025-11,62
C0647,2025-04,9
C0176,2025-04,75
C0671,2025-07,48
C0410,2025-07,48
C0101,2025-05,16
C0684,2025-09,20
C0406,2025-03,26
C0184,2025-10,271
C0700,2025-04,19
C0155,2025-08,217
C0675,2025-08,31
C0015,2026-05,96
C0402,2020-02,63
C0210,2020-01,106
C0304,2020-11,102
C0444,2020-03,18
C0362,2020-01,221
C0045,2020-02,64
C0406,2020-02,15
C0057,2020-02,53
C0437,2020-02,27
C0206,2020-02,48
C0416,2020-01,121
C0656,2020-02,1
C0367,2020-02,48
C0596,2020-02,1
C0040,2020-02,38
C0330,2020-02,38
C0516,2020-02,10
C0002,2020-02,33
C0026,2020-02,12
C0058,2020-02,46
C0662,2020-02,6
C0196,2020-01,193
C0171,2020-02,32
C0338,2020-01,94
C0182,2020-04,13
C0588,2020-02,1
C0635,2020-02,4
C0256,2020-04,57
C0603,2020-02,8
C0185,2020-07,32
C0295,2020-03,41
C0061,2020-01,178
C0393,2020-03,63
C0744,2020-03,29
C0168,2020-03,26
C0341,2020-03,85
C0257,2020-03,71
C0191,2020-03,44
C0651,2020-03,12
C0598,2020-03,9
C0140,2020-03,46
C0665,2020-03,2
C0700,2020-03,15
C0462,2020-03,28
C0487,2020-03,8
C0615,2020-03,6
C0517,2020-02,1
C0715,2020-03,3
C0647,2020-03,8
C0409,2020-07,38
C0176,2020-06,89
C0327,2023-03,24
C0700,2020-06,18
C0364,2020-04,24
C0341,2020-06,81
C0489,2020-01,4
C0122,2020-07,102
C0405,2020-04,29
C0243,2020-07,70
C0175,2020-05,36
C0276,2020-05,134
C0569,2020-05,18
C0395,2020-05,40
C0210,2021-02,38
C0240,2020-05,16
C0742,2020-05,5
C0172,2020-05,46
C0212,2020-05,32
C0223,2020-05,36
C0345,2020-05,19
C0393,2020-06,67
C0296,2020-05,21
C0267,2020-05,29
C0015,2020-05,57
C0140,2020-06,35
C0696,2020-05,8
C0542,2020-05,6
C0552,2020-04,10
C0710,2020-01,3
C0623,2020-05,1
C0598,2020-06,6
C0156,2021-04,42
C0744,2020-06,14
C0601,2020-05,2
C0651,2020-06,16
C0606,2020-05,5
C0081,2020-03,3
C0472,2021-06,73
C0256,2020-12,48
C0275,2020-09,69
C0246,2021-01,17
C0736,2020-08,4
C0257,2020-06,61
C0184,2020-07,198
C0191,2020-06,40
C0444,2020-06,13
C0295,2020-06,54
C0341,2021-03,96
C0612,2021-01,7
C0665,2020-06,5
C0168,2020-06,19
C0462,2020-06,15
C0487,2020-06,16
C0647,2020-06,3
C0472,2020-09,71
C0615,2020-06,5
C0594,2020-06,1
C0414,2020-04,24
C0648,2020-06,1
C0715,2020-06,7
C0105,2020-09,39
C0211,2020-09,66
C0720,2020-05,7
C0241,2021-01,128
C0591,2020-01,5
C0700,2021-03,31
C0540,2020-01,12
C0241,2020-09,33
C0246,2020-09,9
C0103,2020-09,42
C0233,2020-07,51
C0080,2020-09,57
C0071,2020-09,58
C0129,2020-09,58
C0029,2020-09,24
C0177,2020-09,35
C0254,2020-09,82
C0141,2020-10,40
C0630,2020-09,19
C0009,2020-09,73
C0633,2020-10,12
C0419,2020-10,47
C0044,2020-10,18
C0537,2020-10,107
C0530,2020-10,25
C0459,2020-07,65
C0412,2020-10,16
C0551,2020-09,8
C0524,2020-10,6
C0578,2020-09,6
C0145,2020-09,30
C0132,2020-09,40
C0632,2021-08,7
C0225,2020-10,41
C0304,2020-08,96
C0441,2020-01,8
C0436,2020-09,33
C0475,2020-10,40
C0481,2020-10,51
C0714,2020-10,13
C0167,2020-10,26
C0189,2020-07,75
C0668,2020-10,1
C0407,2020-10,20
C0417,2020-10,23
C0139,2020-10,36
C0689,2020-10,6
C0709,2020-10,4
C0538,2020-10,5
C0217,2020-10,24
C0490,2020-10,11
C0607,2020-10,5
C0533,2020-10,15
C0506,2020-10,9
C0143,2020-12,63
C0213,2020-10,11
C0227,2020-08,25
C0416,2021-02,45
C0472,2021-01,160
C0563,2020-10,1
C0672,2020-01,22
C0060,2020-04,125
C0644,2020-08,8
C0744,2021-03,39
C0679,2020-10,2
C0160,2020-12,11
C0358,2020-08,68
C0123,2020-11,34
C0358,2020-11,56
C0616,2020-11,21
C0672,2021-02,8
C0558,2020-11,3
C0050,2020-08,41
C0227,2020-11,22
C0541,2020-11,1
C0570,2020-11,9
C0245,2020-11,15
C0614,2020-11,4
C0584,2020-11,21
C0736,2020-11,3
C0509,2020-11,10
C0586,2020-11,8
C0209,2020-11,39
C0050,2020-11,46
C0060,2020-12,130
C0698,2020-09,2
C0550,2020-11,1
C0534,2020-11,6
C0587,2020-11,12
C0301,2020-07,26
C0556,2020-08,19
C0177,2021-01,93
C0338,2021-02,52
C0196,2021-02,56
C0275,2021-06,71
C0362,2021-02,65
C0071,2021-01,124
C0366,2021-02,19
C0103,2021-01,144
C0105,2021-01,108
C0254,2021-01,243
C0061,2021-02,46
C0009,2021-01,204
C0080,2021-01,138
C0436,2021-01,109
C0591,2021-02,3
C0405,2020-12,52
C0415,2020-12,20
C0527,2021-01,26
C0145,2021-01,84
C0275,2021-01,154
C0132,2021-01,124
C0715,2021-03,6
C0182,2020-12,19
C0241,2021-07,58
C0029,2021-01,86
C0685,2020-11,2
C0129,2021-01,96
C0054,2021-01,3
C0154,2021-04,48
C0404,2020-12,2
C0295,2021-03,47
C0578,2021-01,15
C0211,2021-01,165
C0499,2021-02,2
C0015,2022-01,95
C0168,2021-03,33
C0540,2021-02,4
C0191,2021-03,54
C0081,2020-06,1
C0414,2020-12,34
C0441,2021-02,6
C0444,2021-03,13
C0218,2023-01,125
C0211,2021-06,80
C0473,2021-09,45
C0393,2021-03,69
C0462,2021-03,32
C0257,2021-03,45
C0140,2021-03,41
C0388,2021-04,5
C0267,2021-11,34
C0615,2021-03,9
C0176,2021-03,88
C0665,2021-03,8
C0487,2021-03,17
C0651,2021-03,23
C0063,2021-10,74
C0705,2021-04,1
C0081,2021-03,1
C0552,2020-12,17
C0282,2021-10,32
C0574,2020-10,2
C0290,2021-05,48
C0598,2021-03,4
C0551,2021-01,16
C0256,2021-12,58
C0630,2021-01,25
C0364,2020-12,30
C0267,2022-01,86
C0472,2021-07,46
C0080,2021-07,68
C0155,2021-05,91
C0254,2021-06,90
C0129,2021-07,71
C0212,2021-11,50
C0254,2021-07,100
C0105,2021-07,57
C0103,2021-07,53
C0630,2021-07,15
C0612,2021-07,1
C0275,2021-07,53
C0145,2021-07,27
C0132,2021-07,43
C0551,2021-07,10
C0009,2021-07,70
C0436,2021-07,38
C0071,2021-07,45
C0103,2021-06,56
C0177,2021-07,32
C0527,2020-09,12
C0211,2021-07,50
C0029,2021-07,22
C0154,2021-08,55
C0015,2021-11,65
C0282,2021-05,35
C0029,2021-06,29
C0527,2021-07,8
C0578,2021-07,6
C0634,2022-02,11
C0436,2021-06,38
C0129,2021-06,78
C0246,2021-07,7
C0080,2021-06,65
C0105,2021-06,40
C0063,2021-05,67
C0278,2021-05,62
C0382,2021-04,90
C0382,2021-08,79
C0577,2021-08,2
C0156,2021-08,43
C0317,2021-08,45
C0349,2021-08,55
C0339,2021-08,24
C0241,2021-06,58
C0200,2021-08,51
C0005,2021-08,20
C0075,2021-08,44
C0184,2021-09,192
C0290,2021-10,47
C0514,2021-08,3
C0071,2021-06,50
C0336,2021-08,7
C0592,2021-08,18
C0186,2021-05,43
C0032,2021-08,3
C0512,2021-08,3
C0687,2021-08,7
C0680,2021-09,20
C0141,2022-04,49
C0697,2021-08,6
C0750,2021-08,6
C0705,2021-08,2
C0212,2022-01,63
C0349,2021-04,63
C0388,2021-08,1
C0408,2021-05,36
C0395,2021-11,41
C0558,2020-08,4
C0364,2021-12,43
C0589,2021-08,3
C0189,2021-09,93
C0605,2021-08,1
C0280,2021-05,28
C0276,2021-11,96
C0742,2021-11,11
C0172,2021-11,54
C0278,2021-10,64
C0606,2021-11,12
C0296,2021-11,12
C0223,2021-11,45
C0175,2021-11,41
C0143,2021-12,64
C0280,2021-10,21
C0345,2021-11,23
C0459,2021-09,59
C0569,2021-11,16
C0624,2021-12,3
C0240,2021-11,13
C0267,2022-05,39
C0212,2022-05,35
C0718,2021-11,11
C0408,2021-10,47
C0535,2021-11,1
C0720,2021-11,8
C0405,2021-12,49
C0727,2021-12,24
C0576,2021-12,5
C0060,2021-12,175
C0122,2021-09,108
C0414,2021-12,39
C0559,2021-11,1
C0601,2021-11,6
C0696,2021-11,3
C0722,2020-01,1
C0182,2021-12,12
C0623,2021-11,3
C0185,2021-09,49
C0542,2021-11,3
C0353,2021-08,1
C0140,2022-11,39
C0549,2021-11,2
C0736,2022-06,6
C0552,2021-12,27
C0144,2022-02,29
C0327,2022-02,23
C0424,2022-02,35
C0289,2022-02,33
C0357,2022-02,29
C0355,2022-02,35
C0746,2022-02,5
C0500,2022-02,2
C0636,2022-02,9
C0276,2022-01,177
C0593,2022-02,12
C0728,2022-02,19
C0177,2021-06,38
C0737,2022-02,2
C0629,2022-02,1
C0223,2022-01,93
C0240,2022-01,55
C0172,2022-01,88
C0039,2022-02,2
C0345,2022-01,67
C0200,2021-04,53
C0296,2022-01,33
C0009,2021-06,95
C0298,2022-02,5
C0238,2021-10,7
C0132,2021-06,51
C0395,2022-01,76
C0742,2022-01,23
C0388,2022-03,4
C0382,2022-03,104
C0409,2021-09,38
C0075,2022-03,47
C0203,2021-10,33
C0349,2022-03,66
C0687,2022-03,3
C0200,2022-03,57
C0005,2022-03,24
C0750,2022-03,6
C0156,2022-03,56
C0317,2022-03,45
C0623,2022-01,6
C0601,2022-01,7
C0378,2021-09,56
C0101,2021-09,27
C0606,2022-01,12
C0718,2022-01,21
C0493,2021-05,57
C0569,2022-01,24
C0143,2020-04,43
C0339,2021-04,22
C0415,2021-12,12
C0664,2022-02,1
C0374,2021-05,1
C0584,2020-08,28
C0238,2021-05,14
C0532,2020-08,9
C0155,2021-10,118
C0685,2020-08,2
C0616,2020-08,13
C0370,2021-05,3
C0032,2021-04,5
C0010,2020-07,30
C0339,2022-03,36
C0437,2022-08,35
C0058,2022-08,64
C0743,2022-08,2
C0367,2022-08,50
C0040,2022-08,100
C0206,2022-08,55
C0572,2022-07,19
C0269,2022-07,45
C0671,2022-07,28
C0712,2022-07,18
C0581,2022-06,9
C0057,2022-08,53
C0171,2022-08,36
C0002,2022-08,66
C0330,2022-08,72
C0045,2022-08,46
C0635,2022-08,3
C0529,2022-08,5
C0050,2022-06,44
C0402,2022-08,61
C0406,2022-08,13
C0603,2022-08,21
C0209,2022-06,48
C0545,2022-08,7
C0662,2022-08,5
C0091,2023-10,28
C0026,2022-08,16
C0720,2022-01,9
C0517,2022-08,5
C0616,2022-06,25
C0407,2022-04,33
C0656,2022-08,2
C0516,2022-08,6
C0696,2022-01,4
C0358,2022-06,62
C0556,2022-06,40
C0586,2022-06,4
C0152,2022-07,50
C0304,2022-06,97
C0015,2022-05,56
C0542,2022-05,9
C0223,2022-05,81
C0154,2022-03,48
C0475,2022-04,50
C0490,2022-04,13
C0589,2022-03,3
C0294,2022-08,6
C0604,2022-06,5
C0419,2022-04,41
C0217,2022-04,23
C0537,2022-04,165
C0606,2022-05,9
C0728,2023-01,61
C0621,2022-08,1
C0362,2022-09,119
C0061,2022-09,58
C0672,2022-09,16
C0196,2022-09,69
C0366,2022-09,45
C0416,2022-09,55
C0540,2022-09,5
C0366,2022-12,39
C0591,2022-12,2
C0061,2022-12,66
C0338,2022-12,70
C0672,2022-12,19
C0416,2022-12,57
C0196,2022-12,58
C0362,2022-12,121
C0710,2022-12,1
C0499,2022-12,2
C0647,2022-11,6
C0489,2022-12,4
C0540,2022-12,10
C0176,2022-11,81
C0189,2022-10,86
C0341,2022-11,94
C0184,2022-10,185
C0191,2022-11,53
C0122,2022-10,121
C0700,2022-11,27
C0393,2022-11,81
C0680,2022-10,16
C0172,2022-05,35
C0499,2022-09,4
C0257,2022-11,62
C0615,2022-11,9
C0524,2022-04,9
C0395,2022-05,51
C0214,2022-07,15
C0186,2021-10,51
C0515,2022-07,10
C0163,2022-10,9
C0213,2022-04,16
C0243,2022-10,68
C0441,2022-12,2
C0185,2022-10,40
C0593,2023-01,57
C0500,2023-01,3
C0634,2023-01,19
C0424,2023-01,75
C0695,2023-01,10
C0531,2023-01,2
C0122,2023-04,111
C0409,2023-04,44
C0233,2023-04,39
C0189,2023-04,93
C0185,2023-04,44
C0409,2023-02,51
C0184,2023-04,187
C0650,2023-04,2
C0459,2023-04,58
C0378,2023-04,48
C0510,2023-04,33
C0163,2023-04,6
C0144,2023-03,31
C0010,2023-04,28
C0619,2023-04,3
C0184,2023-02,211
C0625,2023-04,7
C0684,2023-04,11
C0575,2023-04,8
C0010,2023-02,29
C0730,2023-04,1
C0298,2023-01,7
C0657,2023-04,2
C0243,2023-02,60
C0289,2023-03,39
C0617,2023-04,1
C0355,2023-03,51
C0651,2022-11,19
C0196,2023-05,68
C0338,2023-05,64
C0362,2023-05,100
C0540,2023-05,4
C0366,2023-05,40
C0441,2023-05,3
C0499,2023-05,1
C0672,2023-05,17
C0210,2023-05,30
C0039,2023-01,5
C0301,2022-10,17
C0218,2023-03,58
C0301,2023-02,26
C0746,2023-01,23
C0710,2023-05,1
C0591,2023-05,2
C0489,2023-05,3
C0487,2022-11,42
C0424,2023-03,38
C0327,2023-01,50
C0191,2023-09,66
C0744,2023-09,35
C0257,2023-09,52
C0487,2023-09,51
C0651,2023-09,11
C0341,2023-09,84
C0176,2023-09,70
C0462,2023-09,11
C0168,2023-09,14
C0295,2023-09,31
C0140,2023-09,35
C0700,2023-09,17
C0598,2023-09,14
C0211,2023-08,74
C0081,2023-09,3
C0145,2023-08,42
C0715,2023-09,6
C0712,2023-06,15
C0527,2023-08,13
C0615,2023-09,5
C0550,2022-06,9
C0444,2023-09,12
C0476,2023-06,56
C0071,2023-08,45
C0091,2021-10,26
C0594,2023-09,2
C0647,2023-09,3
C0080,2023-08,73
C0571,2023-09,1
C0648,2023-09,2
C0665,2023-09,2
C0132,2023-08,46
C0103,2023-08,52
C0630,2023-08,13
C0378,2023-02,36
C0618,2023-09,1
C0278,2023-10,92
C0493,2023-10,82
C0675,2023-10,14
C0408,2023-10,37
C0155,2023-10,117
C0519,2023-10,3
C0667,2023-10,12
C0543,2023-10,4
C0280,2023-10,33
C0282,2023-10,31
C0275,2023-08,36
C0238,2023-10,9
C0536,2023-10,2
C0585,2023-10,2
C0681,2023-10,4
C0737,2024-02,2
C0746,2023-12,8
C0473,2020-07,27
C0499,2020-01,5
C0727,2020-04,27
C0718,2020-05,7
C0123,2020-08,19
C0415,2020-04,22
C0160,2020-04,6
C0566,2020-04,3
C0090,2020-04,2
C0539,2020-04,5
C0645,2020-04,4
C0555,2020-04,5
C0549,2020-05,2
C0646,2020-04,3
C0587,2020-08,17
C0434,2020-04,1
C0575,2020-07,6
C0716,2020-08,3
C0677,2020-08,8
C0570,2020-08,4
C0565,2020-08,3
C0581,2020-08,5
C0245,2020-08,18
C0614,2020-08,3
C0586,2020-08,4
C0209,2020-08,48
C0010,2021-09,32
C0518,2020-08,5
C0688,2020-08,6
C0551,2021-06,7
C0561,2020-08,3
C0509,2020-08,8
C0534,2020-08,5
C0626,2020-08,4
C0378,2020-07,43
C0604,2020-08,3
C0488,2020-08,3
C0680,2020-07,31
C0673,2020-08,2
C0567,2020-09,1
C0090,2020-12,2
C0091,2021-05,18
C0233,2021-09,51
C0716,2020-11,7
C0710,2021-02,1
C0495,2021-01,2
C0630,2021-06,12
C0525,2020-12,3
C0578,2021-06,5
C0625,2021-09,5
C0527,2021-06,11
C0246,2021-06,9
C0612,2021-06,1
C0075,2021-04,46
C0667,2021-05,8
C0592,2021-04,18
C0301,2021-09,13
C0698,2021-07,1
C0493,2021-10,74
C0667,2021-10,14
C0543,2021-10,5
C0519,2021-10,2
C0564,2021-10,11
C0675,2021-10,13
C0609,2021-10,3
C0505,2021-01,1
C0370,2021-10,3
C0585,2021-10,1
C0741,2021-10,1
C0677,2022-06,7
C0657,2021-09,1
C0243,2021-09,52
C0514,2021-04,5
C0592,2022-03,16
C0336,2022-03,6
C0417,2022-04,28
C0714,2022-04,34
C0632,2022-03,4
C0577,2022-03,6
C0530,2022-04,44
C0697,2022-03,6
C0353,2022-03,6
C0225,2022-04,48
C0605,2022-03,2
C0514,2022-03,4
C0481,2022-04,41
C0633,2022-04,16
C0167,2022-04,22
C0139,2022-04,20
C0412,2022-04,25
C0044,2022-04,27
C0506,2022-04,10
C0533,2022-04,19
C0689,2022-04,6
C0679,2022-04,5
C0563,2022-04,3
C0538,2022-04,1
C0574,2022-04,2
C0497,2022-04,1
C0276,2022-05,93
C0175,2022-05,26
C0345,2022-05,19
C0296,2022-05,11
C0549,2022-05,1
C0569,2022-05,19
C0535,2022-05,2
C0240,2022-05,13
C0625,2025-05,1
C0619,2025-05,6
C0650,2025-05,2
C0602,2025-07,43
C0437,2025-03,36
C0657,2025-05,6
C0648,2025-04,1
C0424,2025-06,35
C0627,2025-05,4
C0493,2025-08,109
C0009,2025-11,227
C0278,2025-08,123
C0634,2025-06,20
C0144,2025-06,35
C0728,2025-06,50
C0737,2025-06,4
C0531,2025-06,3
C0695,2025-06,11
C0357,2025-06,50
C0402,2025-03,57
C0026,2025-03,24
C0355,2025-06,31
C0636,2025-06,11
C0643,2025-06,1
C0191,2026-01,371
C0629,2025-06,4
C0500,2025-06,5
C0746,2025-06,6
C0063,2025-08,83
C0280,2025-08,45
C0186,2025-08,48
C0667,2025-08,17
C0282,2025-08,68
C0473,2025-09,68
C0184,2025-09,268
C0122,2025-09,160
C0101,2025-09,24
C0510,2025-09,49
C0515,2025-07,17
C0185,2025-09,43
C0619,2025-09,7
C0657,2025-09,3
C0163,2025-09,15
C0010,2025-09,30
C0378,2025-09,46
C0575,2025-09,8
C0680,2025-09,24
C0459,2025-09,45
C0238,2025-08,17
C0233,2025-09,54
C0211,2025-11,59
C0409,2025-09,41
C0625,2025-09,3
C0301,2025-09,31
C0203,2025-08,28
C0598,2026-01,104
C0276,2026-05,117
C0510,2025-10,33
C0409,2025-10,63
C0650,2025-09,3
C0168,2025-04,19
C0627,2025-09,4
C0254,2025-11,196
C0214,2025-07,33
C0444,2026-01,107
C0327,2026-04,73
C0257,2026-01,149
C0616,2026-07,39
C0144,2026-04,26
C0420,2025-07,46
C0720,2026-03,6
C0623,2026-03,19
C0617,2025-09,1
C0132,2025-11,88
C0551,2025-11,13
C0129,2025-11,102
C0436,2025-11,191
C0071,2025-11,51
C0472,2025-11,67
C0105,2025-11,42
C0241,2025-11,101
C0145,2025-11,81
C0177,2025-11,37
C0103,2025-11,62
C0080,2025-11,100
C0527,2025-11,28
C0029,2025-11,39
C0676,2025-12,23
C0233,2025-10,105
C0630,2025-11,13
C0378,2025-10,74
C0246,2025-11,23
C0578,2025-11,5
C0295,2026-01,141
C0243,2025-10,59
C0122,2025-10,142
C0444,2026-02,33
C0191,2026-02,114
C0175,2026-03,90
C0340,2025-12,77
C0747,2025-12,48
C0713,2025-12,16
C0179,2025-12,47
C0444,2025-04,8
C0230,2025-12,87
C0501,2025-12,27
C0557,2025-12,48
C0583,2025-12,13
C0429,2025-12,47
C0341,2026-01,169
C0597,2025-12,9
C0050,2026-07,78
C0520,2025-12,8
C0611,2025-07,1
C0593,2026-04,92
C0642,2025-12,10
C0678,2025-12,13
C0171,2025-03,34
C0230,2026-06,66
C0504,2025-12,9
C0557,2026-06,62
C0707,2025-12,3
C0289,2026-04,32
C0656,2025-03,2
C0424,2026-04,42
C0724,2025-01,10
C0393,2026-02,82
C0744,2026-02,43
C0462,2026-02,32
C0487,2026-02,75
C0176,2026-01,284
C0257,2026-02,62
C0647,2026-01,38
C0715,2026-02,18
C0615,2026-02,4
C0341,2026-02,91
C0700,2026-02,21
C0295,2026-02,41
C0140,2026-02,65
C0176,2026-02,58
C0665,2026-02,15
C0487,2026-01,219
C0140,2026-01,180
C0294,2020-02,3
C0290,2025-08,47
C0058,2025-03,94
C0168,2026-02,26
C0393,2026-01,214
C0598,2026-02,37
C0168,2026-01,115
C0571,2026-02,3
C0647,2026-02,12
C0594,2026-02,6
C0651,2026-02,22
C0700,2026-01,108
C0609,2025-08,7
C0462,2026-01,59
C0715,2026-01,22
C0744,2026-01,119
C0556,2026-07,130
C0240,2026-05,17
C0683,2026-02,1
C0651,2026-01,41
C0604,2026-07,12
C0615,2026-01,33
C0185,2025-10,43
C0728,2026-04,61
C0618,2026-02,2
