category_id,period,papers
C0021,2025Q3,131
C0055,2025Q1,96
C0341,2025Q3,203
C0091,2025Q1,116
C0241,2025Q1,227
C0161,2022Q2,70
C0069,2025Q3,76
C0680,2025Q3,65
C0149,2024Q1,77
C0720,2025Q3,18
C0622,2025Q3,56
C0089,2025Q3,106
C0462,2025Q3,54
C0063,2026Q1,387
C0010,2025Q3,84
C0647,2025Q3,25
C0248,2025Q3,5
C0136,2021Q3,139
C0021,2021Q2,91
C0486,2020Q1,250
C0234,2021Q4,96
C0303,2021Q4,30
C0409,2025Q3,109
C0071,2025Q1,131
C0016,2021Q1,170
C0107,2025Q3,12
C0319,2025Q3,50
C0242,2025Q1,23
C0625,2025Q3,7
C0125,2025Q3,125
C0013,2025Q3,28
C0163,2025Q3,22
C0486,2026Q2,481
C0099,2025Q3,4
C0352,2025Q4,185
C0287,2025Q3,69
C0576,2026Q2,87
C0575,2025Q3,18
C0582,2025Q3,25
C0601,2025Q3,14
C0715,2025Q3,22
C0141,2025Q4,229
C0449,2025Q1,7
C0569,2025Q3,39
C0472,2020Q4,171
C0166,2022Q4,109
C0007,2025Q1,129
C0412,2025Q4,147
C0739,2025Q3,18
C0265,2025Q3,45
C0155,2026Q1,863
C0525,2025Q1,24
C0530,2025Q4,218
C0270,2025Q4,221
C0696,2025Q3,11
C0627,2025Q3,11
C0317,2025Q4,209
C0532,2025Q4,78
C0446,2026Q2,422
C0675,2022Q2,29
C0365,2025Q3,7
C0315,2022Q4,189
C0606,2025Q3,17
C0615,2025Q3,24
C0594,2025Q3,7
C0075,2025Q4,141
C0650,2025Q3,15
C0275,2026Q2,184
C0527,2025Q1,94
C0526,2025Q3,10
C0195,2026Q2,285
C0723,2025Q4,72
C0169,2026Q1,549
C0170,2024Q1,430
C0264,2024Q4,224
C0571,2025Q3,6
C0433,2025Q3,9
C0537,2025Q4,608
C0047,2026Q1,257
C0351,2025Q3,5
C0113,2025Q4,334
C0450,2023Q1,111
C0693,2025Q3,19
C0646,2025Q1,6
C0035,2025Q1,18
C0129,2026Q2,287
C0518,2025Q4,30
C0304,2025Q4,312
C0385,2025Q4,153
C0255,2024Q4,154
C0060,2026Q1,935
C0525,2026Q2,14
C0076,2025Q4,277
C0018,2023Q1,82
C0534,2025Q4,75
C0745,2025Q3,13
C0535,2025Q3,4
C0394,2024Q2,193
C0182,2026Q2,100
C0278,2026Q1,658
C0061,2026Q2,148
C0005,2025Q4,124
C0415,2026Q2,40
C0463,2026Q1,414
C0034,2025Q4,123
C0519,2025Q1,20
C0493,2026Q1,382
C0169,2026Q2,321
C0156,2023Q1,165
C0616,2025Q4,83
C0468,2021Q1,172
C0154,2025Q4,177
C0021,2022Q1,144
C0625,2024Q3,12
C0184,2024Q3,760
C0027,2024Q4,64
C0020,2026Q1,148
C0678,2024Q4,36
C0051,2025Q1,8
C0383,2025Q4,214
C0333,2025Q4,64
C0041,2025Q1,2
C0428,2026Q3,126
C0307,2026Q1,346
C0419,2025Q4,145
C0176,2024Q1,314
C0401,2023Q3,44
C0407,2025Q4,392
C0591,2025Q1,14
C0428,2021Q1,163
C0336,2025Q4,62
C0104,2025Q4,86
C0254,2026Q1,714
C0549,2025Q3,5
C0559,2025Q3,5
C0218,2024Q4,231
C0007,2026Q1,120
C0049,2025Q3,11
C0548,2025Q3,6
C0138,2020Q1,200
C0632,2025Q4,18
C0328,2025Q4,313
C0100,2026Q1,173
C0256,2026Q1,205
C0178,2026Q3,127
C0364,2026Q2,80
C0256,2026Q2,172
C0455,2026Q1,217
C0447,2025Q3,3
C0130,2022Q1,153
C0219,2024Q3,91
C0363,2021Q1,87
C0269,2024Q4,109
C0158,2024Q4,258
C0376,2025Q3,1
C0445,2026Q1,110
C0416,2026Q1,223
C0282,2026Q1,346
C0617,2025Q3,2
C0358,2025Q4,182
C0349,2025Q4,167
C0714,2025Q4,119
C0398,2025Q4,168
C0183,2025Q4,282
C0538,2025Q4,7
C0194,2025Q4,310
C0425,2025Q4,73
C0017,2025Q4,73
C0237,2025Q4,578
C0117,2025Q4,223
C0227,2025Q4,186
C0323,2025Q4,264
C0439,2025Q4,84
C0200,2025Q4,154
C0482,2025Q4,344
C0339,2025Q4,272
C0587,2025Q4,66
C0346,2025Q4,197
C0375,2025Q4,105
C0236,2025Q4,227
C0112,2025Q4,39
C0228,2025Q4,147
C0031,2025Q4,132
C0592,2025Q4,110
C0018,2025Q4,124
C0134,2025Q4,136
C0156,2025Q4,190
C0070,2025Q4,175
C0155,2026Q2,564
C0151,2025Q4,218
C0440,2025Q4,55
C0277,2025Q4,78
C0389,2025Q4,140
C0521,2025Q4,51
C0381,2025Q4,79
C0139,2025Q4,78
C0686,2025Q4,26
C0225,2025Q4,151
C0044,2025Q4,129
C0372,2025Q4,50
C0435,2025Q4,178
C0475,2025Q4,216
C0091,2026Q2,203
C0311,2026Q2,103
C0577,2025Q4,66
C0533,2025Q4,87
C0193,2025Q4,24
C0033,2025Q4,160
C0217,2025Q4,78
C0307,2026Q2,265
C0506,2025Q4,53
C0514,2025Q4,19
C0301,2024Q3,77
C0213,2025Q4,80
C0417,2025Q4,152
C0394,2026Q2,290
C0448,2025Q4,144
C0450,2025Q4,92
C0186,2026Q1,389
C0436,2026Q1,577
C0208,2026Q2,303
C0633,2025Q4,51
C0042,2025Q4,8
C0123,2025Q4,158
C0626,2025Q4,18
C0401,2025Q4,87
C0553,2025Q4,104
C0430,2025Q4,63
C0544,2020Q1,2
C0324,2025Q4,71
C0253,2026Q2,270
C0371,2026Q3,82
C0388,2025Q4,18
C0221,2026Q1,376
C0186,2026Q2,257
C0564,2026Q2,58
C0560,2025Q4,47
C0605,2025Q4,12
C0332,2025Q4,66
C0570,2025Q4,18
C0644,2025Q4,25
C0032,2025Q4,9
C0689,2025Q4,27
C0469,2026Q1,109
C0550,2025Q4,25
C0469,2025Q1,125
C0490,2025Q4,34
C0414,2026Q2,279
C0214,2026Q3,61
C0311,2022Q3,109
C0614,2025Q4,11
C0603,2024Q4,68
C0145,2026Q1,278
C0697,2025Q4,8
C0561,2025Q4,15
C0565,2025Q4,26
C0133,2024Q3,175
C0438,2025Q1,6
C0300,2024Q4,175
C0120,2026Q3,50
C0394,2026Q1,444
C0750,2025Q4,31
C0687,2025Q4,6
C0584,2025Q4,16
C0512,2025Q4,25
C0022,2025Q4,7
C0221,2026Q2,267
C0321,2025Q4,67
C0085,2026Q1,188
C0342,2026Q3,126
C0249,2026Q3,73
C0095,2025Q4,12
C0443,2023Q4,173
C0180,2025Q4,7
C0581,2025Q4,11
C0726,2025Q4,13
C0509,2025Q4,34
C0192,2024Q1,283
C0393,2024Q1,251
C0082,2024Q1,150
C0318,2024Q1,105
C0185,2024Q1,188
C0589,2025Q4,3
C0115,2026Q3,131
C0653,2025Q4,16
C0086,2026Q1,419
C0613,2025Q4,2
C0677,2025Q4,20
C0216,2026Q3,105
C0250,2024Q1,167
C0083,2026Q1,202
C0542,2020Q3,17
C0380,2025Q4,58
C0144,2024Q4,69
C0466,2025Q4,3
C0574,2025Q4,6
C0330,2021Q1,199
C0009,2026Q1,823
C0008,2025Q1,7
C0463,2026Q2,286
C0314,2025Q4,4
C0670,2025Q4,16
C0010,2022Q1,84
C0663,2025Q4,3
C0089,2022Q1,167
C0353,2025Q4,11
C0524,2025Q4,17
C0666,2025Q4,2
C0222,2020Q2,173
C0719,2025Q4,13
C0004,2026Q2,216
C0143,2026Q2,249
C0124,2026Q1,263
C0235,2020Q3,138
C0219,2020Q3,73
C0069,2022Q4,57
C0444,2022Q4,18
C0428,2024Q4,122
C0444,2020Q3,35
C0444,2023Q2,15
C0216,2021Q1,90
C0475,2023Q4,152
C0541,2025Q4,6
C0143,2026Q1,478
C0352,2023Q1,96
C0208,2024Q2,95
C0262,2025Q4,2
C0366,2026Q1,246
C0252,2026Q1,329
C0688,2025Q4,11
C0578,2026Q2,6
C0558,2025Q4,19
C0679,2025Q4,4
C0741,2026Q1,19
C0161,2026Q2,148
C0551,2025Q1,25
C0675,2026Q2,126
C0566,2025Q1,12
C0103,2026Q1,227
C0072,2026Q3,217
C0539,2025Q1,21
C0159,2022Q4,114
C0312,2025Q4,33
C0401,2020Q2,64
C0210,2020Q4,109
C0685,2025Q4,7
C0554,2025Q4,10
C0258,2024Q4,330
C0396,2025Q4,27
C0266,2026Q3,80
C0091,2026Q1,212
C0468,2026Q3,416
C0726,2025Q2,5
C0400,2022Q1,80
C0164,2020Q1,103
C0066,2020Q1,121
C0195,2020Q1,179
C0347,2021Q1,133
C0218,2021Q1,361
C0062,2021Q1,119
C0228,2023Q1,126
C0401,2023Q1,129
C0237,2023Q1,409
C0081,2024Q1,4
C0024,2024Q1,111
C0043,2024Q1,153
C0704,2025Q3,3
C0338,2026Q1,390
C0100,2026Q2,228
C0138,2026Q1,490
C0674,2026Q2,18
C0674,2026Q1,32
C0480,2025Q4,3
C0106,2024Q3,232
C0292,2026Q2,100
C0056,2024Q2,143
C0040,2026Q3,272
C0369,2022Q2,271
C0010,2021Q2,85
C0445,2026Q2,94
C0369,2026Q2,393
C0451,2024Q4,153
C0055,2026Q1,125
C0129,2026Q1,394
C0313,2026Q3,104
C0404,2025Q1,10
C0340,2026Q3,77
C0177,2026Q1,98
C0252,2026Q2,211
C0241,2026Q1,319
C0586,2025Q4,6
C0323,2023Q4,95
C0497,2025Q4,3
C0170,2022Q1,245
C0086,2026Q2,262
C0297,2024Q1,281
C0343,2024Q4,179
C0088,2026Q1,237
C0356,2026Q1,29
C0486,2026Q1,599
C0369,2026Q1,529
C0150,2024Q3,61
C0354,2026Q1,452
C0253,2026Q1,418
C0408,2026Q1,324
C0446,2026Q1,626
C0484,2026Q1,238
C0224,2022Q1,98
C0066,2026Q1,346
C0272,2026Q1,161
C0196,2026Q1,479
C0645,2026Q1,16
C0362,2026Q1,297
C0564,2026Q1,86
C0061,2026Q1,266
C0290,2026Q1,160
C0164,2026Q1,111
C0414,2026Q1,347
C0105,2026Q1,393
C0203,2026Q1,90
C0080,2026Q1,375
C0210,2026Q1,490
C0672,2026Q1,176
C0056,2026Q1,483
C0405,2026Q2,251
C0299,2026Q1,29
C0211,2026Q1,418
C0172,2023Q2,104
C0727,2026Q1,171
C0182,2026Q1,165
C0208,2026Q1,366
C0161,2026Q1,230
C0461,2026Q1,531
C0465,2026Q1,197
C0159,2024Q3,133
C0280,2026Q1,350
C0379,2023Q2,62
C0725,2026Q1,57
C0722,2026Q1,2
C0472,2026Q1,234
C0311,2026Q1,224
C0411,2025Q4,4
C0238,2026Q1,88
C0071,2026Q1,168
C0011,2026Q1,316
C0048,2026Q1,370
C0364,2026Q1,130
C0624,2026Q1,53
C0132,2026Q1,233
C0578,2026Q1,27
C0339,2020Q2,76
C0464,2024Q1,207
C0386,2020Q3,130
C0323,2020Q2,74
C0443,2020Q2,140
C0287,2020Q3,62
C0015,2020Q3,132
C0368,2020Q1,99
C0744,2024Q3,86
C0191,2024Q1,304
C0117,2020Q2,104
C0302,2024Q2,96
C0406,2024Q4,48
C0415,2026Q1,82
C0729,2026Q1,26
C0081,2025Q3,2
C0196,2024Q2,175
C0246,2026Q1,151
C0093,2024Q1,150
C0211,2024Q2,201
C0458,2026Q1,124
C0102,2021Q4,130
C0098,2024Q4,90
C0028,2024Q1,206
C0080,2026Q2,251
C0489,2026Q1,22
C0576,2026Q1,112
C0029,2026Q1,135
C0065,2026Q1,197
C0008,2026Q1,12
C0527,2026Q1,96
C0452,2021Q1,229
C0171,2021Q4,101
C0060,2026Q2,646
C0410,2026Q3,88
C0543,2026Q1,28
C0179,2026Q3,104
C0726,2023Q4,7
C0278,2026Q2,344
C0408,2024Q2,112
C0093,2021Q2,66
C0665,2021Q2,13
C0068,2021Q1,104
C0088,2020Q4,70
C0275,2020Q4,146
C0429,2021Q1,195
C0379,2024Q1,129
C0073,2021Q1,197
C0415,2020Q4,35
C0443,2023Q1,167
C0727,2020Q4,68
C0093,2024Q3,61
C0630,2026Q1,38
C0267,2024Q1,219
C0355,2024Q4,130
C0285,2021Q1,153
C0368,2026Q1,143
C0474,2026Q1,188
C0006,2022Q3,3
C0667,2026Q1,63
C0086,2024Q2,161
C0188,2020Q2,121
C0380,2020Q2,64
C0211,2022Q2,177
C0452,2021Q3,167
C0067,2024Q1,836
C0403,2026Q1,83
C0230,2024Q4,84
C0239,2024Q1,155
C0223,2023Q2,142
C0292,2026Q1,133
C0452,2026Q3,149
C0029,2026Q2,102
C0551,2026Q1,23
C0525,2026Q1,26
C0646,2026Q1,8
C0047,2026Q2,193
C0428,2021Q3,91
C0464,2021Q2,83
C0062,2021Q3,97
C0102,2021Q3,112
C0747,2021Q3,12
C0176,2021Q2,253
C0414,2024Q2,133
C0710,2026Q1,10
C0370,2026Q1,57
C0593,2026Q3,164
C0030,2026Q1,10
C0441,2026Q1,19
C0485,2026Q3,106
C0544,2026Q1,8
C0354,2026Q2,241
C0681,2026Q1,13
C0024,2022Q1,51
C0237,2023Q3,293
C0404,2026Q1,5
C0037,2026Q3,316
C0035,2026Q1,28
C0539,2026Q1,40
C0591,2026Q1,14
C0407,2023Q1,256
C0041,2026Q1,1
C0254,2026Q2,545
C0109,2026Q2,248
C0553,2023Q4,44
C0184,2022Q1,773
C0287,2024Q1,119
C0169,2020Q1,104
C0289,2021Q1,143
C0033,2023Q1,207
C0600,2026Q1,42
C0470,2026Q2,7
C0012,2024Q4,86
C0470,2026Q1,6
C0366,2026Q2,181
C0121,2024Q3,184
C0566,2026Q1,38
C0402,2026Q3,215
C0137,2021Q2,117
C0251,2023Q1,237
C0130,2024Q1,228
C0609,2026Q1,17
C0065,2026Q2,59
C0733,2026Q1,4
C0540,2026Q1,47
C0039,2024Q4,6
C0033,2023Q3,130
C0346,2023Q1,132
C0057,2021Q4,133
C0192,2022Q1,193
C0455,2020Q4,124
C0330,2026Q3,246
C0329,2026Q1,20
C0011,2026Q2,178
C0416,2026Q2,103
C0694,2026Q3,17
C0174,2024Q1,79
C0339,2023Q1,118
C0004,2020Q4,142
C0280,2020Q4,73
C0302,2026Q2,170
C0033,2023Q4,118
C0250,2024Q3,119
C0456,2026Q1,7
C0121,2024Q1,272
C0097,2024Q1,47
C0160,2026Q1,60
C0362,2026Q2,181
C0132,2024Q2,196
C0455,2024Q2,153
C0271,2020Q3,112
C0006,2026Q1,8
C0052,2025Q4,6
C0473,2020Q3,95
C0113,2023Q3,295
C0130,2021Q2,101
C0460,2022Q1,131
C0239,2022Q1,114
C0120,2021Q4,73
C0106,2020Q3,119
C0106,2024Q1,336
C0040,2021Q1,202
C0448,2023Q1,119
C0301,2024Q1,83
C0079,2026Q1,6
C0645,2025Q1,10
C0330,2024Q4,269
C0399,2026Q3,108
C0438,2026Q1,14
C0328,2023Q3,204
C0275,2024Q2,142
C0237,2023Q4,350
C0156,2023Q3,108
C0507,2026Q1,2
C0700,2024Q1,86
C0031,2023Q4,115
C0143,2022Q3,151
C0125,2024Q1,194
C0421,2024Q1,121
C0315,2024Q3,190
C0738,2024Q4,2
C0323,2023Q3,79
C0269,2021Q1,197
C0416,2022Q2,71
C0150,2022Q4,47
C0337,2022Q1,41
C0429,2021Q3,129
C0046,2020Q2,68
C0552,2020Q1,67
C0459,2024Q1,225
C0061,2024Q2,142
C0421,2021Q2,75
C0181,2021Q2,51
C0181,2022Q1,73
C0415,2022Q2,30
C0367,2021Q1,145
C0162,2022Q1,39
C0178,2024Q4,127
C0085,2022Q2,76
C0153,2022Q1,71
C0158,2021Q3,224
C0094,2022Q1,120
C0454,2021Q4,57
C0319,2022Q1,52
C0364,2022Q3,65
C0055,2020Q1,118
C0088,2024Q2,91
C0461,2024Q2,259
C0004,2020Q1,220
C0166,2020Q3,118
C0192,2021Q2,135
C0241,2020Q1,188
C0358,2020Q2,158
C0010,2023Q2,85
C0304,2023Q3,246
C0034,2023Q1,113
C0170,2023Q2,182
C0253,2022Q3,99
C0454,2021Q1,97
C0300,2021Q1,172
C0129,2020Q1,226
C0695,2021Q3,14
C0212,2021Q2,105
C0459,2022Q1,169
C0258,2021Q3,219
C0418,2021Q1,46
C0076,2023Q4,271
C0075,2023Q3,131
C0155,2022Q2,296
C0027,2021Q1,109
C0153,2020Q3,68
C0393,2022Q4,180
