category_id,month,papers
C0498,2022-05,12
C0521,2022-03,7
C0150,2022-05,11
C0149,2022-05,24
C0224,2021-11,31
C0007,2020-09,26
C0499,2021-06,4
C0403,2021-02,6
C0241,2020-01,51
C0461,2021-02,29
C0284,2020-11,1
C0086,2020-09,43
C0472,2020-01,63
C0101,2021-03,23
C0184,2020-06,145
C0031,2020-11,26
C0450,2020-08,12
C0161,2021-06,22
C0401,2020-08,21
C0236,2020-08,15
C0448,2020-10,26
C0159,2020-05,20
C0236,2020-11,22
C0191,2021-09,24
C0257,2020-07,18
C0109,2021-01,11
C0104,2020-08,20
C0270,2021-08,36
C0243,2020-03,16
C0033,2020-11,33
C0409,2021-03,47
C0086,2021-06,57
C0401,2020-11,21
C0089,2021-09,34
C0446,2020-09,37
C0265,2020-05,6
C0369,2020-09,87
C0306,2021-04,46
C0013,2021-09,8
C0465,2020-01,42
C0239,2021-03,11
C0122,2020-03,69
C0286,2020-05,49
C0375,2021-08,34
C0184,2021-03,165
C0360,2020-07,19
C0354,2020-12,43
C0321,2021-04,10
C0372,2020-11,5
C0272,2020-12,43
C0100,2021-02,24
C0109,2020-09,10
C0228,2020-08,17
C0144,2020-02,16
C0122,2021-03,70
C0048,2021-06,45
C0167,2020-08,22
C0407,2020-08,25
C0530,2020-11,25
C0019,2020-06,18
C0419,2022-06,12
C0417,2022-06,46
C0412,2022-06,35
C0277,2022-06,39
C0128,2022-06,64
C0031,2022-06,35
C0407,2022-06,37
C0141,2022-06,48
C0490,2022-06,9
C0714,2022-06,28
C0537,2022-06,48
C0383,2022-06,35
C0046,2022-06,11
C0193,2022-06,9
C0228,2022-06,22
C0530,2022-06,39
C0633,2022-06,17
C0225,2022-06,54
C0398,2022-06,31
C0481,2022-06,21
C0217,2022-06,21
C0396,2022-06,7
C0372,2022-06,19
C0033,2022-06,45
C0450,2022-06,31
C0092,2022-06,2
C0385,2022-06,14
C0104,2022-06,32
C0391,2022-06,25
C0236,2022-06,10
C0332,2022-06,13
C0689,2022-06,9
C0080,2022-12,25
C0167,2022-06,31
C0213,2022-06,14
C0401,2022-06,13
C0139,2022-06,16
C0095,2022-06,3
C0524,2022-06,1
C0044,2022-06,11
C0475,2022-06,9
C0607,2022-06,2
C0506,2022-06,5
C0538,2022-06,3
C0533,2022-06,6
C0563,2022-06,2
C0206,2022-02,57
C0112,2022-06,5
C0586,2022-04,3
C0115,2022-02,27
C0574,2022-06,1
C0322,2022-04,3
C0402,2022-02,50
C0679,2022-06,2
C0179,2022-07,14
C0341,2022-10,71
C0642,2022-07,8
C0452,2022-07,28
C0180,2022-06,3
C0454,2022-07,17
C0707,2022-07,1
C0022,2022-06,1
C0127,2022-07,28
C0399,2022-07,14
C0230,2022-07,14
C0158,2022-07,42
C0557,2022-07,22
C0418,2022-07,5
C0429,2022-07,30
C0423,2022-07,43
C0676,2022-07,17
C0747,2022-07,4
C0340,2022-07,58
C0027,2022-07,32
C0713,2022-07,5
C0678,2022-07,3
C0072,2022-07,36
C0608,2022-07,8
C0003,2022-07,5
C0583,2022-07,2
C0647,2021-09,6
C0219,2021-09,45
C0308,2022-07,8
C0688,2022-04,1
C0330,2022-02,22
C0622,2022-05,18
C0582,2022-05,5
C0724,2022-05,1
C0264,2026-06,77
C0150,2021-11,11
C0028,2021-09,29
C0501,2022-07,8
C0288,2022-07,6
C0184,2022-11,171
C0067,2022-10,98
C0114,2022-10,20
C0122,2022-11,70
C0082,2022-11,28
C0021,2022-11,37
C0191,2022-10,30
C0473,2022-11,28
C0101,2022-11,19
C0360,2022-10,12
C0409,2022-11,30
C0250,2022-10,36
C0271,2022-11,33
C0028,2022-10,33
C0247,2022-11,53
C0125,2022-11,26
C0378,2022-11,25
C0459,2022-11,33
C0195,2022-09,46
C0575,2022-11,10
C0510,2022-11,21
C0393,2022-10,59
C0185,2022-11,45
C0647,2022-10,6
C0650,2022-11,2
C0275,2022-09,57
C0176,2022-10,65
C0010,2022-11,25
C0619,2022-11,4
C0287,2022-10,14
C0367,2023-01,27
C0301,2022-11,27
C0106,2022-11,60
C0121,2022-10,43
C0043,2022-11,26
C0166,2022-11,37
C0004,2022-09,41
C0189,2022-11,45
C0163,2022-11,10
C0233,2022-11,29
C0680,2022-11,11
C0215,2022-11,1
C0487,2022-10,21
C0049,2022-11,5
C0319,2022-10,17
C0657,2022-11,3
C0684,2022-11,3
C0013,2022-10,9
C0243,2022-11,31
C0239,2022-11,6
C0744,2022-10,17
C0257,2022-10,12
C0293,2022-10,37
C0181,2022-11,12
C0105,2022-09,55
C0019,2022-11,9
C0594,2022-10,3
C0124,2023-08,9
C0625,2022-11,1
C0426,2022-07,2
C0211,2022-09,72
C0097,2022-11,8
C0700,2022-10,18
C0465,2022-09,51
C0486,2022-09,79
C0433,2022-10,2
C0598,2022-10,6
C0651,2022-10,7
C0184,2024-03,182
C0100,2022-12,31
C0627,2022-11,2
C0082,2021-03,39
C0630,2022-12,9
C0009,2022-12,115
C0241,2022-12,69
C0004,2022-12,53
C0486,2022-12,110
C0455,2022-12,81
C0177,2022-12,47
C0195,2022-12,41
C0275,2022-12,50
C0254,2022-12,84
C0071,2022-12,52
C0465,2022-12,61
C0458,2022-12,31
C0292,2022-12,17
C0307,2022-12,56
C0461,2022-12,62
C0436,2022-12,83
C0253,2022-12,30
C0295,2022-10,2
C0211,2022-12,88
C0105,2022-12,46
C0056,2022-12,38
C0029,2022-12,31
C0254,2022-09,98
C0484,2022-12,45
C0132,2022-12,83
C0129,2022-12,45
C0612,2022-12,1
C0145,2022-12,41
C0103,2022-12,27
C0472,2022-09,52
C0008,2022-12,1
C0472,2022-12,68
C0527,2022-12,9
C0403,2022-12,3
C0469,2022-12,11
C0246,2022-12,10
C0402,2023-03,55
C0320,2023-03,42
C0093,2023-02,3
C0120,2023-03,18
C0206,2023-03,83
C0057,2023-03,53
C0371,2023-03,28
C0635,2023-03,4
C0437,2023-03,18
C0603,2023-03,10
C0249,2023-03,11
C0058,2023-03,32
C0115,2023-03,33
C0451,2023-03,42
C0258,2023-03,43
C0136,2023-03,33
C0330,2023-03,32
C0002,2023-03,30
C0040,2023-03,59
C0250,2023-02,36
C0367,2023-03,33
C0171,2023-03,39
C0529,2023-03,6
C0016,2023-03,34
C0121,2023-02,33
C0596,2023-03,2
C0517,2023-03,5
C0342,2023-03,6
C0176,2023-02,45
C0026,2023-03,15
C0656,2023-03,6
C0545,2023-03,4
C0347,2023-03,22
C0294,2023-03,8
C0045,2023-03,31
C0406,2023-03,7
C0728,2022-08,15
C0636,2022-08,7
C0422,2023-03,2
C0058,2023-01,55
C0500,2022-08,2
C0743,2023-03,4
C0080,2022-09,32
C0100,2023-05,28
C0393,2023-02,62
C0341,2023-02,62
C0337,2023-02,10
C0219,2023-02,39
C0151,2022-03,30
C0097,2020-06,8
C0307,2022-09,41
C0040,2023-01,50
C0191,2023-02,17
C0216,2022-08,17
C0516,2023-03,3
C0028,2023-02,44
C0551,2022-09,4
C0371,2023-01,17
C0023,2023-03,2
C0330,2023-01,29
C0140,2022-10,24
C0250,2023-04,36
C0028,2023-04,52
C0744,2023-04,10
C0192,2023-04,50
C0166,2020-03,21
C0176,2023-04,65
C0630,2022-09,14
C0462,2023-04,13
C0341,2023-04,65
C0393,2023-04,44
C0114,2023-04,12
C0295,2023-04,5
C0287,2023-04,16
C0219,2023-04,34
C0067,2023-04,102
C0121,2023-04,40
C0293,2023-04,41
C0089,2023-04,29
C0140,2023-04,23
C0360,2023-04,10
C0400,2023-04,17
C0700,2023-04,18
C0337,2023-04,20
C0647,2023-04,4
C0533,2020-11,13
C0191,2023-04,19
C0615,2023-04,7
C0598,2023-04,3
C0487,2023-04,14
C0444,2023-04,2
C0257,2023-04,10
C0013,2023-04,6
C0126,2023-04,3
C0071,2022-09,43
C0402,2023-01,39
C0715,2023-04,5
C0162,2023-04,4
C0170,2021-11,53
C0319,2023-04,6
C0081,2023-04,2
C0433,2023-04,5
C0651,2023-04,5
C0356,2022-12,3
C0224,2020-05,18
C0340,2023-07,57
C0678,2023-07,10
C0399,2023-07,10
C0179,2023-07,15
C0158,2023-07,59
C0676,2023-07,12
C0027,2023-07,17
C0452,2023-07,32
C0454,2023-07,22
C0423,2023-07,56
C0557,2023-07,18
C0501,2023-07,12
C0003,2023-07,14
C0747,2023-07,5
C0127,2023-07,47
C0429,2023-07,29
C0468,2023-07,39
C0072,2023-07,57
C0472,2023-05,61
C0230,2023-07,9
C0309,2023-08,6
C0362,2023-08,66
C0061,2023-08,42
C0369,2023-08,114
C0366,2023-08,24
C0221,2023-08,35
C0088,2023-08,38
C0195,2023-05,36
C0196,2023-08,47
C0109,2023-08,5
C0020,2023-08,17
C0308,2023-07,3
C0007,2023-08,34
C0086,2023-08,35
C0394,2023-08,41
C0423,2023-06,66
C0520,2023-07,4
C0416,2023-08,11
C0454,2023-06,24
C0048,2023-08,38
C0446,2023-08,41
C0161,2023-08,24
C0208,2023-08,24
C0340,2023-06,47
C0210,2023-08,17
C0338,2023-08,43
C0120,2023-01,25
C0429,2023-06,50
C0003,2023-06,16
C0085,2023-08,8
C0145,2023-05,28
C0672,2023-08,11
C0465,2023-05,50
C0540,2023-08,2
C0306,2021-08,35
C0129,2023-05,45
C0504,2023-07,2
C0710,2023-08,1
C0441,2023-08,5
C0608,2023-06,3
C0288,2023-06,8
C0064,2023-08,4
C0746,2020-02,9
C0302,2023-08,2
C0438,2023-08,1
C0158,2023-06,47
C0307,2023-05,49
C0722,2023-08,1
C0040,2026-04,78
C0597,2023-07,2
C0489,2023-08,2
C0136,2023-01,21
C0184,2023-09,175
C0473,2023-09,40
C0680,2023-09,7
C0243,2023-09,40
C0043,2023-09,18
C0378,2023-09,32
C0122,2023-09,72
C0082,2023-09,20
C0166,2023-09,32
C0409,2023-09,33
C0247,2023-09,47
C0271,2023-09,42
C0101,2023-09,18
C0239,2023-09,12
C0097,2023-09,9
C0072,2023-06,61
C0181,2023-09,11
C0185,2023-09,30
C0106,2023-09,54
C0021,2023-09,32
C0575,2023-09,8
C0510,2023-09,24
C0459,2023-09,34
C0233,2023-09,26
C0189,2023-09,32
C0684,2023-09,7
C0125,2023-09,30
C0437,2023-12,45
C0402,2023-12,63
C0330,2023-12,39
C0206,2023-12,83
C0120,2023-12,35
C0058,2023-12,36
C0201,2023-12,7
C0386,2023-11,34
C0171,2023-12,41
C0136,2023-12,37
C0545,2023-12,5
C0057,2023-12,48
C0451,2023-12,62
C0258,2023-12,48
C0016,2023-12,53
C0662,2023-12,4
C0603,2023-12,11
C0310,2023-11,40
C0371,2023-12,31
C0347,2023-12,31
C0115,2023-12,33
C0367,2023-12,30
C0045,2023-12,38
C0273,2023-12,2
C0040,2023-12,72
C0320,2023-12,40
C0406,2023-12,14
C0249,2023-12,17
C0002,2023-12,41
C0529,2023-12,3
C0743,2023-12,9
C0026,2023-12,31
C0517,2023-12,3
C0100,2022-09,26
C0294,2023-12,5
C0351,2023-11,5
C0170,2023-11,51
C0076,2022-03,24
C0553,2022-03,6
C0058,2022-02,30
C0723,2022-03,8
C0686,2022-03,4
C0120,2022-02,14
C0189,2021-03,79
C0165,2021-08,14
C0560,2022-03,2
C0670,2022-03,6
C0653,2022-03,4
C0226,2022-03,10
C0381,2022-03,5
C0406,2022-02,6
C0413,2022-03,1
C0451,2022-02,38
C0367,2022-02,18
C0477,2022-04,1
C0616,2022-04,14
C0252,2021-10,31
C0245,2020-10,16
C0019,2021-03,18
C0004,2020-01,28
C0324,2021-04,40
C0208,2021-07,29
C0132,2020-01,63
C0143,2021-05,50
C0196,2020-09,48
C0067,2021-09,108
C0298,2020-02,32
C0105,2020-01,38
C0484,2020-01,25
C0185,2020-06,57
C0510,2020-03,10
C0458,2020-01,27
C0412,2020-08,22
C0225,2020-11,50
C0221,2021-07,55
C0469,2021-02,18
C0139,2020-08,13
C0430,2021-04,23
C0106,2020-03,32
C0155,2020-12,80
C0362,2020-09,41
C0341,2020-07,79
C0253,2021-02,16
C0526,2022-05,3
C0550,2022-04,2
C0491,2022-05,1
C0739,2022-05,5
C0745,2022-05,1
C0677,2022-04,2
C0327,2022-08,26
C0561,2022-04,2
C0525,2021-10,4
C0103,2022-09,11
C0029,2022-09,25
C0241,2022-09,66
C0056,2022-09,31
C0461,2022-09,48
C0527,2022-09,8
C0253,2022-09,6
C0206,2023-01,64
C0436,2022-09,71
C0455,2022-09,45
C0129,2022-09,38
C0009,2022-09,91
C0132,2022-09,75
C0177,2022-09,27
C0145,2022-09,31
C0246,2022-09,8
C0243,2020-06,34
C0484,2022-09,30
C0733,2022-09,1
C0486,2020-01,45
C0343,2022-08,14
C0206,2024-02,77
C0108,2021-12,1
C0173,2022-08,4
C0218,2022-08,40
C0166,2020-06,30
C0458,2022-09,27
C0292,2022-09,13
C0298,2022-08,20
C0062,2022-08,3
C0424,2022-08,38
C0469,2022-09,10
C0073,2022-08,13
C0211,2021-02,49
C0470,2022-09,2
C0012,2022-08,30
C0006,2022-09,3
C0249,2022-02,12
C0320,2023-01,56
C0567,2022-09,1
C0355,2022-08,21
C0428,2022-08,24
C0356,2022-09,3
C0257,2021-09,15
C0385,2020-08,21
C0427,2022-08,14
C0197,2022-08,17
C0342,2023-01,7
C0181,2024-05,16
C0249,2023-01,13
C0115,2023-01,29
C0277,2020-11,48
C0346,2020-10,18
C0648,2022-10,1
C0026,2023-01,15
C0141,2020-08,48
C0192,2022-10,46
C0209,2020-10,45
C0141,2020-11,45
C0662,2023-01,7
C0045,2023-01,41
C0057,2023-01,53
C0033,2020-08,40
C0284,2020-08,2
C0021,2021-03,32
C0545,2023-01,3
C0201,2023-01,17
C0195,2020-01,22
C0002,2023-01,25
C0294,2023-01,14
C0013,2023-02,5
C0067,2023-02,92
C0140,2023-02,33
C0462,2023-02,28
C0451,2023-01,49
C0171,2023-01,25
C0258,2023-01,36
C0293,2023-02,45
C0257,2023-02,27
C0287,2023-02,16
C0210,2021-06,31
C0028,2020-07,21
C0293,2020-07,24
C0487,2023-02,17
C0342,2023-12,3
C0481,2020-11,25
C0647,2023-02,6
C0615,2023-02,6
C0089,2023-02,30
C0744,2023-02,9
C0360,2023-02,13
C0192,2023-02,46
C0400,2023-02,16
C0162,2023-02,9
C0700,2023-02,15
C0319,2023-02,5
C0459,2020-03,15
C0126,2023-02,3
C0016,2023-01,30
C0295,2023-02,6
C0715,2023-02,1
C0651,2023-02,10
C0580,2023-02,1
C0594,2023-02,2
C0162,2022-10,4
C0295,2020-07,11
C0114,2023-02,9
C0537,2020-11,32
C0063,2020-12,91
C0665,2023-02,3
C0168,2023-02,2
C0157,2023-02,2
C0324,2021-08,35
C0440,2021-08,7
C0648,2023-02,1
C0571,2023-02,3
C0203,2020-12,31
C0278,2020-12,46
C0446,2021-07,29
C0292,2021-02,15
C0286,2021-11,78
C0287,2021-09,22
C0444,2021-09,9
C0662,2023-03,3
C0347,2023-01,15
C0486,2021-02,56
C0621,2023-03,1
C0551,2022-12,2
C0468,2023-06,43
C0027,2023-06,32
C0001,2023-06,3
C0486,2023-05,99
C0520,2023-06,5
C0557,2023-06,13
C0452,2023-06,45
C0199,2023-06,2
C0230,2023-06,22
C0196,2021-07,31
C0127,2023-06,37
C0103,2023-05,16
C0004,2023-05,32
C0275,2023-05,42
C0132,2023-05,76
C0241,2023-05,68
C0179,2023-06,12
C0399,2023-06,16
C0455,2023-05,71
C0105,2023-05,46
C0211,2023-05,70
C0676,2023-06,12
C0642,2023-06,7
C0436,2023-05,79
C0056,2023-05,30
C0254,2023-05,80
C0009,2023-05,108
C0501,2023-06,6
C0426,2023-06,10
C0029,2023-05,20
C0458,2023-05,22
C0400,2022-10,9
C0308,2023-06,4
C0053,2023-06,5
C0527,2023-05,7
C0678,2023-06,3
C0713,2023-07,4
C0199,2023-07,1
C0288,2023-07,2
C0661,2023-07,3
C0292,2023-05,11
C0418,2023-07,10
C0426,2023-07,1
C0608,2023-07,1
C0287,2020-07,20
C0711,2023-07,3
C0642,2023-07,4
C0414,2021-10,35
C0630,2023-05,7
C0246,2023-05,10
C0053,2023-07,1
C0637,2023-07,1
C0043,2020-03,15
C0484,2023-05,33
C0208,2021-06,30
C0001,2023-07,1
C0235,2023-11,47
C0460,2023-11,33
C0286,2023-11,98
C0739,2023-11,1
C0202,2023-11,47
C0483,2023-11,22
C0693,2023-11,4
C0582,2023-11,16
C0130,2023-11,36
C0387,2023-11,30
C0149,2023-11,16
C0094,2023-11,36
C0297,2023-11,36
C0224,2023-11,29
C0133,2023-11,49
C0622,2023-11,17
C0318,2023-11,14
C0498,2023-11,3
C0379,2023-11,10
C0150,2023-11,12
C0631,2023-11,6
C0159,2023-11,29
C0502,2023-11,3
C0265,2023-11,11
C0724,2023-11,4
C0252,2023-10,34
C0138,2023-10,50
C0745,2023-11,2
C0133,2026-05,70
C0256,2023-10,50
C0311,2023-10,41
C0548,2023-11,4
C0469,2023-05,6
C0019,2023-09,13
C0405,2023-10,32
C0588,2023-12,1
C0347,2022-02,9
C0423,2024-07,97
C0320,2024-02,29
C0516,2023-12,1
C0060,2023-10,46
C0463,2023-10,28
C0415,2023-10,8
C0021,2020-06,39
C0525,2024-01,1
C0169,2023-10,32
C0342,2024-02,3
C0090,2024-01,2
C0057,2024-02,56
C0406,2024-02,8
C0026,2024-02,21
C0182,2023-10,8
C0045,2024-02,24
C0347,2024-02,9
C0136,2024-02,26
C0451,2024-02,43
C0040,2024-02,60
C0402,2024-02,55
C0552,2023-10,18
C0330,2024-02,34
C0171,2024-02,40
C0138,2024-06,57
C0743,2024-02,6
C0143,2024-01,69
C0603,2024-02,13
C0437,2024-02,30
C0016,2024-02,24
C0516,2024-02,5
C0249,2024-02,26
C0367,2024-02,29
C0258,2024-02,36
C0371,2024-02,28
C0510,2024-05,32
C0002,2024-02,48
C0106,2024-05,81
C0143,2023-10,63
C0337,2021-09,12
C0498,2022-01,7
C0265,2022-01,2
C0483,2020-05,7
C0294,2022-02,4
C0662,2022-02,4
C0159,2021-11,31
C0256,2021-05,50
C0517,2022-02,4
C0260,2022-01,1
C0247,2021-03,44
C0002,2022-02,25
C0545,2022-02,4
C0693,2022-01,3
C0161,2020-09,13
C0250,2021-09,33
C0389,2021-08,39
C0548,2022-01,2
C0338,2021-06,37
C0051,2021-12,2
C0408,2020-04,27
C0502,2022-01,1
C0603,2022-02,3
C0109,2021-07,12
C0596,2022-02,2
C0202,2021-11,29
C0635,2022-02,1
C0271,2020-06,24
C0386,2020-05,38
C0400,2020-07,23
C0106,2020-06,37
C0067,2020-07,74
C0300,2020-02,40
C0328,2020-10,56
C0408,2020-12,42
C0555,2021-10,4
C0398,2020-11,20
C0056,2021-02,24
C0366,2021-01,20
C0203,2020-04,22
C0313,2020-02,1
C0387,2020-05,22
C0393,2021-09,44
C0082,2020-03,19
C0061,2020-09,45
C0413,2021-08,3
C0129,2020-01,14
C0164,2020-12,34
C0723,2021-08,7
C0221,2021-01,27
C0242,2020-12,6
C0714,2020-08,9
C0130,2020-05,19
C0319,2021-09,14
C0128,2020-08,37
C0104,2020-11,20
C0450,2020-11,16
C0009,2020-01,76
C0247,2020-03,29
C0538,2020-08,3
C0277,2020-08,46
C0444,2020-07,4
C0061,2021-06,53
C0082,2020-06,27
C0161,2021-07,16
C0221,2020-09,40
C0048,2020-09,40
C0189,2020-06,50
C0103,2020-01,15
C0329,2020-12,1
C0301,2020-06,23
C0101,2020-06,18
C0358,2020-10,59
C0184,2020-03,124
C0462,2020-07,13
C0362,2021-01,36
C0007,2021-07,37
C0162,2020-07,11
C0323,2021-04,20
C0393,2020-07,49
C0445,2020-04,18
C0208,2020-09,16
C0551,2020-01,3
C0259,2021-04,35
C0163,2020-03,8
C0338,2021-01,30
C0378,2021-03,27
C0097,2020-03,8
C0338,2020-09,27
C0233,2020-06,25
C0250,2020-07,26
C0391,2020-08,22
C0379,2020-05,10
C0414,2021-05,37
C0079,2021-05,2
C0088,2020-09,38
C0106,2021-03,38
C0574,2020-08,3
C0440,2021-04,14
C0424,2020-02,31
C0089,2020-07,32
C0242,2020-04,6
C0047,2020-04,18
C0088,2021-07,44
C0061,2021-01,33
C0312,2020-10,1
C0216,2020-02,31
C0341,2021-09,62
C0192,2020-07,36
C0235,2020-05,33
C0252,2021-05,25
C0020,2021-01,31
C0054,2020-01,1
C0310,2020-05,35
C0251,2021-04,28
C0011,2021-05,10
C0218,2020-02,27
C0282,2020-12,34
C0352,2020-10,14
C0556,2020-10,8
C0233,2020-03,21
C0166,2021-03,28
C0465,2021-02,51
C0254,2020-01,49
C0479,2020-05,1
C0155,2020-04,52
C0243,2021-03,31
C0394,2021-07,38
C0241,2021-02,52
C0428,2020-02,18
C0664,2022-08,2
C0634,2022-08,10
C0593,2022-08,15
C0023,2023-01,5
C0144,2022-08,13
C0053,2022-07,3
C0746,2022-08,12
C0043,2020-06,22
C0289,2022-08,14
C0357,2022-08,10
C0737,2022-08,2
C0300,2022-08,68
C0531,2022-08,2
C0293,2021-09,49
C0135,2022-08,1
C0311,2021-10,41
C0721,2021-05,1
C0695,2022-08,3
C0458,2021-02,28
C0457,2022-08,2
C0565,2022-04,1
C0685,2022-04,1
C0673,2022-04,4
C0148,2022-08,1
C0039,2022-08,2
C0411,2022-04,1
C0680,2020-06,8
C0578,2022-12,2
C0219,2022-10,34
C0121,2021-09,40
C0089,2022-10,29
C0235,2021-11,49
C0010,2021-03,17
C0365,2022-11,1
C0521,2021-08,8
C0462,2022-10,9
C0447,2022-11,2
C0138,2021-10,28
C0337,2022-10,2
C0437,2023-01,12
C0168,2023-04,4
C0648,2023-04,1
C0248,2023-04,1
C0444,2023-02,3
C0594,2023-04,1
C0071,2023-05,22
C0177,2023-05,29
C0461,2023-05,50
C0391,2020-11,17
C0253,2023-05,18
C0008,2023-05,1
C0080,2023-05,27
C0470,2023-05,2
C0578,2023-05,4
C0598,2023-02,3
C0086,2021-07,28
C0332,2020-08,11
C0403,2023-05,8
C0551,2023-05,4
C0301,2023-09,26
C0010,2023-09,18
C0163,2023-09,9
C0657,2023-09,3
C0256,2024-01,72
C0049,2023-09,3
C0447,2023-09,2
C0365,2023-09,4
C0617,2023-09,1
C0215,2023-09,1
C0281,2023-08,1
C0350,2026-06,115
C0160,2023-10,9
C0083,2023-10,34
C0055,2023-10,19
C0011,2023-10,28
C0414,2023-10,28
C0624,2023-10,2
C0555,2023-10,4
C0725,2023-10,4
C0364,2023-10,15
C0456,2023-10,3
C0427,2020-02,16
C0727,2023-10,14
C0142,2023-10,3
C0307,2020-01,25
C0539,2023-10,5
C0439,2021-08,15
C0576,2023-10,4
C0311,2024-01,41
C0414,2024-01,28
C0138,2024-01,49
C0576,2024-01,7
C0364,2024-01,15
C0055,2024-01,22
C0727,2024-01,28
C0405,2024-01,53
C0252,2024-01,27
C0463,2024-01,23
C0600,2024-01,7
C0011,2024-01,25
C0060,2024-01,31
C0169,2024-01,53
C0552,2024-01,23
C0083,2024-01,29
C0189,2024-08,58
C0624,2024-01,5
C0712,2024-09,18
C0415,2024-01,8
C0304,2024-10,93
C0271,2024-05,43
C0555,2024-01,3
C0010,2024-05,20
C0158,2024-04,53
C0566,2024-01,2
C0030,2024-01,4
C0082,2024-05,37
C0333,2024-10,3
C0145,2020-01,16
C0461,2020-01,21
C0029,2020-01,18
C0301,2020-03,25
C0469,2020-01,4
C0436,2020-01,55
C0080,2020-01,15
C0177,2020-01,35
C0253,2020-01,14
C0071,2020-01,15
C0056,2020-01,23
C0100,2020-01,19
C0008,2020-01,1
C0455,2020-01,25
C0094,2020-05,29
C0470,2020-01,1
C0612,2020-01,1
C0578,2020-01,2
C0246,2020-01,4
C0630,2020-01,3
C0403,2020-01,6
C0474,2020-04,26
C0063,2020-04,54
C0186,2020-04,17
C0282,2020-04,26
C0164,2020-04,21
C0368,2020-04,17
C0290,2020-04,15
C0272,2020-04,25
C0616,2020-10,9
C0170,2020-05,43
C0280,2020-04,22
C0133,2020-05,40
C0493,2020-04,21
C0297,2020-05,13
C0582,2020-05,8
C0631,2020-05,2
C0091,2020-04,16
C0125,2020-03,13
C0445,2020-12,43
C0354,2020-04,19
C0189,2020-03,41
C0202,2020-05,24
C0271,2020-03,28
C0185,2020-03,33
C0318,2020-05,10
C0149,2020-05,14
C0460,2020-05,27
C0278,2020-04,14
C0021,2020-03,20
C0449,2020-04,2
