family,kind,scenario,category_id,numeric_pass,baseline_pass,frozen_review_followup
emerging,score_component_ablation,without_recent_growth,N0195,True,True,True
emerging,score_component_ablation,without_recent_growth,N0254,True,True,True
emerging,score_component_ablation,without_recent_growth,N0265,True,True,False
emerging,score_component_ablation,without_recent_growth,N0293,True,True,False
emerging,score_component_ablation,without_recent_growth,N0332,True,True,False
emerging,score_component_ablation,without_recent_growth,N0337,True,True,True
emerging,score_component_ablation,without_recent_growth,N0339,True,True,False
emerging,score_component_ablation,without_recent_growth,N0343,True,True,False
emerging,score_component_ablation,without_recent_growth,N0358,True,True,False
emerging,score_component_ablation,without_recent_growth,N0369,True,True,False
emerging,score_component_ablation,without_recent_growth,N0381,True,True,False
emerging,score_component_ablation,without_recent_growth,N0388,True,True,True
emerging,score_component_ablation,without_recent_growth,N0395,True,True,True
emerging,score_component_ablation,without_recent_growth,N0408,True,True,False
emerging,score_component_ablation,without_recent_growth,N0409,True,True,True
emerging,score_component_ablation,without_recent_growth,N0432,True,True,False
emerging,score_component_ablation,without_recent_growth,N0443,True,True,False
emerging,score_component_ablation,without_recent_growth,N0446,True,True,False
emerging,score_component_ablation,without_recent_growth,N0458,True,True,False
emerging,score_component_ablation,without_recent_growth,N0470,True,True,True
emerging,score_component_ablation,without_recent_growth,N0473,True,True,False
emerging,score_component_ablation,without_recent_growth,N0493,True,True,False
emerging,score_component_ablation,without_trend,N0087,True,True,False
emerging,score_component_ablation,without_trend,N0138,True,True,False
emerging,score_component_ablation,without_trend,N0155,True,True,True
emerging,score_component_ablation,without_trend,N0160,True,True,False
emerging,score_component_ablation,without_trend,N0166,True,True,False
emerging,score_component_ablation,without_trend,N0186,True,True,False
emerging,score_component_ablation,without_trend,N0193,True,True,False
emerging,score_component_ablation,without_trend,N0195,True,True,True
emerging,score_component_ablation,without_trend,N0254,True,True,True
emerging,score_component_ablation,without_trend,N0265,True,True,False
emerging,score_component_ablation,without_trend,N0293,True,True,False
emerging,score_component_ablation,without_trend,N0332,True,True,False
emerging,score_component_ablation,without_trend,N0337,True,True,True
emerging,score_component_ablation,without_trend,N0339,True,True,False
emerging,score_component_ablation,without_trend,N0343,True,True,False
emerging,score_component_ablation,without_trend,N0358,True,True,False
emerging,score_component_ablation,without_trend,N0369,True,True,False
emerging,score_component_ablation,without_trend,N0381,True,True,False
emerging,score_component_ablation,without_trend,N0388,True,True,True
emerging,score_component_ablation,without_trend,N0395,True,True,True
emerging,score_component_ablation,without_trend,N0408,True,True,False
emerging,score_component_ablation,without_trend,N0409,True,True,True
emerging,score_component_ablation,without_trend,N0432,True,True,False
emerging,score_component_ablation,without_trend,N0443,True,True,False
emerging,score_component_ablation,without_trend,N0446,True,True,False
emerging,score_component_ablation,without_trend,N0458,True,True,False
emerging,score_component_ablation,without_trend,N0470,True,True,True
emerging,score_component_ablation,without_trend,N0473,True,True,False
emerging,score_component_ablation,without_trend,N0493,True,True,False
emerging,score_component_ablation,without_quarter_consistency,N0087,True,True,False
emerging,score_component_ablation,without_quarter_consistency,N0138,True,True,False
emerging,score_component_ablation,without_quarter_consistency,N0155,True,True,True
emerging,score_component_ablation,without_quarter_consistency,N0160,True,True,False
emerging,score_component_ablation,without_quarter_consistency,N0166,True,True,False
emerging,score_component_ablation,without_quarter_consistency,N0186,True,True,False
emerging,score_component_ablation,without_quarter_consistency,N0193,True,True,False
emerging,score_component_ablation,without_quarter_consistency,N0195,True,True,True
emerging,score_component_ablation,without_quarter_consistency,N0254,True,True,True
emerging,score_component_ablation,without_quarter_consistency,N0265,True,True,False
emerging,score_component_ablation,without_quarter_consistency,N0293,True,True,False
emerging,score_component_ablation,without_quarter_consistency,N0332,True,True,False
emerging,score_component_ablation,without_quarter_consistency,N0337,True,True,True
emerging,score_component_ablation,without_quarter_consistency,N0339,True,True,False
emerging,score_component_ablation,without_quarter_consistency,N0343,True,True,False
emerging,score_component_ablation,without_quarter_consistency,N0358,True,True,False
emerging,score_component_ablation,without_quarter_consistency,N0369,True,True,False
emerging,score_component_ablation,without_quarter_consistency,N0381,True,True,False
emerging,score_component_ablation,without_quarter_consistency,N0388,True,True,True
emerging,score_component_ablation,without_quarter_consistency,N0395,True,True,True
emerging,score_component_ablation,without_quarter_consistency,N0408,True,True,False
emerging,score_component_ablation,without_quarter_consistency,N0409,True,True,True
emerging,score_component_ablation,without_quarter_consistency,N0432,True,True,False
emerging,score_component_ablation,without_quarter_consistency,N0443,True,True,False
emerging,score_component_ablation,without_quarter_consistency,N0446,True,True,False
emerging,score_component_ablation,without_quarter_consistency,N0458,True,True,False
emerging,score_component_ablation,without_quarter_consistency,N0470,True,True,True
emerging,score_component_ablation,without_quarter_consistency,N0473,True,True,False
emerging,score_component_ablation,without_quarter_consistency,N0493,True,True,False
emerging,score_component_ablation,without_institution_expansion,N0087,True,True,False
emerging,score_component_ablation,without_institution_expansion,N0138,True,True,False
emerging,score_component_ablation,without_institution_expansion,N0155,True,True,True
emerging,score_component_ablation,without_institution_expansion,N0160,True,True,False
emerging,score_component_ablation,without_institution_expansion,N0166,True,True,False
emerging,score_component_ablation,without_institution_expansion,N0186,True,True,False
emerging,score_component_ablation,without_institution_expansion,N0193,True,True,False
emerging,score_component_ablation,without_institution_expansion,N0195,True,True,True
emerging,score_component_ablation,without_institution_expansion,N0254,True,True,True
emerging,score_component_ablation,without_institution_expansion,N0265,True,True,False
emerging,score_component_ablation,without_institution_expansion,N0293,True,True,False
emerging,score_component_ablation,without_institution_expansion,N0332,True,True,False
emerging,score_component_ablation,without_institution_expansion,N0337,True,True,True
emerging,score_component_ablation,without_institution_expansion,N0339,True,True,False
emerging,score_component_ablation,without_institution_expansion,N0343,True,True,False
emerging,score_component_ablation,without_institution_expansion,N0358,True,True,False
emerging,score_component_ablation,without_institution_expansion,N0369,True,True,False
emerging,score_component_ablation,without_institution_expansion,N0381,True,True,False
emerging,score_component_ablation,without_institution_expansion,N0388,True,True,True
emerging,score_component_ablation,without_institution_expansion,N0395,True,True,True
emerging,score_component_ablation,without_institution_expansion,N0408,True,True,False
emerging,score_component_ablation,without_institution_expansion,N0409,True,True,True
emerging,score_component_ablation,without_institution_expansion,N0432,True,True,False
emerging,score_component_ablation,without_institution_expansion,N0443,True,True,False
emerging,score_component_ablation,without_institution_expansion,N0446,True,True,False
emerging,score_component_ablation,without_institution_expansion,N0458,True,True,False
emerging,score_component_ablation,without_institution_expansion,N0470,True,True,True
emerging,score_component_ablation,without_institution_expansion,N0473,True,True,False
emerging,score_component_ablation,without_institution_expansion,N0493,True,True,False
emerging,gate_ablation,without_volume,N0087,True,True,False
emerging,gate_ablation,without_volume,N0138,True,True,False
emerging,gate_ablation,without_volume,N0155,True,True,True
emerging,gate_ablation,without_volume,N0160,True,True,False
emerging,gate_ablation,without_volume,N0166,True,True,False
emerging,gate_ablation,without_volume,N0186,True,True,False
emerging,gate_ablation,without_volume,N0193,True,True,False
emerging,gate_ablation,without_volume,N0195,True,True,True
emerging,gate_ablation,without_volume,N0254,True,True,True
emerging,gate_ablation,without_volume,N0265,True,True,False
emerging,gate_ablation,without_volume,N0293,True,True,False
emerging,gate_ablation,without_volume,N0332,True,True,False
emerging,gate_ablation,without_volume,N0337,True,True,True
emerging,gate_ablation,without_volume,N0339,True,True,False
emerging,gate_ablation,without_volume,N0343,True,True,False
emerging,gate_ablation,without_volume,N0358,True,True,False
emerging,gate_ablation,without_volume,N0369,True,True,False
emerging,gate_ablation,without_volume,N0381,True,True,False
emerging,gate_ablation,without_volume,N0388,True,True,True
emerging,gate_ablation,without_volume,N0395,True,True,True
emerging,gate_ablation,without_volume,N0408,True,True,False
emerging,gate_ablation,without_volume,N0409,True,True,True
emerging,gate_ablation,without_volume,N0432,True,True,False
emerging,gate_ablation,without_volume,N0443,True,True,False
emerging,gate_ablation,without_volume,N0446,True,True,False
emerging,gate_ablation,without_volume,N0458,True,True,False
emerging,gate_ablation,without_volume,N0470,True,True,True
emerging,gate_ablation,without_volume,N0473,True,True,False
emerging,gate_ablation,without_volume,N0493,True,True,False
emerging,gate_ablation,without_baseline,N0087,True,True,False
emerging,gate_ablation,without_baseline,N0127,True,False,False
emerging,gate_ablation,without_baseline,N0138,True,True,False
emerging,gate_ablation,without_baseline,N0155,True,True,True
emerging,gate_ablation,without_baseline,N0160,True,True,False
emerging,gate_ablation,without_baseline,N0166,True,True,False
emerging,gate_ablation,without_baseline,N0186,True,True,False
emerging,gate_ablation,without_baseline,N0193,True,True,False
emerging,gate_ablation,without_baseline,N0195,True,True,True
emerging,gate_ablation,without_baseline,N0254,True,True,True
emerging,gate_ablation,without_baseline,N0265,True,True,False
emerging,gate_ablation,without_baseline,N0293,True,True,False
emerging,gate_ablation,without_baseline,N0332,True,True,False
emerging,gate_ablation,without_baseline,N0337,True,True,True
emerging,gate_ablation,without_baseline,N0339,True,True,False
emerging,gate_ablation,without_baseline,N0343,True,True,False
emerging,gate_ablation,without_baseline,N0358,True,True,False
emerging,gate_ablation,without_baseline,N0369,True,True,False
emerging,gate_ablation,without_baseline,N0381,True,True,False
emerging,gate_ablation,without_baseline,N0388,True,True,True
emerging,gate_ablation,without_baseline,N0395,True,True,True
emerging,gate_ablation,without_baseline,N0408,True,True,False
emerging,gate_ablation,without_baseline,N0409,True,True,True
emerging,gate_ablation,without_baseline,N0432,True,True,False
emerging,gate_ablation,without_baseline,N0443,True,True,False
emerging,gate_ablation,without_baseline,N0446,True,True,False
emerging,gate_ablation,without_baseline,N0458,True,True,False
emerging,gate_ablation,without_baseline,N0470,True,True,True
emerging,gate_ablation,without_baseline,N0473,True,True,False
emerging,gate_ablation,without_baseline,N0493,True,True,False
emerging,gate_ablation,without_multiyear,N0087,True,True,False
emerging,gate_ablation,without_multiyear,N0138,True,True,False
emerging,gate_ablation,without_multiyear,N0155,True,True,True
emerging,gate_ablation,without_multiyear,N0160,True,True,False
emerging,gate_ablation,without_multiyear,N0166,True,True,False
emerging,gate_ablation,without_multiyear,N0186,True,True,False
emerging,gate_ablation,without_multiyear,N0193,True,True,False
emerging,gate_ablation,without_multiyear,N0195,True,True,True
emerging,gate_ablation,without_multiyear,N0254,True,True,True
emerging,gate_ablation,without_multiyear,N0265,True,True,False
emerging,gate_ablation,without_multiyear,N0293,True,True,False
emerging,gate_ablation,without_multiyear,N0332,True,True,False
emerging,gate_ablation,without_multiyear,N0337,True,True,True
emerging,gate_ablation,without_multiyear,N0339,True,True,False
emerging,gate_ablation,without_multiyear,N0343,True,True,False
emerging,gate_ablation,without_multiyear,N0358,True,True,False
emerging,gate_ablation,without_multiyear,N0369,True,True,False
emerging,gate_ablation,without_multiyear,N0381,True,True,False
emerging,gate_ablation,without_multiyear,N0388,True,True,True
emerging,gate_ablation,without_multiyear,N0395,True,True,True
emerging,gate_ablation,without_multiyear,N0408,True,True,False
emerging,gate_ablation,without_multiyear,N0409,True,True,True
emerging,gate_ablation,without_multiyear,N0432,True,True,False
emerging,gate_ablation,without_multiyear,N0443,True,True,False
emerging,gate_ablation,without_multiyear,N0446,True,True,False
emerging,gate_ablation,without_multiyear,N0458,True,True,False
emerging,gate_ablation,without_multiyear,N0470,True,True,True
emerging,gate_ablation,without_multiyear,N0473,True,True,False
emerging,gate_ablation,without_multiyear,N0493,True,True,False
emerging,gate_ablation,without_recent_growth,N0087,True,True,False
emerging,gate_ablation,without_recent_growth,N0138,True,True,False
emerging,gate_ablation,without_recent_growth,N0155,True,True,True
emerging,gate_ablation,without_recent_growth,N0160,True,True,False
emerging,gate_ablation,without_recent_growth,N0166,True,True,False
emerging,gate_ablation,without_recent_growth,N0186,True,True,False
emerging,gate_ablation,without_recent_growth,N0193,True,True,False
emerging,gate_ablation,without_recent_growth,N0195,True,True,True
emerging,gate_ablation,without_recent_growth,N0254,True,True,True
emerging,gate_ablation,without_recent_growth,N0265,True,True,False
emerging,gate_ablation,without_recent_growth,N0293,True,True,False
emerging,gate_ablation,without_recent_growth,N0332,True,True,False
emerging,gate_ablation,without_recent_growth,N0337,True,True,True
emerging,gate_ablation,without_recent_growth,N0339,True,True,False
emerging,gate_ablation,without_recent_growth,N0343,True,True,False
emerging,gate_ablation,without_recent_growth,N0358,True,True,False
emerging,gate_ablation,without_recent_growth,N0369,True,True,False
emerging,gate_ablation,without_recent_growth,N0381,True,True,False
emerging,gate_ablation,without_recent_growth,N0388,True,True,True
emerging,gate_ablation,without_recent_growth,N0395,True,True,True
emerging,gate_ablation,without_recent_growth,N0408,True,True,False
emerging,gate_ablation,without_recent_growth,N0409,True,True,True
emerging,gate_ablation,without_recent_growth,N0432,True,True,False
emerging,gate_ablation,without_recent_growth,N0443,True,True,False
emerging,gate_ablation,without_recent_growth,N0446,True,True,False
emerging,gate_ablation,without_recent_growth,N0458,True,True,False
emerging,gate_ablation,without_recent_growth,N0470,True,True,True
emerging,gate_ablation,without_recent_growth,N0473,True,True,False
emerging,gate_ablation,without_recent_growth,N0493,True,True,False
emerging,gate_ablation,without_quarters,N0087,True,True,False
emerging,gate_ablation,without_quarters,N0138,True,True,False
emerging,gate_ablation,without_quarters,N0155,True,True,True
emerging,gate_ablation,without_quarters,N0160,True,True,False
emerging,gate_ablation,without_quarters,N0166,True,True,False
emerging,gate_ablation,without_quarters,N0186,True,True,False
emerging,gate_ablation,without_quarters,N0193,True,True,False
emerging,gate_ablation,without_quarters,N0195,True,True,True
emerging,gate_ablation,without_quarters,N0254,True,True,True
emerging,gate_ablation,without_quarters,N0265,True,True,False
emerging,gate_ablation,without_quarters,N0269,True,False,False
emerging,gate_ablation,without_quarters,N0293,True,True,False
emerging,gate_ablation,without_quarters,N0332,True,True,False
emerging,gate_ablation,without_quarters,N0337,True,True,True
emerging,gate_ablation,without_quarters,N0339,True,True,False
emerging,gate_ablation,without_quarters,N0343,True,True,False
emerging,gate_ablation,without_quarters,N0358,True,True,False
emerging,gate_ablation,without_quarters,N0369,True,True,False
emerging,gate_ablation,without_quarters,N0381,True,True,False
emerging,gate_ablation,without_quarters,N0388,True,True,True
emerging,gate_ablation,without_quarters,N0395,True,True,True
emerging,gate_ablation,without_quarters,N0408,True,True,False
emerging,gate_ablation,without_quarters,N0409,True,True,True
emerging,gate_ablation,without_quarters,N0432,True,True,False
emerging,gate_ablation,without_quarters,N0443,True,True,False
emerging,gate_ablation,without_quarters,N0446,True,True,False
emerging,gate_ablation,without_quarters,N0458,True,True,False
emerging,gate_ablation,without_quarters,N0470,True,True,True
emerging,gate_ablation,without_quarters,N0473,True,True,False
emerging,gate_ablation,without_quarters,N0474,True,False,False
emerging,gate_ablation,without_quarters,N0493,True,True,False
emerging,gate_ablation,without_quarters,N0496,True,False,False
emerging,gate_ablation,without_trend,N0087,True,True,False
emerging,gate_ablation,without_trend,N0138,True,True,False
emerging,gate_ablation,without_trend,N0155,True,True,True
emerging,gate_ablation,without_trend,N0160,True,True,False
emerging,gate_ablation,without_trend,N0166,True,True,False
emerging,gate_ablation,without_trend,N0186,True,True,False
emerging,gate_ablation,without_trend,N0193,True,True,False
emerging,gate_ablation,without_trend,N0195,True,True,True
emerging,gate_ablation,without_trend,N0254,True,True,True
emerging,gate_ablation,without_trend,N0265,True,True,False
emerging,gate_ablation,without_trend,N0293,True,True,False
emerging,gate_ablation,without_trend,N0332,True,True,False
emerging,gate_ablation,without_trend,N0337,True,True,True
emerging,gate_ablation,without_trend,N0339,True,True,False
emerging,gate_ablation,without_trend,N0343,True,True,False
emerging,gate_ablation,without_trend,N0358,True,True,False
emerging,gate_ablation,without_trend,N0369,True,True,False
emerging,gate_ablation,without_trend,N0381,True,True,False
emerging,gate_ablation,without_trend,N0388,True,True,True
emerging,gate_ablation,without_trend,N0395,True,True,True
emerging,gate_ablation,without_trend,N0408,True,True,False
emerging,gate_ablation,without_trend,N0409,True,True,True
emerging,gate_ablation,without_trend,N0432,True,True,False
emerging,gate_ablation,without_trend,N0443,True,True,False
emerging,gate_ablation,without_trend,N0446,True,True,False
emerging,gate_ablation,without_trend,N0458,True,True,False
emerging,gate_ablation,without_trend,N0470,True,True,True
emerging,gate_ablation,without_trend,N0473,True,True,False
emerging,gate_ablation,without_trend,N0493,True,True,False
emerging,gate_ablation,without_peak,N0087,True,True,False
emerging,gate_ablation,without_peak,N0101,True,False,False
emerging,gate_ablation,without_peak,N0138,True,True,False
emerging,gate_ablation,without_peak,N0155,True,True,True
emerging,gate_ablation,without_peak,N0160,True,True,False
emerging,gate_ablation,without_peak,N0166,True,True,False
emerging,gate_ablation,without_peak,N0186,True,True,False
emerging,gate_ablation,without_peak,N0193,True,True,False
emerging,gate_ablation,without_peak,N0195,True,True,True
emerging,gate_ablation,without_peak,N0244,True,False,False
emerging,gate_ablation,without_peak,N0254,True,True,True
emerging,gate_ablation,without_peak,N0265,True,True,False
emerging,gate_ablation,without_peak,N0293,True,True,False
emerging,gate_ablation,without_peak,N0332,True,True,False
emerging,gate_ablation,without_peak,N0337,True,True,True
emerging,gate_ablation,without_peak,N0339,True,True,False
emerging,gate_ablation,without_peak,N0343,True,True,False
emerging,gate_ablation,without_peak,N0358,True,True,False
emerging,gate_ablation,without_peak,N0369,True,True,False
emerging,gate_ablation,without_peak,N0381,True,True,False
emerging,gate_ablation,without_peak,N0388,True,True,True
emerging,gate_ablation,without_peak,N0395,True,True,True
emerging,gate_ablation,without_peak,N0408,True,True,False
emerging,gate_ablation,without_peak,N0409,True,True,True
emerging,gate_ablation,without_peak,N0432,True,True,False
emerging,gate_ablation,without_peak,N0443,True,True,False
emerging,gate_ablation,without_peak,N0446,True,True,False
emerging,gate_ablation,without_peak,N0458,True,True,False
emerging,gate_ablation,without_peak,N0470,True,True,True
emerging,gate_ablation,without_peak,N0473,True,True,False
emerging,gate_ablation,without_peak,N0493,True,True,False
emerging,gate_ablation,without_lower95,N0087,True,True,False
emerging,gate_ablation,without_lower95,N0138,True,True,False
emerging,gate_ablation,without_lower95,N0155,True,True,True
emerging,gate_ablation,without_lower95,N0160,True,True,False
emerging,gate_ablation,without_lower95,N0166,True,True,False
emerging,gate_ablation,without_lower95,N0186,True,True,False
emerging,gate_ablation,without_lower95,N0193,True,True,False
emerging,gate_ablation,without_lower95,N0195,True,True,True
emerging,gate_ablation,without_lower95,N0254,True,True,True
emerging,gate_ablation,without_lower95,N0265,True,True,False
emerging,gate_ablation,without_lower95,N0293,True,True,False
emerging,gate_ablation,without_lower95,N0332,True,True,False
emerging,gate_ablation,without_lower95,N0337,True,True,True
emerging,gate_ablation,without_lower95,N0339,True,True,False
emerging,gate_ablation,without_lower95,N0343,True,True,False
emerging,gate_ablation,without_lower95,N0358,True,True,False
emerging,gate_ablation,without_lower95,N0369,True,True,False
emerging,gate_ablation,without_lower95,N0381,True,True,False
emerging,gate_ablation,without_lower95,N0388,True,True,True
emerging,gate_ablation,without_lower95,N0395,True,True,True
emerging,gate_ablation,without_lower95,N0408,True,True,False
emerging,gate_ablation,without_lower95,N0409,True,True,True
emerging,gate_ablation,without_lower95,N0432,True,True,False
emerging,gate_ablation,without_lower95,N0443,True,True,False
emerging,gate_ablation,without_lower95,N0446,True,True,False
emerging,gate_ablation,without_lower95,N0458,True,True,False
emerging,gate_ablation,without_lower95,N0470,True,True,True
emerging,gate_ablation,without_lower95,N0473,True,True,False
