family,category_id,baseline_rank,rank_p025,rank_median,rank_p975,top20_fraction
potential,N0359,212.0,199.0,214.0,216.0,0.0
potential,N0360,64.0,62.0,65.0,72.0,0.0
potential,N0361,436.0,341.0,436.0,498.0,0.0
potential,N0362,291.0,261.0,292.0,415.0,0.0
potential,N0363,43.0,42.0,43.0,45.0,0.0
potential,N0364,452.0,366.0,446.0,455.0,0.0
potential,N0365,370.0,331.0,383.0,452.0,0.0
potential,N0366,370.0,321.0,393.0,489.0,0.0
potential,N0367,485.0,315.0,485.0,494.0,0.0
potential,N0368,402.0,364.0,402.0,425.0,0.0
potential,N0369,238.0,231.0,239.0,289.0,0.0
potential,N0370,138.0,135.0,138.0,139.0,0.0
potential,N0371,402.0,364.0,402.0,425.0,0.0
potential,N0372,469.0,323.0,462.0,477.0,0.0
potential,N0373,46.0,45.0,46.0,60.0,0.0
potential,N0374,364.0,301.0,364.0,483.0,0.0
potential,N0375,167.0,155.0,168.0,181.04999999999973,0.0
potential,N0376,305.0,278.0,306.0,461.0,0.0
potential,N0377,67.0,59.0,68.0,77.0,0.0
potential,N0378,248.0,241.0,252.0,328.0,0.0
potential,N0379,370.0,290.0,370.0,470.0,0.0
potential,N0380,15.0,13.0,14.0,16.0,1.0
potential,N0381,288.0,257.0,287.0,417.0,0.0
potential,N0382,305.0,278.0,306.0,461.0,0.0
potential,N0383,439.0,376.0,434.0,459.0,0.0
potential,N0384,370.0,331.0,383.0,452.0,0.0
potential,N0385,355.0,308.0,355.0,451.0,0.0
potential,N0386,370.0,290.0,370.0,470.0,0.0
potential,N0387,370.0,290.0,370.0,470.0,0.0
potential,N0388,305.0,278.0,306.0,461.0,0.0
potential,N0389,315.0,282.0,314.0,455.0,0.0
potential,N0390,121.0,110.0,122.0,135.0,0.0
potential,N0391,351.0,295.0,351.0,483.0,0.0
potential,N0392,340.0,272.0,340.0,447.0,0.0
potential,N0393,446.0,304.0,446.0,483.0,0.0
potential,N0394,56.0,46.0,56.0,74.0,0.0
potential,N0395,300.0,273.0,302.0,466.0,0.0
potential,N0396,262.0,244.0,264.0,313.0,0.0
potential,N0397,412.0,336.0,397.0,428.0,0.0
potential,N0398,477.0,347.0,463.0,484.0,0.0
potential,N0399,298.0,270.0,298.0,439.0,0.0
potential,N0400,71.0,54.0,73.0,93.0,0.0
potential,N0401,118.0,115.0,118.0,120.0,0.0
potential,N0402,192.0,188.0,191.0,194.0,0.0
potential,N0403,161.0,150.475,161.0,164.0,0.0
potential,N0404,397.0,326.0,397.0,493.0,0.0
potential,N0405,446.0,304.0,446.0,483.0,0.0
potential,N0406,439.0,376.0,434.0,459.0,0.0
potential,N0407,28.0,26.0,28.0,32.0,0.0
potential,N0408,334.0,285.0,334.0,473.0,0.0
potential,N0409,127.0,118.0,126.0,129.0,0.0
potential,N0410,439.0,376.0,434.0,459.0,0.0
potential,N0411,173.0,164.0,171.0,173.0,0.0
potential,N0412,16.0,12.0,16.0,17.0,1.0
potential,N0413,91.0,82.475,91.0,105.0,0.0
potential,N0414,124.0,116.0,124.0,132.0,0.0
potential,N0415,319.0,257.0,319.0,430.0,0.0
potential,N0416,477.0,347.0,463.0,484.0,0.0
potential,N0417,185.0,157.475,185.0,219.0,0.0
potential,N0418,423.0,356.0,423.0,476.0,0.0
potential,N0419,469.0,323.0,462.0,477.0,0.0
potential,N0420,315.0,270.0,316.0,410.0,0.0
potential,N0421,81.0,66.0,81.0,99.0,0.0
potential,N0422,462.0,359.0,456.0,470.0,0.0
potential,N0423,402.0,364.0,402.0,425.0,0.0
potential,N0424,276.0,242.0,277.0,440.52499999999986,0.0
potential,N0425,150.0,147.0,150.0,176.0,0.0
potential,N0426,319.0,257.0,319.0,430.0,0.0
potential,N0427,309.0,250.0,308.0,441.0,0.0
potential,N0428,439.0,376.0,434.0,459.0,0.0
potential,N0429,109.0,97.0,109.0,121.0,0.0
potential,N0430,477.0,347.0,463.0,484.0,0.0
potential,N0431,446.0,304.0,446.0,483.0,0.0
potential,N0432,280.0,243.0,282.5,442.0,0.0
potential,N0433,423.0,344.0,423.0,488.0,0.0
potential,N0434,50.0,49.0,52.0,58.0,0.0
potential,N0435,137.0,125.0,137.0,143.0,0.0
potential,N0436,14.0,12.0,14.0,16.0,1.0
potential,N0437,66.0,51.0,67.0,80.0,0.0
potential,N0438,54.0,53.0,55.0,62.0,0.0
potential,N0439,181.0,175.0,182.0,183.52499999999986,0.0
potential,N0440,77.0,69.0,74.0,79.0,0.0
potential,N0441,86.0,72.0,86.0,107.0,0.0
potential,N0442,18.0,17.0,18.0,19.0,1.0
potential,N0443,80.0,59.0,80.0,91.0,0.0
potential,N0444,319.0,257.0,319.0,430.0,0.0
potential,N0445,439.0,376.0,434.0,459.0,0.0
potential,N0446,102.0,82.0,102.0,113.0,0.0
potential,N0447,269.0,252.0,271.0,382.1499999999992,0.0
potential,N0448,496.0,331.0,492.0,496.0,0.0
potential,N0449,436.0,341.0,436.0,498.0,0.0
potential,N0450,309.0,250.0,308.0,441.0,0.0
potential,N0451,300.0,273.0,302.0,466.0,0.0
potential,N0452,423.0,356.0,423.0,476.0,0.0
potential,N0453,125.0,110.0,125.0,139.0,0.0
potential,N0454,250.0,237.0,250.0,374.0,0.0
potential,N0455,469.0,323.0,462.0,477.0,0.0
potential,N0456,33.0,28.0,33.0,38.0,0.0
potential,N0457,423.0,344.0,423.0,488.0,0.0
potential,N0458,46.0,45.0,46.0,60.0,0.0
potential,N0459,179.0,171.0,178.0,181.0,0.0
potential,N0460,20.0,16.0,20.0,25.0,0.6373333333333333
potential,N0461,19.0,18.0,19.0,20.524999999999864,0.9746666666666667
potential,N0462,355.0,308.0,355.0,451.0,0.0
potential,N0463,364.0,301.0,364.0,483.0,0.0
potential,N0464,77.0,66.0,74.0,81.0,0.0
potential,N0465,477.0,347.0,463.0,484.0,0.0
potential,N0466,402.0,364.0,402.0,425.0,0.0
potential,N0467,446.0,304.0,446.0,483.0,0.0
potential,N0468,278.0,244.0,281.0,430.44999999999754,0.0
potential,N0469,269.0,248.0,271.0,401.0,0.0
potential,N0470,273.0,248.0,274.0,407.0,0.0
potential,N0471,84.0,81.0,84.0,89.0,0.0
potential,N0472,402.0,364.0,402.0,425.0,0.0
potential,N0473,3.0,2.0,3.0,5.0,1.0
potential,N0474,222.0,182.0,222.0,224.0,0.0
potential,N0475,281.0,246.0,280.0,411.0,0.0
potential,N0476,237.0,229.0,237.0,288.0,0.0
potential,N0477,238.0,232.475,239.0,287.0,0.0
potential,N0478,250.0,237.0,250.0,374.0,0.0
potential,N0479,462.0,359.0,456.0,470.0,0.0
potential,N0480,32.0,28.0,33.0,37.0,0.0
potential,N0481,452.0,366.0,446.0,455.0,0.0
potential,N0482,423.0,356.0,423.0,476.0,0.0
potential,N0483,462.0,359.0,456.0,470.0,0.0
potential,N0484,267.0,239.0,267.0,395.24999999999864,0.0
potential,N0485,364.0,301.0,364.0,483.0,0.0
potential,N0486,402.0,364.0,402.0,425.0,0.0
potential,N0487,485.0,315.0,485.0,494.0,0.0
potential,N0488,291.0,262.0,291.0,405.0,0.0
potential,N0489,207.0,198.0,207.0,209.0,0.0
potential,N0490,402.0,364.0,402.0,425.0,0.0
potential,N0491,150.0,147.0,150.0,176.0,0.0
potential,N0492,173.0,164.0,171.0,173.0,0.0
potential,N0493,225.0,223.0,226.0,270.0,0.0
potential,N0494,41.0,37.0,41.0,44.0,0.0
potential,N0495,412.0,336.0,397.0,428.0,0.0
potential,N0496,167.0,145.0,168.0,201.04999999999973,0.0
potential,N0497,423.0,344.0,423.0,488.0,0.0
potential,N0498,112.0,101.0,113.0,125.0,0.0
potential,N0499,355.0,308.0,355.0,451.0,0.0
potential,N0500,281.0,246.0,280.0,411.0,0.0
