category_id,name,domain,status,analysis_scope,admissible_pool,direct_energy,year0_papers,year0_denominator,year0_share,year1_papers,year1_denominator,year1_share,year2_papers,year2_denominator,year2_share,year3_papers,year3_denominator,year3_share,year4_papers,year4_denominator,year4_share,recent_papers,previous_papers,share_growth_ratio,baseline_years_used,baseline_papers,baseline_annual_mean_papers,baseline_mean_share,multiyear_share_ratio,historical_peak_ratio,three_year_log_share_slope,growing_quarters,active_quarters,core_years,core_papers,core_mean_annual_share,core_active_quarters,core_active_years,core_persistence,recent_institutions,core_institutions,baseline_mean_institutions,institution_expansion,citation_cohort_percentile,pooled_baseline_share,pooled_share_ratio,share_ratio_lower95,growth_count_pvalue,growth_count_qvalue,core_score,emerging_score,core_eligible,emerging_eligible,trajectory,end_quarter,core_numeric_candidate,emerging_numeric_candidate,core_failed_gates,emerging_failed_gates,core_rank,emerging_rank,abstract_available_core_candidate,abstract_available_emerging_candidate,abstract_available_multiyear_ratio,abstract_available_yoy_ratio,title_year_dedup_core_candidate,title_year_dedup_emerging_candidate,title_year_dedup_multiyear_ratio,title_year_dedup_yoy_ratio,exclude_jan1_core_candidate,exclude_jan1_emerging_candidate,exclude_jan1_multiyear_ratio,exclude_jan1_yoy_ratio,assignment_margin_core_candidate,assignment_margin_emerging_candidate,assignment_margin_multiyear_ratio,assignment_margin_yoy_ratio,equal_quarter_quota_core_candidate,equal_quarter_quota_emerging_candidate,equal_quarter_quota_multiyear_ratio,equal_quarter_quota_yoy_ratio,core_robust_candidate,emerging_robust_candidate,scope_review_status,core_followup,emerging_followup,potential_followup,review_display_name,review_reason
N0011,Graphene / Nanotechnology / Oxide,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,34,11973,0.0028225476560582,66,11985,0.0054352268083367,49,9992,0.0048330404217926,41,7998,0.0050315227934044,45,7996,0.0055178268251273,34,66,0.5193063243890631,3,156,52.0,0.0050999300078446,0.5534483123722613,0.5115324828979415,-0.2689179276460489,0,4,3,149,0.0043636049620625,12,3,1.0,83,325,129.33333333333334,0.6445012787723785,0.5057598380760574,0.0051778329197684,0.5451214243090136,0.3770453713845863,0.9994375027549054,0.9999999999869336,86.96000000000001,18.11,False,False,近期份额下降,2026Q2,False,False,annual_volume | current_volume | current_share,multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,33,428,False,False,0.4384194278682671,0.4245346534653466,False,False,0.5543397776482736,0.5198611477824854,False,False,0.5340673542509684,0.4891216808046605,False,False,0.5743881859123802,0.5178434229699298,False,False,0.5396824295212802,0.5443037974683544,False,False,未进入候选范围审阅,False,False,False,Graphene / Nanotechnology / Oxide,未进入候选范围审阅
N0012,Renewable energy / Thermodynamics / Automotive engineering,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,0,11973,4.090648776896016e-05,5,11985,0.0004495300367797,2,9992,0.0002440929505955,2,7998,0.0003031037827352,0,7996,6.063545961678389e-05,0,5,0.0909983414278595,3,9,3.0,0.0003322422567035,0.123122471460531,0.0909983414278595,-0.8931302110944337,1,0,3,7,0.0002448431583814,0,0,0.0,0,14,7.0,0.125,0.1934345398563093,0.0003143093465674,0.1301472202965074,0.007574591125373,0.9710348149293004,0.9999999999869336,1.72,3.74,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,volume | baseline | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,498,488,False,False,0.1438787563730092,0.1378359264497878,False,False,0.1233115379762794,0.0910955634454157,False,False,0.1332944638255839,0.1095846388688037,False,False,0.2334713697459654,0.1403024052381583,False,False,0.1999757556165363,0.1999999999999999,False,False,未进入候选范围审阅,False,False,False,Renewable energy / Thermodynamics / Automotive engineering,未进入候选范围审阅
N0013,Overpotential / Oxygen evolution / Catalysis,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,79,11973,0.0065041315552646,39,11985,0.003228442991418,84,9992,0.0082503417301308,83,7998,0.0101236663433559,54,7996,0.0066092650982294,79,39,2.014634166548434,3,206,68.66666666666667,0.0072008170216349,0.903249108500176,0.642467988836203,-0.1189085112288048,4,4,3,202,0.0059943054256045,12,3,1.0,168,348,139.0,1.207142857142857,0.6177158258857463,0.0068320926385442,0.9519969794570192,0.7349940601754464,0.6212501902689376,0.9999999999869336,97.04000000000002,60.24,False,False,历史峰值以下的恢复或波动,2026Q2,True,False,,multiyear | trend | peak | lower95 | qvalue,5,203,False,False,1.0059458619230122,1.618988085249203,True,False,0.9048675943961292,2.0167865881776224,True,False,0.9155705559834926,2.311090965994324,False,False,1.1172253747622478,2.422554863778867,False,False,0.799347258153771,1.7719298245614037,False,False,有样本依据的条件性跟踪方向,True,False,False,电解水析氧与析氢催化,五篇代表题名均为析氧/析氢或海水电解；四篇有摘要支持，包含理论计算。仅条件性跟踪，不代表工程验证或类内纯度。
N0014,Scanning electron microscope / Analytical Chemistry (journal) / Diffraction,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,1,11973,0.0001227194633068,0,11985,4.086636697997548e-05,2,9992,0.0002440929505955,3,7998,0.0004243452958292,5,7996,0.0006669900557846,1,0,3.0029452671193653,3,5,1.6666666666666667,0.0002364348711349,0.5190413018087975,0.183989944441552,-0.3438240667603782,4,0,3,3,0.0001358929269608,0,0,0.0,3,7,2.6666666666666665,1.090909090909091,0.4231152889067176,0.0001819685690653,0.6743992324455386,0.1108749309202682,0.7402672878784219,0.9999999999869336,8.970000000000002,48.760000000000005,False,False,历史峰值以下的恢复或波动,2026Q2,False,False,annual_volume | active_years | persistence | current_volume,volume | baseline | multiyear | trend | peak | lower95 | qvalue,487,268,False,False,0.2467288178768522,0.9648514851485148,False,False,0.520021188208316,3.0061535936987203,False,False,0.5206135443332984,2.958785249457701,False,False,0.2709800634573919,0.9821168366671084,False,False,0.6921850416302877,3.0,False,False,未进入候选范围审阅,False,False,False,Scanning electron microscope / Analytical Chemistry (journal) / Diffraction,未进入候选范围审阅
N0015,Mechanics / Heat transfer / Thermodynamics,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,17,11973,0.0014317270719136,35,11985,0.0029015120555782,32,9992,0.0031732083577426,21,7998,0.0026066925315227,34,7996,0.004183846713558,17,35,0.4934417105595201,3,88,29.33333333333333,0.0028938043149478,0.4947560083859317,0.3422035198550606,-0.3979308590804953,1,1,3,84,0.0025021491617448,9,2,0.75,30,145,57.333333333333336,0.5314285714285714,0.3522538367888211,0.0029280397022332,0.4889711948993077,0.2928142990175454,0.9974929124640814,0.9999999999869336,60.67,16.419999999999998,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | current_volume | current_share,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,178,434,False,False,0.4311011409184671,0.3594544748592506,False,False,0.4955572971571422,0.4939689003730291,False,False,0.537598370122858,0.5152113618458682,False,False,0.5597791124091869,0.5535567624850973,False,False,0.5244137251001983,0.5319148936170213,False,False,未进入候选范围审阅,False,False,False,Mechanics / Heat transfer / Thermodynamics,未进入候选范围审阅
N0016,Wind power / Wind speed / Induction generator,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,72,11973,0.0059314407264992,45,11985,0.0037188393951777,39,9992,0.0038566686194102,28,7998,0.0034553831231813,29,7996,0.0035774921173902,72,45,1.5949709294223733,3,112,37.333333333333336,0.0036769637125898,1.6131355080253196,1.53797002331152,0.2152316900993929,4,4,3,156,0.004502316247029,12,3,1.0,138,259,67.66666666666667,2.024271844660194,0.3547704053231996,0.0037220843672456,1.5935804085194578,1.186249550478533,0.0007183529282632,0.0179588232065815,79.77000000000001,86.11999999999999,False,False,多年背景上持续抬升,2026Q2,False,True,annual_volume,,72,58,False,False,1.5267047791892172,1.5521523891519586,False,True,1.6278172716514587,1.632555322420653,False,False,1.5547761520075507,1.6010742691870674,False,False,1.6338734752654545,1.430099955146842,False,False,1.542183800251365,1.6545454545454543,False,False,有样本依据的条件性跟踪方向,False,True,False,风能资源评估与功率预测,四篇样本均涉及风能评估或风电预测；两篇可用摘要明确风电选址和发电量估计，仅样本关注增长，五种完整过滤未全部通过。
N0017,Photovoltaic system / Electrical engineering / Maximum power point tracking,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,128,11973,0.0105129673566227,95,11985,0.0078054760931753,102,9992,0.010007810974419,67,7998,0.0081838021338506,57,7996,0.0069730778559301,128,95,1.3468707393537118,3,264,88.0,0.0086656964004816,1.2131705140325957,1.0504762113807835,0.0246217980010223,4,4,3,325,0.0094420848080723,12,3,1.0,231,534,166.66666666666666,1.3836978131212725,0.4123144099945393,0.0087510339123242,1.2013400315838296,0.9730476223325653,0.0351037981287871,0.2454510556554972,87.34,68.67999999999999,False,False,平稳或增长证据不足,2026Q2,True,False,,multiyear | lower95 | qvalue,32,152,True,False,1.330178953131282,1.3902978093084897,True,False,1.2151692487633867,1.3483097270167033,True,False,1.2404567189547897,1.3831007970837772,False,False,1.2998436309158767,1.1733254243368108,True,False,1.1609343382099993,1.2446043165467624,False,False,范围过宽或样本混杂，暂缓认定,False,False,False,Photovoltaic system / Electrical engineering / Maximum power point tracking,光伏效率、故障、数据和采用行为混合，另含城市日照；非统一技术任务。
N0018,Polymer / Polymer chemistry / Membrane,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,10,11973,0.0008590362431481,12,11985,0.0010216591744993,12,9992,0.0012204647529779,8,7998,0.0010305528612997,11,7996,0.001394615571186,10,12,0.8408246747934222,3,32,10.666666666666666,0.0010908922629256,0.787462036667401,0.6159663357391091,-0.1755879484497726,2,1,3,34,0.0010337200568751,3,0,0.25,24,83,23.666666666666668,1.0135135135135134,0.5314465267471686,0.0010752688172043,0.7989037061277918,0.3984130225912818,0.7515971134617238,0.9999999999869336,37.37,37.5,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,316,331,False,False,0.5193830296684903,0.5108037274315667,False,False,0.7887525941327322,0.8417230062356416,False,False,0.8494057054333451,0.9862617498192336,False,False,1.0753430028026407,1.133211734615894,False,False,0.7357564904610069,0.8666666666666667,False,False,未进入候选范围审阅,False,False,False,Polymer / Polymer chemistry / Membrane,未进入候选范围审阅
N0019,Thermoelectric effect / Thermoelectric materials / Seebeck coefficient,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,77,11973,0.0063405056041888,61,11985,0.0050265631385369,74,9992,0.0072739699277484,70,7998,0.0085475266731328,56,7996,0.0068518069366965,77,61,1.261399773451224,3,205,68.33333333333333,0.0069493532464727,0.9123878696779464,0.7417941875652401,-0.06867184939049,4,4,3,212,0.0062136795568247,12,3,1.0,173,419,157.33333333333334,1.098947368421053,0.545448594116359,0.0067990074441687,0.9325634155066044,0.7181405935730211,0.6778558131930524,0.9999999999869336,93.7,56.02,False,False,历史峰值以下的恢复或波动,2026Q2,True,False,,multiyear | trend | peak | lower95 | qvalue,14,226,False,False,0.941544067514014,1.2655844155844156,True,False,0.9139498766022046,1.2627474445075926,True,False,0.9226256197006768,1.2926731672388012,False,False,0.9664540265257312,1.4562422060926088,False,False,0.9638281628267612,1.2298850574712643,False,False,有样本依据的条件性跟踪方向,True,False,False,热电材料与器件,样本覆盖SnTe、InTe、热电阵列和自供能热电传感器；材料和器件任务有关联，但传感与发电性能不可互相替代。
N0020,Plasma / Atomic physics / Physics,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,25,11973,0.0020862308762169,40,11985,0.003310175725378,35,9992,0.0034661198984573,44,7998,0.0053952473326867,32,7996,0.0039413048750909,25,40,0.6302477721114716,3,119,39.66666666666666,0.0040571809855073,0.51420700325403,0.3866793767873607,-0.2538383770358785,1,3,3,100,0.0029541755000174,10,2,0.8333333333333334,41,190,97.66666666666669,0.4256756756756756,0.3270416216554292,0.0039536807278742,0.5276680186916975,0.3440951441458396,0.9985404853703242,0.9999999999869336,66.77000000000001,20.3,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | current_volume | current_share,multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,146,417,False,False,0.4312474334571903,0.5137520894946638,False,False,0.4948804592945212,0.6061791197170259,False,False,0.532551215851916,0.6443576765485659,False,False,0.5193076135938088,0.7537175723259203,False,False,0.5223140238511297,0.6363636363636364,False,False,未进入候选范围审阅,False,False,False,Plasma / Atomic physics / Physics,未进入候选范围审阅
N0021,Perovskite (structure) / Halide / Energy conversion efficiency,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,130,11973,0.0106765933076986,134,11985,0.0109930527176134,105,9992,0.0103007225151337,88,7998,0.0107298739088263,76,7996,0.0092772253213679,130,134,0.9712127815590512,3,327,109.0,0.0106745497138578,1.0001914454375622,0.9712127815590512,0.0179198820459296,2,4,3,369,0.0106567895134819,12,3,1.0,294,654,252.66666666666663,1.1629434954007885,0.5650440591585036,0.0108354011579818,0.9853436113746268,0.8043965433698806,0.5182394348063826,0.9999999999869336,96.54,51.85,False,False,近期份额下降,2026Q2,True,False,,multiyear | recent_growth | quarters | peak | lower95 | qvalue,6,248,True,False,0.9851512758884964,0.999516807968222,True,False,0.9941358730172792,0.964800223999961,True,False,1.0718057037944528,1.0388623764762597,True,False,1.0442347202903433,1.0239090424827295,True,False,0.9457240749595218,0.987878787878788,True,False,范围过宽或样本混杂，暂缓认定,False,False,False,Perovskite (structure) / Halide / Energy conversion efficiency,虽通过数值稳健门槛，样本包含光伏、显示LED、X射线检测及勘误，不可整体认定能源核心。
N0022,Electronic engineering / Amplifier / CMOS,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,12,11973,0.001022662194224,16,11985,0.0013485901103391,16,9992,0.0016110134739308,14,7998,0.0017580019398642,15,7996,0.0018796992481203,12,16,0.7583195118988296,3,46,15.333333333333334,0.0015725351747114,0.6503270710060095,0.5440562873271702,-0.2272271231765232,1,1,3,44,0.0013274219261646,5,0,0.4166666666666667,21,65,23.33333333333333,0.904109589041096,0.3133642925603073,0.0015384615384615,0.6647304262456026,0.3559988069940372,0.9074421061504492,0.9999999999869336,31.790000000000006,28.08,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,356,380,False,False,0.6543042784695337,0.7652270399453739,False,False,0.6514137959470017,0.7591296953784648,False,False,0.6626795987667874,0.7822075946842199,False,False,0.628191018315578,0.8787361170179389,False,False,0.5695459589093901,0.6521739130434783,False,False,未进入候选范围审阅,False,False,False,Electronic engineering / Amplifier / CMOS,未进入候选范围审阅
