category_id,name,domain,status,analysis_scope,admissible_pool,direct_energy,year0_papers,year0_denominator,year0_share,year1_papers,year1_denominator,year1_share,year2_papers,year2_denominator,year2_share,year3_papers,year3_denominator,year3_share,year4_papers,year4_denominator,year4_share,recent_papers,previous_papers,share_growth_ratio,baseline_years_used,baseline_papers,baseline_annual_mean_papers,baseline_mean_share,multiyear_share_ratio,historical_peak_ratio,three_year_log_share_slope,growing_quarters,active_quarters,core_years,core_papers,core_mean_annual_share,core_active_quarters,core_active_years,core_persistence,recent_institutions,core_institutions,baseline_mean_institutions,institution_expansion,citation_cohort_percentile,pooled_baseline_share,pooled_share_ratio,share_ratio_lower95,growth_count_pvalue,growth_count_qvalue,core_score,emerging_score,core_eligible,emerging_eligible,trajectory,end_quarter,core_numeric_candidate,emerging_numeric_candidate,core_failed_gates,emerging_failed_gates,core_rank,emerging_rank,abstract_available_core_candidate,abstract_available_emerging_candidate,abstract_available_multiyear_ratio,abstract_available_yoy_ratio,title_year_dedup_core_candidate,title_year_dedup_emerging_candidate,title_year_dedup_multiyear_ratio,title_year_dedup_yoy_ratio,exclude_jan1_core_candidate,exclude_jan1_emerging_candidate,exclude_jan1_multiyear_ratio,exclude_jan1_yoy_ratio,core_robust_candidate,emerging_robust_candidate,scope_review_status
N0011,Graphene / Nanotechnology / Oxide,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,6,11974,0.0005317408376963351,22,11985,0.0018389865140988966,15,9992,0.0015133762936926382,10,7998,0.0012730358874878758,7,7996,0.0009095318942517585,6,22,0.2891488510762071,3,47,15.666666666666666,0.001541799565093137,0.3448832453550561,0.2891488510762071,-0.522971083203708,1,0,3,43,0.0012947012151626233,3,0,0.25,11,111,41.0,0.2857142857142857,0.5481281216593246,0.0015715467328370554,0.3383550909341416,0.14906854404895792,0.9972664667400266,0.999999583780761,39.78,8.14,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,319,471,False,False,0.22653594837465377,0.19294641752258385,False,False,0.3454239002666918,0.28945770776930013,False,False,0.3506020943019435,0.28492006105888973,False,False,待主题与代表文献审阅
N0012,Renewable energy / Thermodynamics / Automotive engineering,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,2,11974,0.00020451570680628272,11,11985,0.0009399264405394361,3,9992,0.00034173013083382153,3,7998,0.00042434529582929196,1,7996,0.0001819063788503517,2,11,0.21758692806737992,3,17,5.666666666666667,0.0005686672890675166,0.3596403569152736,0.21758692806737992,-0.2566882780025095,0,0,3,16,0.0004953907593931801,0,0,0.0,2,28,12.0,0.23076923076923078,0.2464555605509079,0.0005789909015715467,0.353227842183994,0.09387005409169259,0.9590183208751246,0.999999583780761,3.3300000000000005,8.16,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,volume | baseline | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,496,470,False,False,0.499362188903698,0.3710508029280459,False,False,0.36016193365320276,0.2178193453113463,False,False,0.3947541369164294,0.25954256574190354,False,False,待主题与代表文献审阅
N0013,Overpotential / Oxygen evolution / Catalysis,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,60,11974,0.0049492801047120415,25,11985,0.0020841847159787496,55,9992,0.005418863503222027,50,7998,0.006122696411251212,30,7996,0.0036987630366238176,60,25,2.3746840031824243,3,130,43.333333333333336,0.004541914876817329,1.0896901943217763,0.8083497485874241,-0.04532198754969974,4,4,3,140,0.00415077610797094,11,2,0.9166666666666666,130,258,90.33333333333333,1.4343065693430657,0.6151678292512806,0.004317617866004963,1.1462987828729612,0.8450882380065345,0.17661415567578742,0.6580921642041323,92.82000000000001,70.72,False,False,历史峰值以下的恢复或波动,2026Q2,False,False,annual_volume | active_years,multiyear | trend | peak | lower95 | qvalue,13,136,False,False,1.2241276243559158,1.9059341243084502,False,False,1.091634969384092,2.3772205411822616,False,False,1.1012645817629638,2.862564590938751,False,False,待主题与代表文献审阅
N0014,Scanning electron microscope / Analytical Chemistry (journal) / Diffraction,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,0,11974,4.090314136125655e-05,1,11985,0.00012259910093992643,1,9992,0.00014645577035735208,2,7998,0.00030310378273520856,1,7996,0.0001819063788503517,0,1,0.3336332897033159,3,4,1.3333333333333333,0.00019071955134416236,0.21446747893950796,0.1349476439790576,-0.637758304025958,2,0,3,2,0.00010331933755284503,0,0,0.0,0,5,2.3333333333333335,0.3,0.34262290908392073,0.0001488833746898263,0.2747327661431065,0.014790770555410782,0.89690779014561,0.999999583780761,4.17,9.379999999999999,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,volume | baseline | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,493,463,False,False,0.21076714114708126,0.32157736253763974,False,False,0.21484457967888526,0.333989662810731,False,False,0.21485851852804366,0.3287539166064111,False,False,待主题与代表文献审阅
N0015,Mechanics / Heat transfer / Thermodynamics,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,17,11974,0.001431609947643979,32,11985,0.0026563138536984062,21,9992,0.0020991993751220466,22,7998,0.002727934044616877,31,7996,0.0038200339558573855,17,32,0.5389460833668949,3,75,25.0,0.0024944824244791104,0.573910617126486,0.3747636707388016,-0.19137818679397745,0,2,3,70,0.0020623743921548104,9,1,0.75,30,119,48.0,0.6326530612244898,0.34378080390461146,0.00249793217535153,0.5731180220866128,0.3407297462390612,0.9838291709577744,0.999999583780761,52.18000000000001,18.71,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | current_volume | current_share,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,239,423,False,False,0.4351609482895083,0.3489456487110559,False,False,0.5748396505299523,0.53952176300195,False,False,0.6013614615074402,0.5335514384267984,False,False,待主题与代表文献审阅
N0016,Wind power / Wind speed / Induction generator,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,42,11974,0.0034767670157068065,27,11985,0.0022476501838986514,20,9992,0.002001562194883812,21,7998,0.0026066925315227935,15,7996,0.0018796992481203006,42,27,1.5468452522608283,3,68,22.666666666666668,0.002285301636768419,1.5213602264877408,1.3337848532813832,0.27608743520110135,4,4,3,89,0.002575326464829757,10,1,0.8333333333333334,74,141,37.666666666666664,1.9396551724137931,0.3556130368470079,0.0022663358147229115,1.5340917233538427,1.0462595233352232,0.01251012239853948,0.12264825880921058,65.67,86.46000000000001,False,False,多年背景上持续抬升,2026Q2,False,False,annual_volume | active_years | current_volume,lower95 | qvalue,157,54,False,False,1.2479900037338454,1.2648709593147163,False,False,1.5238583286577267,1.5484975275770256,False,False,1.3693763958796692,1.388817566071982,False,False,待主题与代表文献审阅
N0017,Photovoltaic system / Electrical engineering / Maximum power point tracking,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,24,11974,0.0020042539267015706,29,11985,0.0024111156518185533,26,9992,0.00258738527631322,11,7998,0.0013942774005819593,12,7996,0.0015158864904195974,24,29,0.8312558234980921,3,66,22.0,0.002130926109571244,0.9405553377469477,0.7746252346142448,-0.12768796741265076,2,3,3,79,0.0023342516182777813,9,0,0.75,51,145,36.666666666666664,1.3805309734513276,0.33581917198217875,0.0022001654259718776,0.9109560140534583,0.573225570762869,0.6535104479833282,0.999999583780761,58.699999999999996,45.97,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | current_volume,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,198,280,False,False,1.10726946554483,1.140137921724359,False,False,0.9420316154758003,0.83214373615555,False,False,1.034593323803403,0.870230955722853,False,False,待主题与代表文献审阅
N0018,Polymer / Polymer chemistry / Membrane,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,10,11974,0.0008589659685863875,11,11985,0.0009399264405394361,13,9992,0.0013181019332161687,6,7998,0.0007880698351115422,8,7996,0.0010308028134853261,10,11,0.9138650978829956,3,30,10.0,0.0010153660696223825,0.8459667840839308,0.6516688481675392,-0.2141093738323563,1,1,3,34,0.0010389981141139973,2,0,0.16666666666666666,22,71,18.333333333333332,1.1896551724137931,0.4863465216925392,0.0010090984284532672,0.8512211934597889,0.4221550552612285,0.6902519881059512,0.999999583780761,27.6,39.78,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,387,315,False,False,0.5888036767338456,0.558529103354848,False,False,0.8473445104500552,0.9148412503076545,False,False,0.9556250369429334,1.090078776115995,False,False,待主题与代表文献审阅
N0019,Thermoelectric effect / Thermoelectric materials / Seebeck coefficient,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,53,11974,0.00437663612565445,42,11985,0.003473641193297916,48,9992,0.004735403241554384,50,7998,0.006122696411251212,33,7996,0.004062575794324521,53,42,1.2599563058207575,3,140,46.666666666666664,0.004777246948701171,0.916141906133691,0.7148216785029288,-0.03939323171264153,2,4,3,143,0.0041952268535022505,12,3,1.0,131,318,121.33333333333333,1.0790190735694822,0.5532750926910757,0.004648469809760133,0.9415218996292224,0.687196256805243,0.630781881119433,0.999999583780761,91.51,52.800000000000004,False,False,历史峰值以下的恢复或波动,2026Q2,False,False,annual_volume,multiyear | quarters | trend | peak | lower95 | qvalue,17,237,False,False,1.049483029440544,1.3651869164333763,False,False,0.9177128430021989,1.2613021383793488,False,False,0.9016050182633976,1.264081961035919,False,False,待主题与代表文献审阅
N0020,Plasma / Atomic physics / Physics,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,13,11974,0.0011043848167539268,18,11985,0.0015120555782590927,18,9992,0.0018062878344073422,20,7998,0.00248545101842871,13,7996,0.001637157409653165,13,18,0.730386390972124,3,56,18.666666666666668,0.0019345981436983816,0.5708600622569959,0.44433980334567746,-0.2459926830118504,3,1,3,49,0.0014742427431401206,5,0,0.4166666666666667,15,112,53.666666666666664,0.29268292682926833,0.29466743389219013,0.001869313482216708,0.5907970103785387,0.32626447504976314,0.9629690306308006,0.999999583780761,33.86,26.979999999999997,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,volume | multiyear | recent_growth | trend | peak | lower95 | qvalue,354,380,False,False,0.4163577015431317,0.5237117047041562,False,False,0.5294736450348385,0.6770060732649952,False,False,0.6015991344309597,0.7471679922872981,False,False,待主题与代表文献审阅
N0021,Perovskite (structure) / Halide / Energy conversion efficiency,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,72,11974,0.005930955497382199,93,11985,0.007642010625255415,62,9992,0.00610232376488967,60,7998,0.0073351115421920465,46,7996,0.005639097744360902,72,93,0.7760988289889968,3,215,71.66666666666667,0.00702648197744571,0.8440860613348132,0.7760988289889968,-0.01424215713276622,1,4,3,227,0.006558429962509094,12,3,1.0,135,430,176.66666666666666,0.7654784240150094,0.5562398521632744,0.0071298593879239045,0.8318474705725148,0.6374909156076922,0.9034147546261009,0.999999583780761,95.35,39.39,False,False,近期份额下降,2026Q2,False,False,current_share,multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,7,318,False,False,0.7734681383338351,0.7095963289053703,False,False,0.8454446478950218,0.776927825254909,True,False,0.9350940409967419,0.8373920517333115,False,False,待主题与代表文献审阅
N0022,Electronic engineering / Amplifier / CMOS,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,14,11974,0.0011861910994764397,24,11985,0.0020024519820187985,16,9992,0.001611013473930873,16,7998,0.0020004849660523764,14,7996,0.001758428328886733,14,24,0.5923693102895609,3,56,18.666666666666668,0.0018713168073340159,0.6338804283847346,0.5923693102895609,-0.15305802543190605,1,1,3,54,0.0015998855184753702,7,0,0.5833333333333334,28,91,30.333333333333332,0.9255319148936171,0.3087130244676992,0.001869313482216708,0.63455975188806,0.3563558641668538,0.9434236853303298,0.999999583780761,37.18,26.58,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,333,381,False,False,0.670126140793498,0.6353113747694834,False,False,0.6349045692368981,0.5930020543782366,False,False,0.6421949057244669,0.5917570498915402,False,False,待主题与代表文献审阅
N0023,Nanoparticle / Nanotechnology / Chemical engineering,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,10,11974,0.0008589659685863875,15,11985,0.00126685737637924,12,9992,0.001220464752977934,5,7998,0.0006668283220174588,9,7996,0.001152073732718894,10,15,0.6780289435906097,3,32,10.666666666666666,0.0010513834837915443,0.816986363043052,0.6780289435906097,-0.17562885326429223,2,1,3,37,0.0011154293659811872,3,0,0.25,24,87,25.0,0.9615384615384616,0.4881696362913788,0.001075268817204301,0.7988383507853404,0.3983804299029154,0.7516707006433996,0.999999583780761,31.36,35.660000000000004,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,362,336,False,False,0.8201932088810826,0.9647320876129193,False,False,0.8182529246872959,0.6787531857121307,False,False,0.9172466681917496,0.7141895429725484,False,False,待主题与代表文献审阅
N0024,Automotive engineering / Powertrain / Engineering,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,3,11974,0.0002863219895287958,30,11985,0.0024928483857785044,20,9992,0.002001562194883812,12,7998,0.0015155189136760426,13,7996,0.001637157409653165,3,30,0.11485736202901037,3,62,20.666666666666668,0.0020033098314461194,0.14292446681705243,0.11485736202901037,-0.9722831185164007,0,0,3,53,0.0015935775233970374,5,1,0.4166666666666667,5,66,29.666666666666668,0.19565217391304346,0.23646836159843396,0.0020678246484698098,0.13846531413612564,0.047182391666988246,0.9999904433882674,0.999999583780761,27.92,1.02,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,383,497,False,False,0.18022210140622352,0.15704940961140545,False,False,0.14314599159904584,0.1149800478528746,False,False,0.17723861426716425,0.12552422270426608,False,False,待主题与代表文献审阅
N0025,Hydrogen / Hydrogen production / Hydrogen storage,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,28,11974,0.002331479057591623,41,11985,0.0033919084593379647,11,9992,0.0011228275727396993,10,7998,0.0012730358874878758,8,7996,0.0010308028134853261,28,41,0.6873649703526147,3,62,20.666666666666668,0.0019292573065218463,1.2084852806881008,0.6873649703526147,0.3653263662607973,1,3,3,80,0.002282071696556429,7,1,0.5833333333333334,53,152,44.333333333333336,1.1911764705882353,0.5571712787815627,0.0020678246484698098,1.1275032722513088,0.7239701471445525,0.29467152110127826,0.832405426839769,69.92,58.28,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,multiyear | recent_growth | quarters | peak | lower95 | qvalue,126,214,False,False,1.0946740200595049,0.6057620085011353,False,False,1.2275401856239638,0.7050892881559877,False,False,1.1018723228479685,0.6117319714068664,False,False,待主题与代表文献审阅
N0026,Doping / Analytical Chemistry (journal) / Optoelectronics,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,5,11974,0.000449934554973822,19,11985,0.0015937883122190436,16,9992,0.001611013473930873,3,7998,0.00042434529582929196,6,7996,0.0007882609750181907,5,19,0.28230509128742115,3,38,12.666666666666666,0.0012097156939930695,0.3719341306457414,0.2792866492146597,-0.6377583040259576,0,0,3,40,0.0012182454470412462,3,0,0.25,17,131,41.333333333333336,0.42519685039370075,0.5450618034264614,0.0012737799834574028,0.353227842183994,0.14455533487485203,0.9930035731353876,0.999999583780761,39.24999999999999,6.11,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | persistence | current_volume | current_share,volume | multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,322,479,False,False,0.43486602372584715,0.3710508029280459,False,False,0.372492664871379,0.2826066377629262,False,False,0.3147852874404328,0.23990150671278654,False,False,待主题与代表文献审阅
N0027,Turbine / Marine engineering / Mechanical engineering,待主题范围审阅,NMF关键词主题,待主题范围审阅,True,False,26,11974,0.002167866492146597,27,11985,0.0022476501838986514,27,9992,0.0026850224565514546,18,7998,0.002242967992240543,23,7996,0.0028498666019888433,26,27,0.9645035102332223,3,72,24.0,0.0023918802108968827,0.9063440895870419,0.7606905146485463,-0.10697279553207739,2,3,3,80,0.0023668463775322348,9,0,0.75,48,130,36.333333333333336,1.3125,0.32618638518529186,0.0023986765922249793,0.9037760651742193,0.5792080962091332,0.6707142641194239,0.999999583780761,58.19000000000001,47.57999999999999,False,False,近期份额下降,2026Q2,False,False,annual_volume | active_years | current_volume,multiyear | recent_growth | quarters | trend | peak | lower95 | qvalue,200,271,False,False,0.7016133566759587,0.8082890463783917,False,False,0.9078280989468701,0.9655337524892043,False,False,0.9780441083102137,0.9862617498192334,False,False,待主题与代表文献审阅
