doc_id,family,accepted,anchor,reason,category_id,title,url,recorded_date,quote_start,quote_end,quote,quote_sha256,body_sha256,reviewed_issue_date
policy:080ab2483072b79ce1fa1842,STORAGE_SCALEUP,True,新型储能产业发展实施方案,北京储能发展，同类规模化建设计划保守合并计组。,N0061,北京市经济和信息化局关于印发《北京市新型储能产业发展实施方案（2024—2027年）》的通知,https://www.beijing.gov.cn/zhengce/zhengcefagui/202412/t20241205_3957763.html,2024-12-05,15,695,有关单位： 为贯彻落实《北京市促进未来产业创新发展实施方案》，把握发展机遇，整合资源优势，推动本市新型储能技术创新与产业发展，北京市经济和信息化局制定了《北京市新型储能产业发展实施方案（2024—2027年）》，现予以印发，请结合实际认真贯彻落实。 特此通知。 北京市经济和信息化局 2024年12月5日 北京市新型储能产业发展实施方案（2024—2027年） 新型储能是构建新型电力系统的重要技术和基础装备，是实现碳达峰碳中和目标的重要支撑，也是催生国内能源新业态、抢占国际战略新高地的重要领域。为贯彻落实《关于加快推动新型储能发展的指导意见》《“十四五”新型储能发展实施方案》《北京市促进未来产业创新发展实施方案》等文件精神，把握产业发展机遇，整合资源优势，推动本市新型储能技术创新与产业发展，特制定本方案。 一、形势与基础 （一）发展形势 全球新型储能产业进入快速发展阶段。美国、欧盟、日韩等主要经济体逐步将发展新型储能上升为国家或地区战略，各类储能技术性能快速提升、成本下降趋势明显，产业链日趋完善，市场应用前景广阔。锂离子电池储能发展最为成熟，占据绝对主导地位，液流电池储能、钠离子电池储能、压缩空气储能等不断实现技术突破，进入从研发示范向商业化应用关键期。根据彭博新能源财经（BNEF）和国际能源署（IEA）预测，2030年前全球新型储能装机规模将保持30%～40%的年复合增长率，预计到2030年，全球新型储能累计装机规模将达到358～585GW，全球储能投资总规模预计最高可达3260亿美元。 我国新型储能具备全产业链发展优势。锂离子电池储能优,20dbe7916f44363fd7521f8caa71cb11f7fefe62f1eb80648c52c4e752b63dac,399987732460e65b7c6a28af6a6cccf733ea7e81f3e27f61ba5daf69e0034688,
policy:b20453065b74e25cdd9acc75,STORAGE_SCALEUP,True,新型储能发展实施方案,云南储能发展，同类规模化建设计划保守合并计组。,N0061,云南省发展和改革委员会云南省能源局关于印发《云南省新型储能发展实施方案（2024—2025年）》的通知,https://nyj.yn.gov.cn/zfxxgk/zcwj/qtlxwj/202405/t20240527_3197228.html,2024-05-27,0,663,各州（市）发展改革委（能源局），云南电网有限责任公司： 为推进新能源供给消纳体系建设，促进新型储能产业健康发展，现印发《云南省新型储能发展实施方案（2024—2025 年）》（以下简称《实施方案》），并将有关事项通知如下： 一、根据《实施方案》，首批集中共享新型储能试点示范项目共19个，总规模310万千瓦，优先纳入全省新型储能“十四五”规划。请各州（市）组织，加快推进项目建设，争取尽早发挥示范效益。省发展改革委、省能源局将根据示范项目进展情况对示范项目清单进行滚动调整。 二、请各州（市）加强项目安全和质量管理，按月报送项目进展情况，如遇特殊事项及时报送相关情况。 附件： 云南省新型储能发展实施方案（2024-2025年）.pdf 云南省发展和改革委员会 云南省能源局 2024年5月25日 （此件公开发布） 【附件：云南省新型储能发展实施方案（2024-2025年）.pdf】 — 3 — 云南省新型储能发展实施方案 （2024—2025 年） 为落实省委、省政府建设绿色能源强省战略部署，推进新型 电力系统建设，持续深化能源供给侧结构性改革，结合云南以绿 色能源为主的电力供应结构和大规模新能源发展趋势，制定2024 —2025 年新型储能发展实施方案。 一、总体要求 体现统筹规划，多元协同。科学研判我省电力系统需求，统 筹系统灵活调节资源需求及配比，做好顶层规划，优化布局，根 据各类新型储能技术特点、经济性和建设周期，统筹项目建设时 序和规模，相互协同，提升系统灵活调节能力。 体现市场主导，示范先行。发挥市场,b8131241d746363222557e87bbd7e4b000b720a7fe159cba3f3464e98f0b730a,1d8df380c82859d19219b78dcf3722ac9b94d0167e06d644f1c2a6198cf44659,
policy:2ef232a8f62910d5036950b3,GRID_CONNECTED_CYBER_SECURITY,True,强化网络安全管理,已核读第十六条明确网络安全、控制接口、监测与隔离装置要求。,N0189,国家能源局关于提升新能源和新型并网主体涉网安全能力服务新型电力系统高质量发展的通知,https://zfxxgk.nea.gov.cn/2024-09/30/c_1310787050.htm,2024-09-30,3337,4017,开展实时运行监测，实时掌握聚合可调节资源的运行状态，自动接收、严格执行参与市场的出清结果，并及时向市场运营机构自动报送执行情况，严禁私自篡改各类数据。 （十六）强化网络安全管理。并网主体要严格执行网络安全相关法律法规、国家标准及行业标准要求，优化电力监控系统网络安全防护体系，强化供应链安全管控，禁止擅自设置或预留任何外部控制接口。采用云平台等互联网技术进行监测的新能源和新型并网主体，应当按照法规、标准，安装网络安全监测、隔离装置等网络安全设施，并向相应调度机构备案。虚拟电厂的技术支撑系统（或平台）的涉控功能的网络安全防护应当严格落实《电力监控系统安全防护规定》（中华人民共和国国家发展和改革委员会2014年第14号令）要求。 （十七）强化通信运行管理。接入电力通信网的新能源和新型并网主体通信设备的运行条件应符合电力通信网运行要求，并由专人维护，通信设备应纳入电力通信网管系统统一管理，并严格执行通信调度运行检修管理要求。上送至电力调度机构的信息应完整、齐全、准确，通讯链路应可靠稳定。 六、营造安全发展环境 （十八）健全监督管理机制。国家能源局及其派出机构、地方电力管理部门应加强涉网安全监督管理，健全监督管理协调机制，定期组织对电网企业及其电力调度机构、并网主体开展监督检查。电力调度机构应加强并网主体涉网安全管理，对于并网主体为规避电力调度机构调控而采取破坏通信设备设施等的行为，要严肃调度纪律并按照相关规定进行考核，必要时按照规定履行电网解列程序，并将情况报告国家能源局及其派出机构、地方电力管理部门。 （十九）加强宣传引导工作。加强政策文件宣传,35d818579b72ca684a809238b6b5f41fc0193c7fb6a8dcf9b49eb6187c87dcba,524cf64551dba014008fc64172f57ad17caca011d24d200d082bc36379320cbb,
policy:e4802e449fadd07f9bf9ef78,INDUSTRIAL_INTERNET_POWER_SECURITY,True,利用工业互联网安全防护技术,正文明确本体安全与网络安全融合、监控调度预警响应。,N0189,工业和信息化部办公厅关于印发《工业互联网与电力行业融合应用参考指南（2024年）》的通知,https://www.gov.cn/zhengce/zhengceku/202410/content_6980680.htm,2024-10-16,15102,15782,素的充分流通和使用，完善电力数据标准化体系，强化数据共 享中的确权及动态访问控制，推进数据共享全过程的在线流转和在线跟踪， 支持数据便捷共享应用。四是安全保障，利用工业互联网安全防护技术体 系，推进本体安全和网络安全融合，提升网络安全智能防护技术水平，强 化监控及调度等系统网络安全预警及响应处置，提高主动免疫和主动防御 能力。五是共享创新，依托工业互联网新型基础设施建设，探索能源新型 基础设施共建共享，提高基础资源综合利用效率，降低建设和运营成本， 打造开放互联的资源服务共享体系，在技术创新、运营模式、发展业态等 方面深入探索。通过以上五个方面融合，加快工业互联网在电力领域的创 新应用，推动跨学科、跨领域融合，聚焦原创性、引领性创新，促进创新 成果的工程化、产业化，培育工业互联网与电力产业融合发展新优势。 2.融合创新应用实施架构设计 电力行业工业互联网融合创新应用的实施架构总体分为设备层、厂 （场）站层、企业层和行业层四个层级，围绕“网络是基础、标识是身份、 - 13 - 平台是中枢、数据是要素、安全是保障”五大体系进行设计，推动企业能 力提升。 图2-2 电力行业工业互联网融合创新实施架构 设备层由电力厂（场）站生产运行所需的各类设备、仪器仪表、传感 器、控制器、执行器等装置及相关系统组成。在设备层部署工业互联网边 缘设备，重点是围绕生产人员、原材料、环境以及虚拟资源进行高质量、 高频率数据采集，通过先进生产控制网络建设，大幅提升设备层各类终端 感知能力，实现高效便捷的边缘设备数据接入。同时，依托标识载体将生 产设备、环境、关键数据等,381e0aeaa2d69d546db0a987d057dc749dd280e4d6d8720e7022c15d64d1d28b,0221afa3e4510ee9d74499640a50dba94e20f17cb7b88e4f4b7bbc49c74143c3,
policy:a8fca12e7e7341d71ecca04a,RENEWABLE_CURTAILMENT_MONITORING,True,新能源消纳监测统计,支持新能源消纳统计监测，不代表Electric power下全部技术任务。,N0412,关于印发《湖南新能源消纳监测统计实施细则（试行）》的通知,https://hunb.nea.gov.cn/xxgk/zcfg/202510/t20251015_288686.html,2025-10-15,0,607,关于印发《湖南新能源消纳监测统计实施细则（试行）》的通知 【附件：关于印发《湖南新能源消纳监测统计实施细则（试行）》的通知（湘监能市场〔2025〕58号）(2).pdf】 - 3 - 附件1： 湖南新能源消纳监测统计实施细则（试行） 第一条为进一步加强新能源消纳监测分析和监管，保障与 电力市场建设运营优化衔接，规范新能源消纳监测统计工作，促 进湖南新能源消纳和新能源行业高质量发展，根据《风电场利用 率监测统计管理办法》（国能发新能规〔2022〕49 号）、《光伏电 站消纳监测统计管理办法》（国能发新能规〔2021〕57 号）、《分 布式光伏发电开发建设管理办法》（国能发新能规〔2025〕7 号） 等文件，结合湖南实际，制定本实施细则。 第二条本细则适用于并入湖南电网、接受电力调度机构直 接调度的集中式新能源场站（风电、光伏，下同），具备条件的 分布式光伏、分散式风电项目参照执行。 第三条本细则界定的新能源可发电量指排除内部设备故 障、缺陷或检修等自身原因引起受阻，不考虑站外约束情况下新 能源场站能够发出的电量，具体如下： （一）新能源场站出力受限时，新能源场站可发电力及可发 电量按照《风电场利用率监测统计管理办法》和《光伏电站消纳 监测统计管理办法》有关规定计算； - 4 - （二）新能源场站出力未受限时，可发电力等于实发电力， 可发电量等于实发电量。 第四条本细则界定的新能源受限电量是指排除站,1e7b5c3d317657e16b1f43db127e8ae94e54820aaa667ed0cfb811aba8d621cc,4dd26f688ba33bd349c91b6e7040cdb8996802469c34446d5d3db1d6a365a421,
policy:d11d0bb98bd31de90437b70a,NEW_POWER_SYSTEM_PILOT,True,新型电力系统建设第一批试点,试点通知涵盖多个技术方向，需逐任务对应。,N0412,自治区发展改革委关于转发《国家能源局关于组织开展新型电力系统建设第一批试点工作的通知》的通知,https://fzggw.nx.gov.cn/tzgg/202506/t20250616_4934561.html,2025-06-16,0,669,五市发展改革委、宁东经发局，各有关企业： 为探索新型电力系统建设新技术、新模式，推动新型电力系统建设取得突破，现将《国家能源局关于组织开展新型电力系统建设第一批试点工作的通知》转给你们。 请各地市根据通知要求，结合本地区新型电力系统建设情况，因地制宜选择多个试点方向形成综合试点方案。同时，请五市发展改革委、宁东经发局广泛征集试点项目，指导相关企业按照国家要求编写单一方向试点申报表。综合试点及单一方向试点项目统一由五市发展改革委及宁东经发局审核汇总后，于6月20日前相关材料盖章后（含盖章扫描件和可编辑版）报送我委电力处邮箱，我委将根据申报要求结合项目可行性、技术经济性等，做好项目评审，择优向国家能源申报试点。 联系人：洪武东 8301520 邮 箱：Nxfgwdlc@126.com 附件：国家能源局关于组织开展新型电力系统建设第一批 试点工作的通知 宁夏回族自治区发展改革委 2025年6月13日 （此件公开发布） 【附件：P020250616361468088224.pdf】 【第1页】 国家能源局文件 国能发电力〔2025]53号 国家能源局关于组织开展新型电力系统建设 第一批试点工作的通知 各省（自治区、直辖市）能源局，有关省（自治区、直辖市）及 新疆生产建设兵团发展改革委，北京市城市管理委员会，国家能 源局各派出机构，有关中央企业： 为落实《国家发展改革委国家能源局国家数据局关于印发 <加快构建新型电力系统行动方案（2024—2027年））的通知》 （发改能源〔2024〕1128号）有关要求，选取典型性、代表性的,92488faac84ab1dd8110b99cdc9287f4544d6d7fcacedb7aedab6ccdea32e437,9d57a6fecfeee2ad1de0ba705e0dd18120b00bff3f8527cc29c7b8411e1567bc,
policy:bfeb5830e2f4a417e2a38695,GRID_OPERATION_2006,False,二○○六年十一月三日,正文落款2006-11-03、2007-01-01施行，2023网页日期不能计作近期新增政策。,N0412,《电网运行规则》（电监会令第22号）,https://hbj.nea.gov.cn/xxgk/fdzdgknr/dlaqjgxx/aqjgxgfl/202311/t20231105_196077.html,2023-11-05,0,671,《电网运行规则（试行）》已经2006年10月26日国家电力监管委员会主席办公会议通过，现予公布，自2007年1月1日起施行。 主 席 柴松岳 二○○六年十一月三日 电网运行规则（试行） 第一章 总 则 第一条 为了保障电力系统安全、优质、经济运行，维护社会公共利益和电力投资者、经营者、使用者的合法权益，根据《中华人民共和国电力法》、《电力监管条例》和《电网调度管理条例》，制定本规则。 第二条 电网运行坚持安全第一、预防为主的方针。电网企业及其电力调度机构、电网使用者和相关单位应当共同维护电网的安全稳定运行。 第三条 电网运行实行统一调度、分级管理。 电力调度应当公开、公平、公正。 本规则所称电力调度，是指电力调度机构（以下简称调度机构）对电网运行进行的组织、指挥、指导和协调。 第四条 国家电力监管委员会及其派出机构（以下简称电力监管机构）依法对电网运行实施监管。 第五条 本规则适用于省级以上调度机构及其调度管辖范围内的电网企业、电网使用者和相关规划设计、施工建设、安装调试、研究开发等单位。 第二章 规划、设计与建设 第六条 电力系统的规划、设计和建设应当遵守国家有关规定和有关国家标准、行业标准。 第七条 电网与电源建设应当统筹考虑，合理布局，协调发展。 电网结构应当安全可靠、经济合理、技术先进、运行灵活，符合《电力系统安全稳定导则》和《电力系统技术导则》的要求。 第八条 经政府有关部门依法批准或者核准的拟并网机组，电网企业应当按期完成相应的电网一次设备、二次设备的建设、调试、验收和投入使用，保证并网机组电力送出的必要网络,5faf02cdc736250aa0bec80f4647952640de16da57280c0a6c09994ca08c70da,ef90a31fafb480a596b2f8b63ffcc228405132fb9537d0f44257ade4767b2166,2006-11-03
policy:c4eeeae042dd6dcb39789c9e,POWER_FLEXIBILITY_1803,True,1803,发改能源2024年1803号，与政府网站转载合并计组。,N0029,关于印发《电力系统调节能力优化专项行动实施方案(2025—2027年)》的通知(发改能源〔2024〕1803号),https://www.ndrc.gov.cn/xxgk/zcfb/tz/202501/t20250106_1395477.html,2025-01-06,0,665,国家发展改革委 国家能源局关于印发 《电力系统调节能力优化专项行动实施方案 （2025—2027年）》的通知 发改能源〔2024〕1803号 各省、自治区、直辖市、新疆生产建设兵团发展改革委、能源局，北京市城市管理委员会，天津市、辽宁省、上海市、重庆市、四川省、甘肃省工信厅（经信委），国家能源局各派出机构，国家电网有限公司、中国南方电网有限责任公司、内蒙古电力（集团）有限责任公司、中国华能集团有限公司、中国大唐集团有限公司、中国华电集团有限公司、国家电力投资集团有限公司、中国长江三峡集团有限公司、国家能源投资集团有限责任公司、国家开发投资集团有限公司、华润（集团）有限公司、中国中煤能源集团有限公司、中国国际工程咨询有限公司，中国电力企业联合会，电力规划设计总院、水电水利规划设计总院、国核电力规划设计研究院有限公司： 为进一步落实《加快构建新型电力系统行动方案（2024—2027年）》和《关于加强电网调峰储能和智能化调度能力建设的指导意见》，着力提升电力系统调节能力和调用水平，有效支撑新能源消纳利用，国家发展改革委、国家能源局制定了《电力系统调节能力优化专项行动实施方案（2025—2027年）》。现印发给你们，请认真组织落实，因地制宜推进调节能力建设。 国家发展改革委 国 家 能 源 局 2024年12月20日 【附件：《电力系统调节能力优化专项行动实施方案（2025—2027年）》.pdf】 【第1页】 — 1 — 电力系统调节能力优化专项行动实施方案 （2025—2027 年） 为加快实施《加快构建新型电力,059685e6fb6fe98f89a9b1c3419ef6ade041a39428cecfae9b6449559f64fb52,ade6bb4befdfc9d72a166324ca5fc7fcb5078f54fc1255f0c6a75315b4d71d10,
policy:f21d7303d144acfbb014729e,POWER_FLEXIBILITY_1803,True,1803,同一文件转载，不能重复计政策支持。,N0029,关于印发《 电力系统调节能力优化专项行动实施方案（2025—2027年）》的通知,https://www.gov.cn/zhengce/zhengceku/202501/content_6996643.htm,2025-01-07,0,665,国家发展改革委 国家能源局关于印发 《电力系统调节能力优化专项行动实施方案 （2025—2027年）》的通知 发改能源〔2024〕1803号 各省、自治区、直辖市、新疆生产建设兵团发展改革委、能源局，北京市城市管理委员会，天津市、辽宁省、上海市、重庆市、四川省、甘肃省工信厅（经信委），国家能源局各派出机构，国家电网有限公司、中国南方电网有限责任公司、内蒙古电力（集团）有限责任公司、中国华能集团有限公司、中国大唐集团有限公司、中国华电集团有限公司、国家电力投资集团有限公司、中国长江三峡集团有限公司、国家能源投资集团有限责任公司、国家开发投资集团有限公司、华润（集团）有限公司、中国中煤能源集团有限公司、中国国际工程咨询有限公司，中国电力企业联合会，电力规划设计总院、水电水利规划设计总院、国核电力规划设计研究院有限公司： 为进一步落实《加快构建新型电力系统行动方案（2024—2027年）》和《关于加强电网调峰储能和智能化调度能力建设的指导意见》，着力提升电力系统调节能力和调用水平，有效支撑新能源消纳利用，国家发展改革委、国家能源局制定了《电力系统调节能力优化专项行动实施方案（2025—2027年）》。现印发给你们，请认真组织落实，因地制宜推进调节能力建设。 国家发展改革委 国家能源局 2024年12月20日 附件： 《电力系统调节能力优化专项行动实施方案（2025—2027年）》.pdf 《电力系统调节能力优化专项行动实施方案（2025—2027年）》.zip 【附件：《电力系统调节能力优化专项行动实施方案（202,1f950d268145c32c5c46e643b7d4a14f547411732e0f4bb0723cfa748e3a86dc,311b1b50654007ca1cc13ac87b5272eb205ffdc2fc5e368f0a3e68340e76763e,
policy:d0132ba56302084d1b596458,SICHUAN_ANCILLARY_SERVICE_27,True,电力辅助服务,支持辅助服务与并网运行；文号2024，网页2025，不声称2025新发。,N0029,关于印发《四川省电力辅助服务管理实施细则》和《四川省电力并网运行...,https://scb.nea.gov.cn/xxgk/flfg/202512/P020251226415693486284.pdf,2025-12-26,0,612,【附件：关于印发《四川省电力辅助服务管理实施细则》和《四川省电力并网运行...】 【第1页】 国家能源局四川监管办公室文件 川监能市场〔2024]27号 关于印发《四川省电力辅助服务管理实施细则》和 《四川省电力并网运行管理实施细则》的通知 国网西南分部、国网四川省电力公司，四川电力交易中心有限公 司，各有关电力企业，各相关市场主体： 为推动构建新型电力系统，规范四川电力辅助服务和并网运 行管理，促进电力保供和清洁能源消纳，根据《电力并网运行管 理规定》（国能发监管规〔2021］60号）、《电力辅助服务管理办 法》（国能发监管规〔2021]61号）等政策文件要求，我办编制 形成《四川省电力辅助服务管理实施细则》和《四川省电力并网 管理实施细则》，现予印发，请遵照执行。 【第2页】 附件：1.《四川省电力辅助服务管理实施细则》 2.《四川省电力并网运行管理实施细则》 益 四州能源监管 【第3页】 附件1 四川省电力辅助服务管理实施细则 第一章总则 第一条为深入贯彻落实党中央、国务院决策部署，完整准 确全面贯彻新发展理念，做好碳达峰、碳中和工作，构建新型电 力系统，深化电力体制改革，持续推动能源高质量发展，保障四 川省电力系统安全、优质、经济运行及电力市场有序运营，促进 源网荷储协调发展，建立用户参与的电力辅助服务分担共享新机 制，进一步规范电力辅助服务管理，根据《中华人民共和国电力 法》《电力监管条例》《电,45002574c6ff4706ccc99cd92d70190b6f4fb71c646356d4ee397ce0c60c0c97,3d2f8ebeb2ebfea933e7236bd8b5a94f3420ac19482be1d4db90ef705fd871e0,
