category_id,name,block,start_quarter,end_quarter,papers,background,share
C0097,永磁电机与磁路设计,0,2025Q3,2026Q2,175,418193,0.0004192867108809082
C0098,建筑与工业冷却节能,0,2025Q3,2026Q2,1050,418193,0.002509747520116206
C0099,无人机巡检与电网作业,0,2025Q3,2026Q2,32,418193,7.76456872001682e-05
C0100,磁重联与磁场材料效应,0,2025Q3,2026Q2,827,418193,0.001976978651019667
C0101,人类世生态危机与社会转型,0,2025Q3,2026Q2,645,418193,0.0015421628026987251
C0102,电力设备与线路故障检测、定位和诊断,0,2025Q3,2026Q2,1641,418193,0.003921704478125418
C0103,金属基复合材料与耐磨制造,0,2025Q3,2026Q2,796,418193,0.001902916610921045
C0104,发动机燃气轮机与动力机械,0,2025Q3,2026Q2,517,418193,0.0012363582500334474
C0105,微电网能量管理与优化,0,2025Q3,2026Q2,1212,418193,0.002896781407083198
C0106,电动汽车推广与整车能耗,0,2025Q3,2026Q2,1674,418193,0.004000544714359435
C0107,模板化晶体数据库记录,0,2025Q3,2026Q2,157,418193,0.00037628294566235357
C0108,储能充放电与变流控制,0,2025Q3,2026Q2,11,418193,2.7474627778521053e-05
C0109,水系锌电池与锌空气电池,0,2025Q3,2026Q2,1378,418193,0.0032933716863209803
C0110,电气柜密封防护与开关部件,0,2025Q3,2026Q2,6,418193,1.5529137440033638e-05
C0111,机柜装配与通用机械部件,0,2025Q3,2026Q2,5,418193,1.3140039372336156e-05
C0112,电站锅炉汽轮机与设备运维,0,2025Q3,2026Q2,239,418193,0.0005721889872135472
C0113,二氧化钛光催化材料与反应,0,2025Q3,2026Q2,1688,418193,0.0040339920873072
C0114,水分离采集与流体界面技术,0,2025Q3,2026Q2,1199,418193,0.0028657231322031305
C0115,二氧化碳吸收溶解与水合物,0,2025Q3,2026Q2,1129,418193,0.0026984862674643067
C0116,电源装置与供电电路结构,0,2025Q3,2026Q2,5,418193,1.3140039372336156e-05
C0117,制冷循环工质与能效,0,2025Q3,2026Q2,1133,418193,0.0027080426597350968
C0118,煤矿产能及经营公告,0,2025Q3,2026Q2,0,418193,1.1945490338487415e-06
C0119,煤矿安全生产与许可管理,0,2025Q3,2026Q2,8,418193,2.0307333575428605e-05
C0120,电力载波与通信传输,0,2025Q3,2026Q2,476,418193,0.0011384052292578507
C0121,波浪能装置与海洋水动力,0,2025Q3,2026Q2,2015,418193,0.004815227155444276
C0122,热电材料与热电性能优化,0,2025Q3,2026Q2,2530,418193,0.00604561266030848
C0123,磁约束等离子体运行与边界,0,2025Q3,2026Q2,965,418193,0.0023066741843619197
C0124,电力系统碳计量与低碳调度,0,2025Q3,2026Q2,681,418193,0.0016281703331358346
C0125,重整气化与合成气制氢,0,2025Q3,2026Q2,1121,418193,0.002679373482922727
C0126,氮化碳及复合光催化材料,0,2025Q3,2026Q2,1834,418193,0.004382800405191033
C0127,质子交换及功能聚合物膜,0,2025Q3,2026Q2,947,418193,0.002263670419143365
C0128,石墨烯复合材料与多场景应用,0,2025Q3,2026Q2,1070,418193,0.002557529481470155
C0129,生物质与污泥厌氧消化产气,0,2025Q3,2026Q2,1379,418193,0.0032957607843886777
C0130,能源网络安全与隐私保护,0,2025Q3,2026Q2,2238,418193,0.005347996024540815
C0131,光伏电池及组件结构制造,0,2025Q3,2026Q2,10,418193,2.508552971082357e-05
C0132,超级电容器复合电极材料,0,2025Q3,2026Q2,1265,418193,0.0030234036046711647
C0133,排放交易与污染治理政策研究,0,2025Q3,2026Q2,1218,418193,0.002911115995489383
C0134,功能薄膜沉积与表征,0,2025Q3,2026Q2,629,418193,0.0015039372336155654
C0135,电连接器接线与端口结构,0,2025Q3,2026Q2,16,418193,3.942011811700847e-05
C0136,电力市场机制与产消者经济,0,2025Q3,2026Q2,1086,418193,0.002595755050553315
C0137,电解与其他路线制氢技术,0,2025Q3,2026Q2,1256,418193,0.0030019017220618872
C0138,光伏出力预测与系统参数建模,0,2025Q3,2026Q2,1614,418193,0.003857198830297586
C0139,变压器油纸绝缘诊断,0,2025Q3,2026Q2,355,418193,0.0008493243630664552
C0140,厌氧微生物产甲烷机制,0,2025Q3,2026Q2,1037,418193,0.0024786892452361383
C0141,半导体载流子与电荷输运,0,2025Q3,2026Q2,1265,418193,0.0030234036046711647
C0142,电机转子定子与装配结构,0,2025Q3,2026Q2,5,418193,1.3140039372336156e-05
C0143,微电网变流器协调与功率分配,0,2025Q3,2026Q2,1426,418193,0.003408048393570459
C0144,能源作物种植与生物质采收,0,2025Q3,2026Q2,631,418193,0.0015087154297509604
C0145,陆面气象与蒸散估计,0,2025Q3,2026Q2,1013,418193,0.002421350891611399
C0146,铁基催化剂与氧电催化,0,2025Q3,2026Q2,1762,418193,0.004210785344316814
C0147,节能减排财政资金安排,0,2025Q3,2026Q2,7,418193,1.791823550773112e-05
C0148,电极与电机铁芯制造装置,0,2025Q3,2026Q2,9,418193,2.2696431643126086e-05
C0149,临床疾病与健康研究,0,2025Q3,2026Q2,288,418193,0.0006892547925307238
C0150,储能技术与能量转换综述,0,2025Q3,2026Q2,543,418193,0.0012984747997935818
C0151,多孔碳吸附二氧化碳,0,2025Q3,2026Q2,1369,418193,0.003271869803711703
C0152,镁基及多组元合金性质,0,2025Q3,2026Q2,574,418193,0.001372536839892204
C0153,硅基材料与碳化硅陶瓷,0,2025Q3,2026Q2,481,418193,0.0011503507195963379
C0154,无线电能传输电路与系统,0,2025Q3,2026Q2,1018,418193,0.0024332963819498864
C0155,电解水析氧催化,0,2025Q3,2026Q2,3168,418193,0.007569857227499474
C0156,电力交易竞价与市场优化,0,2025Q3,2026Q2,1229,418193,0.002937396074234055
C0157,水工引水排水与杂项装置,0,2025Q3,2026Q2,65,418193,0.00015648592343418512
C0158,有机光伏材料、器件与载流子输运,0,2025Q3,2026Q2,1538,418193,0.0036756273771525773
C0159,太阳辐照预测与光伏环境建模,0,2025Q3,2026Q2,1154,418193,0.002758213719156744
C0160,通用互联网协议与通信网络,0,2025Q3,2026Q2,220,418193,0.0005267961239272949
C0161,车辆操稳道路与轮胎交互,0,2025Q3,2026Q2,769,418193,0.001838410963093213
C0162,电气传感与多设备测量,0,2025Q3,2026Q2,244,418193,0.0005841344775520345
C0163,分布式电源接入与配电网运行,0,2025Q3,2026Q2,177,418193,0.0004240649070163032
C0164,输电线路雷电接地与电磁影响,0,2025Q3,2026Q2,398,418193,0.0009520555799774469
C0165,天然气供能与燃气动力系统,0,2025Q3,2026Q2,445,418193,0.0010643431891592286
C0166,多类太阳能电池结构与性能,0,2025Q3,2026Q2,851,418193,0.0020343170046444067
C0167,晶硅异质结与硅基光伏制造,0,2025Q3,2026Q2,510,418193,0.001219634563559565
C0168,粒子束辐照与半导体材料缺陷,0,2025Q3,2026Q2,363,418193,0.0008684371476080351
C0169,电池荷电状态健康状态与建模,0,2025Q3,2026Q2,1583,418193,0.0037831367901989643
C0170,能源转型与能源安全研究,0,2025Q3,2026Q2,2388,418193,0.005706360734695438
C0171,最优潮流与电网优化运行,0,2025Q3,2026Q2,717,418193,0.001714177863572944
C0172,燃烧稳定与低污染排放,0,2025Q3,2026Q2,735,418193,0.0017571816287914987
C0173,电池正极改性与再生工艺,0,2025Q3,2026Q2,43,418193,0.0001039257659448405
C0174,电力负荷预测与短路等系统计算混合,0,2025Q3,2026Q2,298,418193,0.0007131457732076986
C0175,空化流动与水动力,0,2025Q3,2026Q2,943,418193,0.002254114026872575
C0176,光伏最大功率点跟踪,0,2025Q3,2026Q2,1450,418193,0.003465386747195199
C0177,纳米结构输运与器件基础,0,2025Q3,2026Q2,525,418193,0.0012554710345750273
C0178,离子液体与电解质基础,0,2025Q3,2026Q2,1041,418193,0.0024882456375069284
C0179,超导与量子材料基础,0,2025Q3,2026Q2,620,418193,0.001482435351006288
C0180,电池组结构均衡与供能电路,0,2025Q3,2026Q2,39,418193,9.436937367405057e-05
C0181,聚变装置与粒子束工程,0,2025Q3,2026Q2,422,418193,0.0010093939336021866
C0182,导航定位与遥感观测,0,2025Q3,2026Q2,514,418193,0.001229190955830355
C0183,通用控制器与电力控制算法,0,2025Q3,2026Q2,1507,418193,0.003601565337053955
C0184,卤化物钙钛矿结构、光电物性与发光,0,2025Q3,2026Q2,4110,418193,0.009820387607270503
C0185,风电场运行与功率优化,0,2025Q3,2026Q2,1026,418193,0.002452409166491466
C0186,煤热解气化与煤质特性,0,2025Q3,2026Q2,1166,418193,0.0027868828959691136
C0187,通用反应分离与气液处理装置,0,2025Q3,2026Q2,26,418193,6.331109879398329e-05
C0188,欧洲能源转型与能源政策研究,0,2025Q3,2026Q2,1078,418193,0.0025766422660117353
C0189,风力机叶片与气动设计,0,2025Q3,2026Q2,2049,418193,0.004896456489745991
C0190,充电负荷预测与园区用电调配,0,2025Q3,2026Q2,30,418193,7.286749106477323e-05
C0191,固态储氢材料与反应器,0,2025Q3,2026Q2,1883,418193,0.004499866210508209
C0192,含锂化合物与锂金属界面,0,2025Q3,2026Q2,1139,418193,0.0027223772481412816
C0193,多设备温控与智能散热,0,2025Q3,2026Q2,208,418193,0.0004981269471149252
C0194,股票价格与通用金融预测,0,2025Q3,2026Q2,1614,418193,0.003857198830297586
C0195,碳捕集封存与碳移除系统,0,2025Q3,2026Q2,1321,418193,0.0031571930964622236
C0196,混合动力与整车能量管理,0,2025Q3,2026Q2,1515,418193,0.0036206781215955353
C0197,铜基热电及功能复合材料,0,2025Q3,2026Q2,414,418193,0.0009902811490606067
C0198,电池负极活性材料与电池器件,0,2025Q3,2026Q2,2,418193,5.972745169243707e-06
C0199,交直流供电与储备能源控制,0,2025Q3,2026Q2,21,418193,5.136560845549588e-05
C0200,直流输电保护与故障限流,0,2025Q3,2026Q2,823,418193,0.0019674222587488773
C0201,电化学电极与摩擦电材料混合,0,2025Q3,2026Q2,655,418193,0.0015660537833757
C0202,氧化锌复合光催化材料,0,2025Q3,2026Q2,1174,418193,0.0028059956805106937
C0203,纳米表征与光学传感材料,0,2025Q3,2026Q2,443,418193,0.0010595649930238336
C0204,发电项目电价结算及清单政策,0,2025Q3,2026Q2,7,418193,1.791823550773112e-05
C0205,电池测试表征与性能评估,0,2025Q3,2026Q2,1118,418193,0.0026722061887196344
C0206,激子量子点与发光机理,0,2025Q3,2026Q2,1205,418193,0.0028800577206093154
C0207,组件边框与通用结构材料,0,2025Q3,2026Q2,17,418193,4.180921618470595e-05
C0208,能源企业组织投资与管理,0,2025Q3,2026Q2,1286,418193,0.0030735746640928115
C0209,有机半导体光物理与光电响应,0,2025Q3,2026Q2,774,418193,0.0018503564534317004
C0210,地热资源开发与换热,0,2025Q3,2026Q2,1376,418193,0.003288593490185585
C0211,直流变换器拓扑与设计,0,2025Q3,2026Q2,1158,418193,0.002767770111427534
C0212,等离子体波与高能粒子作用,0,2025Q3,2026Q2,928,418193,0.0022182775558571128
C0213,电力电缆绝缘与运行诊断,0,2025Q3,2026Q2,492,418193,0.0011766307983410104
C0214,通信网络路由与拓扑,0,2025Q3,2026Q2,521,418193,0.0012459146423042372
C0215,电池极耳焊接及耳机等混合部件,0,2025Q3,2026Q2,7,418193,1.791823550773112e-05
C0216,电力可靠性与电气安全,0,2025Q3,2026Q2,849,418193,0.0020295388085090115
C0217,离子液体萃取与金属分离,0,2025Q3,2026Q2,558,418193,0.0013343112708090442
C0218,气候变化治理与国际政策,0,2025Q3,2026Q2,1125,418193,0.002688929875193517
C0219,系统可靠性及暂态稳定混合,0,2025Q3,2026Q2,1589,418193,0.003797471378605149
C0220,局部放电电晕与放电物理,0,2025Q3,2026Q2,387,418193,0.0009257755012327746
C0221,锂金属沉积与含锂电极材料,0,2025Q3,2026Q2,1535,418193,0.003668460082949485
C0222,木质纤维素预处理与生化转化,0,2025Q3,2026Q2,1032,418193,0.002466743754897651
C0223,泵水轮机与水力机械流动,0,2025Q3,2026Q2,1033,418193,0.0024691328529653487
C0224,生物炭制备与环境应用,0,2025Q3,2026Q2,1060,418193,0.0025336385007931807
C0225,离子导电及功能聚合物,0,2025Q3,2026Q2,821,418193,0.001962644062613482
C0226,过硫酸盐活化与高级氧化,0,2025Q3,2026Q2,1405,418193,0.0033578773341488123
C0227,空调通风与空气处理,0,2025Q3,2026Q2,869,418193,0.0020773207698629613
C0228,能源审计与综合节能评估,0,2025Q3,2026Q2,1029,418193,0.0024595764606945587
C0229,通用安装固定与机电结构,0,2025Q3,2026Q2,3,418193,8.36184323694119e-06
C0230,高温钢材蠕变腐蚀与焊接,0,2025Q3,2026Q2,791,418193,0.0018909711205825576
C0231,专利权利要求格式与杂项器件,0,2025Q3,2026Q2,11,418193,2.7474627778521053e-05
C0232,多种掺杂氧化物及功能化合物,0,2025Q3,2026Q2,644,418193,0.0015397737046310277
C0233,半导体光电化学水分解,0,2025Q3,2026Q2,1291,418193,0.003085520154431299
C0234,软开关谐振与交流变换器,0,2025Q3,2026Q2,575,418193,0.0013749259379599013
C0235,热电发电器件与热设计,0,2025Q3,2026Q2,1218,418193,0.002911115995489383
C0236,氢能供给加氢与系统集成,0,2025Q3,2026Q2,1263,418193,0.0030186254085357695
C0237,分布式光伏部署与技术经济,0,2025Q3,2026Q2,2754,418193,0.006580770627472717
C0238,农业农村经济与资源发展,0,2025Q3,2026Q2,434,418193,0.0010380631104145563
C0239,高温及绝缘陶瓷制备,0,2025Q3,2026Q2,717,418193,0.001714177863572944
C0240,薄膜晶体管与有机电子器件,0,2025Q3,2026Q2,290,418193,0.0006940329886661187
C0241,有机半导体供受体与分子器件材料,0,2025Q3,2026Q2,1403,418193,0.003353099138013417
C0242,文摘索引与教学资料记录,0,2025Q3,2026Q2,103,418193,0.00024727165000668945
C0243,生物油热解与燃料升级,0,2025Q3,2026Q2,1121,418193,0.002679373482922727
C0244,电驱控制器与机电集成装置,0,2025Q3,2026Q2,9,418193,2.2696431643126086e-05
C0245,碳基超级电容器电极,0,2025Q3,2026Q2,1182,418193,0.0028251084650522734
C0246,虚拟电厂资源聚合与调度,0,2025Q3,2026Q2,409,418193,0.0009783356587221193
C0247,镍锰及多种无机功能材料,0,2025Q3,2026Q2,895,418193,0.002139437319623096
C0248,电力安全生产与应急政策,0,2025Q3,2026Q2,58,418193,0.00013976223696030273
C0249,磁性材料磁路与磁场基础,0,2025Q3,2026Q2,541,418193,0.001293696603658187
C0250,热力循环余热与联供系统,0,2025Q3,2026Q2,940,418193,0.0022469467326694825
C0251,充电站选址与充电调度,0,2025Q3,2026Q2,1935,418193,0.004624099310028478
C0252,热泵与区域供热供冷,0,2025Q3,2026Q2,1096,418193,0.00261964603123029
C0253,二氧化碳加氢与多类催化反应,0,2025Q3,2026Q2,1424,418193,0.0034032701974350643
C0254,电催化析氢与界面调控,0,2025Q3,2026Q2,2826,418193,0.006752785688346935
C0255,锂离子电池电极材料,0,2025Q3,2026Q2,960,418193,0.0022947286940234323
C0256,磁电耦合与自旋极化基础,0,2025Q3,2026Q2,997,418193,0.002383125322528239
C0257,固体氧化物燃料电池,0,2025Q3,2026Q2,831,418193,0.001986535043290457
C0258,综合能源系统协同管理与优化调度,0,2025Q3,2026Q2,3203,418193,0.007653475659868886
C0259,锂硫电池正极与多硫化物调控,0,2025Q3,2026Q2,1273,418193,0.0030425163892127444
C0260,电压电流检测与校验电路,0,2025Q3,2026Q2,26,418193,6.331109879398329e-05
C0261,保护电路与开关控制,0,2025Q3,2026Q2,25,418193,6.0922000726285816e-05
C0262,电池外壳盖板与封装,0,2025Q3,2026Q2,3,418193,8.36184323694119e-06
C0263,碳基氧还原及单原子催化,0,2025Q3,2026Q2,923,418193,0.0022063320655186253
C0264,绿色发展可持续性与绿色金融,0,2025Q3,2026Q2,1304,418193,0.0031165784293113665
C0265,覆冰冻结与除冰传热,0,2025Q3,2026Q2,408,418193,0.0009759465606544218
C0266,燃料电池质子交换膜,0,2025Q3,2026Q2,658,418193,0.0015732210775787924
C0267,通用数学方程与数值方法,0,2025Q3,2026Q2,1365,418193,0.0032623134114409128
C0268,液冷流体通道与杂项机电装置,0,2025Q3,2026Q2,6,418193,1.5529137440033638e-05
C0269,有机发光与分子光物理材料,0,2025Q3,2026Q2,629,418193,0.0015039372336155654
C0270,翼型螺旋桨与航空气动,0,2025Q3,2026Q2,1283,418193,0.0030664073698897193
C0271,沼气及多路线生物燃料,0,2025Q3,2026Q2,1187,418193,0.002837053955390761
C0272,高分子绝缘与复合材料混合,0,2025Q3,2026Q2,597,418193,0.0014274860954492461
C0273,电机调制谐波与转矩控制,0,2025Q3,2026Q2,52,418193,0.00012542764855411786
C0274,电缆结构材料与敷设,0,2025Q3,2026Q2,13,418193,3.225282391391602e-05
C0275,风电发电机与并网控制,0,2025Q3,2026Q2,897,418193,0.0021442155157584907
C0276,锂离子电池负极材料,0,2025Q3,2026Q2,1995,418193,0.004767445194090327
C0277,分子生物学与医学机制,0,2025Q3,2026Q2,468,418193,0.0011192924447162708
C0278,整体电催化水分解,0,2025Q3,2026Q2,2050,418193,0.004898845587813689
C0279,光伏支架与组件机械固定,0,2025Q3,2026Q2,2,418193,5.972745169243707e-06
C0280,航空器无人机设计与飞控,0,2025Q3,2026Q2,1068,418193,0.0025527512853347604
C0281,电机磁路转子与铁芯设计,0,2025Q3,2026Q2,13,418193,3.225282391391602e-05
C0282,金融投资与风险经济,0,2025Q3,2026Q2,1204,418193,0.002877668622541618
C0283,油路液压与油浸电气装置,0,2025Q3,2026Q2,1,418193,3.5836471015462244e-06
C0284,能源标准化许可与专项监管,0,2025Q3,2026Q2,46,418193,0.00011109306014793295
C0285,热泵换热器与热管理设计,0,2025Q3,2026Q2,1216,418193,0.0029063377993539877
C0286,燃料电池铂基催化剂,0,2025Q3,2026Q2,1374,418193,0.0032838152940501903
C0287,核裂变聚变与核电工程,0,2025Q3,2026Q2,615,418193,0.0014704898606678007
C0288,多体系电池配方与器件,0,2025Q3,2026Q2,160,418193,0.000383450239865446
C0289,锌基硫族及氧化物薄膜,0,2025Q3,2026Q2,575,418193,0.0013749259379599013
C0290,铁氧化物磁性纳米材料,0,2025Q3,2026Q2,629,418193,0.0015039372336155654
C0291,瓶装液化石油气价格政策,0,2025Q3,2026Q2,1,418193,3.5836471015462244e-06
C0292,仿真软件硬件在环与教学平台,0,2025Q3,2026Q2,484,418193,0.0011575180137994305
C0293,电池系统管理与全寿命利用,0,2025Q3,2026Q2,1641,418193,0.003921704478125418
C0294,电池管理与均衡控制,0,2025Q3,2026Q2,223,418193,0.0005339634181303874
C0295,光学薄膜与发光表征,0,2025Q3,2026Q2,570,418193,0.0013629804476214139
C0296,供水管网水力状态与节能调度,0,2025Q3,2026Q2,546,418193,0.0013056420939966745
C0297,废旧锂电池回收、分离与材料再生,0,2025Q3,2026Q2,1372,418193,0.003279037097914795
C0298,场效应晶体管结构与建模,0,2025Q3,2026Q2,555,418193,0.0013271439766059517
