numeric_rank,category_id,name,domain,status,analysis_scope,admissible_pool,direct_energy,year0_papers,year0_denominator,year0_share,year1_papers,year1_denominator,year1_share,year2_papers,year2_denominator,year2_share,year3_papers,year3_denominator,year3_share,year4_papers,year4_denominator,year4_share,recent_papers,previous_papers,share_growth_ratio,baseline_years_used,baseline_papers,baseline_annual_mean_papers,baseline_mean_share,multiyear_share_ratio,historical_peak_ratio,three_year_log_share_slope,growing_quarters,active_quarters,core_years,core_papers,core_mean_annual_share,core_active_quarters,core_active_years,core_persistence,recent_institutions,core_institutions,baseline_mean_institutions,institution_expansion,citation_cohort_percentile,pooled_baseline_share,pooled_share_ratio,share_ratio_lower95,growth_count_pvalue,growth_count_qvalue,core_score,emerging_score,core_eligible,emerging_eligible,trajectory,end_quarter,quality_multiyear_share_ratio,quality_share_growth_ratio,geometry_multiyear_share_ratio,geometry_share_growth_ratio,dedup_multiyear_share_ratio,dedup_share_growth_ratio,exclude_needs_review_multiyear_share_ratio,exclude_needs_review_share_growth_ratio,supported_only_multiyear_share_ratio,supported_only_share_growth_ratio,papers_2025_jan_aug,share_2025_jan_aug,papers_2026_jan_aug,share_2026_jan_aug,share_ratio_2026_ytd,robust_min_ratio,emerging_robust,core_review_pass,emerging_review_pass,paper_review_reason,paper_review_decision,final_core,final_emerging,core_review_basis,review_status
11,C0461,电催化制氨与氮循环反应,氢能与燃料电池,宽泛待细分,能源电力直接相关,True,True,1814,418193,0.004335018443837083,1524,337646,0.004510074817836761,1277,294889,0.004326636501571475,1063,259776,0.004088010424714877,842,242709,0.0034658801072880155,1814,1524,0.9611854833743881,3,3864,1288.0,0.004308240581374371,1.006215498405191,0.9611854833743881,0.0009677070877192051,1,4,3,4615,0.0043905765877484395,12,3,1.0,1816,2775,1240.3333333333333,1.46374865735768,0.6188539882049817,0.004329069796098517,1.001374116846979,0.9470481611182977,0.47609020655923645,0.9760660506448806,95.67796610169492,48.17026194144838,True,False,近期份额下降,2026Q2,1.006005230977345,0.9203838437345698,1.0044280900120486,0.9615320098945432,1.0438994306743692,0.9998761033179092,0.7224527370846096,0.8234347854063445,0.7381725333182875,0.8819710612701498,1137,0.0045810964829261025,1336,0.004241429868044404,0.9258547345274987,0.9203838437345698,False,False,False,电催化亚硝酸盐制氨与电芬顿净水、氨分解储氢并存，独立任务未统一。,观察或降级,False,False,未通过或尚未完成核心范围审阅,数值通过，语义未通过或待复核
12,C0407,水系锌电池负极及界面稳定,电化学储能,方向候选,能源电力直接相关,True,True,1835,418193,0.00438518950325873,1638,337646,0.004847331970498875,1298,294889,0.004397759293378129,907,259776,0.0034883586839950646,630,242709,0.0025937535995787463,1835,1638,0.904660446189209,3,3843,1281.0,0.004244483315957356,1.0331503688028132,0.904660446189209,-0.001431159282870631,2,4,3,4771,0.004543426922378579,12,3,1.0,1467,2203,980.6666666666666,1.4954159592529712,0.6708842704243944,0.004305545286920597,1.0184980556539671,0.9634056146182306,0.2549005186263317,0.6011804684583294,95.06163328197226,50.14637904468413,True,False,近期份额下降,2026Q2,1.0019223891945417,0.8573538305796958,1.0234664987227111,0.8867389972451007,1.0369734187011577,0.9268619070215335,1.0564145790065482,0.9240453739248745,0.7753191663195281,0.7673466634155455,1259,0.005072431666149825,1253,0.003978026441895743,0.7842444617721626,0.7842444617721626,False,False,False,随机覆盖碘/硫反应和电解液，边界4505402为镁负极；不能解释为单一锌负极方向。,观察或降级,False,False,未通过或尚未完成核心范围审阅,数值通过，语义未通过或待复核
13,C0276,锂离子电池负极材料,电化学储能,方向候选,能源电力直接相关,True,True,1995,418193,0.004767445194090327,2004,337646,0.0059301049343088155,1745,294889,0.0059116587189769155,1530,259776,0.005883121725459445,1412,242709,0.0058107485478270885,1995,2004,0.8039394322532333,3,5279,1759.6666666666667,0.005908295126248392,0.8069070843990702,0.8039394322532333,-0.10755794622806425,1,4,3,5744,0.005536402949125353,12,3,1.0,1665,2759,1359.0,1.225,0.5508886768651636,0.005914173628801168,0.8061050441389748,0.7656376018492118,0.9999999999999999,1.0,93.9753466872111,23.940677966101692,True,False,近期份额下降,2026Q2,0.7082955966084011,0.8302628788719338,0.7908312154467152,0.7961488920020425,0.8377228979123785,0.8423878531183785,0.8408230882465223,0.8299167010631838,0.7381725333182875,0.8819710612701498,1492,0.006010801319355787,1381,0.004384238954510546,0.7293934238672242,0.7082955966084011,False,False,False,跨年样本含纳米发电机供电、凝胶灭火泡沫和多类电解质；明显不限于锂离子负极，退出多年核心，保留近期及多年数值供专家核查。,跨年范围待复核,False,False,未通过或尚未完成核心范围审阅,数值通过，语义未通过或待复核
14,C0330,太阳能界面蒸发与海水淡化,太阳能,方向候选,能源电力直接相关,True,True,1730,418193,0.004134334206150494,1400,337646,0.004143233704414814,1167,294889,0.003954088544489,938,259776,0.003607520247856053,819,242709,0.0033712626088101233,1730,1400,0.9978520404835389,3,3505,1168.3333333333333,0.0039016141655866224,1.0596471180099074,0.9978520404835389,0.02228809156625955,2,4,3,4297,0.004077218818351436,12,3,1.0,1606,2648,1188.3333333333333,1.3511771300448432,0.5891927210933089,0.003926912710628373,1.052820500685112,0.9939082760640742,0.03863416153115877,0.13005640352702838,93.9753466872111,53.64406779661016,True,False,近期份额下降,2026Q2,1.1042113110127303,1.0717955715588334,1.0838515912733264,1.0122393820079498,1.0660250608157553,1.0078151856325794,1.0837980686917632,1.0132883820415874,0.935498410253283,0.9177611912927066,1062,0.004279046165370535,1225,0.003889167454761255,0.9088865379007849,0.9088865379007849,False,False,False,随机含太阳烟囱除甲烷和泛废水处理，边界为温室除湿，界面蒸发范围仍不一致。,观察或降级,False,False,未通过或尚未完成核心范围审阅,数值通过，语义未通过或待复核
15,C0191,固态储氢材料与反应器,氢能与燃料电池,方向候选,能源电力直接相关,True,True,1883,418193,0.004499866210508209,1263,337646,0.0037379334420050824,984,294889,0.0033343042158881543,734,259776,0.0028233602792224516,617,242709,0.002540274143917329,1883,1263,1.2038379709870957,3,2981,993.6666666666666,0.003298532645705229,1.3642024178136134,1.2038379709870957,0.14989181932654416,4,4,3,4130,0.003857367956133815,12,3,1.0,1769,2698,1130.0,1.5649867374005304,0.5768408245951958,0.0033399201959031506,1.3472975240629652,1.271771977281773,1.0300762624296943e-24,2.9713738339318105e-23,93.18952234206472,81.14021571648689,True,True,多年背景上持续抬升,2026Q2,1.363979236512697,1.291533401636025,1.3930029602278273,1.215762435167415,1.4087889183678872,1.2392092721365044,1.3708004979406874,1.2071713844306604,2.069917933201779,1.556307466647327,983,0.003960886497545338,1413,0.004485792082664247,1.1325222486037423,1.1325222486037423,True,True,True,三年度均有固态/表面储氢材料、金属氢化物证据；3787754为析氢、3925927为含水层储氢。按含边界误分的固态储氢方向作核心与持续升温初评，不把增长解释为纯净技术总量。,宽方向支持，标注边界,True,True,冻结样本审阅或本次多年补审；非独立专家认定,已有样本依据的专家初评候选
16,C0122,热电材料与热电性能优化,能源材料与电化学基础,方向候选,能源电力直接相关,True,True,2530,418193,0.00604561266030848,2231,337646,0.006601660843557057,2023,294889,0.006853189010512626,1837,259776,0.007063205599824717,1740,242709,0.007160076352207468,2530,2231,0.9157714707820447,3,6091,2030.3333333333333,0.0068393518179648005,0.8839452657529008,0.844350306186973,-0.06269063203080716,1,4,3,6784,0.006500154171459387,12,3,1.0,2221,3484,1746.3333333333333,1.2716520412056467,0.4859443059600051,0.006823787983680712,0.8859613860757015,0.8458301401320881,0.9999998504149001,1.0,92.6964560862866,35.65100154083205,True,False,近期份额下降,2026Q2,0.9023247438373428,0.9342688604393055,0.8793687107279796,0.9091303131301699,0.8925526483216076,0.9196915259725388,0.9264509103655534,0.9462186563350864,0.8857103763912,0.9375282934761436,1645,0.006626983967169144,1798,0.005707603155763457,0.8612670837955234,0.8612670837955234,False,True,False,本次两条早期补充样本未发现明显脱离主题；结合原已读样本保留，样本少不足以证明类内纯度。热电材料、性能及输运机制的中心与随机证据一致。,原判断保留，少量跨年证据支持,True,False,冻结样本审阅或本次多年补审；非独立专家认定,已有样本依据的专家初评候选
17,C0286,燃料电池铂基催化剂,氢能与燃料电池,方向候选,能源电力直接相关,True,True,1374,418193,0.0032838152940501903,1260,337646,0.003729058253777132,1196,294889,0.00405230573317438,1134,259776,0.0043609288451706895,1007,242709,0.004144657813759852,1374,1260,0.8806017687506065,3,3590,1196.6666666666667,0.004047430944040733,0.8113332480409929,0.7530082261458361,-0.10514004507147723,1,4,3,3830,0.003688393093667234,12,3,1.0,1653,2629,1269.0,1.3023622047244094,0.586297902110077,0.004022130962062808,0.8164366911529002,0.7672260831303692,0.9999999999263508,1.0,92.45762711864408,28.95608628659476,True,False,近期份额下降,2026Q2,0.790132189304527,0.8445585390285415,0.8145507239160649,0.8889076111846616,0.8234250695555414,0.8905959163538782,0.8723784169509449,0.9361545949838612,0.7381725333182875,0.8819710612701498,956,0.0038521483832253335,962,0.003054527682748028,0.7929413352947031,0.790132189304527,False,False,False,铂氧还原中心有支持，但随机为甲醛氧化、边界为RuCo析氧，不能承载燃料电池铂催化总量。,观察或降级,False,False,未通过或尚未完成核心范围审阅,数值通过，语义未通过或待复核
18,C0158,有机光伏材料、器件与载流子输运,太阳能,宽泛待细分,能源电力直接相关,True,True,1538,418193,0.0036756273771525773,1440,337646,0.004261569547454152,1339,294889,0.004536618077381598,1233,259776,0.004741477065242878,1260,242709,0.005185450297016669,1538,1440,0.8625055478323439,3,4012,1337.3333333333333,0.004513221563359543,0.814413235767783,0.7088347523583951,-0.10522899231119709,0,4,3,4317,0.0041579383339961085,12,3,1.0,1696,2770,1313.0,1.291476407914764,0.5388519593396282,0.004494861575066709,0.8177398382058132,0.7710631044116492,0.9999999999912466,1.0,92.06471494607088,25.83975346687211,True,False,近期份额下降,2026Q2,0.8052186371293564,0.842699252303733,0.7933415499015144,0.8446133063058486,0.8224548141368635,0.8697124934284339,0.7224527370846096,0.8234347854063445,0.7381725333182875,0.8819710612701498,1021,0.004113925325106825,1123,0.003565466858771334,0.866682444868819,0.7933415499015144,False,False,False,中心与一条随机支持有机光伏，但另一随机为CIGS，边界为硅光阳极氧化；仍有非有机体系混入。,观察或降级,False,False,未通过或尚未完成核心范围审阅,数值通过，语义未通过或待复核
19,C0132,超级电容器复合电极材料,电化学储能,方向候选,能源电力直接相关,True,True,1265,418193,0.0030234036046711647,1174,337646,0.0034746361912425558,1018,294889,0.003449455402622738,979,259776,0.0037651210258657472,976,242709,0.00401712988102878,1265,1174,0.8701353000038755,3,3171,1057.0,0.0035630708732436803,0.848538721857861,0.7526277950208761,-0.06591657304075449,2,4,3,3457,0.003315831732845486,12,3,1.0,1738,2801,1274.6666666666667,1.3632087797230206,0.5917520612931291,0.0035527609932271818,0.8510011257258343,0.7973111524499511,0.9999994071161625,1.0,91.22496147919877,36.19414483821263,True,False,近期份额下降,2026Q2,0.8306329085335337,0.8482155845351841,0.813430525520101,0.8543460849501795,0.8464600201824294,0.8895109907723675,0.8934009217378387,0.9226952326426244,0.7381725333182875,0.8819710612701498,865,0.0034856606645912456,787,0.002499159013157477,0.7169828774627857,0.7169828774627857,False,False,False,多数为超级电容复合材料，但3806024正文主任务为锂负极，4349413为钠电隔膜，4045074跨储能转换；窄主题范围仍需修正，未仅凭高分入核心。,范围混杂，观察,False,False,未通过或尚未完成核心范围审阅,数值通过，语义未通过或待复核
20,C0072,氢能产业与制氢技术经济,氢能与燃料电池,宽泛待细分,能源电力直接相关,True,True,1880,418193,0.004492698916305117,1464,337646,0.004332571053277755,1146,294889,0.003882965752682345,829,259776,0.003188532813635158,653,242709,0.002688371098056639,1880,1464,1.0369590852771402,3,3439,1146.3333333333333,0.003801356539865086,1.1818672805852006,1.0369590852771402,0.07292719260630243,3,4,3,4490,0.004236078574088406,12,3,1.0,1994,3462,1316.0,1.5148063781321184,0.4747475843909054,0.0038529785389263414,1.166032686379052,1.1022960377759103,3.641784575243345e-08,3.175974920270359e-07,90.7164869029276,66.48305084745762,True,False,平稳或增长证据不足,2026Q2,1.2526285502210335,1.0728704213585853,1.1590698739956313,1.024950348048883,1.1545166988085045,1.0082261605608083,0.7224527370846096,0.8234347854063445,0.7381725333182875,0.8819710612701498,1093,0.00440389362996017,1323,0.004200173909731963,0.9537409989100828,0.9537409989100828,False,False,False,产业、技术经济与社会研究混合，两条中心重复；作为宽背景观察。,观察或降级,False,False,未通过或尚未完成核心范围审阅,数值通过，语义未通过或待复核
21,C0556,水系锌离子电池,电化学储能,方向候选,能源电力直接相关,True,True,1435,418193,0.0034295502761797366,1307,337646,0.003868102869348354,989,294889,0.0033512382139373577,658,259776,0.0025312222516922864,498,242709,0.0020507314344012768,1435,1307,0.8866233375943027,3,2954,984.6666666666666,0.0032501877783259994,1.0551852723863595,0.8866233375943027,0.011549622059335629,2,4,3,3731,0.003549630453155149,12,3,1.0,1098,1628,741.0,1.4811320754716981,0.6801141048946892,0.003309674398388683,1.0362198401901455,0.9728947848295552,0.13202181845422445,0.36438517535609255,90.70878274268107,50.33898305084745,True,False,近期份额下降,2026Q2,0.9665780133943392,0.8166109629127919,1.0568062887407728,0.8797820389456571,1.1028437064418137,0.9403660353672544,1.082527370263328,0.9040463743409617,1.1167670035564146,0.968313161340956,1041,0.004194472076454976,1060,0.003365534137718736,0.8023737138722759,0.8023737138722759,False,True,False,本次两条早期补充样本未发现明显脱离主题；结合原已读样本保留，样本少不足以证明类内纯度。五条样本均涉及水系或凝胶锌离子电池，覆盖正负极及电解质；不解读为单一部件路线。,原判断保留，少量跨年证据支持,True,False,冻结样本审阅或本次多年补审；非独立专家认定,已有样本依据的专家初评候选
22,C0109,水系锌电池与锌空气电池,电化学储能,宽泛待细分,能源电力直接相关,True,True,1378,418193,0.0032933716863209803,1243,337646,0.0036787655204854135,1062,294889,0.0035984745854557277,869,259776,0.0033422896702299818,724,242709,0.002980451202053611,1378,1243,0.8952382716380411,3,3174,1058.0,0.003539843258723708,0.930372179108407,0.8952382716380411,-0.04429908036727381,1,4,3,3683,0.0035235372640873737,12,3,1.0,1253,2138,1024.3333333333333,1.2230169050715216,0.5942691963303985,0.003556121637395456,0.9261133397937095,0.8693756085462729,0.9912406949834545,1.0,90.51617873651773,36.81432973805855,True,False,近期份额下降,2026Q2,0.6564571975031237,0.6405813830930386,0.9339333957954548,0.888059687795528,0.9581992658783857,0.9255896008739717,0.7224527370846096,0.8234347854063445,0.7381725333182875,0.8819710612701498,968,0.0039004764340342243,1049,0.003330625249915901,0.8539021594526257,0.6405813830930386,False,False,False,九条跨年样本含铝空气/铝电池、钠离子、热再生电池、液流电池；不把该总量归为水系锌或锌空气电池。,范围混杂，观察,False,False,未通过或尚未完成核心范围审阅,数值通过，语义未通过或待复核
