unit_id,row_id,applicant_names
U0246,4935495,国网辽宁省电力有限公司朝阳供电公司
U0246,4935528,浙江浙能能源服务有限公司
U0246,4935532,浙江浙能能源服务有限公司
U0246,4935623,沈阳工程学院
U0246,4936136,南方电网电动汽车服务有限公司
U0246,4937203,国网思极数字科技(北京)有限公司; 北京国网信通埃森哲信息技术有限公司
U0246,4937246,华润新能源投资有限公司山西分公司
U0246,4937383,国网上海市电力公司
U0246,4937666,河北亮能售电有限公司
U0246,4937780,国网江西省电力有限公司电力科学研究院
U0246,4937955,北京龙德缘售电有限公司
U0246,4938053,国网四川省电力公司经济技术研究院
U0246,4938335,江苏合力四通智能科技股份有限公司
U0246,4938425,国网湖北省电力有限公司经济技术研究院
U0246,4938545,上海交通大学
U0246,4938591,上海交通大学
U0246,4938834,国网新疆电力有限公司信息通信公司
U0246,4939010,华北电力大学
U0246,4939229,国网上海市电力公司
U0246,4939660,成都新津数字科技产业发展集团有限公司
U0246,4939735,南京天溯自动化控制系统有限公司
U0246,4939773,南京林洋电力科技有限公司; 江苏林洋能源股份有限公司
U0246,4939983,成都云电乐享科技有限公司
U0246,4940105,国网辽宁省电力有限公司沈阳供电公司
U0246,4940410,国网山东省电力公司泰安供电公司
U0246,4940475,云南华电金沙江中游水电开发有限公司; 徐锦林
U0246,4940492,云南华电金沙江中游水电开发有限公司; 徐锦林
U0246,4940555,深圳供电局有限公司
U0246,4940670,上海电力大学
U0246,4940672,上海电力大学
U0246,4940775,浙江积丰能源科技有限公司
U0246,4940911,国能(陕西)能源销售有限公司
U0246,4941163,国网山东省电力公司滨州供电公司
U0246,4941301,沈阳工程学院
U0246,4941427,泉州亿兴电力工程建设有限公司鲤城自动化分公司
U0246,4941428,泉州亿兴电力工程建设有限公司鲤城自动化分公司
U0246,4941607,深圳供电局有限公司
U0246,4941772,国网内蒙古东部电力有限公司; 西华大学
U0246,4941864,浙江浙达能源科技有限公司
U0246,4942278,国网甘肃省电力公司; 国网甘肃省电力公司定西供电公司
U0246,4942701,国网上海市电力公司
U0246,4942722,中国华能集团清洁能源技术研究院有限公司; 华能上海石洞口发电有限责任公司
U0246,4943185,国网浙江省电力有限公司营销服务中心; 国网浙江省电力有限公司; 浙江大学
U0246,4943856,南方电网调峰调频(广东)储能科技有限公司
U0246,4943876,湖南财政经济学院
U0246,4944386,北京如实智慧电力科技有限公司
U0246,4944438,国网辽宁省电力有限公司锦州供电公司; 国家电网有限公司
U0246,4944560,国网山东省电力公司经济技术研究院
U0246,4944637,华北电力大学(保定); 河北建投能源投资股份有限公司; 国网冀北电力有限公司; 国网河北省电力有限公司经济技术研究院; 国网新疆电力有限公司营销服务中心
U0246,4944638,深圳市建筑科学研究院股份有限公司
U0246,4944680,国网信息通信产业集团有限公司; 四川中电启明星信息技术有限公司
U0246,4944787,广东电网有限责任公司云浮供电局
U0246,4944805,华北电力大学(保定); 河北建投能源投资股份有限公司; 国网冀北电力有限公司; 国网河北省电力有限公司经济技术研究院; 国网新疆电力有限公司营销服务中心
U0246,4944849,国网辽宁省电力有限公司经济技术研究院
U0246,4944854,云南华电金沙江中游水电开发有限公司
U0246,4944869,国网上海市电力公司; 上海电力大学
U0246,4944875,国网上海市电力公司; 上海电力大学
U0246,4944944,国电投河南能源销售有限公司; 上海发电设备成套设计研究院有限责任公司
U0246,4944995,江苏林洋智维技术有限公司
U0246,4945234,国网冀北电力有限公司秦皇岛供电公司; 国家电网有限公司
U0246,4945444,东方电子股份有限公司
U0246,4945529,云南华电金沙江中游水电开发有限公司
U0246,4945649,国网吉林省电力有限公司营销服务中心; 天津大学
U0246,4945938,四川川能智网实业有限公司
U0246,4946014,国网辽宁省电力有限公司经济技术研究院
U0246,4946067,国网浙江电力科学研究院有限公司; 国电南瑞科技股份有限公司
U0246,4946291,国网河南省电力公司焦作供电公司
U0246,4946311,国网湖南省电力有限公司经济技术研究院; 国网湖南省电力有限公司; 国家电网有限公司
U0246,4946411,广东电网有限责任公司信息中心; 广东电力交易中心有限责任公司
U0246,4946643,湖北华中电力科技开发有限责任公司
U0246,4946663,湖北华中电力科技开发有限责任公司
U0246,4946972,中国电建集团福建省电力勘测设计院有限公司
U0246,4947072,重庆玖奇科技有限公司
U0246,4947106,江苏恒鹏智慧城市技术有限公司
U0246,4947135,国网上海市电力公司; 上海电力大学
U0246,4947322,华南理工大学
U0246,4947484,上海电力大学
U0246,4947993,浙江电力交易中心有限公司
U0246,4948015,安徽立卓智能电网科技有限公司; 国网安徽省电力有限公司宣城供电公司
U0246,4948963,中国电力科学研究院有限公司; 国网上海市电力公司; 东北大学; 上海交通大学
U0246,4949089,贵州电网有限责任公司
U0246,4949102,浙江华电器材检测研究院有限公司
U0246,4949432,国网江苏省电力有限公司南通供电分公司
U0246,4949634,上海合煌能源科技有限公司
U0246,4949806,华南理工大学
U0246,4949850,重庆中鑫鼎胜能源有限公司
U0246,4949968,重庆汇智能源有限公司; 重庆大学
U0246,4950119,河北登望电力工程有限公司
U0246,4950198,香港中文大学(深圳)
U0246,4950293,河北工业大学; 天津大学; 天津天电瑞联能源科技有限公司
U0246,4950331,上海交通大学
U0246,4950408,浙江领储新能源技术有限公司
U0246,4950633,国网辽宁省电力有限公司朝阳供电公司
U0246,4951046,广东电网有限责任公司广州供电局
U0246,5011875,北京东润环能科技股份有限公司; 北京能量魔方数据技术有限公司; 海南东润数字能源有限公司; 东润环能(天津)科技有限公司; 北京绿电慧能技术有限公司; 西藏东润数字能源有限公司; 北京东润数字能源有限公司
U0246,5012100,东北电力大学; 国网山东省电力公司济宁供电公司; 国网河北省电力有限公司衡水供电分公司; 国电南瑞南京控制系统有限公司
U0246,5012629,西安峰频能源科技有限公司
U0246,5012781,太原理工大学
U0246,5013104,国网安徽省电力有限公司电力科学研究院; 华北电力大学(保定)
U0246,5013432,北京京能国际综合智慧能源有限公司
U0246,5013490,南京阿贝斯信息科技有限公司
U0246,5013595,东方电子股份有限公司
U0246,5013659,国网陕西省电力有限公司营销服务中心(计量中心); 国网陕西省电力有限公司电力科学研究院; 国网陕西省电力有限公司经济技术研究院
U0246,5013804,国网陕西省电力有限公司营销服务中心(计量中心); 国网陕西省电力有限公司电力科学研究院; 国网陕西省电力有限公司经济技术研究院
U0246,5013975,华能湖北能源销售有限责任公司; 西安热工研究院有限公司; 西安西热电站信息技术有限公司
U0246,5014005,西南交通大学
U0246,5014034,东方电子股份有限公司
U0246,5014304,四川电力设计咨询有限责任公司
U0246,5014783,西安峰频能源科技有限公司
U0246,5015228,华能新能源股份有限公司河北分公司; 中国华能集团清洁能源技术研究院有限公司; 华能新能源股份有限公司
U0246,5015652,浙江工业大学工程设计集团有限公司; 浙江大学能源工程设计研究院有限公司
U0246,5015727,华中科技大学; 国网湖南省电力有限公司电力科学研究院
U0246,5015836,中建科工集团智慧停车科技有限公司
U0246,5016073,湖北华中电力科技开发有限责任公司
U0246,5016088,国网浙江省电力有限公司营销服务中心; 国网浙江省电力有限公司
U0246,5016301,国网浙江省电力有限公司营销服务中心; 国网浙江省电力有限公司
U0246,5016488,河海大学
U0246,5016496,国网陕西省电力有限公司经济技术研究院; 国网陕西省电力有限公司营销服务中心(计量中心); 陕西电力交易中心有限公司; 国网陕西省电力有限公司西咸新区供电公司
U0246,5016661,国网江苏省电力有限公司营销服务中心; 江苏方天电力技术有限公司
U0246,5016842,广东冶建施工图审查中心有限公司
U0246,5017012,深圳市中科云科技开发有限公司
U0246,5017080,河海大学
U0246,5017141,国网安徽省电力有限公司合肥供电公司; 国网安徽省电力有限公司宣城供电公司; 国网安徽省电力有限公司
U0246,5017225,湖南鑫河能源服务有限公司
U0246,5017381,山东大学
U0246,5017448,国网浙江省电力有限公司营销服务中心; 国网浙江省电力有限公司
U0246,4852118,国网内蒙古东部电力有限公司电力科学研究院; 中国电力科学研究院有限公司; 国家电网有限公司
U0246,4853272,云南电网有限责任公司
U0246,4853412,南京南瑞继保电气有限公司; 南京南瑞继保工程技术有限公司
U0246,4853434,中国铁塔股份有限公司; 铁塔能源有限公司
U0246,4853879,广西电网有限责任公司
U0246,4854973,内蒙古电力(集团)有限责任公司内蒙古电力经济技术研究院分公司
U0246,4856281,华北电力大学; 台达电子企业管理(上海)有限公司
U0246,4857153,中国大唐集团科学技术研究总院有限公司华东电力试验研究院; 浙江大唐能源营销有限公司; 大唐锅炉压力容器检验中心有限公司; 大唐三亚未来能源研究所有限公司
U0246,4857547,国网上海市电力公司
U0246,4857902,清华大学
U0246,4858103,深圳供电局有限公司
U0246,4858288,国网北京市电力公司
U0246,4858368,国网甘肃省电力公司经济技术研究院
U0246,4858838,国网冀北综合能源服务有限公司; 国家电网有限公司
U0246,4859344,广东电网有限责任公司广州供电局
U0246,4859346,广东电网有限责任公司广州供电局
U0246,4859961,国网上海市电力公司
U0246,4860938,中国石油天然气股份有限公司
U0246,4861271,许昌许继软件技术有限公司; 许继电气股份有限公司
U0246,4861848,许昌许继软件技术有限公司; 许继电气股份有限公司; 中国电气装备集团有限公司
U0246,4862358,许昌许继软件技术有限公司; 许继电气股份有限公司; 中国电气装备集团有限公司
U0246,4862614,广东电网有限责任公司; 广东电网有限责任公司佛山供电局
U0246,4864095,重庆师范大学
U0246,4864113,国网上海市电力公司; 上海交通大学
U0246,4864342,国网综合能源服务集团有限公司
U0246,4864489,国网江苏省电力有限公司电力科学研究院; 南京理工大学; 国网江苏省电力有限公司; 江苏省电力试验研究院有限公司
U0246,4911094,沈阳工程学院
U0246,4911194,广东电网有限责任公司
U0246,4911221,东南大学; 南京市城市照明建设运营集团有限公司
U0246,4911240,国网江苏省电力有限公司营销服务中心; 国网江苏省电力有限公司; 东南大学
U0246,4911275,南京中电科能技术有限公司
U0246,4911387,国网山东省电力公司济宁供电公司
U0246,4911514,国网智慧车联网技术有限公司
U0246,4911696,国网上海市电力公司
U0246,4912095,华电湖北能源销售有限公司; 华电湖北发电有限公司; 华电电力科学研究院有限公司
U0246,4912544,国网江苏省电力有限公司电力科学研究院; 江苏省电力试验研究院有限公司
U0246,4912784,华电湖北能源销售有限公司; 华电电力科学研究院有限公司; 华电湖北发电有限公司
U0246,4912920,国网四川省电力公司经济技术研究院
U0246,4913046,沈阳工程学院
U0246,4913817,国网甘肃省电力公司天水供电公司
U0246,4913879,南京国电南自电网自动化有限公司
U0246,4913984,国网甘肃省电力公司天水供电公司
U0246,4914002,国电南瑞科技股份有限公司
U0246,4914089,许继集团有限公司; 中国电气装备集团有限公司
U0246,4914101,国网甘肃省电力公司天水供电公司
U0246,4914201,三峡大学
U0246,4914471,湖北第二师范学院
U0246,4914541,国网上海市电力公司; 南昌大学
U0246,4914929,中国长江三峡集团有限公司
U0246,4914979,许继集团有限公司; 中国电气装备集团有限公司
U0246,4915072,许继集团有限公司; 中国电气装备集团有限公司
U0246,4915091,重庆大学; 重庆汇智能源有限公司
U0246,4915345,四川川能智网实业有限公司
U0246,4915426,中农国信新能源科技(广东)有限公司
U0246,4916005,国网湖北省电力有限公司公安县供电公司
U0246,4916058,国网山东省电力公司济宁供电公司
U0246,4916491,沈阳工程学院
U0246,4916576,沈阳工程学院
U0246,4916603,国网辽宁省电力有限公司经济技术研究院; 国家电网有限公司; 山西省能源互联网研究院
U0246,4916685,上海达卯科技有限公司
U0246,4916745,国网辽宁省电力有限公司朝阳供电公司
U0246,4916933,矩阵汽车有限公司
U0246,4917265,北京市数智能碳科技有限公司
U0246,4917508,国网河北省电力有限公司保定供电分公司
U0246,4917526,国网辽宁省电力有限公司朝阳供电公司
U0246,4917711,国网江苏省电力有限公司宿迁供电分公司; 国网江苏省电力有限公司
U0246,4918479,中国电力科学研究院有限公司; 国网浙江省电力有限公司杭州供电公司; 国家电网有限公司
U0246,4918645,云南电网能源投资有限责任公司
U0246,4918741,国电南瑞南京控制系统有限公司
U0246,4919015,河北登望电力工程有限公司
U0246,4919172,国网天津静海供电有限公司; 国网天津市电力公司; 国家电网有限公司
U0246,4919355,重庆大学; 重庆汇智能源有限公司
U0246,4919405,国网上海市电力公司; 上海博英信息科技有限公司
U0246,4919406,国网上海市电力公司; 上海博英信息科技有限公司
U0246,4919664,国网上海市电力公司
U0246,4919697,国网河南省电力公司开封供电公司
U0246,4920116,中国长江三峡集团有限公司
U0246,4920143,深圳供电局有限公司
U0246,4920866,国网安徽省电力有限公司合肥供电公司
U0246,4921010,王黎明
U0246,4921298,华北电力大学(保定); 国网新疆电力有限公司营销服务中心
U0246,4921392,国网江苏省电力有限公司泰兴市供电分公司; 国网江苏省电力有限公司泰州供电分公司
U0246,4921442,国网山东省电力公司电力科学研究院
U0246,4921565,国网浙江省电力有限公司电力科学研究院; 国网浙江省电力有限公司
U0246,4921652,国网江苏省电力有限公司电力科学研究院; 国网江苏省电力有限公司; 南京理工大学
U0246,4921763,华润新能源投资有限公司山西分公司
U0246,4921774,上海天合富家能源有限公司
U0246,4922123,国网安徽省电力有限公司电力科学研究院
U0246,4922512,国网电力科学研究院武汉能效测评有限公司; 国网电力科学研究院有限公司; 国网上海市电力公司; 国家电网有限公司
U0246,4922879,国电投(浙江)智慧能源科技有限公司
U0246,4923120,国网浙江省电力有限公司衢州供电公司
U0246,4923274,国网冀北电力有限公司秦皇岛供电公司; 国家电网有限公司
U0246,4923275,国网冀北电力有限公司秦皇岛供电公司; 国家电网有限公司
U0246,4923293,国网江西省电力有限公司经济技术研究院; 华北电力大学
U0246,4923444,国网北京市电力公司; 北京市京电博源供用电工程安装有限公司
U0246,4923749,国网上海市电力公司
U0246,4923750,国网上海市电力公司
U0246,4924021,北京如实智慧电力科技有限公司
U0246,4924071,湖北汉为电力咨询有限公司
U0246,4924230,华北电力大学
U0246,4924989,国网上海综合能源服务有限公司
U0246,4925113,上海电气分布式能源科技有限公司
U0246,4925343,上海电器科学研究所(集团)有限公司
U0246,4925367,浙江工业大学
U0246,4925477,四川中电启明星信息技术有限公司
U0246,4925571,国网商用大数据有限公司
U0246,4925784,国网浙江省电力有限公司营销服务中心
U0246,4925887,义乌万里扬能源服务有限公司
U0246,4926290,国网新疆电力有限公司营销服务中心
U0246,4926559,国能长源能源销售有限公司
U0246,4926815,国网山东省电力公司电力科学研究院; 国家电网有限公司
U0246,4926895,国网浙江省电力有限公司营销服务中心; 国网浙江省电力有限公司; 浙江大学
U0246,4926945,国网宁夏电力有限公司营销服务中心(国网宁夏电力有限公司计量中心); 国网宁夏电力有限公司
U0246,4927029,河北亮能售电有限公司
U0246,4927045,西安思安云创科技有限公司
U0246,4927063,北京清大科越股份有限公司
U0246,4927201,上海永天科技股份有限公司
U0246,4927304,国网上海市电力公司
U0246,4927332,上海达卯科技有限公司
U0246,4927335,上海达卯科技有限公司
U0246,4927358,国能长源能源销售有限公司
U0246,4927365,国能长源能源销售有限公司
U0246,4927538,三峡大学
U0246,4927549,国网湖南综合能源服务有限公司
U0246,4927602,南方电网人工智能科技有限公司
U0246,4927603,南方电网人工智能科技有限公司
U0246,4928002,贵州电网有限责任公司
U0246,4928034,东南大学; 国网天津市电力公司电力科学研究院; 国网天津市电力公司; 国家电网有限公司; 中国电力科学研究院有限公司
U0246,4928174,山东华信电气股份有限公司
U0246,4928245,国电南瑞科技股份有限公司
U0246,4929121,华能酒泉发电有限公司
U0246,4929126,上海永天科技股份有限公司
U0246,4929296,能探(浙江)科技有限责任公司
U0246,4929438,国网青海省电力公司营销服务中心; 国网青海省电力公司
U0246,4929473,山东未来集团有限公司
U0246,4929678,中国电气装备集团科学技术研究院有限公司
U0246,4929961,国网冀北电力有限公司承德供电公司
U0246,4930262,北京如实智慧电力科技有限公司
U0246,4930267,北京如实智慧电力科技有限公司
U0246,4930570,重庆大学
U0246,4930823,金华职业技术大学
U0246,4931028,云南电网有限责任公司
U0246,4931060,国网上海市电力公司
U0246,4991124,东南大学
U0246,4991218,江苏林洋智维技术有限公司
U0246,4991948,国网河南综合能源服务有限公司
U0246,4991980,江苏合力四通智能科技股份有限公司
U0246,4992206,交通运输部公路科学研究所
U0246,4992217,中国南方电网有限责任公司
U0246,4992612,陕西斯瀚实业有限公司
U0246,4992836,河北亮能售电有限公司
U0246,4993033,中山市综合能源服务有限公司
U0246,4993035,中山市综合能源服务有限公司
U0246,4993425,国电南瑞科技股份有限公司
U0246,4993542,山西交控新能源发展有限公司
U0246,4993860,国网上海市电力公司; 华北电力大学
U0246,4994052,广西扬煦光电科技集团有限责任公司
U0246,4994533,江苏商贸职业学院
U0246,4994740,中国华能集团清洁能源技术研究院有限公司; 华能河北能源销售有限责任公司
U0246,4994822,南京天溯自动化控制系统有限公司
U0246,4995290,温亦浔
U0246,4995383,重庆师范大学
U0246,4995635,北京中电普华信息技术有限公司
U0246,4995839,国网上海市电力公司
U0246,4996108,江苏商贸职业学院
U0246,4996300,广东电力交易中心有限责任公司; 南方电网数字电网集团(广东)有限公司
U0246,4996328,国网上海市电力公司
U0246,4996717,中天科技集团如东电气有限公司; 中天光伏技术有限公司; 江苏中天科技股份有限公司
U0246,4997313,天津大学
U0246,4997912,中天科技集团如东电气有限公司; 江苏中天科技股份有限公司; 中天光伏技术有限公司
U0246,4998000,中曜达数能生态科技(浙江)有限公司
U0246,4998220,广州晶富科技有限公司
U0246,4998221,广州晶富科技有限公司
U0246,4998353,国网江苏省电力有限公司南通供电分公司
U0246,4998569,四川川能智网实业有限公司
U0246,4998650,湖北师范大学
U0246,4999141,湖南江河能源科技股份有限公司
U0246,4999463,常州大学
U0246,4999755,国网浙江省电力有限公司营销服务中心; 国网浙江省电力有限公司
U0246,4999849,山东华信电气股份有限公司
U0246,4999953,重庆中鑫鼎胜能源有限公司
U0246,5000093,宿迁因稳特能源科技有限公司
U0246,5000159,国网上海市电力公司; 南昌大学
U0246,5000379,国网山东省电力公司经济技术研究院
U0246,5000511,南京工业大学
U0246,5000561,南京国电南自电网自动化有限公司
U0246,5000592,云南电网有限责任公司玉溪供电局
U0246,5000660,华北电力大学
U0246,5000893,国网浙江省电力有限公司营销服务中心; 国网浙江省电力有限公司
U0246,5001746,翁俊
U0246,5001781,江苏伯罗奔尼科技有限公司
U0246,5002010,华能河北能源销售有限责任公司; 中国华能集团清洁能源技术研究院有限公司
U0246,5002034,西安邮电大学; 陕西交控绿色发展集团有限公司
U0246,5002201,国网宁夏电力有限公司营销服务中心(国网宁夏电力有限公司计量中心); 国网宁夏电力有限公司
U0246,5002550,国网浙江省电力有限公司营销服务中心
U0246,5002606,江苏晟能科技股份有限公司
U0246,5002839,吉林建筑科技学院
U0246,5003183,上海工博士人工智能科技有限公司; 湖南工博士工业股份有限公司; 广东工博士科技有限公司
U0246,5003184,宁夏百川电力股份有限公司
U0246,5003271,北京如实智慧电力科技有限公司
U0246,5003700,江苏极光云能新能源有限公司
U0246,5003813,东南大学
U0246,5003828,国网江苏省电力有限公司南京供电分公司
U0246,5004071,江苏峰岚电力科技有限公司
U0246,5004169,内蒙古鄂熵科技有限公司
U0246,5004500,国网浙江省电力有限公司平湖市供电公司; 国网浙江省电力有限公司嘉兴供电公司
U0246,5004574,常州英集动力科技有限公司
U0246,5032288,viessmann holding international gmbh
U0246,5038980,lg energy solution ltd
U0246,5039868,electricite de france
U0246,5043846,daihen corp
U0246,5045333,toshiba corp
U0246,5005035,成都相变科技有限公司
U0246,5005392,国网上海综合能源服务有限公司
U0246,5005413,厦门理工学院
U0246,5005727,中南大学
U0246,5006254,国网安徽省电力有限公司; 国网安徽省电力有限公司电力科学研究院; 合肥工业大学
U0246,5006794,浙江英集动力科技有限公司
U0246,5006965,天津创业环保集团股份有限公司
U0246,5007169,浙江云碳科技有限公司
U0246,5007691,四川电力设计咨询有限责任公司
U0246,5008062,刘秀良
U0246,5008102,国网上海市电力公司
U0246,5008351,上海永天科技股份有限公司
U0246,5008768,弘奎(西安)智能科技有限公司
U0246,5008794,山东大学
U0246,5008800,北京中微盛鼎科技有限公司
U0246,5008892,深圳华建综合能源技术有限公司
U0246,5009220,江苏商贸职业学院
U0246,5009506,歙县国有资产运营有限公司
U0246,5010325,国网上海市电力公司
U0246,5010620,山东大学
U0246,5010782,国网浙江省电力有限公司营销服务中心; 国网浙江省电力有限公司
U0246,5072147,connected inc.
U0246,5080492,"mitsubishi electric research laboratories,  inc."
U0246,5080715,circlesx llc
U0246,5084901,banpu innovation & ventures llc
U0246,4891234,新疆远效科技创新有限公司
U0246,4891475,国网新疆电力有限公司经济技术研究院
U0246,4891527,北京智芯微电子科技有限公司
U0246,4891633,深圳恒实盛景科技有限责任公司
U0246,4891825,中国大唐集团科技创新有限公司; 大唐内蒙古多伦煤化工有限责任公司
U0246,4891865,华能山西能源销售有限责任公司; 华能信息技术有限公司
U0246,4892158,南方电网调峰调频(广东)储能科技有限公司
U0246,4892373,国网吉林省电力有限公司延边供电公司; 国网吉林省电力有限公司; 国网吉林省电力有限公司经济技术研究院
U0246,4892873,山东大学
U0246,4893246,杭州国电电力科技发展有限公司
U0246,4893388,江苏峰岚电力科技有限公司
U0246,4893731,中建投新能(上海)电气有限公司
U0246,4893759,国网江苏省电力有限公司南京供电分公司; 国网信息通信产业集团有限公司; 国网江苏省电力有限公司
U0246,4893794,南京邮电大学
U0246,4894227,北方魏家峁煤电有限责任公司
U0246,4894654,贵州电网有限责任公司
U0246,4894802,南方电网调峰调频(广东)储能科技有限公司
U0246,4894907,国网浙江省电力有限公司衢州供电公司
U0246,4894977,国网湖北综合能源服务有限公司; 国网湖北省电力有限公司; 国网湖北省电力有限公司荆门供电公司; 国网湖北省电力有限公司襄阳供电公司; 国网湖北省电力有限公司十堰供电公司
U0246,4895042,国网上海市电力公司; 上海交通大学
U0246,4895053,沈阳工程学院
U0246,4895058,东南大学; 国网湖北省电力有限公司电力科学研究院
