numeric_rank,category_id,name,domain,status,analysis_scope,admissible_pool,direct_energy,year0_papers,year0_denominator,year0_share,year1_papers,year1_denominator,year1_share,year2_papers,year2_denominator,year2_share,year3_papers,year3_denominator,year3_share,year4_papers,year4_denominator,year4_share,recent_papers,previous_papers,share_growth_ratio,baseline_years_used,baseline_papers,baseline_annual_mean_papers,baseline_mean_share,multiyear_share_ratio,historical_peak_ratio,three_year_log_share_slope,growing_quarters,active_quarters,core_years,core_papers,core_mean_annual_share,core_active_quarters,core_active_years,core_persistence,recent_institutions,core_institutions,baseline_mean_institutions,institution_expansion,citation_cohort_percentile,pooled_baseline_share,pooled_share_ratio,share_ratio_lower95,growth_count_pvalue,growth_count_qvalue,core_score,emerging_score,core_eligible,emerging_eligible,trajectory,end_quarter,quality_multiyear_share_ratio,quality_share_growth_ratio,geometry_multiyear_share_ratio,geometry_share_growth_ratio,dedup_multiyear_share_ratio,dedup_share_growth_ratio,exclude_needs_review_multiyear_share_ratio,exclude_needs_review_share_growth_ratio,supported_only_multiyear_share_ratio,supported_only_share_growth_ratio,papers_2025_jan_aug,share_2025_jan_aug,papers_2026_jan_aug,share_2026_jan_aug,share_ratio_2026_ytd,robust_min_ratio,emerging_robust,core_review_pass,emerging_review_pass,paper_review_reason,paper_review_decision,final_core,final_emerging,core_review_basis,review_status
11,C0210,地热资源开发与换热,热工与能效,方向候选,能源电力直接相关,True,True,1376,418193,0.003288593490185585,779,337646,0.002306069741229095,618,294889,0.0020947355586864638,560,259776,0.002154517953034968,482,242709,0.001984910565894917,1376,779,1.4260598590712275,3,1957,652.3333333333334,0.002185107750983509,1.5050028945736893,1.4260598590712275,0.22551632117514586,4,4,3,2773,0.0025631329300337146,12,3,1.0,1411,2164,763.6666666666666,1.846556233653008,0.3406102359507424,0.002192820319798899,1.4997095113051389,1.3997965303743383,1.5569239331268637e-31,6.145752367606041e-30,74.89214175654854,88.94453004622495,True,True,多年背景上持续抬升,2026Q2,1.5798769127527377,1.561603650350124,1.4658946757573443,1.3989429061941714,1.4973345931998128,1.4187903370938473,1.5365698818968296,1.4239225265094972,0.7381725333182875,0.8819710612701498,601,0.002422443546795649,1165,0.003698755339473066,1.5268695711673828,1.3989429061941714,True,False,True,地热资源、热电联供和能源桩相符；含技术焦点介绍及矿井储热邻近方向，非全为同行评审原始研究。,方向证据可用（含边界说明）,False,True,未通过或尚未完成核心范围审阅,已有样本依据的专家初评候选
12,C0121,波浪能装置与海洋水动力,风能与水能海洋能源,宽泛待细分,能源电力直接相关,True,True,2015,418193,0.004815227155444276,1060,337646,0.003137379038580443,945,294889,0.0032022190311043674,889,259776,0.003419168098527394,829,242709,0.003412400651626598,2015,1060,1.5347929262710323,3,2894,964.6666666666666,0.0032529220560707345,1.4802774466907085,1.408303720872382,0.20396960202944037,4,4,3,4020,0.0037182750750430287,12,3,1.0,1440,2117,810.3333333333334,1.7760887428101888,0.3650453641652003,0.0032424615150231997,1.4850529861754809,1.4029664807667472,2.266117282111382e-43,1.5450799650759422e-41,81.57164869029275,88.82896764252696,True,True,多年背景上持续抬升,2026Q2,1.4857239177548074,1.4919553285277718,1.49595285136039,1.5359953544011782,1.5093587502629806,1.5499929570506747,0.7224527370846096,0.8234347854063445,0.7381725333182875,0.8819710612701498,784,0.0031594463216312327,1662,0.0052760023611102295,1.669913593716703,1.4857239177548074,True,False,False,消波、船舶稳性和水下爆炸占样本，不能把增速归为波浪发电。,观察或降级,False,False,未通过或尚未完成核心范围审阅,数值通过，语义未通过或待复核
13,C0435,智能电表物联网与用能监测,电网与电力系统,宽泛待细分,能源电力直接相关,True,True,1085,418193,0.0025933659524856175,596,337646,0.0017646832593241249,446,294889,0.0015122060257938658,470,259776,0.0018085650256966146,443,242709,0.0018244721989106646,1085,596,1.4695928795056847,3,1512,504.0,0.0016951514369382018,1.5298727275775308,1.4214335269312601,0.2696935493009831,4,4,3,2127,0.0019567517458678693,12,3,1.0,802,1579,562.0,1.4262877442273534,0.2405650417048919,0.0016943247681715631,1.530619159445009,1.4158144311136511,1.7353533480561606e-27,6.197690528772002e-26,64.22958397534669,88.52080123266565,True,True,多年背景上持续抬升,2026Q2,1.4361960656370825,1.3962104107675226,1.5435315196675947,1.5106056615385595,1.4370800331678026,1.3752489474297809,2.094429138729899,1.6691245650128603,2.158949483467466,1.7877791782503034,484,0.001951245051408964,872,0.0027689095098157447,1.4190475500841668,1.3752489474297809,True,False,True,智能用能监测和能源IoT支持明确，兼含变压器保护和电源切换；非纯电表器件。,方向证据可用（含边界说明）,False,True,未通过或尚未完成核心范围审阅,已有样本依据的专家初评候选
14,C0713,电价预测,电网与电力系统,方向候选,能源电力直接相关,True,True,171,418193,0.0004097303186101183,98,337646,0.0002914020134843693,72,294889,0.0002455429717134497,50,259776,0.00019411803145096503,52,242709,0.00021597472478649356,171,98,1.4060655028112772,3,220,73.33333333333333,0.00024368767221626133,1.6813748306746594,1.4060655028112772,0.2560136071727692,3,3,3,341,0.00031555843460264577,5,1,0.4166666666666667,210,384,117.66666666666667,1.7780898876404494,0.4612156943254018,0.00024700734636815187,1.6587778648471294,1.358696853728917,2.6345642291840373e-07,2.1020459275404555e-06,44.817026194144844,88.27812018489983,False,True,多年背景上持续抬升,2026Q2,1.655309653039317,1.3759072651287592,1.6665998167856062,1.4219227642119048,1.5894915504985714,1.3261219281235694,1.7249133677329622,1.4336960984486098,1.7791583279783143,1.5356145889119868,69,0.0002798999609348256,146,0.00046492291482866084,1.6610324391467766,1.3261219281235694,True,False,True,中长期、日前、跨境和价格趋势预测证据一致。,方向证据可用（含边界说明）,False,True,未通过或尚未完成核心范围审阅,已有样本依据的专家初评候选
15,C0351,输配电线路视觉巡检与无人机检测,电网与电力系统,方向候选,能源电力直接相关,True,True,189,418193,0.000452734083828673,103,337646,0.00030619399386428656,83,294889,0.0002827977674216972,70,259776,0.0002709964597483769,57,242709,0.00023654374619473103,189,103,1.4785857753608875,3,256,85.33333333333333,0.00028666274034478686,1.5793265747900893,1.4785857753608875,0.23528645113292246,3,3,3,375,0.0003472419483715522,5,1,0.4166666666666667,232,442,118.66666666666667,1.947075208913649,0.3038559189334048,0.00028733507638744194,1.5756311047044163,1.3059202193373642,8.7527180382682e-07,6.63084699868803e-06,38.160631741140215,88.18567026194144,False,True,多年背景上持续抬升,2026Q2,1.7654839901267407,1.7445884348002494,1.4615401180818455,1.2377865911531802,1.5309401679628962,1.430064167046754,1.6238556219133364,1.496785398103158,0.7381725333182875,0.8819710612701498,81,0.00032822801174371637,165,0.0005252200846699206,1.6001683764882857,1.2377865911531802,True,False,False,中心重复，随机PCBA和变电站土建检测，边界施工防护用品，不足支撑线路视觉巡检。,观察或降级,False,False,未通过或尚未完成核心范围审阅,数值通过，语义未通过或待复核
16,C0294,电池管理与均衡控制,电化学储能,方向候选,能源电力直接相关,True,True,223,418193,0.0005339634181303874,113,337646,0.000335777954624121,100,294889,0.00034037336078898884,120,259776,0.0004631925304919066,86,242709,0.0003558440703625084,223,113,1.5902277406154333,3,333,111.0,0.00037978128196833886,1.4059761327966191,1.1527893542741778,0.22514209807733288,4,4,3,436,0.0004033715778478325,8,1,0.6666666666666666,265,495,150.33333333333334,1.7577092511013215,0.2863442746432434,0.00037359161003981244,1.4292703684472055,1.2065094974955437,1.681106337388969e-05,0.00010963736982971536,42.804314329738055,88.13559322033898,False,True,多年背景上持续抬升,2026Q2,1.4690739879308472,1.7705531740707832,1.467302822289299,1.6358199263475361,1.2506545183254567,1.4236085026041465,1.2762880711016844,1.5569145102220798,0.7381725333182875,0.8819710612701498,89,0.00036044671228297685,179,0.0005696495782371646,1.5803988740225998,1.2506545183254567,True,False,True,BMS、数字孪生、状态建模与均衡证据相符；中心同题名重复，需通过去重敏感性。,方向证据可用（含边界说明）,False,True,未通过或尚未完成核心范围审阅,已有样本依据的专家初评候选
17,C0566,蒸汽重整制氢与合成气,氢能与燃料电池,方向候选,能源电力直接相关,True,True,113,418193,0.0002711626306836643,49,337646,0.00014644060576118052,61,294889,0.00020828817600520213,56,259776,0.00021718155994018858,36,242709,0.00015015385628013361,113,49,1.8516901734610685,3,166,55.333333333333336,0.00019063678056885708,1.422404584647933,1.2485527351324948,0.13189808585457907,4,3,3,223,0.0002086304708166823,3,0,0.25,220,338,91.0,2.402173913043478,0.550348014050189,0.0001865157513392167,1.4538323371440092,1.1452526374170344,0.0010391964433830818,0.004901870015957933,43.03351309707242,88.09707241910631,False,True,多年背景上持续抬升,2026Q2,1.5898029830228615,2.2973293250339912,1.4770568220110023,1.9188303526990649,1.4784732232379145,1.8893591520516686,1.4613826490694535,1.8880777402751536,1.490846130793397,2.022297281902263,36,0.00014699782121037604,97,0.0003094196873433067,2.104927030860413,1.4770568220110023,True,False,True,蒸汽重整制氢与合成气跨三年有一致证据；4610278为金属蒸汽氧化循环的邻近路线。按重整制氢宽方向持续升温，非新技术起源。,方向支持，标注边界,False,True,未通过或尚未完成核心范围审阅,已有样本依据的专家初评候选
18,C0542,光伏组件故障与缺陷检测,太阳能,方向候选,能源电力直接相关,True,True,315,418193,0.0007537604403585558,191,337646,0.0005665328485508297,146,294889,0.0004961661428416603,115,259776,0.00044397292341755363,91,242709,0.0003764130917707459,315,191,1.3304796752503363,3,452,150.66666666666666,0.0005022239716033478,1.5008452064766622,1.3304796752503363,0.20908188156215912,4,4,3,652,0.0006054864772503486,11,2,0.9166666666666666,457,751,231.66666666666666,1.9684813753581663,0.4744670652322493,0.0005068971620480213,1.4870086021257851,1.2878960017531569,2.62124539710422e-08,2.3685952383471866e-07,58.00269645608629,87.98921417565485,False,True,多年背景上持续抬升,2026Q2,1.4920626579542984,1.3316514025966777,1.4165650576200453,1.2433117970452203,1.5053300871385147,1.3364844360302894,1.540072778377485,1.3566249336590166,1.5849714456427066,1.4530645944163563,155,0.0006262509917318759,244,0.0007759293697993691,1.2390070116353233,1.2390070116353233,True,False,True,I-V诊断、组件在线故障及光伏智能诊断相符；含电站层面的运维，不是单一故障机制。,方向证据可用（含边界说明）,False,True,未通过或尚未完成核心范围审阅,已有样本依据的专家初评候选
19,C0186,煤热解气化与煤质特性,化石能源,方向候选,能源电力直接相关,True,True,1166,418193,0.0027868828959691136,549,337646,0.001625638643752903,580,294889,0.0019660371735125176,561,259776,0.0021583618744498386,574,242709,0.0023633805598064868,1166,549,1.7143311071490004,3,1690,563.3333333333334,0.001916679230571753,1.4540163275718156,1.1791934584573647,0.17445189996185562,4,4,3,2295,0.0021261862377448446,12,3,1.0,840,1319,499.0,1.682,0.4562769692242522,0.0018937229888224974,1.4716423217220256,1.3658475533564016,7.077466629472746e-25,2.123239988841824e-23,73.96764252696457,87.91987673343606,True,True,多年背景上持续抬升,2026Q2,1.5833030161501025,1.9403508334246995,1.4627901740299523,1.7460369860313,1.4746833619650348,1.7326592544424007,1.5077450346106838,1.762533433693022,0.7381725333182875,0.8819710612701498,434,0.001749878173038586,927,0.0029434539488299174,1.6820907844794362,1.4627901740299523,True,False,True,煤热解、煤质与防自燃证据一致，解释为既有煤技术近期升温。,方向证据可用（含边界说明）,False,True,未通过或尚未完成核心范围审阅,已有样本依据的专家初评候选
20,C0600,直接空气捕碳,碳与环境,方向候选,能源电力直接相关,True,True,164,418193,0.00039300663213623593,98,337646,0.0002914020134843693,86,294889,0.00029295816625121924,49,259776,0.00019027411003609443,30,242709,0.00012547103059024864,164,98,1.3486750741251028,3,233,77.66666666666667,0.00025821142992389433,1.5220342192135776,1.3415111009372667,0.14689833293388332,4,4,3,348,0.00032578893729060817,7,1,0.5833333333333334,272,435,115.66666666666667,2.34,0.5751986356247716,0.0002615701377640066,1.5024904428915113,1.230734345136823,2.9320299587090467e-05,0.00018173739413485828,52.5173343605547,87.75808936825885,False,True,多年背景上持续抬升,2026Q2,1.441968941488654,1.2931986266747635,1.461430738841875,1.3722410208163145,1.5094107782463442,1.3587581545255036,1.5617880157269022,1.3751778903486667,1.610746134587135,1.4729364424257831,75,0.000304063986339271,111,0.00035384918091055075,1.163732624736854,1.163732624736854,True,False,True,直接空气捕碳综述、吸附材料与生物途径均明确，包含与海洋增碱对比研究。,方向证据可用（含边界说明）,False,True,未通过或尚未完成核心范围审阅,已有样本依据的专家初评候选
21,C0091,等离子体湍流与不稳定性,核能与等离子体,方向候选,能源电力直接相关,True,True,817,418193,0.0019530876703426922,463,337646,0.0013712165812183267,397,294889,0.0013462528449116723,310,259776,0.0011935375993173195,347,242709,0.001429546987872505,817,463,1.4243465963687316,3,1170,390.0,0.0013036690084824397,1.4981468897663068,1.366228383475059,0.18604323913859755,4,4,3,1677,0.0015568523654908972,12,3,1.0,729,1190,446.6666666666667,1.6306775874906925,0.2782933282218603,0.0013112113329883071,1.4895292781610736,1.36222919116819,6.218169738920124e-19,1.2604398119432684e-17,60.03081664098613,87.36517719568566,True,True,多年背景上持续抬升,2026Q2,1.4642545064309958,1.3575574659272325,1.5118509510195444,1.4222144294584644,1.3038868988404466,1.2316707798402677,1.5357948312449023,1.4475496501393024,0.7381725333182875,0.8819710612701498,318,0.0012827070152193086,687,0.0021818054876771627,1.7009382982941996,1.2316707798402677,True,False,True,中心与随机为等离子体湍流和输运；边界4597596是水泵流动，须保留去重敏感性。,方向证据可用（含边界说明）,False,True,未通过或尚未完成核心范围审阅,已有样本依据的专家初评候选
22,C0656,动力电池梯次利用,电化学储能,方向候选,能源电力直接相关,True,True,105,418193,0.0002520498461420844,69,337646,0.0002056085272808494,41,294889,0.00014055218380838844,43,259776,0.00016721058154687085,17,242709,7.199157492883118e-05,105,69,1.2258725329898348,3,153,51.0,0.00017112376421203623,1.4729096645500048,1.2258725329898348,0.2920240176398208,4,2,3,215,0.00019940351907710746,3,0,0.25,151,281,79.0,1.9,0.5455015205712537,0.00017195295994336195,1.465806963864448,1.1440047271777545,0.0012303111166087892,0.005695884799114765,41.723805855161785,87.01078582434513,False,True,多年背景上持续抬升,2026Q2,1.3361476485600416,1.2698318210103496,1.4822101273374393,1.263072883576191,1.457575871191225,1.215455795806655,1.5110508688943425,1.2499621562643073,1.554644003198086,1.33881938077699,58,0.00023559924769334242,83,0.0002649901937760627,1.1247497450457724,1.1247497450457724,True,False,False,多数支持退役电池再利用，但3769554正文偏材料回收，4666409/4666322为项目案例，4660938为BU概念框架文本；暂不把混合文献增长纳入正式新兴，列优先专家复核。,残留文本质量待复核,False,False,未通过或尚未完成核心范围审阅,数值通过，语义未通过或待复核
23,C0246,虚拟电厂资源聚合与调度,电网与电力系统,方向候选,能源电力直接相关,True,True,409,418193,0.0009783356587221193,249,337646,0.0007381198209578695,180,294889,0.0006113173295762437,146,259776,0.000563134487278542,112,242709,0.0004628029816853433,409,249,1.3254428765407194,3,575,191.66666666666666,0.000637523879270885,1.534586688487668,1.3254428765407194,0.23511831756018076,4,4,3,838,0.0007759242697520774,12,3,1.0,352,640,236.0,1.489451476793249,0.4723754780190468,0.0006446835729472625,1.5175439545473741,1.336934381064811,4.0340582899288105e-11,4.654682642225551e-10,60.115562403698,86.99537750385208,True,True,多年背景上持续抬升,2026Q2,1.4555637096208562,1.2629034431607624,1.5245012546869674,1.297372157325809,1.5351961508045486,1.3136823329938694,1.5881345613654503,1.3404354199026356,1.7795875100387206,1.5507430110373372,198,0.0007994265071304011,309,0.0009822091613615736,1.2286422236451526,1.2286422236451526,True,False,True,资源聚合、多市场投标和VPP调度的中心、随机与边界一致。,方向证据可用（含边界说明）,False,True,未通过或尚未完成核心范围审阅,已有样本依据的专家初评候选
