report_rank,category_id,name,domain,status,analysis_scope,admissible_pool,direct_energy,year0_papers,year0_denominator,year0_share,year1_papers,year1_denominator,year1_share,year2_papers,year2_denominator,year2_share,year3_papers,year3_denominator,year3_share,year4_papers,year4_denominator,year4_share,recent_papers,previous_papers,share_growth_ratio,baseline_years_used,baseline_papers,baseline_annual_mean_papers,baseline_mean_share,multiyear_share_ratio,historical_peak_ratio,three_year_log_share_slope,growing_quarters,active_quarters,core_years,core_papers,core_mean_annual_share,core_active_quarters,core_active_years,core_persistence,recent_institutions,core_institutions,baseline_mean_institutions,institution_expansion,citation_cohort_percentile,pooled_baseline_share,pooled_share_ratio,share_ratio_lower95,growth_count_pvalue,growth_count_qvalue,core_score,emerging_score,core_eligible,emerging_eligible,trajectory,end_quarter,quality_multiyear_share_ratio,quality_share_growth_ratio,geometry_multiyear_share_ratio,geometry_share_growth_ratio,dedup_multiyear_share_ratio,dedup_share_growth_ratio,exclude_needs_review_multiyear_share_ratio,exclude_needs_review_share_growth_ratio,supported_only_multiyear_share_ratio,supported_only_share_growth_ratio,papers_2025_jan_aug,share_2025_jan_aug,papers_2026_jan_aug,share_2026_jan_aug,share_ratio_2026_ytd,robust_min_ratio,emerging_robust,core_review_pass,emerging_review_pass,paper_review_reason,paper_review_decision,final_core,final_emerging,core_review_basis,review_status,patents_2026,patents_jan_may,active_patent_months,known_applicant_names,applicant_metadata_fraction,country_count,patent_review_decision,patent_review_reason,patent_review_pass,reviewed_policy_documents,reviewed_policy_points,policy_review_status,patent_literature_relative_share,jan_may_patent_relative_share,cross_label_papers_ytd,cross_label_patents_ytd,cross_label_relative_share,cross_label_jan_may_relative_share,potential_evidence_score,potential_numeric_gate,potential_priority,potential_review_category,potential_reason,potential_unit_ids,potential_selected_unit_ids,potential_evidence_tier,unified_patents,unified_papers,unified_applicants,unified_policy_groups,unified_relative_share,unified_matched_may_relative_share,recent_records,institution_metadata_fraction,title_only_fraction,jan1_fraction,needs_review_fraction,supported_fraction,quality_retained,geometry_retained,dedup_retained,exclude_needs_review_retained,supported_only_retained,data_scenarios_passed,robustness_grade,time_sensitivity_note
11,C0091,等离子体湍流与不稳定性,核能与等离子体,方向候选,能源电力直接相关,True,True,817,418193,0.0019530876703426,463,337646,0.0013712165812183,397,294889,0.0013462528449116,310,259776,0.0011935375993173,347,242709,0.0014295469878725,817,463,1.4243465963687316,3,1170,390.0,0.0013036690084824,1.4981468897663068,1.366228383475059,0.1860432391385975,4,4,3,1677,0.0015568523654908,12,3,1.0,729,1190,446.6666666666667,1.6306775874906925,0.2782933282218603,0.0013112113329883,1.4895292781610736,1.36222919116819,6.218169738920124e-19,1.2604398119432684e-17,60.03081664098613,87.36517719568566,True,True,多年背景上持续抬升,2026Q2,1.4642545064309958,1.3575574659272325,1.5118509510195444,1.4222144294584644,1.3038868988404466,1.2316707798402675,1.5357948312449023,1.4475496501393024,0.7381725333182875,0.8819710612701498,318,0.0012827070152193,687,0.0021818054876771,1.7009382982941996,1.2316707798402675,True,False,True,中心与随机为等离子体湍流和输运；边界4597596是水泵流动，须保留去重敏感性。,方向证据可用（含边界说明）,False,True,未通过或尚未完成核心范围审阅,已有样本依据的专家初评候选,0,0,0,0,,0,本轮未作样本语义复核,,False,0,0,未确认支持，不等于无相关政策,0.0008181444947823,0.0008446441273924,,,,,,False,False,尚未完成统一任务口径复核，不参与本版潜在排序,原类别与旧跨标签指标保留作历史诊断，不用于本版潜在判断,,,未统一复核,,,,,,,817.0,0.6511627906976745,0.1248470012239902,0.0599755201958384,0.018359853121175,0.0,False,True,True,True,False,3,存在数据敏感性,所列时间长度/删年检验均保留
12,C0246,虚拟电厂资源聚合与调度,电网与电力系统,方向候选,能源电力直接相关,True,True,409,418193,0.0009783356587221,249,337646,0.0007381198209578,180,294889,0.0006113173295762,146,259776,0.0005631344872785,112,242709,0.0004628029816853,409,249,1.3254428765407194,3,575,191.66666666666663,0.0006375238792708,1.534586688487668,1.3254428765407194,0.2351183175601807,4,4,3,838,0.000775924269752,12,3,1.0,352,640,236.0,1.489451476793249,0.4723754780190468,0.0006446835729472,1.517543954547374,1.336934381064811,4.0340582899288105e-11,4.6546826422255504e-10,60.115562403698,86.99537750385208,True,True,多年背景上持续抬升,2026Q2,1.4555637096208562,1.2629034431607624,1.5245012546869674,1.297372157325809,1.5351961508045486,1.3136823329938694,1.5881345613654505,1.3404354199026356,1.7795875100387206,1.5507430110373372,198,0.0007994265071304,309,0.0009822091613615,1.2286422236451526,1.2286422236451526,True,False,True,资源聚合、多市场投标和VPP调度的中心、随机与边界一致。,方向证据可用（含边界说明）,False,True,未通过或尚未完成核心范围审阅,已有样本依据的专家初评候选,686,668,8,477,0.9970845481049564,10,应用方向支持（有范围限制）,四条直接支持虚拟电厂聚合、调度与协调控制，边界有构网变流器误分；仅作已有学术基础上的应用机会。,True,4,8,已有复核支持，计数为下限,2.4952415801086123,2.508518009200563,500.0,646.0,1.453105538123049,1.4584033902916842,87.5,True,True,统一单元通过数值门槛，详见潜在跟踪方向,虚拟电厂资源聚合、调度与市场履约：通过统一集合下全部基准数值门槛；规则与样本支持，不是全量人工验收或未来成功概率；扩展口径亦通过；非对称待判压力下仍≥1.25,U0246,U0246,虚拟电厂资源聚合、调度与市场履约：双口径支持的跟踪方向,659.0,424.0,436.0,6.0,1.7479713250204845,1.618839430880806,409.0,0.7726161369193154,0.2591687041564792,0.2371638141809291,0.0440097799511002,0.843520782396088,True,True,True,True,True,5,五项均保留,所列时间长度/删年检验均保留
13,C0098,建筑与工业冷却节能,热工与能效,宽泛待细分,能源电力直接相关,True,True,1050,418193,0.0025097475201162,569,337646,0.0016848065652725,501,294889,0.0016984800043351,442,259776,0.0017009352260802,464,242709,0.0019108620888252,1050,569,1.4896354108818262,3,1512,504.0,0.0016947405985626,1.48090363932085,1.313411122023526,0.1952242112416189,3,4,3,2120,0.0019643446965746,12,3,1.0,1187,1898,676.0,1.7548005908419495,0.3634291102508185,0.0016943247681715,1.4812670907388137,1.3691333412123627,3.05473686862994e-23,7.900181556801569e-22,69.69183359013869,85.68181818181817,True,True,多年背景上持续抬升,2026Q2,1.6736275365582296,1.655328471620111,1.5091124368829174,1.511809486957514,1.5020800771975311,1.4881217157462432,0.7224527370846096,0.8234347854063445,0.7381725333182875,0.8819710612701498,411,0.0016572494089882,893,0.0028355537501666,1.7110000068714943,1.4881217157462432,True,False,True,建筑与工业冷却、冷却塔证据较一致；含高温储热邻近记录，按宽方向解释。,方向证据可用（含边界说明）,False,True,未通过或尚未完成核心范围审阅,已有样本依据的专家初评候选,63,63,5,55,0.9682539682539684,9,本轮未作样本语义复核,,False,0,0,未确认支持，不等于无相关政策,0.079948787018113,0.0825383216261397,,,,,,False,False,尚未完成统一任务口径复核，不参与本版潜在排序,原类别与旧跨标签指标保留作历史诊断，不用于本版潜在判断,,,未统一复核,,,,,,,1050.0,0.799047619047619,0.3780952380952381,0.1504761904761904,1.0,0.0,True,True,True,False,False,3,存在数据敏感性,所列时间长度/删年检验均保留
14,C0348,智能电网信息安全与韧性,电网与电力系统,宽泛待细分,能源电力直接相关,True,True,1348,418193,0.00322169874429,864,337646,0.0025575334076876,651,294889,0.0022064999458112,459,259776,0.001766281890133,464,242709,0.0019108620888252,1348,864,1.259689799009449,3,1974,658.0,0.0021767717478773,1.4800351701696377,1.259689799009449,0.189250627807529,4,4,3,2863,0.0026619106992629,12,3,1.0,1289,2127,792.3333333333334,1.6260504201680672,0.4057459516212652,0.0022118639700857,1.456553742843916,1.359112045746058,3.662613198567356e-27,1.248618135875235e-25,78.17411402157165,85.27734976887518,True,True,多年背景上持续抬升,2026Q2,1.372949503062972,1.234374733457495,1.439124460701107,1.211011054017788,1.4658740380018351,1.240561674684394,0.7224527370846096,0.8234347854063445,0.7381725333182875,0.8819710612701498,665,0.0026801931511097,1047,0.0033242781794062,1.2403129147725338,1.211011054017788,True,False,True,智能电网安全、电力市场隐私及VPP攻击相符；含金融审计和能源资产风险邻近记录。,方向证据可用（含边界说明）,False,True,未通过或尚未完成核心范围审阅,已有样本依据的专家初评候选,72,68,6,70,1.0,5,本轮未作样本语义复核,,False,0,0,未确认支持，不等于无相关政策,0.0778604098554803,0.0759474164666149,,,,,,False,False,尚未完成统一任务口径复核，不参与本版潜在排序,原类别与旧跨标签指标保留作历史诊断，不用于本版潜在判断,,,未统一复核,,,,,,,1348.0,0.7396142433234422,0.2833827893175074,0.2129080118694362,1.0,0.0,True,True,True,False,False,3,存在数据敏感性,所列时间长度/删年检验均保留
15,C0665,换热器结构与传热强化,热工与能效,方向候选,能源电力直接相关,True,True,213,418193,0.0005100724374534,129,337646,0.0003831122918398,101,294889,0.0003437601603988,78,259776,0.0003017478310673,86,242709,0.0003558440703625,213,129,1.3313914701192275,3,308,102.66666666666669,0.0003428734277686,1.4876406164596103,1.3313914701192275,0.1973042718935049,3,4,3,443,0.0004123149632306,8,1,0.6666666666666666,319,601,171.0,1.8604651162790695,0.4287440304803169,0.0003455862419708,1.4759628003258898,1.239642250697064,5.556576171039267e-06,3.89479638156958e-05,49.80739599383667,84.93451463790446,False,True,多年背景上持续抬升,2026Q2,1.4921117080037791,1.5936428651136698,1.4080592639762315,1.2420365021957662,1.5056470826504007,1.3205920907318909,1.5265770183924143,1.35755464621046,1.570932652848316,1.454060398310247,92,0.0003725287249851,176,0.0005601289724727,1.50358599191246,1.2420365021957662,True,False,True,换热器结构、流动与传热强化五条一致；成熟工程方向近期升温。,方向证据可用（含边界说明）,False,True,未通过或尚未完成核心范围审阅,已有样本依据的专家初评候选,4,3,3,4,1.0,1,本轮未作样本语义复核,,False,0,0,未确认支持，不等于无相关政策,0.0286814111131206,0.0230303108389592,,,,,,False,False,尚未完成统一任务口径复核，不参与本版潜在排序,原类别与旧跨标签指标保留作历史诊断，不用于本版潜在判断,,,未统一复核,,,,,,,213.0,0.8075117370892019,0.4272300469483568,0.1455399061032863,0.0,1.0,True,True,True,True,True,5,五项均保留,所列时间长度/删年检验均保留
16,C0216,电力可靠性与电气安全,电网与电力系统,宽泛待细分,能源电力直接相关,True,True,849,418193,0.002029538808509,459,337646,0.0013593829969143,383,294889,0.0012988376503739,381,259776,0.0014664560197731,361,242709,0.0014871402478155,849,459,1.492985283114308,3,1223,407.6666666666667,0.0013748922223538,1.4761439300561685,1.3647258968951717,0.2231694149524243,3,4,3,1691,0.0015625864852657,12,3,1.0,633,1275,452.0,1.3995584988962473,0.1964761618570091,0.0013705827132944,1.4807853541582965,1.3566786521106844,4.060505497658133e-19,8.956997421304706e-18,58.659476117103246,83.93297380585516,True,True,多年背景上持续抬升,2026Q2,1.390255491959841,1.385742136351016,1.4766597619351596,1.5176435152564558,1.4678417334048612,1.478064496630446,0.7224527370846096,0.8234347854063445,0.7381725333182875,0.8819710612701498,307,0.0012384063019778,702,0.0022294085164992,1.8002238142188725,1.385742136351016,True,False,True,继电保护、设备可靠性与电能质量支持成熟宽方向升温；含施工管理边界。,方向证据可用（含边界说明）,False,True,未通过或尚未完成核心范围审阅,已有样本依据的专家初评候选,55,55,5,44,1.0,7,本轮未作样本语义复核,,False,0,0,未确认支持，不等于无相关政策,0.0888749491218194,0.0917536013831153,,,,,,False,False,尚未完成统一任务口径复核，不参与本版潜在排序,原类别与旧跨标签指标保留作历史诊断，不用于本版潜在判断,,,未统一复核,,,,,,,849.0,0.5700824499411072,0.1095406360424028,0.1849234393404004,1.0,0.0,True,True,True,False,False,3,存在数据敏感性,所列时间长度/删年检验均保留
17,C0534,氢能技术经济与生命周期,氢能与燃料电池,方向候选,能源电力直接相关,True,True,417,418193,0.0009974484432636,291,337646,0.0008623724561491,188,294889,0.0006384117264549,124,259776,0.0004785682161513,77,242709,0.0003188198318276,417,291,1.156633002540099,3,603,201.0,0.0006597841329185,1.5117799799936882,1.156633002540099,0.2231085235015086,3,4,3,896,0.0008327442086226,12,3,1.0,618,1096,341.6666666666667,1.8064202334630348,0.633302064251229,0.0006760495851844,1.4754072262192188,1.3023448456583704,3.8911412386053176e-10,4.168583900926321e-09,68.1895223420647,82.268875192604,True,True,多年背景上持续抬升,2026Q2,1.5482041925915686,1.1127301692990963,1.5036184976949794,1.1342332031351363,1.5847641894846924,1.2317763954737866,1.5503378210652912,1.1793619996814713,1.6032845905645905,1.2632004050781735,234,0.000944410659557,333,0.0010583740074768,1.1206713909531945,1.1127301692990963,True,False,True,九条均围绕氢生产/进口/载体路径或余热利用的技术经济与生命周期，适合作评估研究的持续升温初评；不能将成本分析数量解释为某项制氢技术突破。,评估研究升温，非技术首创,False,True,未通过或尚未完成核心范围审阅,已有样本依据的专家初评候选,0,0,0,0,,0,本轮未作样本语义复核,,False,0,0,未确认支持，不等于无相关政策,0.0016865797306232,0.0017412079087925,,,,,,False,False,尚未完成统一任务口径复核，不参与本版潜在排序,原类别与旧跨标签指标保留作历史诊断，不用于本版潜在判断,,,未统一复核,,,,,,,417.0,0.9088729016786572,0.422062350119904,0.1486810551558753,0.0,1.0,False,False,True,True,True,3,存在数据敏感性,所列时间长度/删年检验均保留
18,C0473,二氧化碳地质封存与驱油,碳与环境,方向候选,能源电力直接相关,True,True,1970,418193,0.0047077177423978,1333,337646,0.0039450211673239,928,294889,0.003144643437737,675,259776,0.002596568915745,573,242709,0.0023592667555248,1970,1333,1.1933314278238298,3,2936,978.6666666666666,0.0032287445069353,1.458064499153056,1.1933314278238298,0.201751362721235,3,4,3,4231,0.0039324607824862,12,3,1.0,1597,2275,852.0,1.873388042203986,0.4752841935548566,0.003289510533379,1.4311301619581824,1.351733022240946,1.1371571000025914e-35,5.330423906262148e-34,87.94298921417565,82.11479198767334,True,True,多年背景上持续抬升,2026Q2,1.47409684935813,1.2315305196366395,1.431701490292886,1.1595155395526835,1.4884828298317805,1.2142362398637685,1.5110827352210687,1.2444495883409905,1.2384458933676254,0.9671856565619518,997,0.004017269223489,1611,0.0051141520631152,1.273041904488933,1.1595155395526835,True,True,True,三年度均有CO2地质封存、岩石反应、选址与数值模拟；3746935水合物开采和4264948煤层甲烷为邻近混入。保留核心并纳入持续升温，强调地质研究边界。,宽方向支持，标注边界,True,True,冻结样本审阅或本次多年补审；非独立专家认定,已有样本依据的专家初评候选,14,13,6,13,1.0,3,本轮未作样本语义复核,,False,0,0,未确认支持，不等于无相关政策,0.0101220948586553,0.009729262559555,,,,,,False,False,尚未完成统一任务口径复核，不参与本版潜在排序,原类别与旧跨标签指标保留作历史诊断，不用于本版潜在判断,,,未统一复核,,,,,,,1970.0,0.8583756345177666,0.3690355329949238,0.1416243654822335,0.1,0.0573604060913705,True,True,True,True,False,4,存在数据敏感性,所列时间长度/删年检验均保留
19,C0443,建筑能效与居民供热用能,热工与能效,宽泛待细分,能源电力直接相关,True,True,1704,418193,0.0040722176563903,1092,337646,0.0032320477130119,903,294889,0.003059973447491,677,259776,0.0026042567585748,736,242709,0.0030298168534333,1704,1092,1.2599497340327008,3,2672,890.6666666666666,0.0029654259730259,1.3732319381539142,1.2599497340327008,0.1428907455729238,4,4,3,3699,0.0034547462722977,12,3,1.0,1555,2711,1062.0,1.4637817497648165,0.4093316070614985,0.0029937738465709,1.3602288833723046,1.2800476302160255,8.286246375015754e-24,2.3017351041710425e-22,84.0446841294299,81.46379044684129,True,True,多年背景上持续抬升,2026Q2,1.3393969567318469,1.2591543889141807,1.3234724778400009,1.227375797004546,1.3732801163110382,1.2609430551509175,0.7224527370846096,0.8234347854063445,0.7381725333182875,0.8819710612701498,817,0.0032923484613556,1346,0.0042731652205924,1.2979079434480287,1.227375797004546,True,False,True,建筑能耗、居民供能及灰色能耗相符；包括学位论文。,方向证据可用（含边界说明）,False,True,未通过或尚未完成核心范围审阅,已有样本依据的专家初评候选,42,40,6,42,1.0,7,本轮未作样本语义复核,,False,0,0,未确认支持，不等于无相关政策,0.0355071065086102,0.0349321350495125,,,,,,False,False,尚未完成统一任务口径复核，不参与本版潜在排序,原类别与旧跨标签指标保留作历史诊断，不用于本版潜在判断,,,未统一复核,,,,,,,1704.0,0.7470657276995305,0.3303990610328638,0.1960093896713615,1.0,0.0,True,True,True,False,False,3,存在数据敏感性,所列时间长度/删年检验均保留
20,C0191,固态储氢材料与反应器,氢能与燃料电池,方向候选,能源电力直接相关,True,True,1883,418193,0.0044998662105082,1263,337646,0.003737933442005,984,294889,0.0033343042158881,734,259776,0.0028233602792224,617,242709,0.0025402741439173,1883,1263,1.2038379709870957,3,2981,993.6666666666666,0.0032985326457052,1.3642024178136134,1.2038379709870957,0.1498918193265441,4,4,3,4130,0.0038573679561338,12,3,1.0,1769,2698,1130.0,1.5649867374005304,0.5768408245951958,0.0033399201959031,1.3472975240629652,1.271771977281773,1.0300762624296945e-24,2.9713738339318105e-23,93.18952234206472,81.14021571648689,True,True,多年背景上持续抬升,2026Q2,1.363979236512697,1.291533401636025,1.393002960227827,1.215762435167415,1.4087889183678872,1.2392092721365044,1.3708004979406874,1.2071713844306604,2.069917933201779,1.556307466647327,983,0.0039608864975453,1413,0.0044857920826642,1.1325222486037425,1.1325222486037425,True,True,True,三年度均有固态/表面储氢材料、金属氢化物证据；3787754为析氢、3925927为含水层储氢。按含边界误分的固态储氢方向作核心与持续升温初评，不把增长解释为纯净技术总量。,宽方向支持，标注边界,True,True,冻结样本审阅或本次多年补审；非独立专家认定,已有样本依据的专家初评候选,283,271,7,189,1.0,9,本轮未作样本语义复核,,False,1,2,已有复核支持，计数为下限,0.2256264243879343,0.223074786563286,,,,,,False,False,尚未完成统一任务口径复核，不参与本版潜在排序,原类别与旧跨标签指标保留作历史诊断，不用于本版潜在判断,,,未统一复核,,,,,,,1883.0,0.9129049389272438,0.6202867764206054,0.1412639405204461,0.0780669144981412,0.2166755177907594,True,True,True,True,True,5,五项均保留,所列时间长度/删年检验均保留
21,C0251,充电站选址与充电调度,交通与充电,方向候选,能源电力直接相关,True,True,1935,418193,0.0046240993100284,1311,337646,0.0038799364536522,986,294889,0.0033410778151078,806,259776,0.0031001226210931,667,242709,0.0027459643579997,1935,1311,1.191797691860569,3,3103,1034.3333333333333,0.0034403789632844,1.3440668482677849,1.191797691860569,0.1624940770776031,4,4,3,4232,0.0039483711929295,12,3,1.0,1544,2520,1045.0,1.477055449330784,0.4480550354715467,0.0034765863920796,1.3300688631132858,1.2566663123985824,1.8352516496844925e-23,4.915852633083463e-22,87.52696456086288,80.16178736517719,True,True,多年背景上持续抬升,2026Q2,1.3004233750853234,1.2144449112716766,1.3368157183823886,1.1930210880087078,1.32654906509488,1.1793276935379673,1.3778502933142869,1.21868348240139,0.7381725333182875,0.8819710612701498,1022,0.0041179526626742,1492,0.0047365013677936,1.150207823107362,1.150207823107362,True,True,True,三年度支持充电设施布局、容量规划、充电行为、V2G/V2X控制；3676809兼电池SOC。保留核心并纳入持续升温，不解释为全新技术。,宽方向支持，标注边界,True,True,冻结样本审阅或本次多年补审；非独立专家认定,已有样本依据的专家初评候选,54,51,6,42,0.9629629629629628,10,本轮未作样本语义复核,,False,0,0,未确认支持，不等于无相关政策,0.0410785280252947,0.0400746145869212,,,,,,False,False,尚未完成统一任务口径复核，不参与本版潜在排序,原类别与旧跨标签指标保留作历史诊断，不用于本版潜在判断,,,未统一复核,,,,,,,1935.0,0.7834625322997416,0.331266149870801,0.2046511627906976,0.283204134366925,0.0,True,True,True,True,False,4,存在数据敏感性,所列时间长度/删年检验均保留
22,C0725,废塑料回收与转化,生物质与资源循环,方向候选,能源电力直接相关,True,True,181,418193,0.000433621299287,110,337646,0.0003269027663961,91,294889,0.0003098921643004,101,259776,0.0003901580236093,70,242709,0.0002900232018561,181,110,1.3264534407811992,3,302,100.66666666666669,0.0003423176514353,1.2667219977378972,1.1113991589244985,0.1679735955118011,3,3,3,382,0.0003568054099945,6,1,0.5,333,558,184.0,1.8054054054054052,0.5418953421311019,0.0003388649536343,1.2796286385963571,1.0645418504458952,0.0043520097050949,0.0187586625219611,51.120955315870575,80.04237288135593,False,True,多年背景上持续抬升,2026Q2,1.2740443162499,1.4121198603419949,1.284165233101523,1.3749340427219672,1.247193617830435,1.310880841117276,1.3006198735811751,1.3525195796493352,1.330350236798239,1.448667399280834,76,0.0003080913239066,152,0.0004839641263574,1.5708463329011932,1.247193617830435,True,False,True,九条跨年题名/摘录一致指向废塑料热解、催化回收与燃料转化；多条仅题名，初评保留并明确证据深度限制。,方向支持，文本深度有限,False,True,未通过或尚未完成核心范围审阅,已有样本依据的专家初评候选,2,2,2,2,1.0,2,本轮未作样本语义复核,,False,0,0,未确认支持，不等于无相关政策,0.0184417816446841,0.0190391094289288,,,,,,False,False,尚未完成统一任务口径复核，不参与本版潜在排序,原类别与旧跨标签指标保留作历史诊断，不用于本版潜在判断,,,未统一复核,,,,,,,181.0,0.861878453038674,0.3425414364640884,0.143646408839779,0.0,1.0,False,True,False,True,True,3,存在数据敏感性,未保留情景：omit_baseline_year_1；omit_baseline_year_2
