category_id,name,domain,status,analysis_scope,admissible_pool,direct_energy,year0_papers,year0_denominator,year0_share,year1_papers,year1_denominator,year1_share,year2_papers,year2_denominator,year2_share,year3_papers,year3_denominator,year3_share,year4_papers,year4_denominator,year4_share,recent_papers,previous_papers,share_growth_ratio,baseline_years_used,baseline_papers,baseline_annual_mean_papers,baseline_mean_share,multiyear_share_ratio,historical_peak_ratio,three_year_log_share_slope,growing_quarters,active_quarters,core_years,core_papers,core_mean_annual_share,core_active_quarters,core_active_years,core_persistence,recent_institutions,core_institutions,baseline_mean_institutions,institution_expansion,citation_cohort_percentile,pooled_baseline_share,pooled_share_ratio,share_ratio_lower95,growth_count_pvalue,growth_count_qvalue,core_score,emerging_score,core_eligible,emerging_eligible,trajectory,end_quarter,quality_multiyear_share_ratio,quality_share_growth_ratio,geometry_multiyear_share_ratio,geometry_share_growth_ratio,dedup_multiyear_share_ratio,dedup_share_growth_ratio,exclude_needs_review_multiyear_share_ratio,exclude_needs_review_share_growth_ratio,supported_only_multiyear_share_ratio,supported_only_share_growth_ratio,papers_2025_jan_aug,share_2025_jan_aug,papers_2026_jan_aug,share_2026_jan_aug,share_ratio_2026_ytd,robust_min_ratio,emerging_robust,core_review_pass,emerging_review_pass,paper_review_reason,paper_review_decision,final_core,final_emerging,core_review_basis,review_status
C0224,生物炭制备与环境应用,生物质与资源循环,宽泛待细分,关联基础或环境研究,True,False,1060,418193,0.0025336385007931807,622,337646,0.0018416015572996945,518,294889,0.0017560555977023952,457,259776,0.001758594047303297,455,242709,0.0018738378502904346,1060,622,1.3757799512877296,3,1597,532.3333333333334,0.001785417067435129,1.4190737542533531,1.3521119238788355,0.18329312796766395,3,4,3,2200,0.0020437652185984236,12,3,1.0,1640,2738,889.6666666666666,1.8424401197604792,0.3657769109793328,0.001789543019605998,1.4158019522498038,1.3100444654141419,4.888272625220515e-19,1.0474869911186818e-17,73.23574730354392,83.80970724191063,False,False,多年背景上持续抬升,2026Q2,1.46357548064903,1.3902628365224392,1.3976872696862155,1.3309229676917256,1.4344395846623876,1.3820032056698761,0.7224527370846096,0.8234347854063445,0.7381725333182875,0.8819710612701498,453,0.0018263975868193297,840,0.002667356381662044,1.4604467290757013,1.3309229676917256,False,False,False,本轮尚无对应语义审阅；仅为数值候选,待专家复核,False,False,未通过或尚未完成核心范围审阅,未过本版数值门槛
C0225,离子导电及功能聚合物,能源材料与电化学基础,关联基础研究,关联基础或环境研究,True,False,821,418193,0.001962644062613482,727,337646,0.0021522331452779563,699,294889,0.002369066327083559,690,259776,0.0026542277369681453,651,242709,0.0026801434894933437,821,727,0.911910527407109,3,2116,705.3333333333334,0.002391842403109887,0.8205574330740358,0.7322906666405766,-0.09410167351402032,1,4,3,2247,0.0021613145116583326,12,3,1.0,1260,2418,1065.3333333333333,1.182557049077837,0.4705584175016225,0.0023709344607174302,0.8277934692549865,0.7637148533193624,0.9999979465659464,1.0,77.16486902927582,29.68798151001541,False,False,近期份额下降,2026Q2,0.7912728182596467,0.8612801195754812,0.8309378903766887,0.9225984156019258,0.818500827806429,0.9033028340596653,0.8249865472128685,0.9232450624252955,0.7381725333182875,0.8819710612701498,536,0.0021606666049141573,547,0.0017375105520047221,0.804154860381041,0.7912728182596467,False,False,False,本轮尚无对应语义审阅；仅为数值候选,待专家复核,False,False,未通过或尚未完成核心范围审阅,未过本版数值门槛
C0226,过硫酸盐活化与高级氧化,碳与环境,方向候选,关联基础或环境研究,True,False,1405,418193,0.0033578773341488123,1515,337646,0.0044834492531529106,1663,294889,0.0056339411509699795,1509,259776,0.005802399375747162,1289,242709,0.005304750621184446,1405,1515,0.7489495574835472,3,4687,1562.3333333333333,0.005306596593290018,0.6327741849445868,0.5787049661186802,-0.25875009775588564,0,4,3,4583,0.004491755912757234,12,3,1.0,1396,2617,1348.6666666666667,1.0350703877500618,0.6192243762870759,0.0052510065129283984,0.6394730849945529,0.602470760660475,1.0,1.0,94.9306625577812,9.38366718027735,False,False,近期份额下降,2026Q2,0.48616221601326914,0.5498525925491192,0.6002691133431705,0.7127416063390514,0.6594908496177054,0.773794868339356,0.6404482667418604,0.7554881883014585,0.4340654916155447,0.5734789411846266,1094,0.004407920967527577,923,0.002930759807810705,0.6648848355950858,0.48616221601326914,False,False,False,本轮尚无对应语义审阅；仅为数值候选,待专家复核,False,False,未通过或尚未完成核心范围审阅,未过本版数值门槛
C0227,空调通风与空气处理,热工与能效,方向候选,能源电力直接相关,True,True,869,418193,0.0020773207698629613,480,337646,0.0014215093145100452,437,294889,0.0014817248293052996,363,259776,0.0013972654343054611,356,242709,0.0014665712264073324,869,480,1.4613486866802248,3,1280,426.6666666666667,0.001433499859373602,1.449125199615081,1.401961233812154,0.16893606879842116,3,4,3,1786,0.0016601849712261022,12,3,1.0,932,1579,525.0,1.773764258555133,0.3303677421483743,0.0014344349524916936,1.4481805300787876,1.3286703449113169,1.0626808312036189e-17,1.9439283497627173e-16,63.79815100154082,84.25654853620954,True,True,多年背景上持续抬升,2026Q2,1.5281176737825077,1.5270746585508599,1.5541909759565617,1.5430117016614806,1.4638094389225045,1.4777361006946146,1.4972726857310745,1.514580047911342,0.7381725333182875,0.8819710612701498,350,0.0014115818173763507,669,0.002124681853090706,1.5051779690955251,1.4638094389225045,True,False,False,空调中心相符，但4565584为服务广告refs、边界为工业压缩空气；清理不足。,观察或降级,False,False,未通过或尚未完成核心范围审阅,数值通过，语义未通过或待复核
C0228,能源审计与综合节能评估,热工与能效,宽泛待细分,能源电力直接相关,True,True,1029,418193,0.0024595764606945587,721,337646,0.0021344827688220555,636,294889,0.002155697951663596,494,259776,0.001900819139653509,534,242709,0.0021988283885405868,1029,721,1.1523056061267296,3,1851,617.0,0.0020636666200463867,1.1918477707602175,1.1185850035013585,0.06593730903527772,3,4,3,2386,0.0022499190603934033,12,3,1.0,787,1788,676.6666666666666,1.162813575996065,0.2069994248211142,0.002074077559186545,1.185865229485057,1.0988597639542452,5.391154548771382e-06,3.8144961429986194e-05,65.84745762711864,66.06702619414483,True,False,平稳或增长证据不足,2026Q2,1.0560696092132555,1.2971315236586483,1.117194123111689,1.0873934378338481,1.1237546128055764,1.0814312106694484,0.7224527370846096,0.8234347854063445,0.7381725333182875,0.8819710612701498,552,0.0022251040059926785,865,0.0027466947630321223,1.2344118547423801,1.0560696092132555,False,False,False,本轮尚无对应语义审阅；仅为数值候选,待专家复核,False,False,未通过或尚未完成核心范围审阅,数值通过，语义未通过或待复核
C0229,通用安装固定与机电结构,制造与通用装置,混杂待重分,质量限制观察,False,False,3,418193,8.36184323694119e-06,0,337646,1.4791980379917224e-06,2,294889,8.466999024601712e-06,4,259776,1.7297646366917676e-05,1,242709,6.170706422471244e-06,3,0,5.652957225588196,3,6,2.0,9.081281143170371e-06,0.9207779282584773,0.4834093066518861,-0.006248626889306941,3,0,3,5,6.1026800998448755e-06,0,0,0.0,1,1,0.3333333333333333,1.5,0.0,7.2813956979273785e-06,1.1483846756633975,0.31313808443466834,0.46352756891473557,0.9683723584569685,3.690292758089368,63.2473035439137,False,False,历史峰值以下的恢复或波动,2026Q2,1.0907636896519755,3.8288822083899854,1.111048292306414,4.053144327893747,0.9813601604921962,5.924551549193695,0.7224527370846096,0.8234347854063445,0.7381725333182875,0.8819710612701498,1,6.0410063511113434e-06,2,7.933838137007865e-06,1.3133305406223093,0.9813601604921962,False,False,False,本轮尚无对应语义审阅；仅为数值候选,待专家复核,False,False,未通过或尚未完成核心范围审阅,未过本版数值门槛
C0230,高温钢材蠕变腐蚀与焊接,能源材料与电化学基础,关联基础研究,关联基础或环境研究,True,False,791,418193,0.0018909711205825576,491,337646,0.001454051671345863,466,294889,0.0015799420179906795,427,259776,0.0016432764048571792,368,242709,0.0015159368777871024,791,491,1.3004841284851205,3,1384,461.3333333333333,0.001559090031397907,1.2128684569210415,1.1507322292179483,0.08985118431692074,3,4,3,1748,0.0016416549366397,12,3,1.0,978,1637,609.6666666666666,1.6031659388646289,0.3242947979407188,0.0015509372836585316,1.2192440922703944,1.1172731083478786,4.042096635887899e-06,2.9432742494329365e-05,63.13559322033898,75.41987673343606,False,False,平稳或增长证据不足,2026Q2,1.2077815555994924,1.3042808581320897,1.2030054141292517,1.3046869193757848,1.2488615596734247,1.3247822653680805,1.2505430667561024,1.3390515410848722,0.7381725333182875,0.8819710612701498,335,0.0013511717538652371,654,0.002077078824268659,1.5372426327939817,1.2030054141292517,False,False,False,本轮尚无对应语义审阅；仅为数值候选,待专家复核,False,False,未通过或尚未完成核心范围审阅,未过本版数值门槛
C0231,专利权利要求格式与杂项器件,制造与通用装置,混杂待重分,质量限制观察,False,False,11,418193,2.7474627778521053e-05,4,337646,1.3312782341925501e-05,4,294889,1.5240598244283083e-05,4,259776,1.7297646366917676e-05,1,242709,6.170706422471244e-06,11,4,2.0637780347385477,3,12,4.0,1.5283675651042085e-05,1.7976453050839085,1.58834486471334,0.294650074096551,2,0,3,19,1.8676002788243214e-05,0,0,0.0,1,12,3.6666666666666665,0.4285714285714286,0.1477877266867717,1.4002684034475729e-05,1.9620972458477475,0.8808673608774765,0.05076644142926141,0.1657262228553196,7.812018489984592,80.83204930662558,False,False,多年背景上持续抬升,2026Q2,1.1085319493653039,0.9845697107288535,1.5466098327632611,1.9686701021198203,1.5752794297816188,1.7867695148361937,0.7224527370846096,0.8234347854063445,0.7381725333182875,0.8819710612701498,1,6.0410063511113434e-06,12,3.966919068503932e-05,6.566652703111546,0.9845697107288535,False,False,False,本轮尚无对应语义审阅；仅为数值候选,待专家复核,False,False,未通过或尚未完成核心范围审阅,未过本版数值门槛
C0232,多种掺杂氧化物及功能化合物,能源材料与电化学基础,混杂待重分,质量限制观察,False,False,644,418193,0.0015397737046310277,547,337646,0.001619721851600936,532,294889,0.0018034707922401647,553,259776,0.002127610503130874,509,242709,0.0020959832814993994,644,547,0.9506408171928487,3,1632,544.0,0.001850267715657325,0.8321896834718367,0.7237103324904544,-0.07903878280208243,2,4,3,1723,0.0016543221161573762,12,3,1.0,1094,1961,863.6666666666666,1.266383962991519,0.4137441819014957,0.0018287505349025301,0.8419812736859134,0.7686054628881988,0.999893760320117,1.0,68.35130970724191,36.2095531587057,False,False,近期份额下降,2026Q2,0.793671464741605,0.8867398541214006,0.8557423008806272,1.0062591327225807,0.8266814312258045,0.9538910853988473,0.7224527370846096,0.8234347854063445,0.7381725333182875,0.8819710612701498,360,0.0014518551930504263,533,0.001693081058437478,1.1661500861392542,0.793671464741605,False,False,False,本轮尚无对应语义审阅；仅为数值候选,待专家复核,False,False,未通过或尚未完成核心范围审阅,未过本版数值门槛
C0233,半导体光电化学水分解,氢能与燃料电池,方向候选,能源电力直接相关,True,True,1291,418193,0.003085520154431299,1157,337646,0.0034243434579508372,1025,294889,0.0034731629998916223,854,259776,0.003284630849006923,784,242709,0.0032272794589524607,1291,1157,0.9010545210548787,3,3036,1012.0,0.0033940457689497945,0.9090979805455124,0.8883891008074141,-0.05917272768818327,0,4,3,3473,0.003327675537424586,12,3,1.0,1524,2449,1137.3333333333333,1.3396778916544656,0.5890634330493753,0.003401532005654844,0.9070971989391268,0.8499154618974001,0.9983213578511642,1.0,90.30046224961481,34.845916795069336,True,False,近期份额下降,2026Q2,0.9139405441406568,0.9521332260863489,0.9130021753870027,0.8905676134940653,0.9387660972611332,0.936622990379921,0.9292648881240392,0.9144521400521096,0.7990702237867395,0.8752512817557107,844,0.0034010865756756866,924,0.002933933343065508,0.8626458861849554,0.8626458861849554,False,False,False,含封面简介4152538、有机氟烷基化4178801及光催化/光电化学多路线，保留观察。,观察或降级,False,False,未通过或尚未完成核心范围审阅,数值通过，语义未通过或待复核
C0234,软开关谐振与交流变换器,电力电子与电机,宽泛待细分,能源电力直接相关,True,True,575,418193,0.0013749259379599013,568,337646,0.0016818481691965883,552,294889,0.0018712067844369785,565,259776,0.002173737560109321,504,242709,0.002075414260091162,575,568,0.8175089542218889,3,1685,561.6666666666666,0.001908930837914296,0.720259692311404,0.6325169897191977,-0.15409184781489849,0,4,3,1695,0.0016426602971978226,12,3,1.0,556,1208,562.6666666666666,0.9881726788882319,0.3137865577852326,0.0018881219152087072,0.7281976480888,0.6624496682184347,0.9999999999798017,1.0,60.79352850539291,16.456086286594758,True,False,近期份额下降,2026Q2,0.6265491442524307,0.7004716486821071,0.7220242047155442,0.8237186050459956,0.7383666762471054,0.8342843713341446,0.7224527370846096,0.8234347854063445,0.7381725333182875,0.8819710612701498,400,0.0016129486957467288,372,0.0011821418824141717,0.7329073054409141,0.6265491442524307,False,False,False,本轮尚无对应语义审阅；仅为数值候选,待专家复核,False,False,未通过或尚未完成核心范围审阅,数值通过，语义未通过或待复核
C0235,热电发电器件与热设计,热工与能效,方向候选,能源电力直接相关,True,True,1218,418193,0.002911115995489383,867,337646,0.0025664085959156385,749,294889,0.0025384063075755935,794,259776,0.003053995564114687,689,242709,0.002836468052195949,1218,867,1.1343150892349472,3,2410,803.3333333333334,0.0027196034892019733,1.070419275106757,0.953215528436197,0.0685000325613907,4,4,3,2834,0.0026719769663268718,12,3,1.0,1244,2304,962.6666666666666,1.2919405050155657,0.3305205540743487,0.0027002775892082994,1.0780802711260882,1.0063074527274443,0.015786680193224267,0.05832517312767586,74.9768875192604,65.70107858243452,True,False,历史峰值以下的恢复或波动,2026Q2,0.9977340260854699,1.0663264760242266,1.0678573696700846,1.1548129586121856,1.069414140814946,1.1250152703255916,1.1141347847261514,1.1746580540731548,0.7381725333182875,0.8819710612701498,616,0.0024828536103067623,893,0.0028355537501666105,1.1420543435971124,0.9977340260854699,False,False,False,本轮尚无对应语义审阅；仅为数值候选,待专家复核,False,False,未通过或尚未完成核心范围审阅,数值通过，语义未通过或待复核
C0236,氢能供给加氢与系统集成,氢能与燃料电池,宽泛待细分,能源电力直接相关,True,True,1263,418193,0.0030186254085357695,1042,337646,0.0030841279092127414,707,294889,0.0023961607239622847,469,259776,0.001804721104281744,418,242709,0.0017216270918694772,1263,1042,0.9787614189147906,3,2218,739.3333333333334,0.0024283365791522567,1.2430836130589382,0.9787614189147906,0.11546690345551447,1,4,3,3012,0.0028329713472369316,12,3,1.0,1293,2195,833.6666666666666,1.5503194888178915,0.5186164031837825,0.0024851963624387525,1.214642615030048,1.133567528568396,1.5041826373518598e-08,1.3757768024559693e-07,84.12942989214176,63.054699537750395,True,False,近期份额下降,2026Q2,1.3377768470961315,1.111357605101914,1.247530544046707,0.9666418492748284,1.2629609650753637,1.0008629656671357,0.7224527370846096,0.8234347854063445,0.7381725333182875,0.8819710612701498,756,0.003046680869743821,1004,0.00318781616344976,1.0463242786953941,0.9666418492748284,False,False,False,本轮尚无对应语义审阅；仅为数值候选,待专家复核,False,False,未通过或尚未完成核心范围审阅,数值通过，语义未通过或待复核
C0237,分布式光伏部署与技术经济,太阳能,宽泛待细分,能源电力直接相关,True,True,2754,418193,0.006580770627472717,2060,337646,0.006095775114563888,1715,294889,0.005810054730681695,1470,259776,0.005652486440567209,1317,242709,0.005419937141070577,2754,2060,1.0795625664979156,3,5245,1748.3333333333333,0.005852772095270932,1.1243852520398003,1.0795625664979156,0.06228093210722019,4,4,3,6529,0.006162200157572767,12,3,1.0,2495,4418,1895.0,1.3164556962025316,0.3245328315192702,0.005876086328227395,1.1199240889059403,1.0694465065440173,6.267239230258046e-07,4.845803528550036e-06,85.08474576271188,66.05546995377503,True,False,平稳或增长证据不足,2026Q2,1.129830527627344,1.1301824108839464,1.1332656982444567,1.09996101452378,1.0841190166871246,1.0352870343234322,0.7224527370846096,0.8234347854063445,0.7381725333182875,0.8819710612701498,1535,0.006183976834754312,2064,0.0065517635335410945,1.0594741391526241,1.0352870343234322,False,False,False,本轮尚无对应语义审阅；仅为数值候选,待专家复核,False,False,未通过或尚未完成核心范围审阅,数值通过，语义未通过或待复核
C0238,农业农村经济与资源发展,其他基础与关联学科,关联基础研究,关联基础或环境研究,False,False,434,418193,0.0010380631104145563,302,337646,0.0008949148129849921,257,294889,0.0008721008995339764,209,259776,0.0008053015364153896,182,242709,0.000750769281400668,434,302,1.1599574566791362,3,768,256.0,0.0008574390829781194,1.2106552302340599,1.1599574566791362,0.08710336710091449,3,4,3,993,0.0009350262743111751,12,3,1.0,465,1053,324.6666666666667,1.4309109518935517,0.2101123196161865,0.0008608850144395677,1.2058092463025747,1.071978813184702,0.0008979525837042677,0.004289582406230578,52.56548536209553,71.2904468412943,False,False,平稳或增长证据不足,2026Q2,1.3176004319434331,1.2600673477977802,1.2715853127930368,1.2089030973023038,1.203520271353727,1.1530812172667582,1.240202796108206,1.1824030279628541,0.7381725333182875,0.8819710612701498,226,0.0009121919590178129,318,0.001010770978654802,1.1080682839422662,1.1080682839422662,False,False,False,本轮尚无对应语义审阅；仅为数值候选,待专家复核,False,False,未通过或尚未完成核心范围审阅,未过本版数值门槛
C0239,高温及绝缘陶瓷制备,能源材料与电化学基础,宽泛待细分,关联基础或环境研究,True,False,717,418193,0.001714177863572944,541,337646,0.0016019714751450353,578,294889,0.001959263574292836,507,259776,0.0019507901180468266,511,242709,0.0021042108900626946,717,541,1.0700426881307297,3,1626,542.0,0.0018373417224948993,0.9329662754543488,0.8146416652761789,-0.06681754469989132,3,4,3,1836,0.0017584709710036048,12,3,1.0,953,1733,701.3333333333334,1.358329378262933,0.4827028304030612,0.0018220292465659818,0.9408069968161555,0.8616913049490906,0.913177789491588,1.0,71.57935285053931,49.53389830508475,False,False,历史峰值以下的恢复或波动,2026Q2,0.6589386655141038,0.795088458584332,0.9774915008848025,1.1189662254921389,0.979621602738688,1.116058914140518,0.7224527370846096,0.8234347854063445,0.7381725333182875,0.8819710612701498,397,0.0016008666830445062,562,0.0017851135808267693,1.115091968452904,0.6589386655141038,False,False,False,本轮尚无对应语义审阅；仅为数值候选,待专家复核,False,False,未通过或尚未完成核心范围审阅,未过本版数值门槛
C0240,薄膜晶体管与有机电子器件,电力电子与电机,关联基础研究,关联基础或环境研究,True,False,290,418193,0.0006940329886661187,255,337646,0.0007558701974137702,237,294889,0.0008043649073371627,233,259776,0.0008975556503722838,300,242709,0.0012361981866350726,290,255,0.9181907039605093,3,725,241.66666666666666,0.0008192635850410722,0.8471424842242008,0.5614253411544586,-0.07376676879127864,0,4,3,782,0.0007514226978056839,12,3,1.0,498,976,418.0,1.1909307875894988,0.4521357272732323,0.0008127157813609712,0.853967653370645,0.7453158119996592,0.9887939132013802,1.0,59.35285053929121,29.830508474576266,False,False,近期份额下降,2026Q2,0.6719416773235628,0.7345202603850177,0.8219349405787959,0.981788039542591,0.8593056384024818,0.9277783273429576,0.870957657576753,0.9365530993611554,0.7381725333182875,0.8819710612701498,186,0.0007510984563215104,219,0.0006965909884292904,0.9274296632705529,0.6719416773235628,False,False,False,本轮尚无对应语义审阅；仅为数值候选,待专家复核,False,False,未通过或尚未完成核心范围审阅,未过本版数值门槛
C0241,有机半导体供受体与分子器件材料,能源材料与电化学基础,关联基础研究,关联基础或环境研究,True,False,1403,418193,0.003353099138013417,1066,337646,0.003155129415036344,891,294889,0.0030193318521729707,834,259776,0.003207752420709511,808,242709,0.0033260107617120007,1403,1066,1.0627453574593841,3,2791,930.3333333333334,0.003127404562639609,1.0721667347007118,1.0081444042855332,0.052424734049457467,3,4,3,3360,0.0031758534684075772,12,3,1.0,1641,2402,1048.0,1.565300285986654,0.5377787373044723,0.00312707939857912,1.072278222144598,1.0056662724361853,0.01596175663502481,0.058682928805238274,87.20338983050848,63.10862865947612,False,False,平稳或增长证据不足,2026Q2,1.0577577232269813,1.0121876919230641,1.0957861988749409,1.118231302986841,1.0576493859606153,1.087283984333476,1.0813010788544832,1.0698301813479858,0.7381725333182875,0.8819710612701498,800,0.003223883722709754,1053,0.0033433193909351137,1.03704713894736,1.0121876919230641,False,False,False,本轮尚无对应语义审阅；仅为数值候选,待专家复核,False,False,未通过或尚未完成核心范围审阅,未过本版数值门槛
C0242,文摘索引与教学资料记录,其他基础与关联学科,外围或非研究文本,质量限制观察,False,False,103,418193,0.00024727165000668945,87,337646,0.0002588596566485514,85,294889,0.0002895713666413786,97,259776,0.00037478233794988297,88,242709,0.0003640716789258034,103,87,0.9552344046504134,3,269,89.66666666666667,0.0003077377870799376,0.8035140967022631,0.6597740207270796,-0.07895712681855915,1,3,3,275,0.0002652342244322065,5,0,0.4166666666666667,200,426,125.66666666666667,1.5868421052631578,0.237430914168052,0.0003018978677832967,0.8190572918659428,0.6529504976689308,0.959723287055815,1.0,34.23921417565486,35.06548536209554,False,False,近期份额下降,2026Q2,1.0764406430546336,1.0360504799172903,0.8018397609279592,1.008343223036981,0.7330682615252223,0.8779060414510621,0.7224527370846096,0.8234347854063445,0.7381725333182875,0.8819710612701498,58,0.00023559924769334242,88,0.0002808578700500784,1.1921000291802497,0.7330682615252223,False,False,False,本轮尚无对应语义审阅；仅为数值候选,待专家复核,False,False,未通过或尚未完成核心范围审阅,未过本版数值门槛
C0243,生物油热解与燃料升级,生物质与资源循环,方向候选,能源电力直接相关,True,True,1121,418193,0.002679373482922727,843,337646,0.0024954070900920357,857,294889,0.0029041806654383872,871,259776,0.003349977513059723,775,242709,0.0031902552204176333,1121,843,1.0737219965275913,3,2571,857.0,0.002916521756196715,0.9186879807187721,0.7998183487731846,-0.04028415773982941,3,4,3,2821,0.0026929870794843835,12,3,1.0,1337,2420,1071.0,1.248134328358209,0.421735515659405,0.002880632159572347,0.9301338506616207,0.8671314594928601,0.978339276650088,1.0,79.71494607087828,49.17950693374422,True,False,历史峰值以下的恢复或波动,2026Q2,1.039285748998947,1.1996155324837137,0.9062149662789742,1.0650811228806463,0.9412582470096074,1.1011506535673838,0.9521052960681425,1.1081690430579367,0.7381725333182875,0.8819710612701498,599,0.0024143888716608337,901,0.002860942032205036,1.1849549448250325,0.9062149662789742,False,False,False,本轮尚无对应语义审阅；仅为数值候选,待专家复核,False,False,未通过或尚未完成核心范围审阅,数值通过，语义未通过或待复核
C0244,电驱控制器与机电集成装置,电力电子与电机,宽泛待细分,能源电力直接相关,True,True,9,418193,2.2696431643126086e-05,3,337646,1.0354386265942057e-05,3,294889,1.1853798634442397e-05,4,259776,1.7297646366917676e-05,1,242709,6.170706422471244e-06,9,3,2.1919630058403206,3,10,3.3333333333333335,1.3168610422434042e-05,1.723525179578587,1.3121109751979765,0.32477966985564954,2,0,3,15,1.4968205514503512e-05,0,0,0.0,3,4,0.6666666666666666,2.4000000000000004,0.0290962505000881,1.1762254588959611e-05,1.9295987407405384,0.8022585799296746,0.07416113879334423,0.22610103290653727,5.947611710323574,90.13097072419104,False,False,多年背景上持续抬升,2026Q2,0.5500025263285803,0.7657764416779971,3.5696429446924403,5.13398281533208,1.4444135684633466,1.8136382293450086,0.7224527370846096,0.8234347854063445,0.7381725333182875,0.8819710612701498,6,2.6177694188149157e-05,6,2.0627979156220447e-05,0.7879983243733855,0.5500025263285803,False,False,False,本轮尚无对应语义审阅；仅为数值候选,待专家复核,False,False,未通过或尚未完成核心范围审阅,未过本版数值门槛
C0245,碳基超级电容器电极,电化学储能,方向候选,能源电力直接相关,True,True,1182,418193,0.0028251084650522734,1163,337646,0.003442093834406738,1056,294889,0.0035781537877966835,983,259776,0.0037804967115252297,941,242709,0.0038731467311711176,1182,1163,0.8207528908168754,3,3202,1067.3333333333333,0.0036002481112428833,0.7846982701636597,0.7294090983736239,-0.11815010354492506,0,4,3,3401,0.003281785362418565,12,3,1.0,1417,2440,1172.0,1.2088661551577153,0.6188998432718998,0.0035874876496326817,0.7874893911736623,0.7366806760497235,0.9999999999990515,1.0,90.41602465331279,21.286594761171035,True,False,近期份额下降,2026Q2,0.7852836798438072,0.7422943702125732,0.7829900224119886,0.822138030731311,0.8113438983357277,0.8523857751968316,0.8876602040023356,0.8821205607582442,0.7381725333182875,0.8819710612701498,846,0.003409141250810502,873,0.002772083045070548,0.8131323524396364,0.7422943702125732,False,True,False,跨年样本以生物质/多孔碳、碳复合材料超级电容电极为主；4067911活性相为碳布上金属硫属化物，4224126为超级电容摆动捕碳。可作碳基超级电容宽方向核心初评，注明与邻近超级电容类别的边界。,方向支持，标注边界,True,False,冻结样本审阅或本次多年补审；非独立专家认定,已有样本依据的专家初评候选
C0246,虚拟电厂资源聚合与调度,电网与电力系统,方向候选,能源电力直接相关,True,True,409,418193,0.0009783356587221193,249,337646,0.0007381198209578695,180,294889,0.0006113173295762437,146,259776,0.000563134487278542,112,242709,0.0004628029816853433,409,249,1.3254428765407194,3,575,191.66666666666666,0.000637523879270885,1.534586688487668,1.3254428765407194,0.23511831756018076,4,4,3,838,0.0007759242697520774,12,3,1.0,352,640,236.0,1.489451476793249,0.4723754780190468,0.0006446835729472625,1.5175439545473741,1.336934381064811,4.0340582899288105e-11,4.654682642225551e-10,60.115562403698,86.99537750385208,True,True,多年背景上持续抬升,2026Q2,1.4555637096208562,1.2629034431607624,1.5245012546869674,1.297372157325809,1.5351961508045486,1.3136823329938694,1.5881345613654503,1.3404354199026356,1.7795875100387206,1.5507430110373372,198,0.0007994265071304011,309,0.0009822091613615736,1.2286422236451526,1.2286422236451526,True,False,True,资源聚合、多市场投标和VPP调度的中心、随机与边界一致。,方向证据可用（含边界说明）,False,True,未通过或尚未完成核心范围审阅,已有样本依据的专家初评候选
C0247,镍锰及多种无机功能材料,能源材料与电化学基础,混杂待重分,质量限制观察,False,False,895,418193,0.002139437319623096,799,337646,0.002365237662748764,691,294889,0.0023419719302048337,653,259776,0.0025120026446179334,650,242709,0.0026760296852116963,895,799,0.9045337613712552,3,2143,714.3333333333334,0.0024064040791905105,0.8890598790635281,0.7994819083831831,-0.04522521000193702,2,4,3,2385,0.0022822156375255642,12,3,1.0,1331,2329,1033.0,1.2882011605415862,0.4435549708957958,0.002401180258231898,0.8909940485677924,0.8241478221898113,0.9981412737876766,1.0,76.72573189522342,38.983050847457626,False,False,近期份额下降,2026Q2,0.8701899249143344,0.8865357289175902,0.8992104195693436,0.9393986183883881,0.8838738827794308,0.9191211604189009,0.7224527370846096,0.8234347854063445,0.7381725333182875,0.8819710612701498,617,0.0024868809478741697,603,0.0019152285262736984,0.7701327753187662,0.7701327753187662,False,False,False,本轮尚无对应语义审阅；仅为数值候选,待专家复核,False,False,未通过或尚未完成核心范围审阅,未过本版数值门槛
C0248,电力安全生产与应急政策,能源政策与治理,政策类群,能源治理与政策研究,True,False,58,418193,0.00013976223696030273,23,337646,6.952230778561095e-05,19,294889,6.604259239189335e-05,11,259776,4.4205096271011834e-05,16,242709,6.78777706471837e-05,58,23,2.0103221744492976,3,53,17.666666666666668,5.992333214950538e-05,2.332350888158284,2.0103221744492976,0.3748213991341407,4,0,3,100,9.177571237926901e-05,0,0,0.0,22,54,16.666666666666668,1.3018867924528301,0.0815651141421936,5.993148766755612e-05,2.3320335002456973,1.6095679544775985,2.1346081493462142e-06,1.5851050613957037e-05,15.716486902927581,91.86440677966101,False,False,多年背景上持续抬升,2026Q2,1.9763604386544682,1.8032800078223803,2.3778195095931505,2.375981157730817,2.393414517305184,2.0124667167102395,2.311203483538337,1.979747462785467,0.7381725333182875,0.8819710612701498,21,8.658775769926259e-05,54,0.00017295767138677143,1.9974841245743957,1.8032800078223803,False,False,False,本轮尚无对应语义审阅；仅为数值候选,待专家复核,False,False,未通过或尚未完成核心范围审阅,未过本版数值门槛
